,model,numb_vars,formula,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
0,projyear,2,"np.power(bm, 0.5) ~ swir2 + bai_246 + swir2:bai_246",0.4723,0.4701,5291.3404,633.6637,53.052,0.2481,0.5157,0.0432,0.5729,,25.5392,,,,,,,448.0818,0.9732,0.8413,460.1031,499.291,0.3744,0.0208,0.4063
0,projyear,2,"np.power(bm, 0.5) ~ bai_126 + bai_136 + bai_126:bai_136",0.3751,0.3726,5417.3762,690.4965,51.5528,0.2955,0.5619,0.042,0.6091,,23.8364,,,,,,,479.821,1.0399,1.0269,500.3945,535.0114,0.4072,0.0194,0.4354
0,projyear,2,"np.power(bm, 0.5) ~ bai_126 + bai_236 + bai_126:bai_236",0.3737,0.3712,5419.0281,692.6763,51.8304,0.296,0.5637,0.0422,0.6114,,23.9825,,,,,,,478.3368,1.0368,1.0275,501.8146,536.7691,0.4084,0.0195,0.4368
0,projyear,2,"np.power(bm, 0.5) ~ bai_126 + bai_246 + bai_126:bai_246",0.3735,0.371,5419.2879,680.5429,36.9658,0.3018,0.5538,0.0301,0.5825,,22.703,,,,,,,478.5661,1.0403,1.0597,496.2425,532.0918,0.4039,0.0185,0.433
0,projyear,2,"np.power(bm, 0.5) ~ bai_136 + bai_246 + bai_136:bai_246",0.431,0.4287,5347.5199,659.8601,46.2655,0.2669,0.537,0.0377,0.576,,22.6828,,,,,,,451.8146,0.981,0.9151,477.8397,508.4724,0.3889,0.0185,0.4138
0,projyear,2,"np.power(bm, 0.5) ~ bai_236 + bai_246 + bai_236:bai_246",0.4041,0.4017,5381.9735,680.8955,49.594,0.2784,0.5541,0.0404,0.6018,,24.0187,,,,,,,459.0924,0.9961,0.9447,491.2742,526.8453,0.3998,0.0195,0.4288
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi",0.469,0.4647,5301.9467,638.8963,51.8966,0.2521,0.5199,0.0422,0.564,,27.431,,,,,,,441.6897,0.9586,0.8584,465.9264,500.48,0.3792,0.0223,0.4073
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir",0.4743,0.47,5294.4921,637.6402,51.0654,0.2475,0.5189,0.0416,0.5668,,26.367,,,,,,,423.8697,0.9178,0.8471,463.452,500.9327,0.3772,0.0215,0.4077
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126",0.4642,0.4599,5308.6116,641.83,47.9892,0.255,0.5223,0.0391,0.5646,,24.5215,,,,,,,414.2598,0.898,0.8804,463.1147,498.2465,0.3769,0.02,0.4055
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndvi + bai_136 + dfi:ndvi + dfi:bai_136 + ndvi:bai_136",0.4559,0.4514,5320.186,649.006,47.1544,0.2573,0.5282,0.0384,0.5712,,23.1484,,,,,,,431.3561,0.9355,0.8761,471.7477,501.2243,0.3839,0.0188,0.4079
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246",0.4649,0.4606,5307.6521,647.6585,52.6595,0.2496,0.5271,0.0429,0.5694,,28.9858,,,,,,,428.0626,0.9274,0.8491,467.7731,509.0842,0.3807,0.0236,0.4143
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7",0.449,0.4445,5329.5311,658.7649,52.7287,0.2599,0.5361,0.0429,0.5907,,29.4561,,,,,,,429.0659,0.9311,0.8862,474.5862,518.8345,0.3862,0.024,0.4222
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir",0.4653,0.4609,5307.169,640.6254,48.6775,0.2542,0.5214,0.0396,0.5737,,23.4338,,,,,,,425.1391,0.9212,0.8687,467.09,500.2053,0.3801,0.0191,0.4071
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + swir1 + dfi:ndti + dfi:swir1 + ndti:swir1",0.5068,0.5028,5246.9119,622.1219,56.6205,0.2316,0.5063,0.0461,0.5563,,28.4675,,,,,,,423.4691,0.9166,0.7882,451.3971,487.2456,0.3674,0.0232,0.3965
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126",0.4472,0.4427,5331.9301,648.2599,47.3118,0.2664,0.5276,0.0385,0.5746,,23.7634,,,,,,,417.3709,0.905,0.9259,469.0679,500.9111,0.3817,0.0193,0.4077
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136",0.45,0.4455,5328.1646,652.5864,46.9289,0.2609,0.5311,0.0382,0.5739,,20.9349,,,,,,,429.1491,0.9309,0.8904,472.8967,503.2087,0.3849,0.017,0.4095
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236",0.4583,0.4539,5316.8203,648.6699,46.7937,0.2564,0.5279,0.0381,0.5673,,20.8783,,,,,,,425.662,0.9241,0.8662,470.655,501.3734,0.383,0.017,0.408
0,projyear,3,"np.power(bm, 0.5) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246",0.4562,0.4517,5319.7673,654.1778,56.5914,0.256,0.5324,0.0461,0.5826,,33.2407,,,,,,,426.3132,0.9237,0.8784,472.4109,519.129,0.3845,0.0271,0.4225
0,projyear,3,"np.power(bm, 0.5) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7",0.4424,0.4379,5338.3661,656.1338,47.43,0.2626,0.534,0.0386,0.579,,24.9037,,,,,,,451.3251,0.981,0.8943,475.0201,511.5068,0.3866,0.0203,0.4163
0,projyear,3,"np.power(bm, 0.5) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir",0.375,0.3699,5423.5759,692.4254,45.7789,0.2924,0.5635,0.0373,0.601,,18.5967,,,,,,,459.5823,0.9964,1.0155,499.2759,529.3183,0.4063,0.0151,0.4308
0,projyear,3,"np.power(bm, 0.5) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1",0.5005,0.4965,5256.2848,620.0169,54.6956,0.2338,0.5046,0.0445,0.557,,26.311,,,,,,,432.1313,0.935,0.8017,451.1859,484.2436,0.3672,0.0214,0.3941
0,projyear,3,"np.power(bm, 0.5) ~ dfi + satvi + swir2 + dfi:satvi + dfi:swir2 + satvi:swir2",0.5079,0.5039,5245.213,615.5094,55.2769,0.2301,0.5009,0.045,0.5568,,27.6392,,,,,,,432.8915,0.9377,0.7831,448.9274,482.8645,0.3653,0.0225,0.393
