index,model,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
0,Project,1,np.log(bm) ~ dfi,BIRD,0.0352,0.0347,7654.8067,826.1137,41.8475,23.217,1.2266,0.0621,1.3156,,27.3037,1.5873,0.0634,2.1731,0.0981,0.398,0.018,222.9984,0.8772,37.4011,532.0104,557.4713,0.7899,0.0405,0.8277
1,Project,1,np.log(bm) ~ ndvi,BIRD,0.3102,0.3098,7070.1588,1171.1269,318.5074,8.3762,1.7388,0.4729,2.55,,68.2914,1.3776,0.0197,1.8413,0.0284,0.3373,0.0052,428.0858,1.6641,13.4294,563.8683,659.4728,0.8372,0.1014,0.9791
2,Project,1,np.log(bm) ~ ndti,BIRD,0.4051,0.4047,6812.1006,2159.7463,957.3988,5.9697,3.2067,1.4215,5.7026,,148.4804,1.3067,0.0249,1.7077,0.0479,0.3128,0.0088,547.8223,2.1404,9.3325,738.8551,1008.6998,1.097,0.2205,1.4977
3,Project,1,np.log(bm) ~ satvi,BIRD,0.3492,0.3488,6968.6119,739.2246,36.4985,8.658,1.0976,0.0542,1.1875,,14.981,1.298,0.0512,1.7841,0.0714,0.3268,0.0131,328.3392,1.2962,13.9986,446.298,464.8047,0.6626,0.0222,0.6901
4,Project,1,np.log(bm) ~ ndii7,BIRD,0.2707,0.2702,7167.1969,1349.4688,504.9801,9.6371,2.0036,0.7498,3.3359,,93.6217,1.4079,0.0264,1.8934,0.0298,0.3468,0.0055,594.7559,2.338,15.4539,573.8175,692.8227,0.852,0.139,1.0287
5,Project,1,np.log(bm) ~ nir,BIRD,0.2814,0.281,7141.379,720.6325,48.9184,12.0285,1.0699,0.0726,1.157,,26.3089,1.3329,0.0778,1.874,0.0993,0.3432,0.0182,302.4099,1.1914,19.4253,436.2185,471.8465,0.6477,0.0391,0.7006
6,Project,1,np.log(bm) ~ swir1,BIRD,0.4498,0.4495,6675.8314,900.6953,98.882,5.4707,1.3373,0.1468,1.5437,,33.2599,1.2226,0.0355,1.6418,0.0478,0.3007,0.0088,370.3234,1.4507,8.7104,483.8949,538.1535,0.7185,0.0494,0.799
7,Project,1,np.log(bm) ~ swir2,BIRD,0.4854,0.4852,6559.1486,928.0963,97.3467,4.6194,1.378,0.1445,1.6116,,36.9108,1.1919,0.035,1.5873,0.0495,0.2907,0.0091,384.2265,1.5042,7.322,496.8528,560.1976,0.7377,0.0548,0.8317
8,Project,1,np.log(bm) ~ bai_126,BIRD,0.0599,0.0594,7609.5828,783.4284,42.9663,24.1295,1.1632,0.0638,1.2483,,26.0498,1.5446,0.0752,2.1445,0.1086,0.3928,0.0199,225.9086,0.8913,38.979,505.7766,533.5642,0.7509,0.0387,0.7922
9,Project,1,np.log(bm) ~ bai_136,BIRD,0.2733,0.2729,7160.7593,822.5517,41.9835,10.5612,1.2213,0.0623,1.3343,,24.135,1.3823,0.0377,1.8868,0.0578,0.3456,0.0106,356.3443,1.3973,17.0152,496.113,528.6619,0.7366,0.0358,0.7849
10,Project,1,np.log(bm) ~ bai_236,BIRD,0.2904,0.29,7119.377,978.3801,60.4436,8.8694,1.4526,0.0897,1.5971,,34.753,1.4088,0.0294,1.8669,0.0323,0.3419,0.0059,445.5388,1.7355,14.2403,563.3504,626.4999,0.8364,0.0516,0.9302
11,Project,1,np.log(bm) ~ bai_246,BIRD,0.1079,0.1074,7518.2431,762.8263,31.9686,17.4604,1.1326,0.0475,1.1786,,29.1243,1.5492,0.0308,2.0924,0.0586,0.3832,0.0107,281.3136,1.1045,28.253,502.6474,539.3577,0.7463,0.0432,0.8008
12,Project,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.4788,0.4779,6585.6728,974.0265,179.6797,5.0823,1.4462,0.2668,1.9746,,41.1444,1.2095,0.0358,1.5999,0.0563,0.293,0.0103,408.0195,1.6063,8.0826,518.6762,597.1244,0.7701,0.0611,0.8866
13,Project,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4155,0.4145,6785.3473,1988.474,953.8728,6.5897,2.9524,1.4162,4.893,,128.2637,1.282,0.0371,1.6966,0.064,0.3107,0.0117,460.0164,1.8011,10.376,672.1834,876.2153,0.998,0.1904,1.3009
14,Project,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.4058,0.4048,6814.0744,749.2013,18.0938,8.364,1.1124,0.0269,1.1418,,15.7775,1.2295,0.063,1.7052,0.0883,0.3123,0.0162,320.9694,1.2676,13.5106,444.1785,463.3114,0.6595,0.0234,0.6879
15,Project,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3842,0.3832,6876.1521,1569.6476,854.4527,9.6158,2.3305,1.2686,4.6339,,112.3057,1.2935,0.0346,1.7396,0.0627,0.3186,0.0115,632.0447,2.5179,15.3205,579.1542,755.5736,0.8599,0.1667,1.1218
16,Project,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.294,0.2928,7114.4248,702.5067,44.3228,12.1989,1.043,0.0658,1.1099,,23.9655,1.3071,0.0796,1.8587,0.1062,0.3404,0.0195,290.0307,1.1365,19.6983,420.6236,445.0813,0.6245,0.0356,0.6608
17,Project,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.4919,0.4911,6541.0305,781.2706,90.935,5.5321,1.16,0.135,1.3921,,19.035,1.1474,0.0541,1.5782,0.077,0.2891,0.0141,348.7281,1.3783,8.8494,428.8041,462.996,0.6367,0.0283,0.6874
18,Project,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.5078,0.5069,6485.8974,780.5031,82.6192,4.9792,1.1588,0.1227,1.3967,,23.2644,1.142,0.0481,1.5539,0.0709,0.2846,0.013,338.7851,1.3323,7.9485,439.5912,484.1105,0.6527,0.0345,0.7188
19,Project,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.0925,0.0909,7552.1331,783.236,42.8502,21.4961,1.1629,0.0636,1.2511,,25.2733,1.529,0.0823,2.1088,0.1114,0.3862,0.0204,235.6855,0.9298,34.7353,501.4592,528.7271,0.7445,0.0375,0.785
20,Project,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3725,0.3714,6908.9869,853.3311,76.2621,8.4087,1.267,0.1132,1.4825,,27.5593,1.2945,0.0612,1.753,0.0833,0.3211,0.0153,383.1677,1.5066,13.512,497.1253,544.2247,0.7381,0.0409,0.808
21,Project,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4285,0.4275,6746.0719,956.2415,90.6926,6.1353,1.4198,0.1347,1.6295,,29.7913,1.2678,0.0478,1.6742,0.071,0.3066,0.013,512.4096,2.0239,9.8005,538.7209,587.0684,0.7999,0.0442,0.8716
22,Project,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.2639,0.2627,7187.155,851.5749,121.823,14.021,1.2644,0.1809,1.5934,,40.7216,1.424,0.051,1.9013,0.0621,0.3482,0.0114,529.4795,2.1071,22.582,526.1359,563.2173,0.7812,0.0605,0.8362
23,Project,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4448,0.4438,6695.8093,701.9413,131.5714,6.7499,1.0422,0.1953,1.4063,,40.9042,1.1681,0.0186,1.6517,0.0442,0.3025,0.0081,358.6082,1.4163,10.9287,397.3723,450.8544,0.59,0.0607,0.6694
24,Project,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3143,0.3131,7063.575,1051.5661,238.1542,8.6958,1.5613,0.3536,2.1447,,59.6414,1.366,0.0159,1.8392,0.0367,0.3369,0.0067,425.7336,1.6503,13.9898,531.5734,618.2276,0.7892,0.0886,0.9179
25,Project,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.349,0.3479,6973.1448,920.2984,120.8805,7.5013,1.3664,0.1795,1.5915,,31.9607,1.3233,0.0262,1.7905,0.0408,0.3279,0.0075,347.2561,1.3681,12.0568,492.5017,525.0876,0.7312,0.0475,0.7796
26,Project,2,np.log(bm) ~ ndti + nir + ndti:nir,BIRD,0.4755,0.4746,6596.6691,1003.4182,403.3125,5.8814,1.4898,0.5988,2.6332,,70.262,1.1582,0.0515,1.6022,0.0779,0.2935,0.0143,474.8974,1.8791,9.4462,469.8668,581.2307,0.6976,0.1043,0.863
27,Project,2,np.log(bm) ~ ndti + bai_126 + ndti:bai_126,BIRD,0.4148,0.4138,6787.2808,1816.3579,580.2225,6.0479,2.6968,0.8615,3.8424,,108.7664,1.2872,0.0255,1.6954,0.0486,0.3105,0.0089,672.2148,2.6096,9.5294,676.6789,854.4896,1.0047,0.1615,1.2687
28,Project,2,np.log(bm) ~ ndti + bai_246 + ndti:bai_246,BIRD,0.4824,0.4815,6573.3599,1500.4569,646.7833,4.9271,2.2278,0.9603,4.1077,,60.9372,1.1959,0.0326,1.5943,0.049,0.292,0.009,374.7004,1.4893,7.8268,558.9087,664.3947,0.8298,0.0905,0.9865
29,Project,2,np.log(bm) ~ satvi + ndii7 + satvi:ndii7,BIRD,0.4884,0.4875,6553.27,608.7559,48.0286,5.1612,0.9038,0.0713,1.0427,,28.1162,1.1472,0.0203,1.5852,0.0395,0.2903,0.0072,335.9491,1.3243,8.4268,381.4652,434.8707,0.5664,0.0417,0.6457
30,Project,2,np.log(bm) ~ satvi + nir + satvi:nir,BIRD,0.3706,0.3695,6914.3642,649.0655,34.9009,9.3032,0.9637,0.0518,1.0246,,20.153,1.2315,0.0566,1.7563,0.0835,0.3217,0.0153,259.4948,1.0213,15.0758,390.7501,416.3034,0.5802,0.0299,0.6181
31,Project,2,np.log(bm) ~ satvi + bai_126 + satvi:bai_126,BIRD,0.4118,0.4107,6796.4218,1128.4215,84.5028,5.8004,1.6754,0.1255,1.8374,,34.8514,1.2894,0.0228,1.7012,0.0422,0.3116,0.0077,541.0839,2.1322,9.2631,571.0865,607.0195,0.8479,0.0517,0.9013
32,Project,2,np.log(bm) ~ satvi + bai_236 + satvi:bai_236,BIRD,0.4075,0.4065,6808.8944,636.6909,26.8162,7.3167,0.9453,0.0398,0.9907,,20.6442,1.216,0.0212,1.7071,0.0419,0.3127,0.0077,281.0416,1.1003,11.9054,392.5851,429.6611,0.5829,0.0307,0.6379
33,Project,2,np.log(bm) ~ satvi + bai_246 + satvi:bai_246,BIRD,0.3828,0.3818,6880.1352,670.8503,55.299,7.7421,0.996,0.0821,1.1406,,22.367,1.2494,0.0316,1.7424,0.0584,0.3191,0.0107,293.3002,1.1549,12.5852,407.4373,425.8427,0.6049,0.0332,0.6323
34,Project,2,np.log(bm) ~ ndii7 + nir + ndii7:nir,BIRD,0.5144,0.5135,6462.3867,1579.2225,1639.3849,5.0333,2.3447,2.4341,7.1829,,186.5533,1.1125,0.0395,1.5434,0.0545,0.2827,0.01,1435.6501,5.948,8.0876,488.4361,850.1699,0.7252,0.277,1.2623
35,Project,2,np.log(bm) ~ ndii7 + swir1 + ndii7:swir1,BIRD,0.5287,0.5279,6410.1967,604.6979,36.2548,4.5604,0.8978,0.0538,0.9728,,25.2533,1.1076,0.014,1.5207,0.0337,0.2785,0.0062,351.939,1.3838,7.3836,374.1227,415.923,0.5555,0.0375,0.6175
36,Project,2,np.log(bm) ~ ndii7 + swir2 + ndii7:swir2,BIRD,0.5573,0.5566,6300.8219,600.6746,35.1734,4.0496,0.8918,0.0522,0.96,,24.636,1.0686,0.0227,1.4734,0.0424,0.2699,0.0078,334.0739,1.3138,6.5579,368.3874,403.8457,0.547,0.0366,0.5996
37,Project,2,np.log(bm) ~ ndii7 + bai_126 + ndii7:bai_126,BIRD,0.3478,0.3466,6976.4629,1519.229,538.2955,7.8907,2.2557,0.7992,3.6387,,94.3077,1.3318,0.0157,1.7919,0.0312,0.3282,0.0057,820.9467,3.2286,12.6536,577.0565,720.2058,0.8568,0.14,1.0693
38,Project,2,np.log(bm) ~ ndii7 + bai_136 + ndii7:bai_136,BIRD,0.4318,0.4308,6736.1692,626.4078,31.6451,5.6462,0.9301,0.047,1.0191,,26.3405,1.2421,0.0268,1.6714,0.0206,0.3061,0.0038,383.7489,1.5085,9.187,403.2784,451.9712,0.5988,0.0391,0.6711
39,Project,2,np.log(bm) ~ ndii7 + bai_236 + ndii7:bai_236,BIRD,0.4079,0.4068,6807.9466,644.2545,41.1671,6.1815,0.9565,0.0611,1.0588,,34.9925,1.2772,0.041,1.7062,0.0349,0.3125,0.0064,367.7375,1.4403,10.0446,419.7044,484.149,0.6232,0.052,0.7188
40,Project,2,np.log(bm) ~ nir + bai_126 + nir:bai_126,BIRD,0.3417,0.3406,6992.5256,710.4473,43.7056,9.1609,1.0548,0.0649,1.1362,,25.6734,1.2908,0.0784,1.7974,0.1075,0.3292,0.0197,336.8184,1.3337,14.7576,430.6753,459.3979,0.6394,0.0381,0.6821
41,Project,2,np.log(bm) ~ nir + bai_136 + nir:bai_136,BIRD,0.3276,0.3265,7029.4739,648.7033,35.1127,10.6759,0.9632,0.0521,1.0185,,22.3162,1.2689,0.0579,1.8162,0.0811,0.3327,0.0149,256.2683,1.0079,17.2719,389.8328,414.1512,0.5788,0.0331,0.6149
42,Project,2,np.log(bm) ~ nir + bai_236 + nir:bai_236,BIRD,0.4013,0.4003,6827.0503,659.677,26.3264,7.6598,0.9794,0.0391,1.0369,,25.4318,1.2213,0.04,1.7153,0.0554,0.3142,0.0101,309.926,1.2101,12.4063,403.8137,440.1235,0.5996,0.0378,0.6535
43,Project,2,np.log(bm) ~ nir + bai_246 + nir:bai_246,BIRD,0.488,0.4872,6554.3623,744.3137,44.646,5.1602,1.1051,0.0663,1.2127,,25.9869,1.1455,0.0142,1.5855,0.0287,0.2904,0.0053,398.3986,1.5804,8.3282,411.9486,447.5786,0.6116,0.0386,0.6645
44,Project,2,np.log(bm) ~ swir1 + bai_126 + swir1:bai_126,BIRD,0.4605,0.4596,6645.6195,916.9506,112.8999,5.2183,1.3614,0.1676,1.5374,,41.6235,1.2198,0.0389,1.6285,0.0478,0.2983,0.0087,421.6522,1.644,8.3062,494.7225,543.5247,0.7345,0.0618,0.807
45,Project,2,np.log(bm) ~ swir1 + bai_246 + swir1:bai_246,BIRD,0.4992,0.4983,6516.0626,917.7552,171.5102,4.8177,1.3626,0.2546,1.6938,,36.1556,1.1553,0.0137,1.57,0.028,0.2876,0.0051,472.8667,1.8852,7.7281,456.7099,504.7944,0.6781,0.0537,0.7495
46,Project,2,np.log(bm) ~ swir2 + bai_126 + swir2:bai_126,BIRD,0.4963,0.4954,6526.1702,968.704,124.2097,4.4217,1.4383,0.1844,1.6586,,40.5935,1.1896,0.0361,1.5732,0.0492,0.2881,0.009,457.4268,1.7831,7.0028,512.541,570.6213,0.761,0.0603,0.8472
47,Project,2,np.log(bm) ~ swir2 + bai_246 + swir2:bai_246,BIRD,0.5345,0.5337,6388.3776,865.1979,120.0188,4.1534,1.2846,0.1782,1.5272,,34.6826,1.1131,0.0178,1.5129,0.0364,0.2771,0.0067,389.5339,1.5405,6.6551,448.1887,503.3757,0.6654,0.0515,0.7474
48,Project,2,np.log(bm) ~ bai_126 + bai_136 + bai_126:bai_136,BIRD,0.2962,0.295,7109.0816,983.1813,61.9969,9.027,1.4598,0.092,1.5976,,34.1209,1.3995,0.022,1.8631,0.0391,0.3412,0.0072,423.964,1.652,14.4991,559.0152,618.522,0.83,0.0507,0.9183
49,Project,2,np.log(bm) ~ bai_126 + bai_236 + bai_126:bai_236,BIRD,0.3012,0.3,7096.7289,898.955,89.5278,9.2565,1.3347,0.1329,1.5497,,40.122,1.3859,0.0184,1.8567,0.035,0.3401,0.0064,437.0225,1.6949,14.9212,524.2878,590.9527,0.7784,0.0596,0.8774
50,Project,2,np.log(bm) ~ bai_126 + bai_246 + bai_126:bai_246,BIRD,0.2117,0.2103,7306.7002,706.6294,37.1798,13.7518,1.0492,0.0552,1.0894,,29.7835,1.4375,0.037,1.9686,0.067,0.3606,0.0123,296.2086,1.169,22.341,454.4962,480.2222,0.6748,0.0442,0.713
51,Project,2,np.log(bm) ~ bai_136 + bai_246 + bai_136:bai_246,BIRD,0.3265,0.3254,7032.236,727.9088,61.2463,8.5794,1.0808,0.0909,1.2365,,32.1536,1.3292,0.0277,1.8212,0.0402,0.3336,0.0074,358.8993,1.4045,13.9078,442.6637,478.8687,0.6572,0.0477,0.711
52,Project,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,BIRD,0.3357,0.3345,7008.4953,856.1347,72.9947,7.7597,1.2711,0.1084,1.387,,28.5249,1.3531,0.0275,1.8091,0.0296,0.3313,0.0054,454.7304,1.7822,12.532,497.7663,530.2168,0.7391,0.0424,0.7872
53,Project,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,BIRD,0.516,0.5143,6462.4971,726.5189,111.066,4.9395,1.0787,0.1649,1.3732,,38.5894,1.125,0.0408,1.5429,0.0603,0.2826,0.011,416.9059,1.6519,7.9794,422.7254,458.0046,0.6276,0.0573,0.68
54,Project,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,BIRD,0.4847,0.4829,6571.622,912.5322,148.5756,5.0069,1.3549,0.2206,1.7816,,40.732,1.1998,0.033,1.5933,0.0543,0.2918,0.0099,467.4461,1.8337,8.0001,496.3559,572.9003,0.737,0.0605,0.8506
55,Project,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,BIRD,0.5191,0.5174,6451.294,765.8672,42.9624,5.1331,1.1371,0.0638,1.2223,,21.7452,1.1232,0.0293,1.5392,0.0486,0.2819,0.0089,322.0281,1.272,8.2469,438.0602,459.827,0.6504,0.0323,0.6827
56,Project,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,BIRD,0.4812,0.4794,6583.4971,1800.5658,1845.6606,5.7313,2.6734,2.7403,8.126,,214.1217,1.1669,0.0533,1.6002,0.0761,0.2931,0.0139,717.8593,2.8927,9.1211,558.8412,973.8503,0.8297,0.3179,1.4459
57,Project,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,BIRD,0.4279,0.4259,6754.0626,1802.184,770.0802,6.4523,2.6758,1.1434,4.5715,,107.231,1.263,0.0362,1.6817,0.0644,0.308,0.0118,619.1313,2.4037,10.2106,633.4929,766.057,0.9406,0.1592,1.1374
58,Project,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,BIRD,0.5023,0.5006,6511.1743,950.7988,144.9995,5.7267,1.4117,0.2153,1.748,,36.6381,1.1359,0.0377,1.566,0.0621,0.2868,0.0114,311.7594,1.2348,9.1814,475.5335,510.8523,0.706,0.0544,0.7585
59,Project,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,BIRD,0.5406,0.539,6371.6603,613.1454,51.0533,4.9538,0.9104,0.0758,0.9939,,25.2911,1.0761,0.0327,1.5043,0.0525,0.2755,0.0096,349.5942,1.3872,8.0734,373.5968,406.0917,0.5547,0.0376,0.6029
60,Project,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,BIRD,0.4086,0.4065,6811.841,717.8527,23.706,8.5979,1.0658,0.0352,1.1092,,19.5623,1.2182,0.0612,1.7039,0.0863,0.3121,0.0158,295.2695,1.1643,13.9035,427.9662,447.5154,0.6354,0.029,0.6644
61,Project,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,BIRD,0.4637,0.4618,6641.3003,982.6786,70.58,5.9502,1.459,0.1048,1.5872,,38.4836,1.2151,0.0462,1.6271,0.0709,0.298,0.013,469.4985,1.8452,9.5391,527.3372,571.32,0.783,0.0571,0.8483
62,Project,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,BIRD,0.5025,0.5008,6510.3869,650.5086,20.0914,5.5683,0.9658,0.0298,1.0191,,10.3111,1.1249,0.0425,1.5656,0.0637,0.2868,0.0117,336.0218,1.3242,9.0736,400.3584,412.7409,0.5944,0.0153,0.6128
63,Project,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,BIRD,0.483,0.4812,6577.4664,643.5229,34.7709,6.6758,0.9555,0.0516,1.0043,,25.4625,1.1444,0.0452,1.5958,0.0617,0.2923,0.0113,293.0525,1.1525,10.867,399.6108,429.7535,0.5933,0.0378,0.6381
64,Project,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,BIRD,0.5301,0.5285,6410.7487,1153.3707,979.8782,4.9377,1.7125,1.4549,4.6094,,117.4371,1.0938,0.0457,1.5204,0.0695,0.2785,0.0127,1015.8812,4.1851,7.9556,437.8894,662.6088,0.6502,0.1744,0.9838
65,Project,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,BIRD,0.5668,0.5653,6269.2992,580.8062,39.9816,4.6931,0.8623,0.0594,0.9563,,21.0492,1.0339,0.0356,1.4603,0.0568,0.2675,0.0104,327.5159,1.2971,7.6159,351.4074,380.3545,0.5217,0.0313,0.5647
66,Project,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,BIRD,0.5734,0.5719,6242.3459,572.0215,31.6141,4.4197,0.8493,0.0469,0.9016,,22.9034,1.0268,0.0339,1.4494,0.0561,0.2655,0.0103,297.3721,1.1697,7.1757,347.6846,382.6653,0.5162,0.034,0.5682
67,Project,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,BIRD,0.447,0.445,6694.8995,1421.7951,587.7183,6.5317,2.111,0.8726,3.2906,,90.2847,1.2283,0.0323,1.6513,0.0573,0.3025,0.0105,704.7352,2.8175,10.4301,543.3354,662.2324,0.8067,0.134,0.9832
68,Project,3,np.log(bm) ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,BIRD,0.5412,0.5396,6369.2206,667.7989,68.148,4.853,0.9915,0.1012,1.1924,,23.015,1.0873,0.032,1.5018,0.0511,0.2751,0.0094,408.4807,1.6305,7.8801,386.0247,412.5651,0.5731,0.0342,0.6126
69,Project,3,np.log(bm) ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,BIRD,0.5445,0.5429,6356.6897,625.241,40.7356,4.7734,0.9283,0.0605,0.9997,,26.8212,1.0844,0.0327,1.4968,0.0606,0.2741,0.0111,357.8944,1.4164,7.759,389.4864,427.6174,0.5783,0.0398,0.6349
70,Project,3,np.log(bm) ~ dfi + nir + bai_126 + dfi:nir + dfi:bai_126 + nir:bai_126,BIRD,0.3602,0.358,6948.8969,719.2538,63.3186,8.9473,1.0679,0.094,1.2512,,23.7074,1.2573,0.0772,1.7746,0.1222,0.325,0.0224,301.8501,1.1881,14.4133,419.6194,451.7667,0.623,0.0352,0.6708
71,Project,3,np.log(bm) ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,BIRD,0.3946,0.3925,6852.4401,737.1541,47.9528,8.3219,1.0945,0.0712,1.2123,,19.2938,1.2493,0.0583,1.7234,0.0853,0.3157,0.0156,330.3747,1.2982,13.4599,444.8203,467.5379,0.6604,0.0286,0.6942
72,Project,3,np.log(bm) ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,BIRD,0.464,0.4621,6640.3266,731.5319,29.8979,5.936,1.0861,0.0444,1.1664,,19.0997,1.1911,0.0582,1.623,0.0779,0.2973,0.0143,419.6481,1.6487,9.612,446.7768,477.3055,0.6633,0.0284,0.7087
73,Project,3,np.log(bm) ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,BIRD,0.5383,0.5367,6380.17,653.1997,96.8268,4.7418,0.9698,0.1438,1.236,,33.8549,1.081,0.0382,1.5065,0.0569,0.2759,0.0104,405.7794,1.6188,7.6692,383.5166,416.4829,0.5694,0.0503,0.6184
74,Project,3,np.log(bm) ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,BIRD,0.5094,0.5077,6486.1274,784.9232,107.5206,5.029,1.1654,0.1596,1.4577,,21.4207,1.1317,0.054,1.5539,0.0805,0.2846,0.0147,418.0667,1.6528,8.0538,423.6404,455.3283,0.629,0.0318,0.676
75,Project,3,np.log(bm) ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,BIRD,0.564,0.5625,6280.2289,742.3404,189.8173,4.6599,1.1022,0.2818,1.6411,,30.1937,1.0466,0.0344,1.4659,0.053,0.2685,0.0097,468.3125,1.8996,7.5258,387.2347,419.7455,0.5749,0.0448,0.6232
76,Project,3,np.log(bm) ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,BIRD,0.5233,0.5217,6435.9443,796.579,113.5592,4.5906,1.1827,0.1686,1.4826,,23.7289,1.1292,0.0459,1.5329,0.0723,0.2808,0.0132,414.7638,1.6272,7.3338,435.9257,476.3416,0.6472,0.0352,0.7072
77,Project,3,np.log(bm) ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,BIRD,0.5664,0.5649,6270.6155,672.2165,69.7632,4.5215,0.9981,0.1036,1.1328,,25.2968,1.043,0.0338,1.4619,0.0545,0.2678,0.01,330.2872,1.3117,7.3014,381.7005,416.5437,0.5667,0.0376,0.6185
78,Project,3,np.log(bm) ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,BIRD,0.4339,0.4319,6735.6745,949.9917,65.2642,5.923,1.4105,0.0969,1.5071,,19.7094,1.265,0.0473,1.6693,0.0709,0.3057,0.013,531.4305,2.0965,9.481,533.4689,556.0304,0.7921,0.0293,0.8256
79,Project,3,np.log(bm) ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,BIRD,0.4374,0.4355,6724.6164,911.7584,46.9788,6.0188,1.3537,0.0698,1.4472,,17.414,1.256,0.0495,1.6642,0.0686,0.3048,0.0126,557.8407,2.201,9.6748,516.4059,547.9194,0.7667,0.0259,0.8135
80,Project,3,np.log(bm) ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,BIRD,0.3789,0.3767,6897.2893,900.4651,270.2576,9.4287,1.337,0.4013,2.0789,,66.9132,1.3011,0.0613,1.748,0.071,0.3202,0.013,580.8268,2.3289,15.2654,498.5445,583.2264,0.7402,0.0993,0.8659
81,Project,3,np.log(bm) ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,BIRD,0.5016,0.4999,6513.6306,737.9912,75.0292,5.5325,1.0957,0.1114,1.2642,,23.5033,1.1477,0.0305,1.566,0.0459,0.2868,0.0084,369.0045,1.4566,8.9579,428.6488,455.8489,0.6364,0.0349,0.6768
