,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
0,Temporal,2015,1,np.log(bm) ~ dfi,simp,0.0306,0.0302,9483.3261,838.2145,4.4591,1.1209,1.4437,0.2359,208.0063,0.6273,8.0585,545.2519,0.7291,1.115
1,Temporal,2016,1,np.log(bm) ~ dfi,simp,0.005,0.0046,8560.8706,497.3422,129.2513,1.5014,3.4772,0.8821,328.9167,1.7869,151.4533,350.6603,1.0586,2.4436
2,Temporal,2017,1,np.log(bm) ~ dfi,simp,0.0103,0.0099,9228.548,519.0553,32.0159,1.2802,2.0963,0.4194,229.2548,1.1353,39.3017,335.2798,0.8269,1.3949
3,Temporal,2018,1,np.log(bm) ~ dfi,simp,0.0494,0.049,9945.7971,1245.2018,-0.4793,1.0746,1.6941,0.2508,223.8583,0.617,0.2032,951.0462,0.8208,1.4665
4,Temporal,2019,1,np.log(bm) ~ dfi,simp,0.0377,0.0373,9653.9248,1312.4263,0.0916,1.0758,1.6343,0.2402,236.1737,0.5817,1.7847,982.9439,0.8057,1.4147
5,Temporal,2020,1,np.log(bm) ~ dfi,simp,0.0173,0.0169,10968.9914,515.0355,3.4316,0.6783,0.8861,0.1384,195.5143,0.4571,6.8178,371.6866,0.4895,0.6067
6,Temporal,2021,1,np.log(bm) ~ dfi,simp,0.0245,0.0241,10727.9198,591.8578,12.9322,1.0131,1.4482,0.2514,268.0417,0.9645,19.8132,396.9317,0.6794,1.0101
0,Temporal,2015,1,np.log(bm) ~ ndvi,simp,0.303,0.3026,8744.9219,1264.6803,4.7129,1.6911,1.3143,0.2147,822.2904,2.4798,7.9782,686.4595,0.9179,0.9617
1,Temporal,2016,1,np.log(bm) ~ ndvi,simp,0.2484,0.2481,7902.1828,490.2776,45.7188,1.48,2.9123,0.7388,191.6514,1.0412,53.6745,276.8228,0.8357,2.1797
2,Temporal,2017,1,np.log(bm) ~ ndvi,simp,0.2934,0.2931,8469.0903,541.0905,13.3085,1.3345,1.8339,0.3669,165.2349,0.8183,16.4478,299.7756,0.7394,1.2625
3,Temporal,2018,1,np.log(bm) ~ ndvi,simp,0.2569,0.2566,9360.4827,836.6349,-0.1645,0.722,0.86,0.1273,244.9125,0.6751,0.2735,596.9223,0.5151,0.694
4,Temporal,2019,1,np.log(bm) ~ ndvi,simp,0.2586,0.2583,9055.2997,1974.6198,0.9609,1.6186,1.0459,0.1537,998.8357,2.46,1.9025,1196.2702,0.9806,0.8528
5,Temporal,2020,1,np.log(bm) ~ ndvi,simp,0.3034,0.3032,10065.2358,691.5535,-0.2169,0.9107,1.4679,0.2293,304.7892,0.7126,0.2708,561.4482,0.7394,1.323
6,Temporal,2021,1,np.log(bm) ~ ndvi,simp,0.2976,0.2974,9881.747,619.8079,5.9039,1.061,1.4573,0.2529,314.625,1.1321,9.3001,425.5783,0.7285,1.1091
0,Temporal,2015,1,np.log(bm) ~ ndti,simp,0.3998,0.3996,8409.8301,1932.1623,2.0865,2.5837,1.331,0.2174,1278.3972,3.8553,3.5297,837.2942,1.1196,1.0626
1,Temporal,2016,1,np.log(bm) ~ ndti,simp,0.3098,0.3095,7702.1386,452.9545,36.4916,1.3674,2.7315,0.6929,160.85,0.8738,42.8434,233.4556,0.7048,1.9668
2,Temporal,2017,1,np.log(bm) ~ ndti,simp,0.3804,0.3801,8173.027,559.4017,6.5845,1.3797,1.7273,0.3456,174.6823,0.8651,8.2338,303.6767,0.749,1.2857
3,Temporal,2018,1,np.log(bm) ~ ndti,simp,0.3684,0.3682,8973.8795,966.167,-0.2531,0.8338,1.1073,0.1639,309.0701,0.8519,0.2678,719.8352,0.6212,0.9251
4,Temporal,2019,1,np.log(bm) ~ ndti,simp,0.3633,0.363,8705.6228,3827.5507,2.0868,3.1374,1.2236,0.1798,2031.6921,5.0037,3.3481,2187.9821,1.7934,1.0077
5,Temporal,2020,1,np.log(bm) ~ ndti,simp,0.3695,0.3693,9803.5582,471.3068,1.2861,0.6207,0.8392,0.1311,299.9924,0.7014,2.6859,357.6329,0.471,0.6071
6,Temporal,2021,1,np.log(bm) ~ ndti,simp,0.3804,0.3802,9558.6406,542.6727,10.5536,0.9289,1.3379,0.2322,392.9016,1.4137,16.177,359.3802,0.6152,0.9224
0,Temporal,2015,1,np.log(bm) ~ satvi,simp,0.3699,0.3696,8518.7956,797.2322,1.3554,1.0661,1.4007,0.2288,488.7202,1.4738,2.6526,536.1781,0.717,1.1152
1,Temporal,2016,1,np.log(bm) ~ satvi,simp,0.268,0.2677,7840.2228,461.4014,40.7797,1.3929,2.765,0.7014,178.894,0.9719,47.8615,240.7469,0.7268,2.0029
2,Temporal,2017,1,np.log(bm) ~ satvi,simp,0.3361,0.3358,8328.5355,521.4897,9.1931,1.2862,1.7361,0.3473,194.2117,0.9618,11.3864,287.145,0.7082,1.235
3,Temporal,2018,1,np.log(bm) ~ satvi,simp,0.3353,0.3351,9095.2788,986.3535,-0.2819,0.8512,1.1692,0.1731,306.7753,0.8456,0.2971,737.876,0.6368,0.977
4,Temporal,2019,1,np.log(bm) ~ satvi,simp,0.3065,0.3062,8901.7332,999.8028,0.6937,0.8195,0.9379,0.1379,726.2533,1.7886,2.0389,747.3948,0.6126,0.7357
5,Temporal,2020,1,np.log(bm) ~ satvi,simp,0.3327,0.3325,9952.4812,475.6929,0.8828,0.6264,0.821,0.1282,407.5769,0.953,1.8238,370.9801,0.4885,0.6105
6,Temporal,2021,1,np.log(bm) ~ satvi,simp,0.3537,0.3534,9667.4872,631.1687,10.0371,1.0804,1.5225,0.2643,512.7456,1.8449,15.2662,454.9491,0.7788,1.0866
0,Temporal,2015,1,np.log(bm) ~ ndii7,simp,0.2249,0.2246,8982.5455,1251.9765,7.4379,1.6741,1.3186,0.2154,1060.2043,3.1973,12.5293,675.8603,0.9038,0.9012
1,Temporal,2016,1,np.log(bm) ~ ndii7,simp,0.1749,0.1746,8121.1204,477.4082,62.467,1.4412,3.0653,0.7776,197.6996,1.074,73.2814,282.3469,0.8523,2.2273
2,Temporal,2017,1,np.log(bm) ~ ndii7,simp,0.225,0.2247,8677.2819,543.5138,17.3755,1.3405,1.921,0.3843,172.0591,0.8521,21.426,309.7589,0.764,1.3079
3,Temporal,2018,1,np.log(bm) ~ ndii7,simp,0.1923,0.192,9558.4912,921.3907,-0.2381,0.7952,1.0008,0.1481,207.7906,0.5727,0.2893,671.2587,0.5793,0.8215
4,Temporal,2019,1,np.log(bm) ~ ndii7,simp,0.1931,0.1927,9249.6252,1492.0127,0.4834,1.223,1.1303,0.1661,708.5971,1.7452,1.5407,900.5977,0.7382,0.8861
5,Temporal,2020,1,np.log(bm) ~ ndii7,simp,0.2386,0.2384,10298.844,719.5881,0.1861,0.9476,1.5961,0.2493,312.7324,0.7312,1.052,585.8749,0.7715,1.4287
6,Temporal,2021,1,np.log(bm) ~ ndii7,simp,0.2326,0.2323,10109.9391,644.3327,6.4514,1.1029,1.5812,0.2745,347.1849,1.2492,10.1516,448.2942,0.7674,1.228
0,Temporal,2015,1,np.log(bm) ~ nir,simp,0.3212,0.3209,8685.3977,842.172,1.016,1.1262,1.5883,0.2595,357.0056,1.0766,2.2047,571.9135,0.7648,1.3348
1,Temporal,2016,1,np.log(bm) ~ nir,simp,0.2398,0.2394,7928.9925,435.7837,64.8801,1.3155,3.0077,0.763,240.9176,1.3088,76.0414,247.9493,0.7485,2.0822
2,Temporal,2017,1,np.log(bm) ~ nir,simp,0.2589,0.2586,8576.5377,523.382,8.0988,1.2908,1.7623,0.3526,216.7978,1.0736,10.0439,290.9388,0.7176,1.2838
3,Temporal,2018,1,np.log(bm) ~ nir,simp,0.2633,0.263,9339.893,976.4812,-0.0767,0.8427,1.1301,0.1673,376.9768,1.0391,0.8039,726.8266,0.6273,0.9291
4,Temporal,2019,1,np.log(bm) ~ nir,simp,0.2375,0.2372,9119.5588,987.6981,0.3559,0.8096,0.9603,0.1411,544.3981,1.3408,1.6297,685.4808,0.5619,0.7374
5,Temporal,2020,1,np.log(bm) ~ nir,simp,0.2714,0.2711,10183.3802,539.0565,3.3897,0.7099,0.9718,0.1518,391.8723,0.9163,6.523,412.68,0.5435,0.6983
6,Temporal,2021,1,np.log(bm) ~ nir,simp,0.2882,0.288,9916.0381,639.0977,21.5689,1.094,1.5497,0.269,533.6639,1.9202,32.74,453.7308,0.7767,1.0511
0,Temporal,2015,1,np.log(bm) ~ swir1,simp,0.4272,0.427,8305.3271,799.59,2.7342,1.0692,1.1657,0.1904,498.1129,1.5022,4.7565,502.5509,0.672,0.8601
1,Temporal,2016,1,np.log(bm) ~ swir1,simp,0.3669,0.3666,7499.4216,440.8868,32.0816,1.3309,2.6443,0.6708,168.2714,0.9142,37.6799,228.6806,0.6903,1.9125
2,Temporal,2017,1,np.log(bm) ~ swir1,simp,0.4313,0.431,7979.868,547.5896,4.7048,1.3506,1.7135,0.3428,183.2316,0.9074,5.9263,300.9647,0.7423,1.3449
3,Temporal,2018,1,np.log(bm) ~ swir1,simp,0.3908,0.3905,8888.191,701.9794,0.3626,0.6058,0.7635,0.113,502.1816,1.3842,1.2364,518.6501,0.4476,0.5838
4,Temporal,2019,1,np.log(bm) ~ swir1,simp,0.3886,0.3884,8612.4081,1560.4015,1.082,1.279,0.9148,0.1345,1101.3086,2.7123,2.2209,998.8718,0.8188,0.7138
5,Temporal,2020,1,np.log(bm) ~ swir1,simp,0.4333,0.4331,9523.4919,679.6207,0.9411,0.895,1.425,0.2226,364.7275,0.8528,2.341,544.6685,0.7173,1.2431
6,Temporal,2021,1,np.log(bm) ~ swir1,simp,0.432,0.4318,9334.6393,591.9126,14.117,1.0132,1.4482,0.2514,381.6296,1.3732,21.6643,399.6331,0.6841,1.0151
0,Temporal,2015,1,np.log(bm) ~ swir2,simp,0.4738,0.4736,8115.4066,864.0445,2.2201,1.1554,1.1739,0.1918,600.7709,1.8118,3.8464,548.3562,0.7333,0.8907
1,Temporal,2016,1,np.log(bm) ~ swir2,simp,0.3957,0.3954,7390.1653,439.3599,25.6536,1.3263,2.5195,0.6391,155.8825,0.8469,30.1514,220.1632,0.6646,1.8385
2,Temporal,2017,1,np.log(bm) ~ swir2,simp,0.4807,0.4804,7775.0668,551.8963,3.6766,1.3612,1.703,0.3407,183.1943,0.9072,4.6718,303.2325,0.7479,1.3622
3,Temporal,2018,1,np.log(bm) ~ swir2,simp,0.4366,0.4364,8702.2227,710.5676,0.2271,0.6132,0.7814,0.1157,438.007,1.2073,1.0227,522.2006,0.4507,0.6098
4,Temporal,2019,1,np.log(bm) ~ swir2,simp,0.4379,0.4377,8419.3672,1713.3497,1.3502,1.4044,0.9781,0.1438,1300.9715,3.2041,2.5555,1174.1834,0.9625,0.7746
5,Temporal,2020,1,np.log(bm) ~ swir2,simp,0.4632,0.463,9380.8815,587.1282,1.0613,0.7732,1.098,0.1715,285.1341,0.6667,2.4888,464.564,0.6118,0.9212
6,Temporal,2021,1,np.log(bm) ~ swir2,simp,0.4713,0.4711,9149.9799,566.6008,13.6442,0.9699,1.3817,0.2398,398.3099,1.4332,20.9106,374.2238,0.6406,0.9445
0,Temporal,2015,1,np.log(bm) ~ bai_126,simp,0.1054,0.105,9303.6982,842.6325,2.2574,1.1268,1.5082,0.2464,246.7454,0.7441,4.3436,562.9853,0.7528,1.229
1,Temporal,2016,1,np.log(bm) ~ bai_126,simp,0.0869,0.0865,8359.1307,480.7708,116.8238,1.4513,3.3804,0.8575,308.5466,1.6762,136.8931,318.5882,0.9617,2.3478
2,Temporal,2017,1,np.log(bm) ~ bai_126,simp,0.0691,0.0687,9090.504,509.9,24.6109,1.2576,2.0051,0.4012,225.8403,1.1184,30.2339,313.2478,0.7726,1.328
3,Temporal,2018,1,np.log(bm) ~ bai_126,simp,0.0893,0.0889,9844.033,1132.0475,-0.472,0.977,1.4341,0.2123,259.9558,0.7165,0.0445,868.5411,0.7496,1.2608
4,Temporal,2019,1,np.log(bm) ~ bai_126,simp,0.0651,0.0647,9587.7041,1188.0709,-0.0985,0.9738,1.3151,0.1933,245.3098,0.6042,1.0165,870.7348,0.7137,1.1152
5,Temporal,2020,1,np.log(bm) ~ bai_126,simp,0.0787,0.0784,10799.5409,499.4398,1.1143,0.6577,0.8647,0.1351,218.4696,0.5108,2.4825,369.5548,0.4867,0.6377
6,Temporal,2021,1,np.log(bm) ~ bai_126,simp,0.0952,0.0949,10534.121,668.4817,12.1097,1.1443,1.5747,0.2733,526.9532,1.8961,18.5211,483.9972,0.8285,1.1471
0,Temporal,2015,1,np.log(bm) ~ bai_136,simp,0.2872,0.2869,8795.0664,775.0977,2.3077,1.0365,1.3384,0.2187,317.2809,0.9568,4.237,502.4376,0.6719,1.0241
1,Temporal,2016,1,np.log(bm) ~ bai_136,simp,0.2406,0.2403,7926.4638,473.6529,56.1907,1.4299,2.9795,0.7558,189.189,1.0278,65.923,265.4712,0.8014,2.1471
2,Temporal,2017,1,np.log(bm) ~ bai_136,simp,0.2663,0.2659,8554.0082,534.1173,11.3357,1.3173,1.8126,0.3627,187.456,0.9283,14.0179,292.6823,0.7219,1.2615
3,Temporal,2018,1,np.log(bm) ~ bai_136,simp,0.2504,0.2501,9381.1233,879.774,-0.1589,0.7592,1.0245,0.1517,333.1653,0.9183,0.4484,646.5417,0.558,0.8373
4,Temporal,2019,1,np.log(bm) ~ bai_136,simp,0.2357,0.2353,9125.199,1217.8376,1.0048,0.9982,1.0094,0.1484,991.2464,2.4413,2.4001,917.2278,0.7518,0.8019
5,Temporal,2020,1,np.log(bm) ~ bai_136,simp,0.2788,0.2785,10156.4644,654.6882,0.0401,0.8622,1.2978,0.2027,295.2677,0.6904,0.6656,521.0462,0.6862,1.1312
6,Temporal,2021,1,np.log(bm) ~ bai_136,simp,0.2834,0.2831,9933.4953,617.7964,12.0701,1.0575,1.5187,0.2636,471.3574,1.696,18.5073,458.7987,0.7854,1.1245
0,Temporal,2015,1,np.log(bm) ~ bai_236,simp,0.2769,0.2766,8827.1159,925.2018,4.6905,1.2372,1.3027,0.2128,482.0165,1.4536,8.0988,557.2434,0.7451,0.934
1,Temporal,2016,1,np.log(bm) ~ bai_236,simp,0.221,0.2207,7986.2289,492.382,50.8976,1.4864,2.9619,0.7514,186.4406,1.0129,59.7378,276.0159,0.8332,2.1817
2,Temporal,2017,1,np.log(bm) ~ bai_236,simp,0.2636,0.2633,8562.2095,547.9263,12.1585,1.3514,1.8334,0.3668,175.3095,0.8682,15.0396,302.2175,0.7454,1.2791
3,Temporal,2018,1,np.log(bm) ~ bai_236,simp,0.234,0.2337,9432.5906,882.3592,-0.1108,0.7615,0.8936,0.1323,296.8379,0.8182,0.5364,644.9717,0.5566,0.7453
4,Temporal,2019,1,np.log(bm) ~ bai_236,simp,0.2382,0.2379,9117.416,1833.1676,1.3888,1.5026,1.1246,0.1653,1255.4602,3.092,2.911,1306.5182,1.0709,0.9399
5,Temporal,2020,1,np.log(bm) ~ bai_236,simp,0.289,0.2887,10119.1583,736.8305,-0.1388,0.9703,1.6835,0.2629,333.0041,0.7786,0.4533,603.8756,0.7952,1.5439
6,Temporal,2021,1,np.log(bm) ~ bai_236,simp,0.2725,0.2722,9972.3798,597.2127,8.6977,1.0223,1.4387,0.2497,290.2637,1.0444,13.4925,418.1872,0.7158,1.0747
0,Temporal,2015,1,np.log(bm) ~ bai_246,simp,0.081,0.0805,9363.9746,721.1188,9.6811,0.9643,1.3502,0.2206,549.0325,1.6557,16.6306,511.738,0.6843,0.9183
1,Temporal,2016,1,np.log(bm) ~ bai_246,simp,0.0426,0.0421,8470.5595,490.9188,100.5526,1.482,3.331,0.845,258.0904,1.4021,117.8745,322.7312,0.9743,2.3751
2,Temporal,2017,1,np.log(bm) ~ bai_246,simp,0.1045,0.1041,9003.0788,549.4474,33.5909,1.3551,2.151,0.4304,288.2358,1.4274,41.2378,371.1711,0.9154,1.4748
3,Temporal,2018,1,np.log(bm) ~ bai_246,simp,0.0669,0.0666,9901.5474,1104.0198,-0.4534,0.9528,1.259,0.1864,179.3486,0.4944,0.0546,828.7672,0.7152,1.0825
4,Temporal,2019,1,np.log(bm) ~ bai_246,simp,0.0702,0.0698,9575.0643,1192.7824,-0.0225,0.9777,1.3904,0.2044,225.7145,0.5559,1.2757,885.6229,0.7259,1.1731
5,Temporal,2020,1,np.log(bm) ~ bai_246,simp,0.093,0.0926,10758.5214,695.703,0.2078,0.9162,1.423,0.2222,280.1354,0.655,1.0587,550.5837,0.7251,1.2287
6,Temporal,2021,1,np.log(bm) ~ bai_246,simp,0.0861,0.0857,10559.9347,659.908,5.4688,1.1296,1.4925,0.2591,243.7757,0.8771,8.6662,440.9975,0.7549,1.1645
0,Temporal,2015,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.4657,0.465,8153.6593,1086.3775,2.0106,1.4527,1.2594,0.2058,807.2829,2.4345,3.4939,654.3823,0.875,0.9957
1,Temporal,2016,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.3563,0.3555,7542.2851,452.5857,25.7124,1.3663,2.5178,0.6387,163.1139,0.8861,30.2172,225.2475,0.68,1.8523
2,Temporal,2017,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.4606,0.4599,7864.4181,554.5856,4.7731,1.3678,1.6993,0.34,180.1223,0.892,6.0146,302.4585,0.746,1.3105
3,Temporal,2018,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.4355,0.4348,8710.953,906.771,-0.1874,0.7825,1.0459,0.1548,303.3953,0.8363,0.4303,679.8015,0.5867,0.8699
4,Temporal,2019,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.4244,0.4236,8478.1166,2200.4621,1.4412,1.8037,1.0422,0.1532,1292.4492,3.1831,2.6801,1369.6392,1.1227,0.8462
5,Temporal,2020,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.4391,0.4385,9500.2713,503.4333,2.1616,0.663,0.8685,0.1356,462.4781,1.0814,4.1128,410.1893,0.5402,0.6277
6,Temporal,2021,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,simp,0.4521,0.4515,9245.8666,523.7979,11.7863,0.8966,1.3573,0.2356,395.7918,1.4241,17.9798,353.8052,0.6056,0.9189
0,Temporal,2015,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.4102,0.4095,8374.6905,1646.8051,1.9351,2.2021,1.3262,0.2167,1124.5827,3.3914,3.3312,772.7137,1.0333,1.0682
1,Temporal,2016,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.3137,0.3129,7692.6397,448.762,36.8758,1.3547,2.7074,0.6868,158.7246,0.8623,43.2914,229.3163,0.6923,1.9326
2,Temporal,2017,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.3948,0.394,8123.8637,554.0044,6.3473,1.3664,1.733,0.3467,177.0512,0.8768,7.9398,303.1478,0.7477,1.3059
3,Temporal,2018,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.3853,0.3845,8913.7439,1000.1125,-0.2696,0.8631,1.189,0.176,281.4301,0.7757,0.317,749.5941,0.6469,0.9885
4,Temporal,2019,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.3742,0.3733,8670.1817,6493.4887,2.2901,5.3226,1.2389,0.1821,1920.3222,4.7294,3.2477,2616.9226,2.145,0.9931
5,Temporal,2020,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.3796,0.3789,9765.3195,443.8954,1.9842,0.5846,0.8105,0.1266,247.5401,0.5788,4.0221,333.8022,0.4396,0.5578
6,Temporal,2021,2,np.log(bm) ~ dfi + ndti + dfi:ndti,simp,0.3921,0.3914,9513.5335,524.0589,11.5107,0.8971,1.3506,0.2344,365.455,1.315,17.619,353.435,0.605,0.9123
0,Temporal,2015,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.425,0.4242,8318.1106,913.9696,1.2869,1.2222,1.4173,0.2315,547.5738,1.6513,2.4839,575.5679,0.7697,1.1383
1,Temporal,2016,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.3022,0.3013,7731.7314,451.7189,37.5976,1.3636,2.6433,0.6705,170.2639,0.925,44.1317,227.6606,0.6873,1.8742
2,Temporal,2017,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.3887,0.3879,8146.4603,519.9651,7.5209,1.2824,1.6857,0.3373,195.8108,0.9697,9.3408,287.1263,0.7082,1.2278
3,Temporal,2018,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.3887,0.3879,8900.3046,998.1858,-0.256,0.8614,1.1884,0.1759,291.9442,0.8047,0.3892,745.4547,0.6433,0.9933
4,Temporal,2019,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.3604,0.3595,8720.2376,1257.9147,0.9655,1.0311,0.9424,0.1385,778.1714,1.9165,2.513,878.7878,0.7203,0.7502
5,Temporal,2020,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.3825,0.3818,9752.8442,463.1085,2.0486,0.6099,0.8157,0.1274,222.3832,0.52,4.1835,349.5387,0.4603,0.5706
6,Temporal,2021,2,np.log(bm) ~ dfi + satvi + dfi:satvi,simp,0.4021,0.4014,9470.9947,577.3858,11.6629,0.9883,1.4802,0.2569,426.9448,1.5362,17.7833,408.8586,0.6999,1.0225
0,Temporal,2015,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.3626,0.3618,8548.6278,1622.5077,5.5211,2.1696,1.2585,0.2056,1336.5121,4.0305,9.2552,745.0968,0.9963,0.9106
1,Temporal,2016,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.2599,0.259,7869.8707,453.9141,43.4977,1.3703,2.7445,0.6962,214.8174,1.167,51.0343,244.9938,0.7396,1.955
2,Temporal,2017,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.3701,0.3693,8214.0402,563.3609,8.2498,1.3895,1.8186,0.3638,206.5222,1.0227,10.2671,318.7859,0.7862,1.378
3,Temporal,2018,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.3534,0.3526,9033.9303,1034.6197,-0.1622,0.8929,1.2427,0.184,322.0693,0.8877,0.6517,771.9684,0.6662,1.031
4,Temporal,2019,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.3409,0.34,8789.0753,5385.054,1.128,4.414,1.1904,0.175,1255.4289,3.0919,2.2022,1568.4779,1.2856,0.9306
5,Temporal,2020,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.3476,0.3469,9897.1878,503.3309,3.8466,0.6628,0.9294,0.1451,354.6134,0.8291,7.4373,392.4926,0.5169,0.6505
6,Temporal,2021,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,simp,0.3584,0.3577,9652.5213,553.3759,11.6259,0.9472,1.3906,0.2414,381.1335,1.3714,17.8387,374.5758,0.6412,0.9541
0,Temporal,2015,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.3452,0.3443,8609.1159,823.4133,1.0458,1.1011,1.6218,0.2649,348.7559,1.0517,2.2393,555.6097,0.743,1.3362
1,Temporal,2016,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.2708,0.2699,7835.0236,447.7288,65.2871,1.3516,2.9946,0.7597,216.6049,1.1767,76.5456,251.1019,0.758,2.0781
2,Temporal,2017,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.285,0.284,8499.7702,521.4796,7.8013,1.2862,1.7666,0.3534,218.2031,1.0806,9.6812,291.8722,0.7199,1.3007
3,Temporal,2018,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.2788,0.2778,9293.5005,922.5393,0.001,0.7962,1.0678,0.1581,383.341,1.0566,0.9338,677.3573,0.5846,0.8544
4,Temporal,2019,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.2568,0.2559,9064.7081,988.5902,0.5419,0.8103,0.9255,0.136,565.0824,1.3917,2.1229,694.7936,0.5695,0.7169
5,Temporal,2020,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.2924,0.2916,10110.5361,600.245,1.9551,0.7905,1.0212,0.1595,285.7742,0.6682,4.1377,444.9821,0.586,0.7917
6,Temporal,2021,2,np.log(bm) ~ dfi + nir + dfi:nir,simp,0.3061,0.3053,9854.5488,582.4007,18.9667,0.9969,1.4938,0.2593,386.0178,1.389,28.8894,418.1956,0.7158,1.0261
0,Temporal,2015,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.4863,0.4857,8065.3882,739.532,2.0834,0.9889,1.1665,0.1906,417.8217,1.26,3.7464,475.4358,0.6358,0.8883
1,Temporal,2016,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.4028,0.402,7366.4093,417.6919,28.58,1.2609,2.4985,0.6338,158.3186,0.8601,33.5588,201.6963,0.6089,1.7594
2,Temporal,2017,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.5153,0.5147,7623.2711,550.342,2.9134,1.3573,1.8407,0.3683,197.621,0.9787,3.734,309.8294,0.7642,1.5075
3,Temporal,2018,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.4519,0.4512,8640.9952,719.1431,0.2236,0.6206,0.8122,0.1202,425.5625,1.173,1.1728,527.3215,0.4551,0.6306
4,Temporal,2019,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.4444,0.4437,8396.7493,1420.9797,0.9335,1.1647,0.8577,0.1261,935.8363,2.3048,2.1128,867.9358,0.7114,0.6617
5,Temporal,2020,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.4711,0.4705,9346.2843,524.6693,3.0239,0.6909,0.944,0.1474,292.2146,0.6832,6.0186,394.3982,0.5194,0.6957
6,Temporal,2021,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,simp,0.485,0.4844,9086.3074,527.0603,16.9811,0.9022,1.3922,0.2416,368.158,1.3247,25.9033,356.0826,0.6095,0.8981
0,Temporal,2015,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.5001,0.4995,8004.4833,768.1524,1.8908,1.0272,1.1693,0.191,502.8612,1.5165,3.3758,500.2743,0.669,0.8954
1,Temporal,2016,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.4091,0.4083,7341.3463,424.5211,25.2664,1.2815,2.4477,0.6209,148.2152,0.8052,29.6854,204.0088,0.6159,1.7468
2,Temporal,2017,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.5228,0.5222,7588.1501,550.2212,2.9369,1.357,1.7879,0.3577,189.9354,0.9406,3.7648,306.4463,0.7558,1.4541
3,Temporal,2018,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.4663,0.4656,8577.6524,756.2227,0.1121,0.6526,0.8384,0.1241,379.8465,1.047,0.9689,557.9355,0.4815,0.67
4,Temporal,2019,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.4601,0.4594,8331.1615,1450.8773,1.131,1.1893,0.9035,0.1328,1067.989,2.6303,2.3534,959.4547,0.7864,0.701
5,Temporal,2020,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.4816,0.481,9293.779,484.099,2.3935,0.6375,0.8729,0.1363,245.8102,0.5747,4.8355,365.271,0.481,0.631
6,Temporal,2021,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,simp,0.4963,0.4957,9029.2009,519.5378,15.3855,0.8893,1.3701,0.2378,375.9366,1.3527,23.4801,347.0283,0.594,0.8859
