,model,kfold,numb_vars,formula,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
3,projyear,4,3,bm ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.411,,44101.1594,617.0073,21.7489,0.7289,,,439.0023,1.5385,42.0334,442.9234,0.5233,
4,projyear,5,3,bm ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.411,,44101.1594,631.7537,16.6942,0.7463,,,446.2356,1.4745,30.3084,428.5236,0.5062,
0,projyear,1,3,bm ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.3941,,44153.6662,577.3584,25.936,0.6821,,,430.45,1.4477,50.7125,423.2136,0.5,
1,projyear,2,3,bm ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.3941,,44153.6662,707.2838,14.4347,0.8356,,,428.4334,1.4128,27.9893,477.9676,0.5647,
2,projyear,3,3,bm ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.3941,,44153.6662,609.7446,22.5267,0.7203,,,453.6999,1.4096,41.5394,440.928,0.5209,
3,projyear,4,3,bm ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.3941,,44153.6662,610.5801,24.3718,0.7213,,,438.2312,1.5358,47.098,448.2851,0.5296,
4,projyear,5,3,bm ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.3941,,44153.6662,639.2849,20.8555,0.7552,,,464.5337,1.5349,37.8568,449.1438,0.5306,
0,projyear,1,3,bm ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5738,,43562.1201,509.573,23.9816,0.602,,,402.0918,1.3524,46.8847,369.3222,0.4363,
1,projyear,2,3,bm ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5738,,43562.1201,637.6053,14.3609,0.7532,,,404.3562,1.3334,27.799,427.2287,0.5047,
2,projyear,3,3,bm ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5738,,43562.1201,548.8172,19.1815,0.6484,,,378.154,1.1749,35.3616,384.3533,0.4541,
3,projyear,4,3,bm ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5738,,43562.1201,562.3599,25.0494,0.6643,,,378.5123,1.3265,48.3783,401.9334,0.4748,
4,projyear,5,3,bm ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5738,,43562.1201,570.598,19.038,0.6741,,,389.8434,1.2881,34.5295,391.3762,0.4624,
0,projyear,1,3,bm ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5776,,43548.5544,510.046,23.0495,0.6025,,,395.9197,1.3316,45.0636,375.0713,0.4431,
1,projyear,2,3,bm ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5776,,43548.5544,631.4265,12.5239,0.7459,,,398.2574,1.3133,24.2506,420.3188,0.4965,
2,projyear,3,3,bm ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5776,,43548.5544,542.5791,16.88,0.641,,,380.9132,1.1834,31.1326,382.765,0.4522,
3,projyear,4,3,bm ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5776,,43548.5544,563.3495,22.3633,0.6655,,,385.2043,1.3499,43.1993,399.6717,0.4722,
4,projyear,5,3,bm ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5776,,43548.5544,575.2138,17.1099,0.6795,,,400.5294,1.3235,31.0368,393.6864,0.4651,
0,projyear,1,3,bm ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5795,,43541.5928,507.0735,22.9522,0.599,,,387.7332,1.3041,44.8656,367.5885,0.4343,
1,projyear,2,3,bm ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5795,,43541.5928,634.1208,12.6996,0.7491,,,392.6059,1.2947,24.5892,420.2807,0.4965,
2,projyear,3,3,bm ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5795,,43541.5928,541.9687,17.3185,0.6403,,,373.7152,1.1611,31.9352,379.4063,0.4482,
3,projyear,4,3,bm ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5795,,43541.5928,559.0148,22.4181,0.6604,,,369.7018,1.2956,43.3003,398.4433,0.4707,
4,projyear,5,3,bm ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5795,,43541.5928,576.2358,17.5132,0.6807,,,392.3069,1.2963,31.7637,393.3922,0.4647,
0,projyear,1,3,bm ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.5263,,43726.9593,524.1345,31.3987,0.6192,,,409.4413,1.3771,61.3865,382.6999,0.4521,
1,projyear,2,3,bm ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.5263,,43726.9593,645.0562,20.8558,0.762,,,412.8454,1.3614,40.3553,444.4731,0.5251,
2,projyear,3,3,bm ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.5263,,43726.9593,566.9423,27.1195,0.6698,,,386.0054,1.1993,49.9784,403.7809,0.477,
3,projyear,4,3,bm ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.5263,,43726.9593,582.3098,33.3554,0.6879,,,394.8016,1.3836,64.4202,422.854,0.4995,
4,projyear,5,3,bm ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.5263,,43726.9593,596.0551,28.4545,0.7042,,,412.9707,1.3646,51.6029,423.7752,0.5006,
0,projyear,1,3,bm ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,0.5212,,43744.116,535.4008,23.9813,0.6325,,,411.6305,1.3845,46.8912,385.751,0.4557,
1,projyear,2,3,bm ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,0.5212,,43744.116,652.7203,14.6469,0.7711,,,407.6878,1.3444,28.3645,436.7464,0.516,
2,projyear,3,3,bm ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,0.5212,,43744.116,570.2572,18.8399,0.6737,,,406.3797,1.2626,34.7361,408.862,0.483,
3,projyear,4,3,bm ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,0.5212,,43744.116,571.2401,23.3724,0.6748,,,396.2676,1.3887,45.1585,412.874,0.4878,
4,projyear,5,3,bm ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,0.5212,,43744.116,594.0087,19.467,0.7017,,,437.2513,1.4448,35.3187,421.7917,0.4983,
0,projyear,1,3,bm ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,0.4768,,43891.6115,557.8521,24.6384,0.659,,,434.042,1.4598,48.1929,407.8917,0.4819,
1,projyear,2,3,bm ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,0.4768,,43891.6115,662.7036,15.4121,0.7829,,,423.766,1.3974,29.8486,451.2877,0.5331,
2,projyear,3,3,bm ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,0.4768,,43891.6115,596.1968,18.124,0.7043,,,436.2901,1.3555,33.4282,431.5992,0.5099,
3,projyear,4,3,bm ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,0.4768,,43891.6115,579.4742,23.44,0.6846,,,416.6378,1.4601,45.3051,421.2591,0.4977,
4,projyear,5,3,bm ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,0.4768,,43891.6115,606.7046,19.7152,0.7167,,,461.0151,1.5233,35.7786,433.2517,0.5118,
0,projyear,1,3,bm ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,0.5715,,43570.0892,512.8953,24.0132,0.6059,,,401.2814,1.3496,46.9513,379.7581,0.4486,
1,projyear,2,3,bm ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,0.5715,,43570.0892,636.1986,13.2352,0.7516,,,405.3298,1.3367,25.6255,428.7353,0.5065,
2,projyear,3,3,bm ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,0.5715,,43570.0892,545.5559,18.5205,0.6445,,,381.936,1.1866,34.1495,384.5601,0.4543,
3,projyear,4,3,bm ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,0.5715,,43570.0892,569.5131,24.5395,0.6728,,,387.0755,1.3565,47.3969,404.5049,0.4779,
4,projyear,5,3,bm ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,0.5715,,43570.0892,569.2289,18.2832,0.6725,,,397.6166,1.3138,33.1616,390.0035,0.4607,
0,projyear,1,3,bm ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,0.5744,,43559.8407,509.6346,23.8652,0.6021,,,391.8545,1.3179,46.6546,370.5998,0.4378,
1,projyear,2,3,bm ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,0.5744,,43559.8407,636.6468,13.5336,0.7521,,,398.0044,1.3125,26.1999,426.7153,0.5041,
2,projyear,3,3,bm ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,0.5744,,43559.8407,545.5877,18.8757,0.6445,,,372.6197,1.1577,34.7987,382.6427,0.452,
3,projyear,4,3,bm ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,0.5744,,43559.8407,564.8996,24.4016,0.6673,,,373.069,1.3074,47.1255,402.4001,0.4754,
4,projyear,5,3,bm ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,0.5744,,43559.8407,571.056,18.7056,0.6746,,,384.9421,1.2719,33.9232,390.9878,0.4619,
0,projyear,1,3,bm ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,0.3866,,44176.7721,559.1254,31.7277,0.6605,,,429.2345,1.4437,62.0237,416.395,0.4919,
1,projyear,2,3,bm ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,0.3866,,44176.7721,725.2487,20.6787,0.8568,,,455.0313,1.5006,40.0356,496.3624,0.5864,
2,projyear,3,3,bm ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,0.3866,,44176.7721,592.3926,28.1779,0.6998,,,416.7825,1.2949,51.954,422.8766,0.4996,
3,projyear,4,3,bm ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,0.3866,,44176.7721,631.5925,36.7096,0.7461,,,444.7313,1.5585,70.8895,459.6155,0.543,
4,projyear,5,3,bm ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,0.3866,,44176.7721,644.1275,28.7709,0.7609,,,436.9515,1.4438,52.1715,440.3192,0.5202,
0,projyear,1,3,bm ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,0.4099,,44104.5436,551.9427,27.983,0.652,,,423.8288,1.4255,54.705,412.2953,0.4871,
1,projyear,2,3,bm ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,0.4099,,44104.5436,718.6757,17.8261,0.849,,,451.9899,1.4905,34.5174,488.8266,0.5775,
2,projyear,3,3,bm ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,0.4099,,44104.5436,586.836,24.278,0.6933,,,419.5948,1.3036,44.7717,417.3345,0.493,
3,projyear,4,3,bm ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,0.4099,,44104.5436,622.8502,32.3962,0.7358,,,435.0764,1.5247,62.5637,449.1709,0.5306,
4,projyear,5,3,bm ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,0.4099,,44104.5436,631.6497,24.2665,0.7462,,,424.3043,1.402,44.0094,428.6211,0.5064,
0,projyear,1,3,bm ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,0.5884,,43509.5373,501.6748,22.0148,0.5927,,,385.3142,1.2959,43.0354,359.8758,0.4251,
1,projyear,2,3,bm ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,0.5884,,43509.5373,630.2592,12.0242,0.7446,,,388.9215,1.2825,23.2933,418.6988,0.4946,
2,projyear,3,3,bm ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,0.5884,,43509.5373,546.2621,17.881,0.6453,,,372.4829,1.1572,32.9628,380.9678,0.4501,
3,projyear,4,3,bm ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,0.5884,,43509.5373,553.406,21.789,0.6538,,,362.6256,1.2708,42.0875,395.3147,0.467,
4,projyear,5,3,bm ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,0.5884,,43509.5373,570.7905,16.7885,0.6743,,,385.056,1.2723,30.4583,389.0032,0.4596,
0,projyear,1,3,bm ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,0.5586,,43615.5206,505.4173,27.736,0.5971,,,396.3311,1.333,54.2222,379.3429,0.4481,
1,projyear,2,3,bm ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,0.5586,,43615.5206,645.8442,17.162,0.763,,,402.6376,1.3278,33.204,434.9796,0.5139,
2,projyear,3,3,bm ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,0.5586,,43615.5206,545.3489,22.1322,0.6443,,,374.1588,1.1625,40.8033,385.9263,0.4559,
3,projyear,4,3,bm ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,0.5586,,43615.5206,575.7181,29.4228,0.6801,,,385.4925,1.3509,56.8191,409.9452,0.4843,
4,projyear,5,3,bm ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,0.5586,,43615.5206,582.0248,23.0454,0.6876,,,393.6509,1.3007,41.7855,398.7717,0.4711,
0,projyear,1,3,bm ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,0.5778,,43547.859,507.9123,24.7941,0.6,,,396.0358,1.332,48.4773,375.528,0.4436,
1,projyear,2,3,bm ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,0.5778,,43547.859,628.823,13.8243,0.7429,,,394.37,1.3005,26.7587,423.3962,0.5002,
2,projyear,3,3,bm ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,0.5778,,43547.859,548.741,18.6885,0.6483,,,381.1729,1.1842,34.4586,388.8433,0.4594,
3,projyear,4,3,bm ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,0.5778,,43547.859,564.9628,23.9051,0.6674,,,380.9291,1.3349,46.1788,403.8846,0.4771,
4,projyear,5,3,bm ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,0.5778,,43547.859,572.1765,18.9163,0.6759,,,398.4741,1.3167,34.3115,395.6366,0.4674,
0,projyear,1,3,bm ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,0.5701,,43575.056,503.6527,26.9934,0.595,,,389.405,1.3097,52.7672,369.1372,0.4361,
1,projyear,2,3,bm ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,0.5701,,43575.056,638.0951,16.8571,0.7538,,,392.7147,1.2951,32.6135,429.2754,0.5071,
2,projyear,3,3,bm ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,0.5701,,43575.056,545.8153,21.6072,0.6448,,,365.0498,1.1342,39.8323,383.3356,0.4529,
3,projyear,4,3,bm ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,0.5701,,43575.056,567.5899,28.0866,0.6705,,,369.3174,1.2942,54.2387,405.1737,0.4787,
4,projyear,5,3,bm ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,0.5701,,43575.056,579.466,22.5459,0.6846,,,383.4762,1.2671,40.8783,399.079,0.4715,
0,projyear,1,3,bm ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,0.5742,,43560.6317,507.0198,24.4664,0.599,,,389.9701,1.3116,47.831,370.3809,0.4376,
1,projyear,2,3,bm ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,0.5742,,43560.6317,633.3412,13.6174,0.7482,,,390.4768,1.2877,26.3605,424.2443,0.5012,
2,projyear,3,3,bm ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,0.5742,,43560.6317,548.463,18.6624,0.6479,,,375.6617,1.1671,34.4093,386.6184,0.4567,
3,projyear,4,3,bm ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,0.5742,,43560.6317,562.7502,23.5547,0.6648,,,372.8639,1.3067,45.4989,402.5807,0.4756,
4,projyear,5,3,bm ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,0.5742,,43560.6317,576.7996,18.8055,0.6814,,,391.7704,1.2945,34.1081,397.266,0.4693,
0,projyear,1,3,bm ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,0.3657,,44240.77,569.1236,35.7749,0.6723,,,438.5265,1.4749,69.939,429.5079,0.5074,
1,projyear,2,3,bm ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,0.3657,,44240.77,727.0531,25.4417,0.8589,,,445.3784,1.4687,49.2177,502.204,0.5933,
2,projyear,3,3,bm ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,0.3657,,44240.77,604.0579,31.3289,0.7136,,,422.4202,1.3124,57.759,439.283,0.519,
3,projyear,4,3,bm ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,0.3657,,44240.77,634.1045,40.2726,0.7491,,,440.1661,1.5425,77.7718,464.4526,0.5487,
4,projyear,5,3,bm ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,0.3657,,44240.77,655.7985,33.9944,0.7747,,,451.705,1.4925,61.628,464.462,0.5487,
0,projyear,1,3,bm ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,0.3653,,44241.9568,566.9724,34.3394,0.6698,,,436.3318,1.4675,67.1319,426.525,0.5039,
1,projyear,2,3,bm ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,0.3653,,44241.9568,729.0405,23.884,0.8613,,,452.0655,1.4908,46.2126,503.4858,0.5948,
2,projyear,3,3,bm ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,0.3653,,44241.9568,603.7861,30.4105,0.7133,,,426.5028,1.3251,56.0672,437.701,0.5171,
3,projyear,4,3,bm ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,0.3653,,44241.9568,635.6004,38.8484,0.7509,,,444.4231,1.5575,75.0234,464.1274,0.5483,
4,projyear,5,3,bm ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,0.3653,,44241.9568,654.9218,32.3021,0.7737,,,451.6455,1.4924,58.5662,461.0199,0.5446,
0,projyear,1,3,bm ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,0.413,,44094.8998,567.2505,33.1903,0.6701,,,438.1504,1.4736,64.8955,417.7519,0.4935,
1,projyear,2,3,bm ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,0.413,,44094.8998,688.3087,20.8759,0.8131,,,449.805,1.4833,40.4393,474.7922,0.5609,
2,projyear,3,3,bm ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,0.413,,44094.8998,599.225,29.9871,0.7079,,,447.7951,1.3912,55.2745,435.4078,0.5144,
3,projyear,4,3,bm ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,0.413,,44094.8998,615.8516,34.6102,0.7275,,,451.3962,1.5819,66.8633,454.2194,0.5366,
4,projyear,5,3,bm ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,0.413,,44094.8998,641.731,30.0508,0.7581,,,471.5959,1.5583,54.5278,455.6344,0.5383,
0,projyear,1,3,bm ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,0.4578,,43953.1478,550.1521,27.2279,0.6499,,,420.3888,1.4139,53.2366,400.3022,0.4729,
1,projyear,2,3,bm ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,0.4578,,43953.1478,679.3142,16.6092,0.8025,,,417.788,1.3777,32.1649,460.5896,0.5441,
2,projyear,3,3,bm ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,0.4578,,43953.1478,588.955,22.5769,0.6958,,,425.4198,1.3217,41.6252,425.1941,0.5023,
3,projyear,4,3,bm ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,0.4578,,43953.1478,591.4039,26.7401,0.6987,,,413.5181,1.4491,51.6641,431.7207,0.51,
4,projyear,5,3,bm ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,0.4578,,43953.1478,623.7772,22.9256,0.7369,,,448.3785,1.4816,41.5873,443.6151,0.5241,
0,projyear,1,3,bm ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,0.3889,,44169.8794,577.8168,28.9601,0.6826,,,441.6438,1.4854,56.6377,427.2144,0.5047,
1,projyear,2,3,bm ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,0.3889,,44169.8794,707.4952,17.7808,0.8358,,,443.5651,1.4627,34.4274,481.503,0.5688,
2,projyear,3,3,bm ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,0.3889,,44169.8794,617.6367,22.4179,0.7297,,,459.7896,1.4285,41.3474,453.8665,0.5362,
3,projyear,4,3,bm ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,0.3889,,44169.8794,608.4554,28.108,0.7188,,,438.7595,1.5376,54.3169,448.8067,0.5302,
4,projyear,5,3,bm ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,0.3889,,44169.8794,642.0872,24.0394,0.7585,,,475.4356,1.571,43.6116,458.0239,0.5411,
0,projyear,1,3,bm ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,0.5533,,43634.0156,512.7782,25.6685,0.6058,,,396.0204,1.3319,50.1738,377.4838,0.4459,
1,projyear,2,3,bm ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,0.5533,,43634.0156,652.8247,14.7046,0.7712,,,401.3688,1.3236,28.4723,439.6718,0.5194,
2,projyear,3,3,bm ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,0.5533,,43634.0156,547.5153,21.1431,0.6468,,,387.7897,1.2048,38.9702,389.3589,0.46,
3,projyear,4,3,bm ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,0.5533,,43634.0156,566.3427,26.9287,0.6691,,,380.9471,1.335,52.0057,408.7112,0.4828,
4,projyear,5,3,bm ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,0.5533,,43634.0156,584.2674,21.255,0.6902,,,403.0962,1.3319,38.5485,400.7843,0.4735,
0,projyear,1,3,bm ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,0.5235,,43736.3851,525.1849,27.1655,0.6204,,,409.6763,1.3779,53.1109,385.8011,0.4558,
1,projyear,2,3,bm ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,0.5235,,43736.3851,649.4448,14.9165,0.7672,,,395.0118,1.3026,28.9027,440.0054,0.5198,
2,projyear,3,3,bm ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,0.5235,,43736.3851,566.1511,22.3245,0.6688,,,408.4043,1.2688,41.15,411.0101,0.4856,
3,projyear,4,3,bm ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,0.5235,,43736.3851,573.7464,26.7173,0.6778,,,394.7719,1.3835,51.6225,419.0713,0.4951,
4,projyear,5,3,bm ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,0.5235,,43736.3851,604.1826,22.8457,0.7138,,,437.7767,1.4465,41.4506,425.1896,0.5023,
0,projyear,1,3,bm ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,0.5007,,43812.9107,530.2334,26.0907,0.6264,,,405.9863,1.3655,51.008,392.9805,0.4643,
1,projyear,2,3,bm ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,0.5007,,43812.9107,671.1533,14.4162,0.7929,,,406.4915,1.3405,27.9285,455.7092,0.5384,
2,projyear,3,3,bm ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,0.5007,,43812.9107,565.633,22.2856,0.6682,,,413.9167,1.286,41.0784,410.1297,0.4845,
3,projyear,4,3,bm ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,0.5007,,43812.9107,584.3843,26.4563,0.6904,,,401.1165,1.4057,51.1092,424.2159,0.5012,
4,projyear,5,3,bm ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,0.5007,,43812.9107,605.5185,21.8516,0.7153,,,429.2768,1.4184,39.6419,419.3965,0.4955,
0,projyear,1,3,bm ~ ndvi + nir + bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,0.6112,,43426.015,497.9711,22.0729,0.5883,,,387.7005,1.304,43.1515,359.5128,0.4247,
1,projyear,2,3,bm ~ ndvi + nir + bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,0.6112,,43426.015,611.3327,11.6713,0.7222,,,389.8697,1.2857,22.6103,408.749,0.4829,
2,projyear,3,3,bm ~ ndvi + nir + bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,0.6112,,43426.015,549.796,17.569,0.6495,,,370.7239,1.1518,32.385,381.7003,0.4509,
