,model,kfold,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
1,Project,2,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_136 + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,FIRE,0.3032,0.189,73.9344,101.4693,0.0781,0.329,0.4164,0.0737,101.4693,0.349,0.0781,81.939,0.2657,0.3281
2,Project,3,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_136 + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,FIRE,0.2383,0.1135,82.9071,86.1423,-0.0141,0.2793,0.2764,0.0489,86.1423,0.2785,-0.0141,67.0338,0.2173,0.2241
3,Project,4,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_136 + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,FIRE,0.3095,0.1964,71.2157,132.0412,0.1603,0.4281,0.4463,0.079,132.0412,0.4468,0.1603,90.2725,0.2927,0.3164
4,Project,5,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_136 + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,FIRE,0.3323,0.2229,63.4549,158.5989,0.3229,0.5142,0.5165,0.0914,158.5989,0.5004,0.3229,128.5404,0.4168,0.4194
0,Project,1,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_236 + dfi:ndii7 + dfi:bai_126 + dfi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.2181,0.0899,73.0445,131.3361,-0.0027,0.4258,0.3799,0.0672,131.3361,0.3984,-0.0027,96.4357,0.3127,0.3001
1,Project,2,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_236 + dfi:ndii7 + dfi:bai_126 + dfi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.2947,0.179,74.8093,89.4781,0.0762,0.2901,0.3592,0.0636,89.4781,0.3077,0.0762,75.0682,0.2434,0.2902
2,Project,3,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_236 + dfi:ndii7 + dfi:bai_126 + dfi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.2571,0.1354,81.1062,89.4505,-0.0137,0.29,0.2833,0.0501,89.4505,0.2892,-0.0137,67.1937,0.2179,0.2241
3,Project,4,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_236 + dfi:ndii7 + dfi:bai_126 + dfi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.3401,0.2319,67.9605,144.0945,0.1885,0.4672,0.4724,0.0836,144.0945,0.4876,0.1885,93.7924,0.3041,0.3261
4,Project,5,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_236 + dfi:ndii7 + dfi:bai_126 + dfi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.3305,0.2208,63.6484,153.3865,0.3151,0.4973,0.505,0.0894,153.3865,0.484,0.3151,124.1242,0.4024,0.4082
0,Project,1,4,np.log(bm) ~ dfi + nir + swir1 + bai_126 + dfi:nir + dfi:swir1 + dfi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.2601,0.1388,69.0689,126.3779,0.0169,0.4098,0.3602,0.0637,126.3779,0.3834,0.0169,85.5916,0.2775,0.26
1,Project,2,4,np.log(bm) ~ dfi + nir + swir1 + bai_126 + dfi:nir + dfi:swir1 + dfi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.3598,0.2549,67.8311,96.4206,0.1066,0.3126,0.3863,0.0684,96.4206,0.3316,0.1066,81.0935,0.2629,0.3107
2,Project,3,4,np.log(bm) ~ dfi + nir + swir1 + bai_126 + dfi:nir + dfi:swir1 + dfi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.2984,0.1834,76.9923,77.3612,0.0103,0.2508,0.2609,0.0462,77.3612,0.2501,0.0103,61.7085,0.2001,0.2098
3,Project,4,4,np.log(bm) ~ dfi + nir + swir1 + bai_126 + dfi:nir + dfi:swir1 + dfi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.3867,0.2862,62.6812,117.0922,0.0486,0.3796,0.4558,0.0806,117.0922,0.3963,0.0486,93.9305,0.3046,0.3639
4,Project,5,4,np.log(bm) ~ dfi + nir + swir1 + bai_126 + dfi:nir + dfi:swir1 + dfi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.3697,0.2664,59.3072,149.2318,0.1904,0.4839,0.4649,0.0823,149.2318,0.4709,0.1904,121.9052,0.3953,0.396
0,Project,1,4,np.log(bm) ~ dfi + nir + swir1 + bai_136 + dfi:nir + dfi:swir1 + dfi:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.2121,0.0829,73.5902,133.4628,0.0034,0.4327,0.3913,0.0692,133.4628,0.4049,0.0034,98.5782,0.3196,0.3083
1,Project,2,4,np.log(bm) ~ dfi + nir + swir1 + bai_136 + dfi:nir + dfi:swir1 + dfi:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.3037,0.1896,73.8815,101.7886,0.0694,0.33,0.3918,0.0693,101.7886,0.3501,0.0694,89.4792,0.2901,0.3361
2,Project,3,4,np.log(bm) ~ dfi + nir + swir1 + bai_136 + dfi:nir + dfi:swir1 + dfi:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.2388,0.114,82.8643,78.166,0.0047,0.2534,0.2674,0.0473,78.166,0.2527,0.0047,65.6916,0.213,0.2247
3,Project,4,4,np.log(bm) ~ dfi + nir + swir1 + bai_136 + dfi:nir + dfi:swir1 + dfi:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.3645,0.2603,65.247,137.6372,0.1564,0.4463,0.4812,0.0852,137.6372,0.4658,0.1564,95.8495,0.3108,0.3475
4,Project,5,4,np.log(bm) ~ dfi + nir + swir1 + bai_136 + dfi:nir + dfi:swir1 + dfi:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.2991,0.1842,66.9512,179.5942,0.3442,0.5823,0.5548,0.0982,179.5942,0.5667,0.3442,129.9081,0.4212,0.414
0,Project,1,4,np.log(bm) ~ dfi + nir + swir1 + bai_236 + dfi:nir + dfi:swir1 + dfi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.1666,0.0299,77.6362,138.409,0.0148,0.4488,0.3997,0.0707,138.409,0.4199,0.0148,102.1699,0.3313,0.3174
1,Project,2,4,np.log(bm) ~ dfi + nir + swir1 + bai_236 + dfi:nir + dfi:swir1 + dfi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.2489,0.1258,79.3364,102.2476,0.0932,0.3315,0.3896,0.0689,102.2476,0.3517,0.0932,83.6721,0.2713,0.3098
2,Project,3,4,np.log(bm) ~ dfi + nir + swir1 + bai_236 + dfi:nir + dfi:swir1 + dfi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.1875,0.0543,87.5623,81.9163,-0.0094,0.2656,0.2647,0.0468,81.9163,0.2648,-0.0094,61.3039,0.1988,0.2082
3,Project,4,4,np.log(bm) ~ dfi + nir + swir1 + bai_236 + dfi:nir + dfi:swir1 + dfi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.3914,0.2916,62.135,310.4559,0.4692,1.0066,0.6598,0.1168,310.4559,1.0506,0.4692,141.481,0.4587,0.408
4,Project,5,4,np.log(bm) ~ dfi + nir + swir1 + bai_236 + dfi:nir + dfi:swir1 + dfi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.33,0.2201,63.7088,286.0344,0.6043,0.9274,0.6919,0.1224,286.0344,0.9025,0.6043,167.5819,0.5434,0.4782
0,Project,1,4,np.log(bm) ~ dfi + nir + swir1 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.1865,0.0531,75.8948,119.4719,0.0353,0.3874,0.3615,0.064,119.4719,0.3624,0.0353,90.9565,0.2949,0.2852
1,Project,2,4,np.log(bm) ~ dfi + nir + swir1 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.3284,0.2183,71.2791,107.2945,0.0607,0.3479,0.4536,0.0803,107.2945,0.369,0.0607,85.4406,0.277,0.3451
2,Project,3,4,np.log(bm) ~ dfi + nir + swir1 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.2464,0.1228,82.1413,86.9442,-0.0344,0.2819,0.2837,0.0502,86.9442,0.2811,-0.0344,72.7723,0.2359,0.247
3,Project,4,4,np.log(bm) ~ dfi + nir + swir1 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.2997,0.1849,72.2362,130.1208,0.1434,0.4219,0.4748,0.084,130.1208,0.4403,0.1434,92.5558,0.3001,0.3439
4,Project,5,4,np.log(bm) ~ dfi + nir + swir1 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.3182,0.2065,64.9571,146.8827,0.26,0.4762,0.4818,0.0853,146.8827,0.4635,0.26,120.1914,0.3897,0.3953
0,Project,1,4,np.log(bm) ~ dfi + nir + swir2 + bai_126 + dfi:nir + dfi:swir2 + dfi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.2582,0.1366,69.2493,125.2232,0.0146,0.406,0.351,0.0621,125.2232,0.3799,0.0146,83.4215,0.2705,0.2495
1,Project,2,4,np.log(bm) ~ dfi + nir + swir2 + bai_126 + dfi:nir + dfi:swir2 + dfi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.3575,0.2522,68.0926,97.3679,0.0777,0.3157,0.3858,0.0683,97.3679,0.3349,0.0777,82.6022,0.2678,0.3204
2,Project,3,4,np.log(bm) ~ dfi + nir + swir2 + bai_126 + dfi:nir + dfi:swir2 + dfi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.3091,0.1959,75.8848,81.3501,-0.0163,0.2638,0.2661,0.0471,81.3501,0.263,-0.0163,65.4879,0.2123,0.2223
3,Project,4,4,np.log(bm) ~ dfi + nir + swir2 + bai_126 + dfi:nir + dfi:swir2 + dfi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.4099,0.3132,59.9032,121.1308,0.0939,0.3927,0.4718,0.0835,121.1308,0.4099,0.0939,95.7314,0.3104,0.3678
4,Project,5,4,np.log(bm) ~ dfi + nir + swir2 + bai_126 + dfi:nir + dfi:swir2 + dfi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.3724,0.2695,59.0003,138.3488,0.1911,0.4486,0.4359,0.0771,138.3488,0.4365,0.1911,115.4365,0.3743,0.3755
0,Project,1,4,np.log(bm) ~ dfi + nir + swir2 + bai_136 + dfi:nir + dfi:swir2 + dfi:bai_136 + nir:swir2 + nir:bai_136 + swir2:bai_136,FIRE,0.2178,0.0896,73.0685,127.8064,0.0045,0.4144,0.3817,0.0675,127.8064,0.3877,0.0045,94.4935,0.3064,0.2973
1,Project,2,4,np.log(bm) ~ dfi + nir + swir2 + bai_136 + dfi:nir + dfi:swir2 + dfi:bai_136 + nir:swir2 + nir:bai_136 + swir2:bai_136,FIRE,0.3241,0.2133,71.742,104.9887,0.0616,0.3404,0.3953,0.0699,104.9887,0.3611,0.0616,90.8904,0.2947,0.3396
2,Project,3,4,np.log(bm) ~ dfi + nir + swir2 + bai_136 + dfi:nir + dfi:swir2 + dfi:bai_136 + nir:swir2 + nir:bai_136 + swir2:bai_136,FIRE,0.266,0.1457,80.2385,88.6871,0.0129,0.2876,0.2857,0.0506,88.6871,0.2867,0.0129,70.4139,0.2283,0.2345
3,Project,4,4,np.log(bm) ~ dfi + nir + swir2 + bai_136 + dfi:nir + dfi:swir2 + dfi:bai_136 + nir:swir2 + nir:bai_136 + swir2:bai_136,FIRE,0.3497,0.2431,66.896,121.2316,0.1363,0.3931,0.4428,0.0784,121.2316,0.4103,0.1363,91.1683,0.2956,0.3333
4,Project,5,4,np.log(bm) ~ dfi + nir + swir2 + bai_136 + dfi:nir + dfi:swir2 + dfi:bai_136 + nir:swir2 + nir:bai_136 + swir2:bai_136,FIRE,0.3223,0.2112,64.5259,170.6703,0.3197,0.5534,0.541,0.0957,170.6703,0.5385,0.3197,126.7429,0.4109,0.4133
0,Project,1,4,np.log(bm) ~ dfi + nir + swir2 + bai_236 + dfi:nir + dfi:swir2 + dfi:bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,FIRE,0.1753,0.0401,76.8772,134.2019,0.0143,0.4351,0.3909,0.0692,134.2019,0.4071,0.0143,99.1503,0.3215,0.3089
1,Project,2,4,np.log(bm) ~ dfi + nir + swir2 + bai_236 + dfi:nir + dfi:swir2 + dfi:bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,FIRE,0.2581,0.1364,78.4536,103.783,0.093,0.3365,0.388,0.0687,103.783,0.3569,0.093,87.2178,0.2828,0.3192
2,Project,3,4,np.log(bm) ~ dfi + nir + swir2 + bai_236 + dfi:nir + dfi:swir2 + dfi:bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,FIRE,0.2112,0.0819,85.4263,88.1987,-0.0002,0.286,0.2749,0.0486,88.1987,0.2852,-0.0002,64.0837,0.2078,0.2136
3,Project,4,4,np.log(bm) ~ dfi + nir + swir2 + bai_236 + dfi:nir + dfi:swir2 + dfi:bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,FIRE,0.3667,0.2629,64.9935,216.2555,0.3136,0.7012,0.5771,0.1021,216.2555,0.7318,0.3136,118.2882,0.3835,0.3786
4,Project,5,4,np.log(bm) ~ dfi + nir + swir2 + bai_236 + dfi:nir + dfi:swir2 + dfi:bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,FIRE,0.3509,0.2445,61.4186,187.8717,0.3983,0.6091,0.5737,0.1015,187.8717,0.5928,0.3983,135.9424,0.4408,0.4311
0,Project,1,4,np.log(bm) ~ dfi + nir + swir2 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.1883,0.0553,75.7319,118.7419,0.0406,0.385,0.3672,0.065,118.7419,0.3602,0.0406,94.608,0.3067,0.3014
1,Project,2,4,np.log(bm) ~ dfi + nir + swir2 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.3216,0.2103,72.0122,115.816,0.0505,0.3755,0.4929,0.0872,115.816,0.3983,0.0505,92.7397,0.3007,0.372
2,Project,3,4,np.log(bm) ~ dfi + nir + swir2 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.2436,0.1196,82.4047,85.8886,-0.0355,0.2785,0.2881,0.051,85.8886,0.2777,-0.0355,72.8078,0.2361,0.251
3,Project,4,4,np.log(bm) ~ dfi + nir + swir2 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.2957,0.1802,72.6484,141.0784,0.1869,0.4574,0.478,0.0846,141.0784,0.4774,0.1869,93.0471,0.3017,0.3308
4,Project,5,4,np.log(bm) ~ dfi + nir + swir2 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.3508,0.2444,61.4368,164.0209,0.3201,0.5318,0.5225,0.0925,164.0209,0.5175,0.3201,122.2497,0.3964,0.3947
0,Project,1,4,np.log(bm) ~ dfi + nir + bai_126 + bai_136 + dfi:nir + dfi:bai_126 + dfi:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.1634,0.0263,77.9058,143.8329,0.0106,0.4663,0.4164,0.0737,143.8329,0.4364,0.0106,102.7993,0.3333,0.3176
1,Project,2,4,np.log(bm) ~ dfi + nir + bai_126 + bai_136 + dfi:nir + dfi:bai_126 + dfi:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.2476,0.1242,79.4629,116.1335,0.14,0.3765,0.4765,0.0843,116.1335,0.3994,0.14,97.7901,0.3171,0.3835
2,Project,3,4,np.log(bm) ~ dfi + nir + bai_126 + bai_136 + dfi:nir + dfi:bai_126 + dfi:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.1599,0.0222,89.9612,85.2626,0.0009,0.2764,0.269,0.0476,85.2626,0.2757,0.0009,61.4752,0.1993,0.2054
3,Project,4,4,np.log(bm) ~ dfi + nir + bai_126 + bai_136 + dfi:nir + dfi:bai_126 + dfi:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.289,0.1724,73.3315,168.6996,0.2503,0.547,0.5175,0.0916,168.6996,0.5709,0.2503,101.8819,0.3303,0.3383
4,Project,5,4,np.log(bm) ~ dfi + nir + bai_126 + bai_136 + dfi:nir + dfi:bai_126 + dfi:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.2373,0.1122,73.0384,166.9752,0.1709,0.5414,0.4976,0.0881,166.9752,0.5269,0.1709,136.9127,0.4439,0.4364
0,Project,1,4,np.log(bm) ~ dfi + nir + bai_126 + bai_236 + dfi:nir + dfi:bai_126 + dfi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.1571,0.019,78.4472,144.8728,0.0026,0.4697,0.4179,0.074,144.8728,0.4395,0.0026,102.172,0.3313,0.3149
1,Project,2,4,np.log(bm) ~ dfi + nir + bai_126 + bai_236 + dfi:nir + dfi:bai_126 + dfi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.2302,0.1039,81.112,107.5872,0.1051,0.3488,0.4268,0.0755,107.5872,0.37,0.1051,88.5926,0.2872,0.3402
2,Project,3,4,np.log(bm) ~ dfi + nir + bai_126 + bai_236 + dfi:nir + dfi:bai_126 + dfi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.155,0.0165,90.3803,86.5391,0.009,0.2806,0.2725,0.0482,86.5391,0.2798,0.009,62.2292,0.2018,0.2085
3,Project,4,4,np.log(bm) ~ dfi + nir + bai_126 + bai_236 + dfi:nir + dfi:bai_126 + dfi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.2795,0.1613,74.2857,174.0474,0.2631,0.5643,0.5248,0.0929,174.0474,0.589,0.2631,103.7251,0.3363,0.3417
4,Project,5,4,np.log(bm) ~ dfi + nir + bai_126 + bai_236 + dfi:nir + dfi:bai_126 + dfi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.2129,0.0839,75.2985,148.4262,0.1368,0.4812,0.4591,0.0812,148.4262,0.4683,0.1368,122.8343,0.3983,0.4024
0,Project,1,4,np.log(bm) ~ dfi + nir + bai_126 + bai_246 + dfi:nir + dfi:bai_126 + dfi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.218,0.0898,73.053,112.9629,0.0268,0.3663,0.3343,0.0591,112.9629,0.3427,0.0268,80.1085,0.2597,0.2483
1,Project,2,4,np.log(bm) ~ dfi + nir + bai_126 + bai_246 + dfi:nir + dfi:bai_126 + dfi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.3609,0.2561,67.7146,101.6415,0.0655,0.3296,0.4124,0.073,101.6415,0.3496,0.0655,84.0761,0.2726,0.3353
2,Project,3,4,np.log(bm) ~ dfi + nir + bai_126 + bai_246 + dfi:nir + dfi:bai_126 + dfi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.2973,0.1822,77.1004,88.5929,-0.0358,0.2872,0.2798,0.0495,88.5929,0.2864,-0.0358,72.5498,0.2352,0.2444
3,Project,4,4,np.log(bm) ~ dfi + nir + bai_126 + bai_246 + dfi:nir + dfi:bai_126 + dfi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.396,0.297,61.5798,128.9822,0.1237,0.4182,0.5062,0.0896,128.9822,0.4365,0.1237,98.5218,0.3194,0.3808
4,Project,5,4,np.log(bm) ~ dfi + nir + bai_126 + bai_246 + dfi:nir + dfi:bai_126 + dfi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.3427,0.235,62.3265,135.3098,0.1689,0.4387,0.423,0.0749,135.3098,0.4269,0.1689,109.2597,0.3543,0.3595
0,Project,1,4,np.log(bm) ~ dfi + nir + bai_136 + bai_246 + dfi:nir + dfi:bai_136 + dfi:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.2232,0.0958,72.5708,121.5806,0.0098,0.3942,0.367,0.0649,121.5806,0.3688,0.0098,92.2119,0.299,0.2926
1,Project,2,4,np.log(bm) ~ dfi + nir + bai_136 + bai_246 + dfi:nir + dfi:bai_136 + dfi:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.3413,0.2333,69.887,103.914,0.0393,0.3369,0.3924,0.0694,103.914,0.3574,0.0393,86.2874,0.2798,0.3246
2,Project,3,4,np.log(bm) ~ dfi + nir + bai_136 + bai_246 + dfi:nir + dfi:bai_136 + dfi:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.2855,0.1684,78.303,86.0505,-0.0153,0.279,0.2899,0.0513,86.0505,0.2782,-0.0153,75.08,0.2434,0.257
3,Project,4,4,np.log(bm) ~ dfi + nir + bai_136 + bai_246 + dfi:nir + dfi:bai_136 + dfi:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.3436,0.236,67.5687,144.891,0.2194,0.4698,0.4751,0.0841,144.891,0.4903,0.2194,94.2153,0.3055,0.3263
4,Project,5,4,np.log(bm) ~ dfi + nir + bai_136 + bai_246 + dfi:nir + dfi:bai_136 + dfi:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.3275,0.2172,63.9763,137.8147,0.2283,0.4468,0.4528,0.0801,137.8147,0.4348,0.2283,110.669,0.3588,0.3713
0,Project,1,4,np.log(bm) ~ dfi + nir + bai_236 + bai_246 + dfi:nir + dfi:bai_236 + dfi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.1976,0.0661,74.9032,124.89,0.0129,0.4049,0.3726,0.0659,124.89,0.3789,0.0129,94.7674,0.3073,0.2989
1,Project,2,4,np.log(bm) ~ dfi + nir + bai_236 + bai_246 + dfi:nir + dfi:bai_236 + dfi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.3108,0.1978,73.1425,105.5848,0.0323,0.3423,0.4042,0.0715,105.5848,0.3631,0.0323,87.1888,0.2827,0.3311
2,Project,3,4,np.log(bm) ~ dfi + nir + bai_236 + bai_246 + dfi:nir + dfi:bai_236 + dfi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.2508,0.128,81.7168,86.7411,-0.0133,0.2812,0.2817,0.0499,86.7411,0.2804,-0.0133,70.1918,0.2276,0.2375
3,Project,4,4,np.log(bm) ~ dfi + nir + bai_236 + bai_246 + dfi:nir + dfi:bai_236 + dfi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.3595,0.2545,65.8108,220.0476,0.3413,0.7135,0.5772,0.1021,220.0476,0.7447,0.3413,113.2168,0.3671,0.3582
4,Project,5,4,np.log(bm) ~ dfi + nir + bai_236 + bai_246 + dfi:nir + dfi:bai_236 + dfi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.3213,0.2101,64.633,143.049,0.2511,0.4638,0.47,0.0832,143.049,0.4514,0.2511,116.2687,0.377,0.3878
0,Project,1,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_136 + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.1748,0.0395,76.9208,138.9901,0.0521,0.4506,0.4036,0.0714,138.9901,0.4217,0.0521,104.7923,0.3398,0.3245
1,Project,2,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_136 + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.2578,0.1361,78.4768,106.6522,0.0963,0.3458,0.4032,0.0713,106.6522,0.3668,0.0963,90.046,0.292,0.3345
2,Project,3,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_136 + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.1869,0.0536,87.6141,83.1173,-0.004,0.2695,0.2636,0.0466,83.1173,0.2687,-0.004,59.1968,0.1919,0.199
3,Project,4,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_136 + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.3749,0.2725,64.0518,149.7524,0.137,0.4855,0.5785,0.1024,149.7524,0.5068,0.137,110.7365,0.359,0.432
4,Project,5,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_136 + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.2536,0.1313,71.4773,174.5677,0.3283,0.566,0.5387,0.0953,174.5677,0.5508,0.3283,126.8026,0.4111,0.4042
0,Project,1,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_236 + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.1684,0.0321,77.4742,140.5228,0.0604,0.4556,0.41,0.0725,140.5228,0.4263,0.0604,108.5804,0.352,0.338
1,Project,2,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_236 + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.229,0.1027,81.2159,102.8038,0.1105,0.3333,0.3709,0.0656,102.8038,0.3536,0.1105,79.5628,0.258,0.2864
2,Project,3,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_236 + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.1801,0.0457,88.2121,85.1378,-0.0215,0.276,0.2669,0.0472,85.1378,0.2753,-0.0215,62.3664,0.2022,0.2107
3,Project,4,4,np.log(bm) ~ dfi + swir1 + bai_126 + bai_236 + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.3688,0.2653,64.7577,176.376,0.2155,0.5719,0.5939,0.1051,176.376,0.5969,0.2155,113.8752,0.3692,0.4162
