,model,kfold,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
0,Project,1,1,np.log(bm) ~ dfi,BIRD,0.0326,0.0319,6181.7476,840.1218,15.3124,1.2474,1.9797,0.3626,230.4707,0.8046,25.8341,554.4028,0.8231,1.4808
1,Project,2,1,np.log(bm) ~ dfi,BIRD,0.0447,0.044,6103.4775,800.76,26.618,1.1889,2.234,0.4092,215.145,0.9137,42.8855,519.5611,0.7714,1.6106
2,Project,3,1,np.log(bm) ~ dfi,BIRD,0.0318,0.0311,6115.4287,762.1807,25.9061,1.1316,2.1965,0.4023,229.214,0.866,39.012,484.3411,0.7191,1.5632
3,Project,4,1,np.log(bm) ~ dfi,BIRD,0.0369,0.0362,6114.4293,841.4349,24.4418,1.2493,2.2119,0.4051,220.9822,0.8613,39.115,544.2756,0.8081,1.6106
4,Project,5,1,np.log(bm) ~ dfi,BIRD,0.0307,0.03,6104.3822,886.071,23.8065,1.3156,2.2432,0.4109,219.1802,0.9403,40.159,557.4713,0.8277,1.6715
0,Project,1,1,np.log(bm) ~ ndvi,BIRD,0.3292,0.3287,5671.3565,1313.3822,6.3493,1.95,1.8036,0.3303,595.4271,2.0786,10.5419,659.4728,0.9791,1.4069
1,Project,2,1,np.log(bm) ~ ndvi,BIRD,0.3028,0.3023,5664.4163,1717.4498,7.8275,2.55,1.8136,0.3322,460.4099,1.9554,12.4052,631.3178,0.9373,1.3534
2,Project,3,1,np.log(bm) ~ ndvi,BIRD,0.3099,0.3094,5643.4287,1077.961,8.7905,1.6005,1.868,0.3421,440.1299,1.6628,13.1494,530.6513,0.7879,1.3931
3,Project,4,1,np.log(bm) ~ ndvi,BIRD,0.3067,0.3062,5655.9334,909.4199,8.8343,1.3502,1.847,0.3383,359.101,1.3997,14.1232,505.9035,0.7511,1.3729
4,Project,5,1,np.log(bm) ~ ndvi,BIRD,0.3025,0.302,5645.3291,837.4216,10.0792,1.2434,1.8745,0.3433,285.3612,1.2242,16.9273,491.9961,0.7305,1.3621
0,Project,1,1,np.log(bm) ~ ndti,BIRD,0.4136,0.4131,5483.9823,3840.8372,4.0966,5.7026,1.6218,0.297,548.4399,1.9146,6.4061,1008.6998,1.4977,1.2786
1,Project,2,1,np.log(bm) ~ ndti,BIRD,0.4105,0.41,5430.5682,2511.9126,6.6795,3.7295,1.75,0.3205,501.5935,2.1303,10.3803,775.3433,1.1512,1.3296
2,Project,3,1,np.log(bm) ~ ndti,BIRD,0.3986,0.3982,5451.5997,1871.7138,6.179,2.779,1.7,0.3114,620.8674,2.3457,9.0391,690.1839,1.0247,1.2803
3,Project,4,1,np.log(bm) ~ ndti,BIRD,0.4093,0.4088,5432.5698,1170.7141,6.8717,1.7382,1.7547,0.3214,690.7403,2.6923,10.8688,593.8865,0.8818,1.3398
4,Project,5,1,np.log(bm) ~ ndti,BIRD,0.3934,0.393,5450.6209,1403.5536,6.0218,2.0839,1.7121,0.3136,377.4705,1.6193,9.9683,626.1619,0.9297,1.3053
0,Project,1,1,np.log(bm) ~ satvi,BIRD,0.3525,0.3521,5622.001,707.5538,5.7723,1.0505,1.6574,0.3036,310.9902,1.0856,9.749,446.2663,0.6626,1.2008
1,Project,2,1,np.log(bm) ~ satvi,BIRD,0.3489,0.3485,5568.9349,716.0682,9.1205,1.0632,1.7977,0.3293,320.0947,1.3594,14.6641,448.1387,0.6654,1.3038
2,Project,3,1,np.log(bm) ~ satvi,BIRD,0.3434,0.3429,5574.1143,709.55,8.0602,1.0535,1.7844,0.3268,326.1655,1.2323,12.1863,419.2597,0.6225,1.3195
3,Project,4,1,np.log(bm) ~ satvi,BIRD,0.3477,0.3472,5570.8982,763.1646,9.884,1.1331,1.8028,0.3302,337.8803,1.3169,15.8265,464.8047,0.6901,1.3139
4,Project,5,1,np.log(bm) ~ satvi,BIRD,0.3533,0.3528,5539.9574,799.7866,10.4528,1.1875,1.8782,0.344,346.5655,1.4867,17.5672,453.0205,0.6726,1.352
0,Project,1,1,np.log(bm) ~ ndii7,BIRD,0.2882,0.2876,5754.1471,1448.6239,7.3895,2.1508,1.8394,0.3369,830.9616,2.9008,12.3361,677.5367,1.006,1.4516
1,Project,2,1,np.log(bm) ~ ndii7,BIRD,0.2691,0.2686,5730.199,2246.7669,9.4721,3.3359,1.8967,0.3474,1066.2076,4.5282,15.0221,692.8227,1.0287,1.3974
2,Project,3,1,np.log(bm) ~ ndii7,BIRD,0.2695,0.269,5722.6297,1132.5033,10.4962,1.6815,1.9169,0.3511,403.461,1.5243,15.7207,525.8624,0.7808,1.4104
3,Project,4,1,np.log(bm) ~ ndii7,BIRD,0.2721,0.2716,5723.8551,1193.3639,10.7841,1.7718,1.9244,0.3525,384.8948,1.5002,17.2245,512.2533,0.7606,1.4103
4,Project,5,1,np.log(bm) ~ ndii7,BIRD,0.2548,0.2543,5737.6652,726.0858,10.0435,1.078,1.8898,0.3461,288.2545,1.2366,16.9662,460.6123,0.6839,1.3699
0,Project,1,1,np.log(bm) ~ nir,BIRD,0.275,0.2745,5779.6291,712.4739,7.3146,1.0578,1.6806,0.3078,318.1405,1.1106,12.3786,445.7975,0.6619,1.1922
1,Project,2,1,np.log(bm) ~ nir,BIRD,0.2926,0.2921,5684.5827,699.9977,14.1292,1.0393,1.9475,0.3567,292.6647,1.243,22.7663,438.6796,0.6513,1.3968
2,Project,3,1,np.log(bm) ~ nir,BIRD,0.2766,0.2761,5709.0899,644.1091,12.124,0.9563,1.8841,0.3451,304.9605,1.1522,18.2817,390.504,0.5798,1.3216
3,Project,4,1,np.log(bm) ~ nir,BIRD,0.2891,0.2886,5690.8956,779.2516,12.8102,1.157,1.9424,0.3558,272.6222,1.0626,20.4963,471.8465,0.7006,1.4114
4,Project,5,1,np.log(bm) ~ nir,BIRD,0.2738,0.2733,5701.6435,767.3302,13.7645,1.1393,1.9153,0.3508,323.6616,1.3885,23.2036,434.265,0.6448,1.3424
0,Project,1,1,np.log(bm) ~ swir1,BIRD,0.4574,0.457,5375.6852,1039.7353,3.5895,1.5437,1.5561,0.285,420.0631,1.4664,5.9315,538.1535,0.799,1.1799
1,Project,2,1,np.log(bm) ~ swir1,BIRD,0.4502,0.4498,5333.3466,803.141,5.7077,1.1925,1.6561,0.3033,386.466,1.6413,9.1013,476.1963,0.707,1.2428
2,Project,3,1,np.log(bm) ~ swir1,BIRD,0.4513,0.4509,5323.902,942.6869,6.153,1.3996,1.678,0.3073,441.7362,1.6689,9.1235,494.5758,0.7343,1.2532
3,Project,4,1,np.log(bm) ~ swir1,BIRD,0.4542,0.4538,5322.1676,944.9556,6.1249,1.403,1.6904,0.3096,283.9273,1.1067,9.7278,474.9659,0.7052,1.2579
4,Project,5,1,np.log(bm) ~ swir1,BIRD,0.4358,0.4354,5349.561,772.9574,5.7783,1.1476,1.6282,0.2982,319.4244,1.3703,9.668,435.5829,0.6467,1.1793
0,Project,1,1,np.log(bm) ~ swir2,BIRD,0.4917,0.4913,5284.6376,1085.4259,3.1272,1.6116,1.499,0.2746,433.9369,1.5148,5.1226,560.1976,0.8317,1.145
1,Project,2,1,np.log(bm) ~ swir2,BIRD,0.4873,0.4869,5235.9284,907.3227,4.8955,1.3471,1.6108,0.295,407.0811,1.7289,7.7595,498.4562,0.7401,1.216
2,Project,3,1,np.log(bm) ~ swir2,BIRD,0.4848,0.4844,5235.9265,975.9528,4.9413,1.449,1.6109,0.2951,452.806,1.7107,7.2929,501.6397,0.7448,1.2118
3,Project,4,1,np.log(bm) ~ swir2,BIRD,0.491,0.4907,5224.7469,873.9918,5.4378,1.2976,1.6434,0.301,317.7827,1.2386,8.6147,475.071,0.7054,1.2317
4,Project,5,1,np.log(bm) ~ swir2,BIRD,0.472,0.4717,5256.9086,797.7883,4.6951,1.1845,1.5724,0.288,309.5258,1.3278,7.8204,448.8994,0.6665,1.155
0,Project,1,1,np.log(bm) ~ bai_126,BIRD,0.0566,0.0559,6146.7969,800.7567,17.0635,1.1889,1.9496,0.3571,225.6678,0.7878,28.7047,526.2405,0.7813,1.4207
1,Project,2,1,np.log(bm) ~ bai_126,BIRD,0.0626,0.0619,6077.0995,762.5285,25.4198,1.1322,2.1738,0.3982,211.5511,0.8985,40.9324,489.8267,0.7273,1.5518
2,Project,3,1,np.log(bm) ~ bai_126,BIRD,0.0526,0.052,6085.0795,713.1761,24.2681,1.0589,2.1511,0.394,220.0826,0.8315,36.5497,462.9242,0.6873,1.5349
3,Project,4,1,np.log(bm) ~ bai_126,BIRD,0.057,0.0563,6085.0519,799.9311,23.1442,1.1877,2.1631,0.3962,222.2172,0.8661,37.036,516.3276,0.7666,1.5588
4,Project,5,1,np.log(bm) ~ bai_126,BIRD,0.0718,0.0711,6044.0758,840.7498,30.7521,1.2483,2.2851,0.4185,250.0242,1.0726,51.6721,533.5642,0.7922,1.6568
0,Project,1,1,np.log(bm) ~ bai_136,BIRD,0.2821,0.2816,5765.9614,834.4151,7.2845,1.2389,1.7821,0.3264,422.1967,1.4739,12.2319,517.873,0.7689,1.3186
1,Project,2,1,np.log(bm) ~ bai_136,BIRD,0.2708,0.2703,5726.9847,785.335,11.027,1.166,1.8879,0.3458,326.214,1.3854,17.743,468.5347,0.6957,1.3642
2,Project,3,1,np.log(bm) ~ bai_136,BIRD,0.2708,0.2702,5720.2897,787.0211,10.8316,1.1685,1.9056,0.349,391.5385,1.4792,16.2858,471.308,0.6998,1.398
3,Project,4,1,np.log(bm) ~ bai_136,BIRD,0.2705,0.2699,5726.9442,807.3243,10.7201,1.1987,1.8991,0.3478,268.1339,1.0451,17.1436,494.1873,0.7337,1.4029
4,Project,5,1,np.log(bm) ~ bai_136,BIRD,0.2725,0.272,5704.0606,898.663,12.9427,1.3343,1.9592,0.3588,373.6383,1.6029,21.6718,528.6619,0.7849,1.4277
0,Project,1,1,np.log(bm) ~ bai_236,BIRD,0.3082,0.3077,5714.4255,1075.6847,6.3684,1.5971,1.8176,0.3329,542.3451,1.8933,10.6515,626.4999,0.9302,1.4264
1,Project,2,1,np.log(bm) ~ bai_236,BIRD,0.2842,0.2837,5700.9949,952.6618,8.7714,1.4145,1.8471,0.3383,401.1752,1.7038,14.0789,546.5965,0.8116,1.3892
2,Project,3,1,np.log(bm) ~ bai_236,BIRD,0.2931,0.2926,5676.9451,1019.7108,9.6281,1.514,1.9098,0.3498,544.2429,2.0562,14.4356,567.7671,0.843,1.4432
3,Project,4,1,np.log(bm) ~ bai_236,BIRD,0.2902,0.2897,5688.6914,927.1266,9.6093,1.3765,1.8899,0.3462,381.9572,1.4887,15.3438,553.1074,0.8212,1.4237
4,Project,5,1,np.log(bm) ~ bai_236,BIRD,0.2764,0.2759,5696.6522,916.7168,9.9697,1.3611,1.8702,0.3426,357.9735,1.5357,16.6915,522.7809,0.7762,1.3617
0,Project,1,1,np.log(bm) ~ bai_246,BIRD,0.1212,0.1206,6047.8548,793.8031,13.4266,1.1786,1.992,0.3649,325.3515,1.1358,22.6643,539.3577,0.8008,1.5303
1,Project,2,1,np.log(bm) ~ bai_246,BIRD,0.0987,0.0981,6022.2867,733.8961,16.6389,1.0896,2.0643,0.3781,323.0332,1.3719,26.8874,489.3873,0.7266,1.5091
2,Project,3,1,np.log(bm) ~ bai_246,BIRD,0.1062,0.1055,6004.0024,715.1635,18.4809,1.0618,2.118,0.3879,253.4899,0.9577,27.8905,454.3802,0.6746,1.539
3,Project,4,1,np.log(bm) ~ bai_246,BIRD,0.1102,0.1095,6004.0033,784.8297,18.8633,1.1653,2.1303,0.3902,275.1789,1.0726,30.2426,521.3795,0.7741,1.5716
4,Project,5,1,np.log(bm) ~ bai_246,BIRD,0.1039,0.1033,5994.9087,786.4391,19.8921,1.1677,2.1572,0.3951,229.5148,0.9846,33.5802,508.7322,0.7553,1.5959
0,Project,1,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.4838,0.4827,5310.0961,1329.9268,3.3846,1.9746,1.502,0.2751,373.0499,1.3023,5.5363,597.1244,0.8866,1.1559
1,Project,2,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.4849,0.4838,5246.4337,883.2352,6.0851,1.3114,1.6498,0.3022,390.3016,1.6576,9.7082,502.5576,0.7462,1.2407
2,Project,3,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.4716,0.4705,5275.1125,901.7558,5.1466,1.3389,1.5828,0.2899,427.038,1.6134,7.6482,477.4874,0.7089,1.1796
3,Project,4,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.4851,0.484,5244.9106,840.8685,6.168,1.2485,1.6585,0.3038,477.0698,1.8595,9.805,500.0314,0.7424,1.2478
4,Project,5,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.469,0.4678,5269.0103,914.3461,4.6274,1.3576,1.6064,0.2942,372.6383,1.5986,7.7155,516.1802,0.7664,1.2233
0,Project,1,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4207,0.4194,5470.9535,3295.5479,4.2798,4.893,1.5899,0.2912,440.5756,1.538,6.8191,876.2153,1.3009,1.2348
1,Project,2,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4264,0.4251,5396.4063,2973.0803,8.1901,4.4142,1.7738,0.3249,421.5318,1.7903,12.8048,767.9048,1.1401,1.3241
2,Project,3,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4076,0.4064,5434.5274,1487.3512,6.8239,2.2083,1.6772,0.3072,518.0339,1.9571,10.0771,600.576,0.8917,1.2429
3,Project,4,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4213,0.4201,5407.7695,1000.1828,7.5714,1.485,1.7492,0.3204,576.6505,2.2476,12.0368,545.5927,0.8101,1.3179
4,Project,5,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4031,0.4018,5432.1295,1186.2078,6.0834,1.7612,1.6928,0.31,343.2905,1.4727,10.1423,570.6282,0.8472,1.2905
0,Project,1,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.4019,0.4006,5515.4407,718.2091,5.1734,1.0664,1.5383,0.2818,292.9448,1.0227,8.7512,439.3434,0.6523,1.108
1,Project,2,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.4175,0.4162,5417.8443,753.7354,9.714,1.1191,1.7862,0.3272,313.9043,1.3332,15.6088,459.106,0.6817,1.285
2,Project,3,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.3994,0.3981,5453.6699,741.5462,7.8135,1.101,1.6993,0.3113,327.6865,1.238,11.8123,419.4338,0.6227,1.2322
3,Project,4,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.4068,0.4055,5442.3948,763.4821,10.0078,1.1336,1.7371,0.3182,335.4586,1.3075,16.0246,463.3114,0.6879,1.259
4,Project,5,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.4038,0.4025,5430.4217,769.0336,9.1111,1.1418,1.7648,0.3232,334.8527,1.4365,15.3559,439.6981,0.6528,1.2635
0,Project,1,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3923,0.391,5537.5948,1810.942,8.0348,2.6888,1.6469,0.3017,674.8467,2.3558,13.3337,662.1254,0.9831,1.2597
1,Project,2,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3952,0.3938,5470.3033,3121.0427,12.6866,4.6339,1.8143,0.3323,1269.8721,5.3932,20.0703,755.5736,1.1218,1.3272
2,Project,3,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3754,0.374,5508.4452,1061.3779,11.4386,1.5759,1.7182,0.3147,384.7552,1.4536,17.1032,502.3536,0.7459,1.2492
3,Project,4,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3923,0.391,5476.0532,1153.4824,9.0849,1.7126,1.8055,0.3307,451.4901,1.7598,14.4987,523.1216,0.7767,1.3353
4,Project,5,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3668,0.3655,5514.43,701.3932,6.8341,1.0414,1.713,0.3138,379.2595,1.627,11.5966,452.5968,0.672,1.2963
0,Project,1,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.2863,0.2847,5761.8658,710.0089,7.4336,1.0542,1.6567,0.3034,331.8135,1.1583,12.5801,433.7759,0.644,1.1644
1,Project,2,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.3104,0.3089,5653.2045,681.8735,14.666,1.0124,1.9591,0.3588,267.5037,1.1361,23.6395,422.6354,0.6275,1.3843
2,Project,3,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.2892,0.2877,5688.5052,628.2296,12.4306,0.9328,1.8676,0.3421,321.8078,1.2158,18.7606,375.2045,0.5571,1.2935
3,Project,4,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.3023,0.3008,5668.635,747.5085,13.065,1.1099,1.929,0.3533,247.6655,0.9653,20.9137,445.0813,0.6608,1.3784
4,Project,5,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.2829,0.2814,5688.0062,744.913,13.3993,1.106,1.881,0.3445,281.3628,1.207,22.5975,426.4209,0.6331,1.3148
0,Project,1,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.4919,0.4908,5288.1644,937.6062,3.8124,1.3921,1.4476,0.2651,344.9254,1.2041,6.347,462.996,0.6874,1.0615
1,Project,2,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.4995,0.4985,5206.2033,672.5507,6.4639,0.9986,1.6374,0.2999,340.296,1.4452,10.3804,419.3521,0.6226,1.197
2,Project,3,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.4906,0.4895,5224.2929,760.2749,6.0427,1.1288,1.5969,0.2925,375.9869,1.4205,8.9999,417.6992,0.6202,1.1663
3,Project,4,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.5027,0.5017,5196.2801,814.2743,6.3789,1.209,1.665,0.305,270.2352,1.0533,10.162,434.9664,0.6458,1.2024
4,Project,5,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.4756,0.4744,5251.5527,721.6467,4.9624,1.0715,1.5441,0.2828,412.1968,1.7683,8.3579,409.0068,0.6073,1.1098
0,Project,1,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.5088,0.5077,5240.977,940.7095,3.3999,1.3967,1.4333,0.2625,352.7525,1.2314,5.6316,484.1105,0.7188,1.0639
1,Project,2,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.5151,0.514,5162.3256,737.051,5.8644,1.0943,1.6123,0.2953,348.5499,1.4803,9.386,438.3437,0.6508,1.1861
2,Project,3,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.5049,0.5038,5184.4675,769.8799,5.2002,1.1431,1.5622,0.2861,381.237,1.4403,7.7308,427.3578,0.6345,1.1523
3,Project,4,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.5174,0.5164,5154.4977,747.8185,5.9624,1.1103,1.6339,0.2993,288.4707,1.1244,9.492,430.8279,0.6397,1.1935
4,Project,5,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.4933,0.4922,5203.6785,707.0565,4.4692,1.0498,1.5278,0.2798,322.9153,1.3853,7.5021,417.316,0.6196,1.114
0,Project,1,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.0867,0.0847,6105.5916,793.1543,14.2991,1.1776,1.9011,0.3482,230.2617,0.8038,24.112,515.7208,0.7657,1.3841
1,Project,2,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.1042,0.1023,6017.7513,770.1488,24.0738,1.1435,2.1795,0.3992,225.2999,0.9569,38.7831,495.2791,0.7354,1.5796
2,Project,3,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.0836,0.0817,6042.6968,711.5157,21.3176,1.0564,2.1058,0.3857,231.1282,0.8732,32.136,455.6439,0.6765,1.5111
3,Project,4,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.0911,0.0891,6037.6688,798.7371,21.636,1.1859,2.1337,0.3908,240.8219,0.9386,34.6352,511.9253,0.7601,1.542
4,Project,5,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.0987,0.0967,6007.0145,842.6241,26.1542,1.2511,2.2239,0.4073,250.9157,1.0764,44.0104,528.7271,0.785,1.6283
0,Project,1,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3705,0.3691,5586.8167,817.6048,5.3686,1.2139,1.5937,0.2919,435.6056,1.5207,9.0162,495.2832,0.7354,1.1745
1,Project,2,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3841,0.3828,5495.4848,781.0713,10.1419,1.1597,1.8308,0.3353,359.9068,1.5285,16.3177,471.008,0.6993,1.3362
2,Project,3,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3672,0.3659,5526.4879,814.5955,8.349,1.2095,1.7551,0.3215,414.8498,1.5673,12.5327,468.7064,0.6959,1.3019
3,Project,4,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3765,0.3752,5511.8133,854.867,9.2529,1.2693,1.8001,0.3297,280.7981,1.0945,14.7618,506.4043,0.7519,1.3331
4,Project,5,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3648,0.3635,5518.7861,998.5167,8.931,1.4825,1.7853,0.327,424.6784,1.8218,14.9317,544.2247,0.808,1.3271
0,Project,1,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4314,0.4302,5444.8802,881.7059,4.2803,1.3091,1.5547,0.2848,464.9085,1.623,7.1774,525.6269,0.7804,1.1878
1,Project,2,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4387,0.4375,5366.1775,855.6955,7.455,1.2705,1.746,0.3198,543.7266,2.3092,11.9988,507.7317,0.7538,1.3192
2,Project,3,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4248,0.4236,5393.4819,923.4738,6.7991,1.3711,1.6814,0.308,564.331,2.1321,10.1845,514.6881,0.7642,1.2629
3,Project,4,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4368,0.4356,5369.8432,1022.8411,6.7299,1.5186,1.7439,0.3194,478.6344,1.8656,10.6848,558.4892,0.8292,1.3145
4,Project,5,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4113,0.41,5412.8166,1097.4911,5.4124,1.6295,1.645,0.3013,510.4475,2.1898,8.9568,587.0684,0.8716,1.2547
0,Project,1,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.2733,0.2718,5786.8577,829.1243,11.0619,1.231,1.7985,0.3294,472.1625,1.6483,18.6563,545.4354,0.8098,1.3735
1,Project,2,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.2677,0.2662,5736.7696,1073.1848,17.506,1.5934,1.9333,0.3541,892.9726,3.7925,28.1708,563.2173,0.8362,1.4388
2,Project,3,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.2513,0.2497,5761.0027,722.6527,16.7512,1.0729,1.8685,0.3422,367.1608,1.3871,25.2456,452.3807,0.6717,1.3551
3,Project,4,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.2739,0.2723,5724.3745,868.9047,13.938,1.2901,1.9782,0.3623,556.1748,2.1678,22.3675,556.6517,0.8265,1.4745
4,Project,5,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.2543,0.2527,5742.6659,764.008,10.848,1.1344,1.9282,0.3532,358.9268,1.5398,18.4696,512.9944,0.7617,1.478
0,Project,1,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4525,0.4513,5392.2988,702.865,4.6262,1.0436,1.5679,0.2872,405.906,1.417,7.8412,432.5523,0.6422,1.1322
1,Project,2,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4466,0.4454,5346.2956,947.1914,7.2462,1.4063,1.6741,0.3066,554.3108,2.3542,11.5945,450.8544,0.6694,1.1781
2,Project,3,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4413,0.4401,5352.954,583.9705,6.5518,0.867,1.657,0.3035,297.7482,1.1249,9.9167,349.7023,0.5192,1.1726
3,Project,4,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4425,0.4413,5355.6491,684.0547,7.5642,1.0156,1.6616,0.3043,280.4027,1.0929,12.1583,400.9093,0.5952,1.1855
4,Project,5,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4415,0.4403,5339.3363,591.625,7.7608,0.8784,1.6978,0.311,254.6733,1.0925,13.1325,352.8429,0.5239,1.172
0,Project,1,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3327,0.3313,5668.0147,1182.9503,6.5649,1.7564,1.7963,0.329,632.7716,2.209,10.9413,618.2276,0.9179,1.3862
1,Project,2,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3072,0.3057,5659.5919,1444.5276,8.1132,2.1447,1.8092,0.3314,445.2226,1.8909,12.9067,583.8588,0.8669,1.3425
2,Project,3,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3125,0.311,5642.1552,977.2982,8.7423,1.451,1.8553,0.3398,429.0713,1.621,13.0998,504.0469,0.7484,1.381
3,Project,4,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3094,0.3079,5654.4009,877.0534,8.8223,1.3022,1.8351,0.3361,346.3484,1.35,14.116,492.8756,0.7318,1.3593
4,Project,5,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3118,0.3103,5630.755,776.001,11.2362,1.1522,1.9003,0.348,275.2539,1.1808,18.8853,458.858,0.6813,1.3609
0,Project,1,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.3664,0.365,5595.8395,920.3472,5.4056,1.3665,1.7497,0.3205,367.4178,1.2826,9.0269,525.0876,0.7796,1.3313
1,Project,2,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.3372,0.3358,5597.8865,709.961,6.9242,1.0541,1.7391,0.3185,374.4492,1.5903,11.1801,434.4497,0.645,1.2765
2,Project,3,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.3491,0.3477,5565.9211,904.3158,7.8703,1.3427,1.8168,0.3328,391.0391,1.4774,11.8002,485.396,0.7207,1.3504
3,Project,4,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.3467,0.3453,5577.0361,1071.9303,8.2296,1.5915,1.799,0.3295,250.5483,0.9766,13.1042,501.9094,0.7452,1.3152
4,Project,5,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.3469,0.3455,5557.7049,994.9377,9.0768,1.4772,1.8477,0.3384,352.826,1.5136,15.1728,515.6655,0.7656,1.343
0,Project,1,2,np.log(bm) ~ ndti + nir + ndti:nir,BIRD,0.4746,0.4735,5334.6972,930.4887,3.7476,1.3815,1.465,0.2683,459.2384,1.6032,6.2958,491.1222,0.7292,1.077
