,model,kfold,numb_vars,formula,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
0,projyear,1,1,np.log(bm) ~ dfi,0.0252,0.0247,9209.0635,938.7838,19.4082,1.254,1.897,0.329,211.46,0.7463,33.3121,578.9053,0.7733,1.3152
1,projyear,2,1,np.log(bm) ~ dfi,0.0235,0.0231,9233.8282,865.5782,18.1321,1.1562,1.8607,0.3227,218.2204,0.783,31.8919,566.5073,0.7567,1.3098
2,projyear,3,1,np.log(bm) ~ dfi,0.0261,0.0257,9192.3701,857.3718,21.1031,1.1452,1.9324,0.3351,211.5464,0.781,34.8276,555.2283,0.7416,1.3312
3,projyear,4,1,np.log(bm) ~ dfi,0.0152,0.0148,9147.7421,807.0738,24.0107,1.078,2.0098,0.3485,202.6525,0.7552,39.0881,522.056,0.6973,1.3579
4,projyear,5,1,np.log(bm) ~ dfi,0.0249,0.0245,9243.8934,867.1028,19.033,1.1582,1.8427,0.3196,220.9775,0.7988,32.7151,560.8725,0.7492,1.2896
0,projyear,1,1,np.log(bm) ~ ndvi,0.277,0.2766,8543.2714,848.8416,7.2452,1.1338,1.5806,0.2741,350.8417,1.2382,12.4097,514.6469,0.6874,1.1192
1,projyear,2,1,np.log(bm) ~ ndvi,0.2864,0.2861,8534.6868,869.0853,7.5579,1.1609,1.5998,0.2774,448.867,1.6105,13.3302,531.3573,0.7097,1.1447
2,projyear,3,1,np.log(bm) ~ ndvi,0.2864,0.2861,8499.0829,979.0717,8.1931,1.3078,1.652,0.2865,467.0848,1.7243,13.49,563.7664,0.753,1.1754
3,projyear,4,1,np.log(bm) ~ ndvi,0.2885,0.2882,8423.1973,877.2012,10.7711,1.1717,1.7568,0.3047,410.4461,1.5295,17.5337,506.3772,0.6764,1.2257
4,projyear,5,1,np.log(bm) ~ ndvi,0.2837,0.2834,8556.3285,784.2617,7.2605,1.0476,1.5666,0.2717,371.4905,1.3428,12.5292,505.4556,0.6752,1.1192
0,projyear,1,1,np.log(bm) ~ ndti,0.3641,0.3638,8257.2693,1166.7971,5.1056,1.5585,1.4863,0.2578,640.0082,2.2588,8.6792,624.8944,0.8347,1.0778
1,projyear,2,1,np.log(bm) ~ ndti,0.3746,0.3743,8240.8115,1073.0498,4.7612,1.4333,1.5155,0.2628,538.5802,1.9324,8.4264,565.7394,0.7557,1.1214
2,projyear,3,1,np.log(bm) ~ ndti,0.3763,0.376,8199.0839,1195.8599,6.4408,1.5973,1.5717,0.2726,785.5786,2.9001,10.5716,605.2353,0.8084,1.1393
3,projyear,4,1,np.log(bm) ~ ndti,0.3634,0.3631,8175.3336,990.7109,6.2944,1.3233,1.6038,0.2781,551.7232,2.056,10.2755,549.2802,0.7337,1.1572
4,projyear,5,1,np.log(bm) ~ ndti,0.3714,0.3711,8265.4297,1160.0464,6.9313,1.5495,1.4799,0.2566,506.4323,1.8306,11.8403,610.2007,0.8151,1.0735
0,projyear,1,1,np.log(bm) ~ satvi,0.3282,0.3279,8379.4788,803.6493,5.7817,1.0735,1.5285,0.2651,381.1954,1.3454,10.0347,502.1808,0.6708,1.108
1,projyear,2,1,np.log(bm) ~ satvi,0.3365,0.3362,8372.3562,750.0887,5.8253,1.0019,1.5447,0.2679,377.216,1.3534,10.3848,487.2529,0.6508,1.1258
2,projyear,3,1,np.log(bm) ~ satvi,0.341,0.3407,8321.6835,713.9981,7.6115,0.9537,1.6155,0.2802,381.328,1.4077,12.629,474.8391,0.6343,1.1532
3,projyear,4,1,np.log(bm) ~ satvi,0.3314,0.3311,8284.6733,676.9341,8.489,0.9042,1.6659,0.2889,367.1257,1.3681,13.9201,448.8265,0.5995,1.1671
4,projyear,5,1,np.log(bm) ~ satvi,0.3344,0.3341,8392.9154,744.6364,6.4088,0.9946,1.5143,0.2626,353.5812,1.2781,11.089,482.4998,0.6445,1.093
0,projyear,1,1,np.log(bm) ~ ndii7,0.2072,0.2068,8748.6367,816.8993,10.1157,1.0912,1.6549,0.287,331.0454,1.1684,17.3374,502.5565,0.6713,1.1275
1,projyear,2,1,np.log(bm) ~ ndii7,0.2213,0.221,8729.1938,900.4803,9.9782,1.2028,1.6925,0.2935,490.8884,1.7613,17.5784,544.8058,0.7277,1.2035
2,projyear,3,1,np.log(bm) ~ ndii7,0.2153,0.215,8710.9136,875.9868,10.7975,1.1701,1.72,0.2983,441.6812,1.6305,17.8221,534.0658,0.7134,1.2018
3,projyear,4,1,np.log(bm) ~ ndii7,0.2157,0.2153,8640.4194,834.1858,13.4353,1.1142,1.8234,0.3162,417.3755,1.5554,21.9112,490.9311,0.6557,1.253
4,projyear,5,1,np.log(bm) ~ ndii7,0.2171,0.2168,8754.6084,760.7598,9.811,1.0162,1.6518,0.2865,395.8012,1.4307,16.9285,499.7804,0.6676,1.1594
0,projyear,1,1,np.log(bm) ~ nir,0.2716,0.2713,8559.6604,836.6219,9.4525,1.1175,1.6395,0.2843,333.9328,1.1786,16.3186,508.9936,0.6799,1.1611
1,projyear,2,1,np.log(bm) ~ nir,0.2685,0.2681,8590.0621,720.2404,8.9119,0.962,1.599,0.2773,318.5945,1.1431,15.7318,466.9755,0.6238,1.1251
2,projyear,3,1,np.log(bm) ~ nir,0.2808,0.2805,8516.5021,770.141,9.5853,1.0287,1.7075,0.2961,406.539,1.5008,15.892,502.7127,0.6715,1.1962
3,projyear,4,1,np.log(bm) ~ nir,0.2555,0.2551,8524.3859,649.6264,12.0794,0.8677,1.699,0.2946,320.5305,1.1945,19.7254,430.2032,0.5746,1.1544
4,projyear,5,1,np.log(bm) ~ nir,0.2734,0.273,8588.3807,763.8997,10.3331,1.0204,1.6016,0.2778,345.6561,1.2494,17.8121,483.6041,0.646,1.1154
0,projyear,1,1,np.log(bm) ~ swir1,0.4068,0.4066,8102.2436,673.6397,4.9974,0.8998,1.4283,0.2477,359.8608,1.2701,8.6084,431.081,0.5758,1.0041
1,projyear,2,1,np.log(bm) ~ swir1,0.4151,0.4148,8091.4244,870.0641,5.0669,1.1622,1.4484,0.2512,449.5828,1.6131,8.9016,497.3738,0.6644,1.0431
2,projyear,3,1,np.log(bm) ~ swir1,0.4231,0.4229,8025.1365,811.631,5.2407,1.0841,1.5353,0.2662,490.4565,1.8106,8.6378,505.9588,0.6758,1.1124
3,projyear,4,1,np.log(bm) ~ swir1,0.4047,0.4045,8025.6619,627.5039,6.6455,0.8382,1.5358,0.2663,359.2933,1.3389,10.8386,412.1502,0.5505,1.078
4,projyear,5,1,np.log(bm) ~ swir1,0.4173,0.417,8096.3715,702.9474,7.2263,0.9389,1.4417,0.25,394.0226,1.4243,12.4128,456.9795,0.6104,1.0224
0,projyear,1,1,np.log(bm) ~ swir2,0.4475,0.4472,7944.0612,716.8828,3.993,0.9576,1.371,0.2378,417.6661,1.4741,6.8668,451.9456,0.6037,0.9748
1,projyear,2,1,np.log(bm) ~ swir2,0.4578,0.4576,7922.2621,809.0787,4.0491,1.0807,1.4051,0.2437,468.1467,1.6797,7.1421,487.4608,0.6511,1.0313
2,projyear,3,1,np.log(bm) ~ swir2,0.4645,0.4643,7859.0681,809.6728,4.5998,1.0815,1.4841,0.2574,510.4296,1.8843,7.5757,506.332,0.6763,1.0827
3,projyear,4,1,np.log(bm) ~ swir2,0.4453,0.4451,7868.2078,661.8983,5.1427,0.8841,1.4742,0.2556,397.4063,1.4809,8.4021,424.6666,0.5672,1.0556
4,projyear,5,1,np.log(bm) ~ swir2,0.4582,0.458,7933.9034,706.7565,6.588,0.944,1.3895,0.241,410.6253,1.4843,11.2984,461.2065,0.616,0.9973
0,projyear,1,1,np.log(bm) ~ bai_126,0.0869,0.0865,9063.3057,903.7857,16.0357,1.2072,1.8411,0.3193,263.083,0.9285,27.5729,562.7231,0.7516,1.303
1,projyear,2,1,np.log(bm) ~ bai_126,0.0793,0.0789,9102.7033,799.7187,16.1049,1.0682,1.7803,0.3087,246.2637,0.8836,28.3258,528.0572,0.7053,1.2419
2,projyear,3,1,np.log(bm) ~ bai_126,0.0869,0.0865,9048.8077,798.7808,19.2466,1.067,1.8712,0.3245,278.7891,1.0292,31.7466,536.0699,0.716,1.2967
3,projyear,4,1,np.log(bm) ~ bai_126,0.084,0.0836,8986.4507,744.3757,24.1146,0.9943,1.97,0.3416,254.5077,0.9484,39.2153,500.9012,0.6691,1.328
4,projyear,5,1,np.log(bm) ~ bai_126,0.0821,0.0817,9109.1046,822.2683,16.4588,1.0983,1.769,0.3068,248.3313,0.8976,28.3148,530.3595,0.7084,1.2314
0,projyear,1,1,np.log(bm) ~ bai_136,0.2634,0.2631,8584.6236,768.9459,7.887,1.0271,1.6199,0.2809,338.7501,1.1956,13.6069,489.5003,0.6538,1.1539
1,projyear,2,1,np.log(bm) ~ bai_136,0.2647,0.2644,8601.5377,749.6952,8.1908,1.0014,1.5996,0.2774,357.7613,1.2836,14.4573,500.8143,0.669,1.1401
2,projyear,3,1,np.log(bm) ~ bai_136,0.2711,0.2708,8546.4779,749.9509,8.9609,1.0017,1.6823,0.2917,403.9772,1.4914,14.8068,500.0668,0.668,1.191
3,projyear,4,1,np.log(bm) ~ bai_136,0.2669,0.2666,8489.97,672.2203,11.6524,0.8979,1.7619,0.3056,331.5304,1.2355,18.9911,455.1539,0.608,1.216
4,projyear,5,1,np.log(bm) ~ bai_136,0.2679,0.2676,8605.084,735.8863,9.3471,0.9829,1.5942,0.2765,339.8066,1.2283,16.0994,483.7824,0.6462,1.1249
0,projyear,1,1,np.log(bm) ~ bai_236,0.2559,0.2555,8607.3467,825.7684,8.2672,1.103,1.6184,0.2807,328.8679,1.1607,14.1743,523.4679,0.6992,1.1511
1,projyear,2,1,np.log(bm) ~ bai_236,0.2623,0.262,8608.6873,825.1715,8.0192,1.1022,1.6225,0.2814,424.7414,1.5239,14.1448,526.2461,0.7029,1.1528
2,projyear,3,1,np.log(bm) ~ bai_236,0.2634,0.2631,8569.9549,852.3022,8.2241,1.1384,1.6804,0.2914,413.0053,1.5247,13.5804,550.3176,0.7351,1.2119
3,projyear,4,1,np.log(bm) ~ bai_236,0.2601,0.2598,8510.4284,769.5054,11.0954,1.0278,1.765,0.3061,344.0996,1.2823,18.076,505.4363,0.6751,1.2507
4,projyear,5,1,np.log(bm) ~ bai_236,0.2628,0.2625,8620.5844,806.304,8.2836,1.077,1.604,0.2782,383.7901,1.3873,14.2828,519.7084,0.6942,1.1434
0,projyear,1,1,np.log(bm) ~ bai_246,0.0719,0.0715,9099.5453,826.2546,16.4485,1.1036,1.7997,0.3121,240.6937,0.8495,28.2566,537.5074,0.718,1.2434
1,projyear,2,1,np.log(bm) ~ bai_246,0.0854,0.085,9087.8806,831.1493,16.5286,1.1102,1.8268,0.3168,282.2273,1.0126,29.0757,556.9511,0.7439,1.2934
2,projyear,3,1,np.log(bm) ~ bai_246,0.0769,0.0765,9072.8802,777.0349,17.424,1.0379,1.8512,0.321,253.1092,0.9344,28.791,521.4954,0.6966,1.2797
3,projyear,4,1,np.log(bm) ~ bai_246,0.0861,0.0857,8981.2932,776.7804,22.7031,1.0376,1.9955,0.3461,287.39,1.071,36.9564,521.6533,0.6968,1.3743
4,projyear,5,1,np.log(bm) ~ bai_246,0.079,0.0786,9116.6602,801.7755,14.3764,1.071,1.7764,0.3081,287.4023,1.0389,24.8039,540.8398,0.7224,1.2707
0,projyear,1,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,0.4299,0.4291,8017.811,828.5447,3.9577,1.1067,1.3902,0.2411,478.0698,1.6873,6.7955,510.4275,0.6818,1.0077
1,projyear,2,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,0.4442,0.4434,7981.836,805.4446,3.7486,1.0759,1.4441,0.2504,470.5867,1.6884,6.6922,504.7434,0.6742,1.0782
2,projyear,3,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,0.4466,0.4458,7936.6182,860.587,5.8211,1.1495,1.5007,0.2602,512.5766,1.8923,9.5815,523.8086,0.6997,1.096
3,projyear,4,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,0.428,0.4272,7940.8984,776.2756,4.794,1.0369,1.4983,0.2598,456.6562,1.7017,7.8718,475.1654,0.6347,1.0948
4,projyear,5,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,0.4404,0.4396,8010.3424,763.9633,6.4497,1.0204,1.4052,0.2437,421.5529,1.5238,11.069,491.8478,0.657,1.0079
0,projyear,1,2,np.log(bm) ~ dfi + ndti + dfi:ndti,0.375,0.3742,8222.6006,1159.2831,5.5457,1.5485,1.4751,0.2558,503.0828,1.7755,9.4298,601.9204,0.804,1.0562
1,projyear,2,2,np.log(bm) ~ dfi + ndti + dfi:ndti,0.387,0.3862,8200.0382,988.7629,4.9229,1.3207,1.5128,0.2624,488.7952,1.7538,8.7366,550.1246,0.7348,1.1182
2,projyear,3,2,np.log(bm) ~ dfi + ndti + dfi:ndti,0.3887,0.3878,8158.4288,1304.8228,7.1627,1.7429,1.5677,0.2719,716.1331,2.6437,11.7487,622.8507,0.832,1.133
3,projyear,4,2,np.log(bm) ~ dfi + ndti + dfi:ndti,0.3699,0.3691,8156.3921,1164.4522,6.0264,1.5554,1.574,0.273,541.4257,2.0176,9.8432,542.572,0.7247,1.1326
4,projyear,5,2,np.log(bm) ~ dfi + ndti + dfi:ndti,0.3826,0.3817,8229.3586,1161.9122,7.525,1.552,1.4705,0.255,454.2673,1.642,12.8755,587.8935,0.7853,1.0515
0,projyear,1,2,np.log(bm) ~ dfi + satvi + dfi:satvi,0.3782,0.3774,8211.1019,817.5864,5.7114,1.0921,1.4735,0.2555,353.1803,1.2465,9.8905,500.8346,0.669,1.0505
1,projyear,2,2,np.log(bm) ~ dfi + satvi + dfi:satvi,0.388,0.3872,8196.4351,760.3007,5.2486,1.0156,1.4994,0.26,360.6011,1.2938,9.387,492.3172,0.6576,1.0999
2,projyear,3,2,np.log(bm) ~ dfi + satvi + dfi:satvi,0.3926,0.3918,8143.9035,775.7936,7.7061,1.0362,1.569,0.2721,402.1801,1.4847,12.781,487.8357,0.6516,1.1147
3,projyear,4,2,np.log(bm) ~ dfi + satvi + dfi:satvi,0.372,0.3711,8149.0501,754.5199,7.1176,1.0078,1.566,0.2716,375.4257,1.399,11.6764,471.3846,0.6296,1.1146
4,projyear,5,2,np.log(bm) ~ dfi + satvi + dfi:satvi,0.3866,0.3858,8214.7558,767.2159,7.2976,1.0248,1.4735,0.2555,319.4096,1.1546,12.5884,485.1988,0.6481,1.0486
0,projyear,1,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,0.3379,0.337,8351.2129,1124.0095,7.1564,1.5014,1.5046,0.2609,400.4718,1.4134,12.2272,560.0707,0.7481,1.0517
1,projyear,2,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,0.3587,0.3578,8300.6311,1198.7362,6.2634,1.6012,1.5834,0.2746,704.8819,2.5291,11.0722,582.7278,0.7784,1.1592
2,projyear,3,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,0.353,0.3522,8284.6888,1101.9814,10.5394,1.4719,1.6038,0.2781,579.2551,2.1384,17.3263,581.5559,0.7768,1.1481
3,projyear,4,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,0.3311,0.3302,8289.5141,1179.6016,6.8276,1.5756,1.6005,0.2776,520.3979,1.9393,11.2172,508.0324,0.6786,1.1365
4,projyear,5,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,0.3497,0.3488,8345.0974,864.6528,11.2188,1.1549,1.5189,0.2634,464.8391,1.6803,19.2437,511.1397,0.6827,1.0596
0,projyear,1,2,np.log(bm) ~ dfi + nir + dfi:nir,0.2897,0.2888,8507.5995,799.5466,9.4202,1.068,1.6072,0.2787,305.7648,1.0791,16.2677,479.7954,0.6409,1.1188
1,projyear,2,2,np.log(bm) ~ dfi + nir + dfi:nir,0.2928,0.2918,8518.6633,742.323,8.5689,0.9915,1.5973,0.277,307.264,1.1024,15.1314,477.5246,0.6378,1.1269
2,projyear,3,2,np.log(bm) ~ dfi + nir + dfi:nir,0.3031,0.3021,8450.5068,756.5294,10.0898,1.0105,1.6936,0.2937,415.6244,1.5343,16.716,490.5183,0.6552,1.1742
3,projyear,4,2,np.log(bm) ~ dfi + nir + dfi:nir,0.272,0.271,8478.2729,627.9404,11.5758,0.8388,1.6604,0.2879,294.6439,1.098,18.9114,417.4439,0.5576,1.1254
4,projyear,5,2,np.log(bm) ~ dfi + nir + dfi:nir,0.2944,0.2934,8526.9505,731.6456,10.2555,0.9773,1.5831,0.2745,305.2924,1.1035,17.6912,464.9516,0.621,1.095
0,projyear,1,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,0.461,0.4603,7892.7039,649.0433,4.7663,0.8669,1.3601,0.2359,322.2001,1.1372,8.2406,403.0496,0.5384,0.9369
1,projyear,2,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,0.4731,0.4724,7862.7716,806.5575,4.5311,1.0773,1.4048,0.2436,410.6885,1.4735,8.0108,470.2532,0.6281,1.0107
2,projyear,3,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,0.4791,0.4784,7801.4844,767.1283,5.5893,1.0247,1.4786,0.2564,434.8375,1.6053,9.2331,470.8552,0.6289,1.0534
3,projyear,4,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,0.4507,0.4499,7850.624,587.2656,5.0935,0.7844,1.4222,0.2466,330.2547,1.2307,8.3579,376.4836,0.5029,0.9896
4,projyear,5,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,0.4724,0.4717,7878.928,662.9293,7.9297,0.8855,1.3827,0.2398,361.7344,1.3076,13.6233,426.0212,0.569,0.959
0,projyear,1,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,0.4729,0.4722,7843.1149,672.5948,4.1915,0.8984,1.3428,0.2329,364.2471,1.2855,7.2373,417.2738,0.5574,0.9313
1,projyear,2,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,0.4853,0.4846,7810.5458,744.1748,3.9919,0.994,1.3902,0.2411,413.8069,1.4847,7.0877,462.3479,0.6176,1.0083
2,projyear,3,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,0.4903,0.4897,7752.9545,745.4724,5.2028,0.9957,1.4588,0.253,446.7659,1.6493,8.5957,470.8004,0.6289,1.0477
3,projyear,4,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,0.4645,0.4638,7793.678,617.081,4.5602,0.8243,1.4135,0.2451,360.9323,1.345,7.4901,391.4043,0.5228,0.9978
4,projyear,5,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,0.4835,0.4829,7831.3041,655.6739,7.1389,0.8758,1.3625,0.2363,368.3407,1.3314,12.2634,428.049,0.5718,0.9542
0,projyear,1,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,0.1072,0.106,9017.0695,906.181,14.7667,1.2104,1.8225,0.3161,257.4227,0.9085,25.422,559.4036,0.7472,1.2907
1,projyear,2,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,0.1015,0.1003,9052.2204,802.2271,14.625,1.0716,1.7692,0.3068,259.271,0.9302,25.7615,530.519,0.7086,1.2528
2,projyear,3,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,0.1113,0.1101,8992.428,797.9856,18.9398,1.0659,1.8685,0.324,275.2785,1.0162,31.2518,536.062,0.716,1.2993
3,projyear,4,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,0.0964,0.0952,8960.0217,739.9431,21.5779,0.9884,1.9248,0.3338,248.963,0.9278,35.1274,494.9438,0.6611,1.3059
4,projyear,5,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,0.1049,0.1037,9057.0994,818.6458,16.5316,1.0935,1.7609,0.3054,242.1675,0.8754,28.4323,525.9338,0.7025,1.2195
0,projyear,1,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,0.3502,0.3493,8309.3429,787.5717,6.1187,1.052,1.5203,0.2637,340.1686,1.2006,10.5783,488.0703,0.6519,1.0854
1,projyear,2,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,0.3554,0.3545,8312.1562,842.9096,5.8777,1.1259,1.5218,0.2639,375.1713,1.3461,10.4181,520.4794,0.6952,1.1189
2,projyear,3,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,0.3625,0.3617,8251.714,894.7655,7.7595,1.1952,1.6052,0.2784,420.5926,1.5527,12.798,532.0019,0.7106,1.1437
3,projyear,4,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,0.3407,0.3398,8257.3788,722.0157,7.2973,0.9644,1.6008,0.2776,331.5979,1.2357,11.9371,462.0533,0.6172,1.1356
4,projyear,5,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,0.3583,0.3575,8315.2174,750.1277,9.2605,1.002,1.517,0.2631,352.9719,1.2759,15.9117,482.2967,0.6442,1.0671
0,projyear,1,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,0.3918,0.391,8161.9469,860.866,5.2091,1.1499,1.4593,0.2531,378.6061,1.3362,8.9413,518.8834,0.6931,1.0414
1,projyear,2,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,0.4005,0.3997,8150.2788,824.6848,4.6903,1.1016,1.4809,0.2568,459.9207,1.6502,8.3449,516.6523,0.6901,1.0995
2,projyear,3,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,0.4042,0.4034,8101.0503,856.1134,6.2099,1.1435,1.5458,0.2681,447.3874,1.6516,10.2556,541.6054,0.7234,1.1376
3,projyear,4,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,0.3832,0.3823,8108.9813,762.1359,5.384,1.018,1.5379,0.2667,388.5634,1.448,8.8345,484.2173,0.6468,1.1305
4,projyear,5,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,0.4027,0.4019,8155.4853,839.5728,8.061,1.1214,1.4734,0.2555,446.5393,1.6141,13.8362,522.5642,0.698,1.054
0,projyear,1,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,0.2136,0.2125,8734.5617,844.2366,9.6275,1.1277,1.6416,0.2847,372.298,1.314,16.6137,535.2602,0.715,1.1613
1,projyear,2,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,0.2389,0.2379,8682.3694,967.2781,9.2403,1.292,1.7302,0.3001,669.2588,2.4012,16.387,595.9631,0.796,1.2891
2,projyear,3,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,0.2251,0.224,8686.9971,775.9125,13.6491,1.0364,1.722,0.2986,364.5554,1.3458,22.565,520.374,0.6951,1.2299
3,projyear,4,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,0.213,0.212,8652.0272,863.7664,11.3281,1.1538,1.7755,0.3079,507.4576,1.891,18.5897,537.9349,0.7185,1.2631
4,projyear,5,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,0.2254,0.2244,8734.8514,866.8691,13.2356,1.1579,1.6464,0.2855,627.7734,2.2692,22.7852,537.4131,0.7178,1.1722
0,projyear,1,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi,0.3824,0.3815,8196.2133,681.8954,4.7417,0.9108,1.428,0.2476,298.0298,1.0518,8.2924,431.3841,0.5762,1.001
1,projyear,2,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi,0.3947,0.3939,8171.7553,664.0442,5.3301,0.887,1.4677,0.2545,312.1763,1.1201,9.5131,434.0296,0.5797,1.0362
2,projyear,3,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi,0.4013,0.4005,8111.828,635.0592,6.3494,0.8483,1.5478,0.2684,319.7588,1.1804,10.5856,425.206,0.568,1.0829
3,projyear,4,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi,0.3948,0.394,8066.534,627.5346,7.8084,0.8382,1.6054,0.2784,310.7532,1.158,12.8379,423.8031,0.5661,1.1234
4,projyear,5,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi,0.3967,0.3958,8177.8945,657.5025,5.5026,0.8782,1.4598,0.2532,310.384,1.1219,9.6002,433.3483,0.5788,1.0449
0,projyear,1,2,np.log(bm) ~ ndvi + nir + ndvi:nir,0.423,0.4223,8044.4352,706.5983,4.9616,0.9438,1.3982,0.2425,325.6929,1.1495,8.5925,427.7447,0.5713,0.9733
1,projyear,2,2,np.log(bm) ~ ndvi + nir + ndvi:nir,0.4322,0.4314,8029.3802,708.6855,5.0807,0.9466,1.4236,0.2469,391.8608,1.406,9.046,449.4332,0.6003,1.0166
2,projyear,3,2,np.log(bm) ~ ndvi + nir + ndvi:nir,0.4388,0.438,7967.8227,654.4237,5.2536,0.8741,1.5036,0.2608,374.9332,1.3841,8.76,435.7117,0.582,1.061
3,projyear,4,2,np.log(bm) ~ ndvi + nir + ndvi:nir,0.4253,0.4245,7951.2535,704.242,7.3976,0.9407,1.5258,0.2646,408.4947,1.5223,12.1355,432.0579,0.5771,1.0691
4,projyear,5,2,np.log(bm) ~ ndvi + nir + ndvi:nir,0.4366,0.4358,8025.4287,658.466,5.6165,0.8795,1.4301,0.248,406.1452,1.4681,9.7553,422.1745,0.5639,1.01
0,projyear,1,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,0.299,0.2981,8478.3268,771.3689,6.7097,1.0303,1.5484,0.2685,335.3844,1.1837,11.5329,481.8329,0.6436,1.104
1,projyear,2,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,0.3074,0.3065,8472.0063,798.4002,7.0824,1.0664,1.5638,0.2712,417.747,1.4988,12.5197,500.8217,0.669,1.1185
2,projyear,3,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,0.3114,0.3104,8423.8236,802.8293,8.1583,1.0724,1.6332,0.2832,428.6166,1.5823,13.4707,504.6745,0.6741,1.1537
3,projyear,4,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,0.3135,0.3125,8347.6504,765.1565,10.7569,1.022,1.7359,0.301,372.6098,1.3885,17.5404,470.0476,0.6279,1.2056
4,projyear,5,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,0.3073,0.3064,8485.6823,707.9276,7.2005,0.9456,1.5428,0.2676,346.0834,1.251,12.4487,467.5978,0.6246,1.0994
0,projyear,1,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,0.3249,0.324,8394.5065,785.7136,5.8324,1.0495,1.5345,0.2661,381.5716,1.3467,10.0863,490.548,0.6552,1.1028
1,projyear,2,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,0.3313,0.3304,8393.7368,883.139,6.3719,1.1796,1.5408,0.2672,431.0109,1.5464,11.2147,521.2971,0.6963,1.0979
2,projyear,3,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,0.3361,0.3352,8342.3118,795.2753,6.9515,1.0623,1.614,0.2799,456.2321,1.6843,11.4769,504.9295,0.6744,1.1557
3,projyear,4,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,0.3313,0.3304,8288.8225,682.212,8.7981,0.9112,1.6861,0.2924,348.7101,1.2995,14.3326,449.2842,0.6001,1.1814
4,projyear,5,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,0.3304,0.3295,8410.1173,748.2949,7.0507,0.9995,1.5165,0.263,372.8013,1.3476,12.1488,480.9527,0.6424,1.0874
0,projyear,1,2,np.log(bm) ~ ndti + ndii7 + ndti:ndii7,0.4563,0.4556,7912.0396,776.6519,3.212,1.0374,1.3585,0.2356,446.6554,1.5764,5.6402,475.1597,0.6347,0.9772
