,model,kfold,numb_vars,formula,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
2,projyear,3,2,np.log(bm) ~ bai_136 + bai_246 + bai_136:bai_246,0.3094,0.3085,8430.0805,710.4062,7.2848,0.9489,1.6295,0.2826,417.754,1.5422,12.0955,473.6395,0.6327,1.1585
3,projyear,4,2,np.log(bm) ~ bai_136 + bai_246 + bai_136:bai_246,0.3106,0.3097,8356.793,634.3943,10.0836,0.8474,1.7294,0.2999,341.6669,1.2732,16.4833,436.5549,0.5831,1.2129
4,projyear,5,2,np.log(bm) ~ bai_136 + bai_246 + bai_136:bai_246,0.3079,0.3069,8483.9727,710.8481,7.617,0.9495,1.5506,0.2689,347.5621,1.2563,13.1772,471.1776,0.6294,1.1136
0,projyear,1,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,0.2826,0.2816,8529.9728,781.7272,7.1508,1.0442,1.5849,0.2748,343.2436,1.2114,12.3777,491.9866,0.6572,1.1295
1,projyear,2,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,0.2916,0.2907,8522.285,800.7139,7.3625,1.0695,1.6021,0.2778,391.4748,1.4046,12.9966,512.5882,0.6847,1.1498
2,projyear,3,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,0.2909,0.2899,8489.1207,806.5789,7.0994,1.0774,1.6504,0.2862,469.0398,1.7315,11.7873,526.56,0.7033,1.1963
3,projyear,4,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,0.2867,0.2858,8432.7366,684.9015,9.8682,0.9148,1.7298,0.3,370.5336,1.3808,16.1274,471.1346,0.6293,1.2363
4,projyear,5,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,0.2897,0.2888,8541.5417,771.2424,7.5844,1.0302,1.5727,0.2727,399.4417,1.4439,13.1136,503.4185,0.6724,1.1383
0,projyear,1,3,np.log(bm) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,0.4861,0.4847,7792.6149,610.1082,3.2053,0.8149,1.2753,0.2212,312.6056,1.1033,5.6411,398.6868,0.5325,0.891
1,projyear,2,3,np.log(bm) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,0.5055,0.5042,7727.1017,828.0783,3.3768,1.1061,1.365,0.2367,395.0804,1.4175,6.0603,473.8537,0.6329,0.9988
2,projyear,3,3,np.log(bm) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,0.5114,0.51,7665.1115,642.5601,5.5832,0.8583,1.4366,0.2491,364.98,1.3474,9.2989,424.5297,0.5671,1.0119
3,projyear,4,3,np.log(bm) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,0.4899,0.4885,7691.593,628.591,4.6534,0.8396,1.4081,0.2442,341.9625,1.2743,7.7235,411.042,0.549,1.0051
4,projyear,5,3,np.log(bm) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,0.5053,0.504,7741.4176,642.0222,5.691,0.8576,1.3459,0.2334,368.8295,1.3332,9.8772,426.7617,0.57,0.9606
0,projyear,1,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,0.4746,0.4732,7841.8277,726.5971,3.8398,0.9705,1.3287,0.2304,388.9664,1.3728,6.656,443.2497,0.5921,0.9328
1,projyear,2,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,0.4875,0.4861,7806.9927,732.9591,3.7491,0.979,1.3788,0.2391,426.4206,1.53,6.7399,461.4497,0.6164,1.0089
2,projyear,3,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,0.4917,0.4904,7752.93,681.2141,5.134,0.9099,1.4442,0.2505,407.5444,1.5045,8.548,445.0599,0.5945,1.0287
3,projyear,4,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,0.4723,0.4709,7767.1025,738.159,4.9853,0.986,1.4297,0.2479,478.4204,1.7828,8.2398,442.1647,0.5906,1.0238
4,projyear,5,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,0.4878,0.4864,7819.0804,660.8604,5.2951,0.8827,1.363,0.2364,404.9579,1.4638,9.1772,427.4715,0.571,0.9645
0,projyear,1,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,0.4351,0.4335,8003.5876,869.0826,3.8144,1.1609,1.3734,0.2382,477.7114,1.686,6.5369,520.3539,0.6951,0.9959
1,projyear,2,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,0.4508,0.4494,7960.8724,822.6797,3.6415,1.0989,1.4366,0.2491,491.0588,1.7619,6.5125,509.2155,0.6802,1.0764
2,projyear,3,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,0.4541,0.4526,7912.1685,818.788,5.8796,1.0937,1.4967,0.2596,533.7617,1.9705,9.7167,504.0086,0.6732,1.0858
3,projyear,4,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,0.4356,0.4341,7916.897,772.91,4.9779,1.0324,1.4936,0.259,461.5675,1.72,8.1951,468.5436,0.6258,1.0879
4,projyear,5,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,0.4478,0.4463,7986.6734,742.2859,5.8745,0.9915,1.4008,0.2429,410.2853,1.4831,10.1142,475.515,0.6352,1.0057
0,projyear,1,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,0.4685,0.4671,7867.5261,739.5289,3.2637,0.9878,1.321,0.2291,367.1663,1.2959,5.7208,447.3776,0.5976,0.9466
1,projyear,2,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,0.4869,0.4855,7809.6252,802.8161,3.5299,1.0723,1.4001,0.2428,416.0754,1.4928,6.2932,491.9802,0.6572,1.0292
2,projyear,3,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,0.4915,0.4901,7753.852,734.1246,5.8836,0.9806,1.4676,0.2545,391.5722,1.4456,9.706,471.9051,0.6303,1.0573
3,projyear,4,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,0.4672,0.4658,7788.47,629.416,4.5999,0.8407,1.4282,0.2477,332.8479,1.2404,7.5614,413.8986,0.5529,1.0244
4,projyear,5,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,0.4821,0.4807,7843.7062,693.2292,6.3442,0.926,1.3558,0.2351,355.5361,1.2852,10.9302,443.2836,0.5921,0.9609
0,projyear,1,3,np.log(bm) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,0.4783,0.4769,7826.0124,718.7643,3.3686,0.9601,1.327,0.2301,344.5557,1.2161,5.9133,429.8354,0.5741,0.9231
1,projyear,2,3,np.log(bm) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,0.4961,0.4947,7769.2681,664.6131,3.4187,0.8877,1.4045,0.2436,363.0872,1.3027,6.1444,437.8417,0.5848,1.0052
2,projyear,3,3,np.log(bm) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,0.4946,0.4932,7740.4431,640.8422,5.4191,0.856,1.4381,0.2494,376.3577,1.3894,9.0006,427.4178,0.5709,1.0269
3,projyear,4,3,np.log(bm) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,0.4733,0.4719,7762.9751,632.2568,4.3974,0.8445,1.4135,0.2451,348.926,1.3003,7.2641,422.7402,0.5647,1.027
4,projyear,5,3,np.log(bm) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,0.4889,0.4875,7814.1377,694.7764,5.7036,0.928,1.346,0.2334,359.1961,1.2984,9.8594,441.7417,0.59,0.9548
0,projyear,1,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,0.4429,0.4414,7972.3916,932.1685,4.6414,1.2451,1.3791,0.2392,448.2733,1.5821,7.9668,497.8691,0.665,0.9654
1,projyear,2,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,0.4551,0.4536,7943.6817,865.8745,4.3135,1.1566,1.4227,0.2467,535.6078,1.9217,7.7085,490.8369,0.6556,1.0391
2,projyear,3,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,0.459,0.4575,7892.0563,818.2997,5.4888,1.093,1.487,0.2579,527.1846,1.9462,9.1226,486.8185,0.6503,1.0598
3,projyear,4,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,0.4399,0.4384,7899.9637,1148.212,5.7085,1.5337,1.4801,0.2567,800.2091,2.982,9.3911,491.8963,0.657,1.0578
4,projyear,5,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,0.4533,0.4518,7964.1444,798.3866,5.6874,1.0664,1.3948,0.2419,412.0041,1.4893,9.8317,466.8872,0.6236,0.9865
0,projyear,1,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,0.387,0.3853,8185.6145,1444.1873,5.1245,1.929,1.4544,0.2522,520.0576,1.8355,8.6552,660.0655,0.8817,1.0485
1,projyear,2,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,0.3993,0.3977,8160.876,1049.0005,4.5859,1.4012,1.4944,0.2592,566.3909,2.0322,8.1381,549.0307,0.7334,1.1048
2,projyear,3,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,0.4025,0.4009,8113.3003,1227.6447,6.7665,1.6398,1.5564,0.2699,842.4992,3.1102,11.1421,595.6093,0.7956,1.1262
3,projyear,4,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,0.3854,0.3837,8107.0964,1197.2363,6.2466,1.5992,1.5675,0.2718,567.7695,2.1158,10.2229,528.7386,0.7063,1.1264
4,projyear,5,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,0.3951,0.3935,8189.5661,1026.5188,6.5946,1.3711,1.4529,0.252,400.9453,1.4493,11.3205,543.3762,0.7258,1.0376
0,projyear,1,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,0.4659,0.4645,7878.5028,703.3429,3.6049,0.9395,1.3316,0.2309,430.061,1.5178,6.2971,428.5074,0.5724,0.9287
1,projyear,2,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,0.4811,0.4797,7834.6258,729.262,3.6297,0.9741,1.3937,0.2417,415.5321,1.4909,6.5334,460.0957,0.6146,1.0172
2,projyear,3,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,0.4835,0.4821,7788.9163,695.2825,5.2241,0.9287,1.449,0.2513,451.5797,1.6671,8.7236,450.056,0.6012,1.0424
3,projyear,4,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,0.4671,0.4657,7788.9323,693.0386,4.7823,0.9257,1.4511,0.2517,453.3198,1.6893,7.9388,436.9555,0.5837,1.0521
4,projyear,5,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,0.4794,0.478,7855.1802,667.9017,5.129,0.8921,1.3668,0.237,399.2277,1.4431,8.9082,437.653,0.5846,0.9741
0,projyear,1,3,np.log(bm) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,0.4979,0.4965,7740.8409,686.2565,3.2103,0.9167,1.3016,0.2257,360.121,1.271,5.6715,421.1516,0.5625,0.9112
1,projyear,2,3,np.log(bm) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,0.5124,0.5111,7695.9767,656.2982,3.2544,0.8766,1.362,0.2362,368.3389,1.3216,5.8819,429.117,0.5732,0.9819
2,projyear,3,3,np.log(bm) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,0.5113,0.5099,7665.5833,626.2171,4.6636,0.8365,1.3978,0.2424,373.3618,1.3783,7.8031,419.5773,0.5604,1.0048
3,projyear,4,3,np.log(bm) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,0.4957,0.4944,7665.8124,642.2861,4.1571,0.8579,1.399,0.2426,402.4607,1.4998,6.9223,414.8794,0.5542,1.0232
4,projyear,5,3,np.log(bm) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,0.5094,0.5081,7722.6615,647.3558,4.9986,0.8647,1.3286,0.2304,388.0513,1.4027,8.6858,427.1327,0.5705,0.9447
0,projyear,1,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,0.4544,0.4529,7925.9368,786.4914,3.8662,1.0505,1.3551,0.235,365.8089,1.2911,6.7404,466.6211,0.6233,0.9504
1,projyear,2,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,0.472,0.4705,7873.403,867.5095,4.0074,1.1588,1.4279,0.2476,426.4913,1.5302,7.1304,504.2814,0.6736,1.0327
2,projyear,3,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,0.4737,0.4722,7830.7488,798.2367,6.186,1.0662,1.4802,0.2567,400.0294,1.4768,10.2132,492.3331,0.6576,1.0647
3,projyear,4,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,0.4487,0.4472,7864.7116,659.2143,4.9621,0.8805,1.441,0.2499,334.694,1.2472,8.1495,421.8439,0.5635,1.0255
4,projyear,5,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,0.4659,0.4644,7912.2339,758.1286,6.8731,1.0127,1.3769,0.2388,356.2544,1.2878,11.8366,470.7231,0.6288,0.9737
0,projyear,1,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,0.4889,0.4875,7780.6056,607.4471,3.0541,0.8114,1.2722,0.2206,301.1153,1.0627,5.3985,400.1942,0.5345,0.8933
1,projyear,2,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,0.5079,0.5066,7716.3362,756.6176,3.2434,1.0106,1.3601,0.2359,454.1106,1.6293,5.8531,463.3672,0.6189,0.9963
2,projyear,3,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,0.5144,0.5131,7651.269,625.999,5.9352,0.8362,1.4357,0.249,347.3649,1.2824,9.8845,417.0283,0.557,1.0082
3,projyear,4,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,0.4931,0.4918,7677.3401,629.4365,4.4768,0.8408,1.407,0.244,333.0118,1.241,7.4519,415.439,0.5549,1.0147
4,projyear,5,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,0.5075,0.5061,7731.6684,691.6545,5.4423,0.9239,1.3395,0.2323,470.3127,1.7,9.4651,433.5425,0.5791,0.9527
0,projyear,1,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,0.3872,0.3856,8184.5865,771.634,6.025,1.0307,1.4693,0.2548,311.513,1.0994,10.4487,471.7878,0.6302,1.0298
1,projyear,2,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,0.3951,0.3935,8176.3592,725.9344,5.7045,0.9696,1.4863,0.2577,316.8576,1.1369,10.1867,470.6391,0.6286,1.0741
2,projyear,3,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,0.4009,0.3993,8119.3672,718.0946,7.4824,0.9592,1.5611,0.2707,353.4914,1.305,12.4393,466.4657,0.6231,1.1007
3,projyear,4,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,0.3786,0.3769,8131.5152,704.6492,7.5944,0.9412,1.5496,0.2687,342.3037,1.2756,12.4635,450.9992,0.6024,1.0862
4,projyear,5,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,0.3959,0.3943,8186.6771,712.6911,7.4881,0.952,1.4717,0.2552,291.4831,1.0536,12.9465,457.3953,0.611,1.0338
0,projyear,1,3,np.log(bm) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,0.4891,0.4877,7779.7298,611.369,4.3264,0.8166,1.3151,0.2281,265.1686,0.9359,7.5483,377.7256,0.5045,0.8902
1,projyear,2,3,np.log(bm) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,0.5006,0.4992,7749.3267,667.9272,4.3799,0.8922,1.3595,0.2358,323.9549,1.1623,7.7971,428.7907,0.5727,0.9621
2,projyear,3,3,np.log(bm) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,0.508,0.5067,7680.475,633.8112,5.0301,0.8466,1.4403,0.2498,349.9238,1.2918,8.3912,416.8722,0.5568,1.0056
3,projyear,4,3,np.log(bm) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,0.481,0.4796,7730.0245,572.7397,5.4355,0.765,1.3846,0.2401,290.269,1.0817,8.9616,374.6616,0.5004,0.9486
4,projyear,5,3,np.log(bm) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,0.5033,0.5019,7750.5694,630.3587,6.2905,0.842,1.3577,0.2355,330.5414,1.1948,10.8917,404.8155,0.5407,0.9358
0,projyear,1,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,0.4121,0.4105,8092.2069,1014.2952,4.7049,1.3548,1.4274,0.2475,428.624,1.5128,8.069,561.5718,0.7501,1.0232
1,projyear,2,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,0.4257,0.4242,8060.6023,866.4089,4.2167,1.1573,1.4765,0.2561,460.6057,1.6526,7.5655,536.495,0.7166,1.1109
2,projyear,3,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,0.4252,0.4237,8027.0535,851.1807,6.4671,1.1369,1.518,0.2633,481.5933,1.7779,10.7305,516.5058,0.6899,1.0982
3,projyear,4,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,0.4068,0.4052,8027.8484,895.7072,5.753,1.1964,1.5193,0.2635,511.886,1.9076,9.4525,523.0245,0.6986,1.1129
4,projyear,5,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,0.4201,0.4185,8095.5772,890.1133,5.8348,1.1889,1.4276,0.2476,386.2265,1.3961,10.0613,533.854,0.7131,1.0369
0,projyear,1,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.4601,0.4587,7902.5118,695.4908,4.2722,0.929,1.352,0.2345,274.7805,0.9698,7.4812,425.9758,0.569,0.9373
1,projyear,2,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.4727,0.4712,7870.5164,701.8258,4.2361,0.9374,1.3985,0.2425,308.3018,1.1062,7.5961,449.4819,0.6004,1.0077
2,projyear,3,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.4754,0.474,7823.4807,682.2474,5.2505,0.9113,1.4565,0.2526,346.9949,1.281,8.7902,449.8019,0.6008,1.0434
3,projyear,4,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.4557,0.4543,7836.0531,639.6844,5.4237,0.8544,1.4437,0.2504,295.5109,1.1012,8.9796,423.9989,0.5663,1.0369
4,projyear,5,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,0.4749,0.4735,7874.3744,678.1037,6.1526,0.9058,1.3939,0.2417,329.4089,1.1907,10.6951,443.7861,0.5928,0.9922
0,projyear,1,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.4374,0.4359,7994.3127,722.2967,4.0865,0.9648,1.3437,0.233,303.1019,1.0697,7.1736,451.5834,0.6032,0.956
1,projyear,2,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.4554,0.4539,7942.4725,713.1749,4.1143,0.9526,1.4172,0.2458,318.5822,1.143,7.4375,467.2267,0.6241,1.0395
2,projyear,3,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.465,0.4635,7867.2633,662.7754,7.371,0.8853,1.512,0.2622,334.551,1.2351,12.2576,439.3723,0.5869,1.0584
3,projyear,4,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.4437,0.4422,7884.9229,663.7096,5.8004,0.8865,1.4904,0.2585,328.854,1.2255,9.5907,438.3917,0.5856,1.0668
4,projyear,5,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,0.4544,0.4529,7959.6581,685.9267,5.8242,0.9162,1.3938,0.2417,303.4235,1.0968,10.1374,444.016,0.5931,0.9931
0,projyear,1,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.4835,0.4821,7803.6969,747.3793,4.1081,0.9983,1.3077,0.2268,400.0469,1.4119,7.0965,431.6813,0.5766,0.9078
1,projyear,2,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.4982,0.4968,7760.057,1122.3569,3.9219,1.4992,1.3687,0.2374,1130.3422,4.0556,6.9998,484.4327,0.6471,0.9929
2,projyear,3,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.5043,0.5029,7697.2039,670.9814,5.2199,0.8962,1.4439,0.2504,439.5614,1.6227,8.6884,433.3806,0.5789,1.0208
3,projyear,4,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.4808,0.4794,7731.1272,747.7306,4.8726,0.9988,1.4055,0.2437,552.3531,2.0584,8.054,428.4393,0.5723,1.0049
4,projyear,5,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,0.4986,0.4972,7771.5914,790.3107,6.0945,1.0556,1.3531,0.2347,704.1493,2.5453,10.5372,439.9952,0.5877,0.9443
0,projyear,1,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5148,0.5135,7664.4932,662.7316,3.697,0.8852,1.2772,0.2215,294.6969,1.0401,6.4745,402.7212,0.5379,0.8862
1,projyear,2,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5311,0.5298,7608.8886,623.3306,3.9794,0.8326,1.3518,0.2344,314.4852,1.1283,7.1213,407.1666,0.5439,0.9477
2,projyear,3,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5334,0.5321,7562.217,614.1309,5.1352,0.8203,1.4034,0.2434,365.9866,1.3511,8.5586,411.4806,0.5496,0.9952
3,projyear,4,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.507,0.5057,7615.5641,555.3829,4.6071,0.7418,1.3433,0.233,320.6025,1.1947,7.6135,371.8288,0.4967,0.9486
4,projyear,5,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,0.5261,0.5248,7645.5565,630.5444,6.3919,0.8422,1.3045,0.2262,352.4761,1.2741,11.0532,404.6994,0.5406,0.9085
0,projyear,1,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.523,0.5217,7626.5064,671.3183,3.287,0.8967,1.2672,0.2198,302.9763,1.0693,5.7807,402.656,0.5378,0.8821
1,projyear,2,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.539,0.5377,7571.0229,616.0497,3.6147,0.8229,1.3402,0.2324,315.349,1.1314,6.4805,402.5167,0.5377,0.9398
2,projyear,3,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5409,0.5397,7525.9601,613.2352,4.7038,0.8191,1.3898,0.241,365.8917,1.3508,7.8485,410.8737,0.5488,0.9896
3,projyear,4,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5158,0.5145,7575.5555,553.975,4.3163,0.74,1.3351,0.2315,320.2171,1.1933,7.1402,369.8059,0.494,0.9433
4,projyear,5,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,0.5337,0.5325,7609.5261,633.0166,5.7446,0.8455,1.2913,0.2239,339.5995,1.2276,9.948,406.0689,0.5424,0.9063
0,projyear,1,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.404,0.4023,8122.9828,1040.8124,4.5589,1.3902,1.4074,0.2441,450.0225,1.5883,7.806,532.7805,0.7116,1.0087
1,projyear,2,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.4185,0.4169,8088.5442,1079.0792,4.2148,1.4414,1.4609,0.2534,705.4411,2.5311,7.4849,538.9439,0.7199,1.0821
2,projyear,3,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.4253,0.4237,8026.7739,934.5701,7.3891,1.2483,1.5412,0.2673,590.6325,2.1804,12.1748,525.0284,0.7013,1.102
3,projyear,4,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,0.4064,0.4048,8029.3938,892.4501,5.7761,1.1921,1.5397,0.267,537.7659,2.004,9.5,469.1454,0.6266,1.1065
