,model,kfold,numb_vars,formula,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
0,projyear,1,1,np.log(bm) ~ dfi + I(dfi**2),0.0418,0.0407,7402.6796,865.0445,30.0329,1.1582,2.2309,0.3928,212.44,0.7742,51.4894,558.1064,0.7472,1.547
1,projyear,2,1,np.log(bm) ~ dfi + I(dfi**2),0.0436,0.0425,7526.6552,805.6812,19.1461,1.0787,1.9471,0.3429,208.5864,0.7642,31.9919,520.8267,0.6973,1.3646
2,projyear,3,1,np.log(bm) ~ dfi + I(dfi**2),0.0502,0.0491,7535.3901,905.4403,18.8446,1.2122,1.9375,0.3412,209.2845,0.7393,33.4885,583.4392,0.7811,1.3643
3,projyear,4,1,np.log(bm) ~ dfi + I(dfi**2),0.0541,0.053,7450.2076,796.0981,28.3949,1.0659,2.1385,0.3766,221.1328,0.8066,51.4217,546.8311,0.7321,1.4848
4,projyear,5,1,np.log(bm) ~ dfi + I(dfi**2),0.045,0.0439,7510.2147,895.7534,19.9841,1.1993,1.9983,0.3519,217.7307,0.8094,35.0421,569.1409,0.762,1.4275
0,projyear,1,1,np.log(bm) ~ ndvi + I(ndvi**2),0.3348,0.334,6764.4026,649.841,9.406,0.87,1.8051,0.3179,296.0344,1.0789,16.2334,432.66,0.5793,1.2841
1,projyear,2,1,np.log(bm) ~ ndvi + I(ndvi**2),0.3638,0.3631,6813.6707,639.9875,8.8055,0.8568,1.7127,0.3016,347.8348,1.2743,14.7124,423.9512,0.5676,1.2344
2,projyear,3,1,np.log(bm) ~ ndvi + I(ndvi**2),0.3565,0.3557,6854.2012,668.4178,6.5067,0.8949,1.6404,0.2889,316.0875,1.1166,11.6373,438.2301,0.5867,1.1685
3,projyear,4,1,np.log(bm) ~ ndvi + I(ndvi**2),0.3444,0.3436,6808.8097,600.4098,9.8313,0.8039,1.7271,0.3041,349.5491,1.275,17.8619,420.4528,0.5629,1.2183
4,projyear,5,1,np.log(bm) ~ ndvi + I(ndvi**2),0.3395,0.3387,6865.1328,700.3202,6.2968,0.9376,1.6152,0.2844,337.23,1.2536,11.1313,445.8433,0.5969,1.1614
0,projyear,1,1,np.log(bm) ~ ndti + I(ndti**2),0.4839,0.4833,6320.4243,629.2731,4.7882,0.8425,1.499,0.264,285.928,1.0421,8.3172,399.5779,0.535,1.062
1,projyear,2,1,np.log(bm) ~ ndti + I(ndti**2),0.5126,0.512,6347.6873,617.1214,4.807,0.8262,1.4473,0.2549,359.9469,1.3187,8.0679,398.1958,0.5331,1.027
2,projyear,3,1,np.log(bm) ~ ndti + I(ndti**2),0.5206,0.52,6339.0392,636.3729,6.2382,0.852,1.4697,0.2588,339.2365,1.1984,11.0668,409.0115,0.5476,1.0167
3,projyear,4,1,np.log(bm) ~ ndti + I(ndti**2),0.5154,0.5148,6279.8505,584.9313,9.7096,0.7831,1.5643,0.2755,374.8919,1.3674,17.5862,399.876,0.5354,1.0749
4,projyear,5,1,np.log(bm) ~ ndti + I(ndti**2),0.5021,0.5015,6370.5578,675.2646,3.9503,0.9041,1.4128,0.2488,361.8442,1.3451,6.9769,419.1543,0.5612,1.0204
0,projyear,1,1,np.log(bm) ~ satvi + I(satvi**2),0.3627,0.3619,6689.482,709.9023,9.8019,0.9505,1.8104,0.3188,261.5277,0.9531,16.9126,433.8619,0.5809,1.2619
1,projyear,2,1,np.log(bm) ~ satvi + I(satvi**2),0.3723,0.3716,6790.1432,630.7898,8.2433,0.8445,1.6246,0.2861,285.7796,1.0469,13.8119,391.654,0.5244,1.1199
2,projyear,3,1,np.log(bm) ~ satvi + I(satvi**2),0.3779,0.3772,6794.9455,688.5967,8.8187,0.9219,1.6252,0.2862,285.0875,1.0071,15.6902,430.0879,0.5758,1.0985
3,projyear,4,1,np.log(bm) ~ satvi + I(satvi**2),0.3685,0.3678,6743.0661,618.4678,11.6159,0.828,1.7217,0.3032,321.7554,1.1736,21.1264,424.064,0.5678,1.1694
4,projyear,5,1,np.log(bm) ~ satvi + I(satvi**2),0.3566,0.3559,6819.0982,739.4082,7.2319,0.99,1.5735,0.2771,268.3888,0.9977,12.7586,432.0709,0.5785,1.0854
0,projyear,1,1,np.log(bm) ~ ndii7 + I(ndii7**2),0.2451,0.2442,6985.5843,660.5215,12.9402,0.8843,1.9025,0.335,313.9284,1.1441,22.2652,443.0053,0.5931,1.3323
1,projyear,2,1,np.log(bm) ~ ndii7 + I(ndii7**2),0.2748,0.274,7042.5933,655.7867,10.2511,0.878,1.783,0.314,338.6526,1.2406,17.1403,448.7025,0.6007,1.2951
2,projyear,3,1,np.log(bm) ~ ndii7 + I(ndii7**2),0.2692,0.2684,7076.7178,705.725,9.2861,0.9449,1.718,0.3025,305.6979,1.0799,16.5764,474.8579,0.6358,1.2367
3,projyear,4,1,np.log(bm) ~ ndii7 + I(ndii7**2),0.2697,0.2688,6997.5994,644.9212,12.644,0.8635,1.8838,0.3317,342.9327,1.2508,22.9615,450.3846,0.603,1.3248
4,projyear,5,1,np.log(bm) ~ ndii7 + I(ndii7**2),0.2608,0.26,7061.9846,738.161,8.2753,0.9883,1.7491,0.308,334.3425,1.2428,14.6121,476.8051,0.6384,1.2546
0,projyear,1,1,np.log(bm) ~ nir + I(nir**2),0.2851,0.2843,6890.2991,745.2322,15.2767,0.9978,1.9696,0.3468,277.5449,1.0115,26.2666,459.5,0.6152,1.353
1,projyear,2,1,np.log(bm) ~ nir + I(nir**2),0.2871,0.2863,7012.7129,678.6968,12.9922,0.9087,1.7344,0.3054,310.7848,1.1386,21.6727,428.0373,0.5731,1.187
2,projyear,3,1,np.log(bm) ~ nir + I(nir**2),0.2851,0.2843,7038.2193,739.6852,12.0615,0.9903,1.6889,0.2974,307.2429,1.0853,21.3966,463.2467,0.6202,1.1562
3,projyear,4,1,np.log(bm) ~ nir + I(nir**2),0.2735,0.2726,6988.4918,629.3653,16.0168,0.8426,1.7935,0.3158,244.9611,0.8935,29.0296,407.7133,0.5459,1.1898
4,projyear,5,1,np.log(bm) ~ nir + I(nir**2),0.276,0.2752,7025.5865,773.7484,9.9582,1.0359,1.7153,0.302,298.4824,1.1095,17.4962,453.968,0.6078,1.1761
0,projyear,1,1,np.log(bm) ~ swir1 + I(swir1**2),0.469,0.4684,6370.1534,607.9502,7.0017,0.814,1.578,0.2779,259.5848,0.9461,12.112,375.488,0.5027,1.0645
1,projyear,2,1,np.log(bm) ~ swir1 + I(swir1**2),0.5044,0.5038,6376.8891,581.3889,8.279,0.7784,1.5642,0.2754,333.1526,1.2205,13.8188,376.5557,0.5042,1.0742
2,projyear,3,1,np.log(bm) ~ swir1 + I(swir1**2),0.4959,0.4954,6426.6976,625.4099,6.3231,0.8373,1.4862,0.2617,302.2401,1.0677,11.2882,404.0369,0.5409,1.0249
3,projyear,4,1,np.log(bm) ~ swir1 + I(swir1**2),0.4749,0.4743,6420.098,523.2097,9.2017,0.7005,1.4961,0.2634,299.56,1.0926,16.6636,349.3824,0.4678,0.9909
4,projyear,5,1,np.log(bm) ~ swir1 + I(swir1**2),0.4773,0.4767,6455.6354,646.6892,4.6295,0.8658,1.4316,0.2521,313.9287,1.1669,8.2034,393.8025,0.5272,0.9991
0,projyear,1,1,np.log(bm) ~ swir2 + I(swir2**2),0.5202,0.5197,6192.7825,597.4333,5.0789,0.7999,1.4652,0.258,253.6041,0.9243,8.8313,365.6614,0.4896,0.9948
1,projyear,2,1,np.log(bm) ~ swir2 + I(swir2**2),0.5538,0.5533,6193.3049,564.2879,6.4616,0.7555,1.461,0.2573,322.246,1.1805,10.8085,359.7101,0.4816,0.9983
2,projyear,3,1,np.log(bm) ~ swir2 + I(swir2**2),0.5511,0.5506,6223.7887,603.395,5.7525,0.8079,1.4184,0.2498,291.5096,1.0298,10.2652,381.5924,0.5109,0.9575
3,projyear,4,1,np.log(bm) ~ swir2 + I(swir2**2),0.5354,0.5349,6205.9499,513.1158,8.4209,0.687,1.446,0.2546,303.7156,1.1078,15.2567,343.2759,0.4596,0.9498
4,projyear,5,1,np.log(bm) ~ swir2 + I(swir2**2),0.5325,0.532,6260.2,634.8929,3.736,0.85,1.3549,0.2386,310.2071,1.1531,6.6386,379.7887,0.5085,0.9421
0,projyear,1,1,np.log(bm) ~ bai_126 + I(bai_126**2),0.093,0.092,7306.5933,832.8195,29.5818,1.115,2.2259,0.392,282.68,1.0302,50.6624,545.4383,0.7303,1.561
1,projyear,2,1,np.log(bm) ~ bai_126 + I(bai_126**2),0.0858,0.0848,7447.6589,761.445,19.1366,1.0195,1.917,0.3376,263.8772,0.9667,31.9163,487.9585,0.6533,1.3142
2,projyear,3,1,np.log(bm) ~ bai_126 + I(bai_126**2),0.0865,0.0855,7467.1686,841.2256,17.4907,1.1263,1.8796,0.331,270.6099,0.9559,31.0382,546.6912,0.7319,1.3257
3,projyear,4,1,np.log(bm) ~ bai_126 + I(bai_126**2),0.0865,0.0854,7389.2689,731.1944,26.0918,0.979,2.0629,0.3633,249.1342,0.9087,47.2354,508.4523,0.6807,1.4299
4,projyear,5,1,np.log(bm) ~ bai_126 + I(bai_126**2),0.0818,0.0808,7441.4828,868.263,19.8277,1.1625,1.9427,0.3421,267.2162,0.9933,34.667,533.0282,0.7136,1.3498
0,projyear,1,1,np.log(bm) ~ bai_136 + I(bai_136**2),0.2969,0.2961,6861.319,702.334,13.3899,0.9403,1.9406,0.3417,264.4762,0.9639,23.0351,443.3549,0.5936,1.3531
1,projyear,2,1,np.log(bm) ~ bai_136 + I(bai_136**2),0.3018,0.301,6976.3056,631.6458,10.994,0.8457,1.7217,0.3032,315.0385,1.1541,18.3596,411.836,0.5514,1.1967
2,projyear,3,1,np.log(bm) ~ bai_136 + I(bai_136**2),0.3048,0.304,6989.3201,689.6532,9.1646,0.9233,1.706,0.3004,303.7474,1.073,16.3246,447.9769,0.5998,1.1883
3,projyear,4,1,np.log(bm) ~ bai_136 + I(bai_136**2),0.2853,0.2845,6959.6741,589.3897,13.9667,0.7891,1.765,0.3108,292.2885,1.0661,25.3218,409.0036,0.5476,1.1868
4,projyear,5,1,np.log(bm) ~ bai_136 + I(bai_136**2),0.2881,0.2873,6996.0719,732.1845,8.7742,0.9803,1.6879,0.2972,275.6473,1.0246,15.44,435.6509,0.5833,1.1649
0,projyear,1,1,np.log(bm) ~ bai_236 + I(bai_236**2),0.3175,0.3167,6809.2572,685.568,10.6586,0.9179,1.8521,0.3261,322.037,1.1737,18.3986,451.3636,0.6043,1.3171
1,projyear,2,1,np.log(bm) ~ bai_236 + I(bai_236**2),0.3427,0.342,6870.6596,648.2056,10.2179,0.8678,1.7361,0.3057,370.9477,1.359,17.0563,433.927,0.581,1.231
2,projyear,3,1,np.log(bm) ~ bai_236 + I(bai_236**2),0.3426,0.3419,6891.3761,733.6653,7.1068,0.9823,1.7085,0.3008,337.5673,1.1925,12.7082,484.3576,0.6485,1.2444
3,projyear,4,1,np.log(bm) ~ bai_236 + I(bai_236**2),0.3097,0.3089,6898.8401,599.9816,10.014,0.8033,1.6884,0.2973,318.6358,1.1622,18.2357,415.0789,0.5557,1.1658
4,projyear,5,1,np.log(bm) ~ bai_236 + I(bai_236**2),0.3225,0.3217,6909.5468,737.6748,6.4661,0.9876,1.6635,0.2929,337.1813,1.2534,11.465,458.4633,0.6138,1.2002
0,projyear,1,1,np.log(bm) ~ bai_246 + I(bai_246**2),0.0757,0.0747,7339.553,779.7695,26.1931,1.044,2.1787,0.3836,304.1954,1.1086,44.9203,542.2695,0.726,1.5365
1,projyear,2,1,np.log(bm) ~ bai_246 + I(bai_246**2),0.0878,0.0867,7443.9074,757.5436,18.3006,1.0142,1.9442,0.3424,286.2124,1.0485,30.5567,509.0031,0.6815,1.3905
2,projyear,3,1,np.log(bm) ~ bai_246 + I(bai_246**2),0.087,0.086,7466.1642,838.5318,15.9116,1.1227,1.9004,0.3346,295.2244,1.0429,28.3303,574.1685,0.7687,1.4
3,projyear,4,1,np.log(bm) ~ bai_246 + I(bai_246**2),0.0857,0.0846,7390.8333,744.5904,20.9799,0.9969,2.0755,0.3655,264.5717,0.965,38.0561,532.5511,0.713,1.4862
4,projyear,5,1,np.log(bm) ~ bai_246 + I(bai_246**2),0.0826,0.0815,7440.0756,852.3336,17.3429,1.1411,1.9625,0.3456,281.9269,1.048,30.4326,555.4778,0.7437,1.4118
0,projyear,1,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi + I(dfi**2) + I(ndvi**2),0.5196,0.5182,6201.2009,603.6174,4.3528,0.8082,1.4324,0.2522,250.3292,0.9123,7.6041,378.7123,0.507,0.9941
1,projyear,2,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi + I(dfi**2) + I(ndvi**2),0.551,0.5497,6210.2097,592.3232,4.8263,0.793,1.4157,0.2493,329.158,1.2059,8.121,381.5095,0.5108,0.9887
2,projyear,3,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi + I(dfi**2) + I(ndvi**2),0.5569,0.5557,6207.0051,612.8314,5.7026,0.8205,1.4259,0.2511,294.054,1.0388,10.1775,389.1176,0.521,0.9719
3,projyear,4,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi + I(dfi**2) + I(ndvi**2),0.5484,0.5471,6162.2457,553.5098,8.5098,0.7411,1.4946,0.2632,330.7238,1.2063,15.4472,382.7114,0.5124,1.0203
4,projyear,5,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi + I(dfi**2) + I(ndvi**2),0.537,0.5357,6249.3108,653.9348,3.5882,0.8755,1.3531,0.2383,322.0754,1.1972,6.3929,395.2904,0.5292,0.9569
0,projyear,1,2,np.log(bm) ~ dfi + ndti + dfi:ndti + I(dfi**2) + I(ndti**2),0.4925,0.491,6297.17,613.9177,4.5191,0.8219,1.4794,0.2605,277.401,1.011,7.8325,396.4318,0.5308,1.0505
1,projyear,2,2,np.log(bm) ~ dfi + ndti + dfi:ndti + I(dfi**2) + I(ndti**2),0.5242,0.5228,6311.6096,654.3369,4.4448,0.8761,1.451,0.2555,406.1734,1.488,7.4493,422.891,0.5662,1.0445
2,projyear,3,2,np.log(bm) ~ dfi + ndti + dfi:ndti + I(dfi**2) + I(ndti**2),0.5285,0.5271,6315.8559,622.3959,5.504,0.8333,1.4497,0.2553,344.6874,1.2176,9.7866,403.0233,0.5396,1.0087
3,projyear,4,2,np.log(bm) ~ dfi + ndti + dfi:ndti + I(dfi**2) + I(ndti**2),0.5251,0.5237,6250.5144,628.0301,8.7586,0.8408,1.554,0.2737,388.6386,1.4175,15.8255,422.2287,0.5653,1.0794
4,projyear,5,2,np.log(bm) ~ dfi + ndti + dfi:ndti + I(dfi**2) + I(ndti**2),0.5108,0.5094,6345.4989,677.9449,3.7705,0.9077,1.3962,0.2459,366.0393,1.3606,6.6565,419.5534,0.5617,1.0066
0,projyear,1,2,np.log(bm) ~ dfi + satvi + dfi:satvi + I(dfi**2) + I(satvi**2),0.4054,0.4037,6574.0034,734.9116,8.2425,0.9839,1.7026,0.2998,264.0036,0.9622,14.2365,448.6677,0.6007,1.1931
1,projyear,2,2,np.log(bm) ~ dfi + satvi + dfi:satvi + I(dfi**2) + I(satvi**2),0.4204,0.4188,6656.558,632.8914,7.4137,0.8473,1.5515,0.2732,294.7475,1.0798,12.4439,398.4401,0.5335,1.0673
2,projyear,3,2,np.log(bm) ~ dfi + satvi + dfi:satvi + I(dfi**2) + I(satvi**2),0.4294,0.4277,6649.7797,685.8427,9.1982,0.9182,1.5731,0.277,282.3249,0.9973,16.3573,430.0215,0.5757,1.059
3,projyear,4,2,np.log(bm) ~ dfi + satvi + dfi:satvi + I(dfi**2) + I(satvi**2),0.4229,0.4212,6591.6326,630.144,11.8506,0.8437,1.6761,0.2951,320.2745,1.1682,21.528,430.298,0.5761,1.1337
4,projyear,5,2,np.log(bm) ~ dfi + satvi + dfi:satvi + I(dfi**2) + I(satvi**2),0.4096,0.4079,6674.7455,751.6955,6.9353,1.0064,1.5229,0.2682,273.7919,1.0177,12.2421,437.9754,0.5864,1.0499
0,projyear,1,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7 + I(dfi**2) + I(ndii7**2),0.4084,0.4067,6565.1664,621.6082,10.1337,0.8322,1.6283,0.2867,274.5853,1.0007,17.4561,405.4023,0.5428,1.0946
1,projyear,2,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7 + I(dfi**2) + I(ndii7**2),0.4323,0.4307,6620.3243,629.9716,7.1736,0.8434,1.5256,0.2686,328.2728,1.2026,12.0586,420.085,0.5624,1.0777
2,projyear,3,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7 + I(dfi**2) + I(ndii7**2),0.4403,0.4387,6615.8781,664.7003,9.1684,0.8899,1.5422,0.2716,280.0916,0.9894,16.3441,438.2119,0.5867,1.071
3,projyear,4,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7 + I(dfi**2) + I(ndii7**2),0.443,0.4414,6529.3205,641.5783,12.6791,0.859,1.6933,0.2982,312.6989,1.1406,23.0053,443.0894,0.5932,1.1649
4,projyear,5,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7 + I(dfi**2) + I(ndii7**2),0.4298,0.4282,6613.6844,720.9668,6.08,0.9653,1.5446,0.272,312.6407,1.1622,10.7833,447.5049,0.5991,1.0947
0,projyear,1,2,np.log(bm) ~ dfi + nir + dfi:nir + I(dfi**2) + I(nir**2),0.2937,0.2917,6875.1156,735.1256,14.9622,0.9842,1.9501,0.3434,256.5562,0.935,25.7159,450.1837,0.6027,1.3324
1,projyear,2,2,np.log(bm) ~ dfi + nir + dfi:nir + I(dfi**2) + I(nir**2),0.2958,0.2937,6997.3412,695.9288,12.0879,0.9317,1.716,0.3022,341.7903,1.2521,20.1719,434.6807,0.582,1.1817
2,projyear,3,2,np.log(bm) ~ dfi + nir + dfi:nir + I(dfi**2) + I(nir**2),0.295,0.293,7019.7479,770.089,11.9646,1.031,1.6763,0.2952,344.4192,1.2167,21.206,476.9727,0.6386,1.1465
3,projyear,4,2,np.log(bm) ~ dfi + nir + dfi:nir + I(dfi**2) + I(nir**2),0.2876,0.2856,6960.0618,625.6799,15.9806,0.8377,1.8028,0.3175,244.7586,0.8927,28.959,405.2224,0.5425,1.1869
4,projyear,5,2,np.log(bm) ~ dfi + nir + dfi:nir + I(dfi**2) + I(nir**2),0.2864,0.2843,7006.4381,781.4535,9.5153,1.0462,1.7035,0.3,337.8643,1.2559,16.7364,459.3559,0.615,1.1703
0,projyear,1,2,np.log(bm) ~ dfi + swir1 + dfi:swir1 + I(dfi**2) + I(swir1**2),0.5007,0.4992,6268.6621,605.8679,6.2091,0.8112,1.524,0.2684,235.342,0.8577,10.762,363.2151,0.4863,1.0167
1,projyear,2,2,np.log(bm) ~ dfi + swir1 + dfi:swir1 + I(dfi**2) + I(swir1**2),0.5289,0.5276,6294.0318,560.7134,7.3594,0.7507,1.4842,0.2614,309.1993,1.1327,12.3005,357.9068,0.4792,0.9992
2,projyear,3,2,np.log(bm) ~ dfi + swir1 + dfi:swir1 + I(dfi**2) + I(swir1**2),0.5275,0.5262,6319.3424,597.9303,7.4197,0.8005,1.4457,0.2546,289.0931,1.0212,13.1959,377.5606,0.5055,0.9569
3,projyear,4,2,np.log(bm) ~ dfi + swir1 + dfi:swir1 + I(dfi**2) + I(swir1**2),0.5128,0.5114,6294.9879,498.8921,9.4692,0.6679,1.4865,0.2618,275.9052,1.0063,17.1564,336.0434,0.4499,0.9578
4,projyear,5,2,np.log(bm) ~ dfi + swir1 + dfi:swir1 + I(dfi**2) + I(swir1**2),0.5094,0.508,6350.4858,640.5939,4.6548,0.8577,1.3895,0.2447,294.8277,1.0959,8.2459,378.9766,0.5074,0.9572
0,projyear,1,2,np.log(bm) ~ dfi + swir2 + dfi:swir2 + I(dfi**2) + I(swir2**2),0.5248,0.5234,6182.1297,598.8437,5.0953,0.8018,1.4622,0.2575,242.9747,0.8855,8.8596,361.2777,0.4837,0.9842
1,projyear,2,2,np.log(bm) ~ dfi + swir2 + dfi:swir2 + I(dfi**2) + I(swir2**2),0.5555,0.5542,6192.6744,558.4049,6.3754,0.7476,1.4458,0.2546,313.9423,1.1501,10.6676,353.839,0.4737,0.9814
2,projyear,3,2,np.log(bm) ~ dfi + swir2 + dfi:swir2 + I(dfi**2) + I(swir2**2),0.555,0.5537,6214.7662,593.3838,6.2808,0.7944,1.4136,0.2489,285.0614,1.007,11.189,371.8377,0.4978,0.9408
3,projyear,4,2,np.log(bm) ~ dfi + swir2 + dfi:swir2 + I(dfi**2) + I(swir2**2),0.5412,0.5399,6190.1572,503.7905,8.73,0.6745,1.453,0.2559,292.3884,1.0665,15.8206,340.5214,0.4559,0.9458
4,projyear,5,2,np.log(bm) ~ dfi + swir2 + dfi:swir2 + I(dfi**2) + I(swir2**2),0.5366,0.5353,6250.7878,634.9909,3.872,0.8502,1.3509,0.2379,300.1063,1.1156,6.8766,375.3426,0.5025,0.9362
0,projyear,1,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126 + I(dfi**2) + I(bai_126**2),0.1186,0.1161,7262.473,836.0342,25.0169,1.1193,2.1687,0.3819,271.2812,0.9887,42.9109,536.0688,0.7177,1.5209
1,projyear,2,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126 + I(dfi**2) + I(bai_126**2),0.1142,0.1117,7398.528,762.1163,15.6815,1.0204,1.8712,0.3295,262.7593,0.9626,26.2195,485.1135,0.6495,1.3082
2,projyear,3,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126 + I(dfi**2) + I(bai_126**2),0.1202,0.1177,7407.4689,838.742,17.3116,1.1229,1.861,0.3277,263.7343,0.9316,30.7227,539.1705,0.7219,1.3011
3,projyear,4,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126 + I(dfi**2) + I(bai_126**2),0.1241,0.1216,7321.6226,726.6567,25.2706,0.9729,2.0572,0.3623,254.4942,0.9283,45.748,497.2801,0.6658,1.4046
4,projyear,5,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126 + I(dfi**2) + I(bai_126**2),0.1122,0.1096,7388.6383,848.3997,17.4229,1.1359,1.9051,0.3355,255.7955,0.9508,30.512,516.6984,0.6918,1.3242
0,projyear,1,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136 + I(dfi**2) + I(bai_136**2),0.4045,0.4028,6576.7124,697.26,8.2024,0.9335,1.7248,0.3037,256.3463,0.9343,14.2024,421.5054,0.5643,1.2012
1,projyear,2,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136 + I(dfi**2) + I(bai_136**2),0.4157,0.414,6670.7997,611.8008,7.8877,0.8191,1.5544,0.2737,305.6553,1.1198,13.2136,386.1731,0.517,1.064
2,projyear,3,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136 + I(dfi**2) + I(bai_136**2),0.4252,0.4235,6662.5743,672.6505,9.7719,0.9006,1.5791,0.2781,302.974,1.0703,17.3507,425.2402,0.5693,1.0597
3,projyear,4,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136 + I(dfi**2) + I(bai_136**2),0.4142,0.4125,6617.6806,580.2378,11.6857,0.7768,1.6596,0.2922,278.1604,1.0146,21.2057,391.7718,0.5245,1.1037
4,projyear,5,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136 + I(dfi**2) + I(bai_136**2),0.4066,0.4049,6683.4562,726.6649,6.6668,0.9729,1.5364,0.2706,281.3568,1.0459,11.774,421.8864,0.5648,1.0591
0,projyear,1,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236 + I(dfi**2) + I(bai_236**2),0.4864,0.4849,6317.921,654.3241,5.4554,0.876,1.5174,0.2672,297.0405,1.0826,9.5263,409.4566,0.5482,1.0673
1,projyear,2,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236 + I(dfi**2) + I(bai_236**2),0.5168,0.5155,6338.3597,602.9686,6.4378,0.8073,1.4792,0.2605,358.2725,1.3125,10.7948,391.101,0.5236,1.0051
2,projyear,3,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236 + I(dfi**2) + I(bai_236**2),0.5226,0.5213,6337.4799,683.2846,7.6406,0.9148,1.49,0.2624,308.8078,1.0909,13.6013,436.5629,0.5845,1.0412
3,projyear,4,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236 + I(dfi**2) + I(bai_236**2),0.5046,0.5032,6324.2581,552.0299,7.9597,0.7391,1.5081,0.2656,297.7787,1.0861,14.4971,376.0173,0.5034,1.0094
4,projyear,5,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236 + I(dfi**2) + I(bai_236**2),0.5019,0.5005,6377.0294,700.9295,4.4538,0.9384,1.4162,0.2494,311.2161,1.1569,7.9496,412.9283,0.5528,0.9988
0,projyear,1,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246 + I(dfi**2) + I(bai_246**2),0.2813,0.2792,6905.7149,729.6689,16.1483,0.9769,1.8078,0.3183,267.7968,0.976,27.8002,486.0418,0.6507,1.2465
1,projyear,2,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246 + I(dfi**2) + I(bai_246**2),0.304,0.302,6976.8094,719.2604,11.0878,0.963,1.6618,0.2926,298.5384,1.0937,18.622,477.7542,0.6396,1.2041
2,projyear,3,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246 + I(dfi**2) + I(bai_246**2),0.3242,0.3223,6945.7102,790.3835,13.2299,1.0582,1.737,0.3059,268.4885,0.9484,23.5751,525.7504,0.7039,1.237
3,projyear,4,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246 + I(dfi**2) + I(bai_246**2),0.3195,0.3175,6879.9254,691.6071,17.2734,0.926,1.8613,0.3278,280.8416,1.0244,31.3605,490.6093,0.6569,1.2933
4,projyear,5,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246 + I(dfi**2) + I(bai_246**2),0.3025,0.3005,6966.3544,805.994,9.6386,1.0791,1.6917,0.2979,275.3381,1.0235,17.0504,501.854,0.6719,1.2018
0,projyear,1,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi + I(ndvi**2) + I(satvi**2),0.3963,0.3945,6600.6974,631.5007,7.7911,0.8455,1.734,0.3053,250.1997,0.9119,13.4877,397.7719,0.5326,1.1925
1,projyear,2,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi + I(ndvi**2) + I(satvi**2),0.4161,0.4145,6669.5289,605.9128,7.3375,0.8112,1.612,0.2839,318.4917,1.1668,12.2898,385.313,0.5159,1.1213
2,projyear,3,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi + I(ndvi**2) + I(satvi**2),0.4168,0.4151,6688.0152,635.903,6.5715,0.8514,1.5841,0.2789,308.9743,1.0915,11.74,408.8774,0.5474,1.0844
3,projyear,4,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi + I(ndvi**2) + I(satvi**2),0.4038,0.4021,6648.3326,592.2134,9.3036,0.7929,1.6564,0.2917,307.0203,1.1198,16.8968,409.3166,0.548,1.1338
4,projyear,5,2,np.log(bm) ~ ndvi + satvi + ndvi:satvi + I(ndvi**2) + I(satvi**2),0.3955,0.3938,6715.9782,679.0449,5.5723,0.9091,1.5265,0.2688,283.6638,1.0544,9.8673,405.7257,0.5432,1.0568
0,projyear,1,2,np.log(bm) ~ ndvi + nir + ndvi:nir + I(ndvi**2) + I(nir**2),0.4435,0.4419,6458.3981,617.0053,6.8195,0.8261,1.6512,0.2908,273.7528,0.9977,11.8012,391.7484,0.5245,1.1417
