Site,Disturbance,Exclosure,Date,Date_cln,Year,High_cm,Low_cm,Area (m^2),Total Weight (g),Total Weight (g/m^2),Mean.GPS_E.Biomass,Mean.GPS_N.Biomass,domin_spp,domin_spp_pct,domin_fg,domin_fg_pct,domin_obs,vor_reading_pct
steckley,prairie dog,ungulate ex,2015-07-06,2015-07-21,2015,17.475,7.8,0.5,62.54333333333333,125.08666666666666,476490.9991787133,4809773.3737151725,PASM,0.675,C3 Perennial grass,0.825,lc,1.0
steckley,prairie dog,ungulate ex,2017-06-26,2017-07-17,2017,22.974358974358974,5.230769230769231,0.5,125.58666666666667,251.17333333333335,476490.9991787133,4809773.3737151725,PASM,0.8974358974358975,C3 Perennial grass,0.9743589743589743,lc,1.0
steckley,prairie dog,ungulate ex,2018-07-04,2018-06-25,2018,48.85,19.575,0.10000000000000002,43.31666666666666,433.1666666666667,476490.9991787133,4809773.3737151725,PASM,0.65,C3 Perennial grass,0.8,sn,1.0
steckley,prairie dog,ungulate ex,2019-06-27,2019-06-26,2019,62.025,37.575,0.10000000000000002,48.6,486.0,476490.9991787133,4809773.3737151725,PASM,0.775,C3 Perennial grass,0.975,ch,1.0
steckley,prairie dog,ungulate ex,2020-07-06,2020-07-07,2020,31.5,13.925,0.10000000000000002,26.363333333333333,263.63333333333327,476490.9991787133,4809773.3737151725,PASM,0.975,C3 Perennial grass,0.975,"mm,ah",1.0
steckley,prairie dog,ungulate ex,2021-06-30,2021-06-30,2021,27.85,10.775,0.10000000000000002,9.916666666666666,99.16666666666667,476490.9991787133,4809773.3737151725,PASM,0.8,C3 Perennial grass,0.825,shs,1.0
steckley,prairie dog,ungulate ex,2022-06-29,2022-06-29,2022,32.65,12.8,0.10000000000000002,27.246666666666663,272.46666666666664,476490.9991787133,4809773.3737151725,PASM,1.0,C3 Perennial grass,1.0,"pl,ep",1.0
steckley,prairie dog,ungulate ex,2023-07-05,2023-07-05,2023,56.5,25.4,0.10000000000000002,48.42133333333334,484.2133333333333,476490.9991787133,4809773.3737151725,PASM,0.975,C3 Perennial grass,0.975,"sm, sw",1.0
steckley,prairie dog,ungulate ex,2024-06-27,2024-06-27,2024,40.65,12.4,0.10000000000000002,28.212333333333333,282.1233333333333,476490.9991787133,4809773.3737151725,PASM,0.925,C3 Perennial grass,0.925,gjp,1.0
west fork,control,livestock ex,2015-07-08,2015-07-27,2015,37.729729729729726,14.945945945945946,0.5,135.48,270.96,490658.46619833837,4822441.974420598,Mixed,0.3783783783783784,C3 Perennial grass,0.43243243243243246,sg,1.0
west fork,control,livestock ex,2017-06-28,2017-07-19,2017,28.894736842105264,6.7894736842105265,0.5,91.42666666666666,182.85333333333332,490658.4661983383,4822441.974420598,Mixed,0.2894736842105263,C3 Perennial grass,0.5,eb,1.0
west fork,control,livestock ex,2018-07-02,2018-07-02,2018,37.05128205128205,13.0,0.10000000000000002,20.849999999999998,208.5,490658.4661983383,4822441.974420598,Mixed,0.20512820512820512,C3 Perennial grass,0.6153846153846154,"lw, sg",1.0
west fork,control,livestock ex,2019-07-09,2019-07-02,2019,38.23076923076923,18.205128205128204,0.10000000000000002,33.0,330.0,490658.4661983383,4822441.974420598,BRAR,0.6666666666666666,Annual grass,0.717948717948718,ch,1.0
west fork,control,livestock ex,2020-07-15,2020-07-13,2020,25.97142857142857,8.914285714285715,0.10000000000000002,21.013333333333332,210.13333333333333,490658.46619833837,4822441.974420598,BRAR,0.5714285714285714,Annual grass,0.6857142857142857,"ak,ah",1.0
west fork,control,livestock ex,2021-07-13,2021-07-13,2021,21.894736842105264,8.421052631578947,0.10000000000000002,5.2299999999999995,52.29999999999999,490658.4661983383,4822441.974420598,Mixed,0.34210526315789475,Annual grass,0.6052631578947368,shs,1.0
west fork,control,livestock ex,2022-07-05,2022-07-05,2022,33.28947368421053,5.552631578947368,0.10000000000000002,18.919999999999998,189.19999999999996,490658.4661983383,4822441.974420598,Mixed,0.3684210526315789,Annual grass,0.5789473684210527,"jm,jl",1.0
west fork,control,livestock ex,2023-07-11,2023-07-11,2023,37.86842105263158,9.894736842105264,0.10000000000000002,12.703666666666665,127.03666666666665,490658.4661983383,4822441.974420598,ARFR,0.4473684210526316,Subshrub,0.4473684210526316,sw,1.0
west fork,control,livestock ex,2024-07-09,2024-07-08,2024,33.44736842105263,7.368421052631579,0.10000000000000002,28.566000000000003,285.65999999999997,490658.4661983383,4822441.974420598,Mixed,0.39473684210526316,C3 Perennial grass,0.47368421052631576,ch,1.0
west fork,control,out,2015-07-08,2015-07-27,2015,30.975,7.675,0.5,89.46,178.92,490759.41464177903,4822361.312500816,Mixed,0.3,C3 Perennial grass,0.725,lg,1.0
west fork,control,out,2017-06-28,2017-07-19,2017,30.55,6.275,0.5,74.87333333333333,149.74666666666667,490759.41464177903,4822361.312500816,Mixed,0.35,C3 Perennial grass,0.7,ce,1.0
west fork,control,out,2018-07-02,2018-07-02,2018,36.55,9.075,0.10000000000000002,22.96666666666667,229.66666666666666,490759.41464177903,4822361.312500816,KOMA,0.45,C3 Perennial grass,0.725,"lw, sg",1.0
west fork,control,out,2019-07-09,2019-07-02,2019,34.41025641025641,11.717948717948717,0.10000000000000002,27.3,273.0,490759.41464177903,4822361.312500816,BRAR,0.46153846153846156,C3 Perennial grass,0.5384615384615384,ch,1.0
west fork,control,out,2020-07-15,2020-07-13,2020,26.425,6.275,0.10000000000000002,19.81,198.1,490759.41464177903,4822361.312500816,BRAR,0.45,C3 Perennial grass,0.5,"ak,ah",1.0
west fork,control,out,2021-07-13,2021-07-13,2021,19.307692307692307,6.230769230769231,0.10000000000000002,5.413333333333333,54.133333333333326,490759.41464177903,4822361.312500816,BRAR,0.5384615384615384,Annual grass,0.5384615384615384,shs,1.0
west fork,control,out,2022-07-05,2022-07-05,2022,30.615384615384617,5.3076923076923075,0.10000000000000002,15.700000000000001,157.0,490759.41464177903,4822361.312500816,Mixed,0.358974358974359,C3 Perennial grass,0.6153846153846154,"ep,jm",1.0
west fork,control,out,2023-07-11,2023-07-11,2023,32.17948717948718,7.435897435897436,0.10000000000000002,9.842333333333334,98.42333333333333,490759.41464177903,4822361.312500816,HECO,0.41025641025641024,C3 Perennial grass,0.6666666666666666,sw,1.0
west fork,control,out,2024-07-09,2024-07-08,2024,30.4,4.575,0.10000000000000002,20.143333333333334,201.4333333333333,490759.41464177903,4822361.312500816,KOMA,0.45,C3 Perennial grass,0.85,ch,1.0
west fork,control,ungulate ex,2015-07-08,2015-07-27,2015,35.86486486486486,6.108108108108108,0.5,70.17333333333333,140.34666666666666,490739.300566371,4822361.370265959,Mixed,0.3783783783783784,C3 Perennial grass,0.6756756756756757,sg,1.0
west fork,control,ungulate ex,2017-06-28,2017-07-19,2017,31.0,5.7272727272727275,0.5,73.06333333333333,146.12666666666667,490739.30056637106,4822361.370265959,HECO,0.48484848484848486,C3 Perennial grass,0.9393939393939394,lc,1.0
west fork,control,ungulate ex,2018-07-02,2018-07-02,2018,41.57142857142857,9.714285714285714,0.10000000000000002,17.450000000000003,174.5,490739.3005663711,4822361.370265959,KOMA,0.5428571428571428,C3 Perennial grass,0.8285714285714286,"lw, sg",1.0
west fork,control,ungulate ex,2019-07-09,2019-07-02,2019,40.46875,12.34375,0.10000000000000002,31.8,318.0,490739.30056637106,4822361.370265959,Mixed,0.3125,C3 Perennial grass,0.625,ch,1.0
west fork,control,ungulate ex,2020-07-15,2020-07-13,2020,27.914285714285715,8.857142857142858,0.10000000000000002,25.51,255.1,490739.3005663711,4822361.370265959,HECO,0.5714285714285714,C3 Perennial grass,0.6,"ak,ah",1.0
west fork,control,ungulate ex,2021-07-13,2021-07-13,2021,24.393939393939394,8.727272727272727,0.10000000000000002,13.85,138.5,490739.30056637106,4822361.370265959,BRAR,0.5454545454545454,Annual grass,0.5454545454545454,shs,1.0
west fork,control,ungulate ex,2022-07-05,2022-07-05,2022,36.714285714285715,8.314285714285715,0.10000000000000002,17.523333333333333,175.23333333333335,490739.3005663711,4822361.370265959,KOMA,0.4,C3 Perennial grass,0.6857142857142857,"jm,jf",1.0
west fork,control,ungulate ex,2023-07-11,2023-07-11,2023,32.94285714285714,9.17142857142857,0.10000000000000002,13.328000000000001,133.28,490739.3005663711,4822361.370265959,HECO,0.45714285714285713,C3 Perennial grass,0.6857142857142857,sw,1.0
west fork,control,ungulate ex,2024-07-09,2024-07-08,2024,33.60606060606061,5.7272727272727275,0.10000000000000002,23.214,232.14,490739.30056637106,4822361.370265959,KOMA,0.48484848484848486,C3 Perennial grass,0.9090909090909091,ch,1.0
west fork,fire,livestock ex,2015-07-09,2015-07-27,2015,31.675,8.95,0.5,118.84666666666665,237.6933333333333,490124.1165747432,4822686.018808846,HECO,0.6,C3 Perennial grass,0.775,lc,1.0
west fork,fire,livestock ex,2017-06-28,2017-07-19,2017,39.575,8.275,0.5,80.16666666666667,160.33333333333334,490124.1165747432,4822686.018808846,HECO,1.0,C3 Perennial grass,1.0,jw,1.0
west fork,fire,livestock ex,2018-07-02,2018-07-02,2018,40.675,10.375,0.10000000000000002,26.18333333333333,261.8333333333333,490124.1165747432,4822686.018808846,HECO,0.525,C3 Perennial grass,0.875,"lw, sg",1.0
west fork,fire,livestock ex,2019-07-02,2019-07-02,2019,37.1025641025641,10.333333333333334,0.10000000000000002,41.0,410.0,490124.1165747431,4822686.018808846,HECO,0.8205128205128205,C3 Perennial grass,0.9487179487179487,ch,1.0
west fork,fire,livestock ex,2020-07-15,2020-07-13,2020,25.28205128205128,8.58974358974359,0.10000000000000002,30.80666666666667,308.06666666666666,490124.1165747431,4822686.018808846,HECO,0.8717948717948718,C3 Perennial grass,0.9487179487179487,"ak,ah",1.0
west fork,fire,livestock ex,2021-07-13,2021-07-13,2021,22.973684210526315,6.447368421052632,0.10000000000000002,21.66333333333333,216.6333333333333,490124.1165747432,4822686.018808846,Mixed,0.3684210526315789,C3 Perennial grass,0.868421052631579,dp,1.0
west fork,fire,livestock ex,2022-07-05,2022-07-05,2022,36.55,5.775,0.1,27.940000000000005,279.4,490124.1165747432,4822686.018808846,HECO,0.85,C3 Perennial grass,0.95,"jl,ep",1.0
west fork,fire,livestock ex,2023-07-12,2023-07-11,2023,26.564102564102566,6.948717948717949,0.10000000000000002,15.966,159.66,490124.1165747431,4822686.018808846,HECO,0.8205128205128205,C3 Perennial grass,0.8461538461538461,sm,1.0
west fork,fire,livestock ex,2024-07-09,2024-07-08,2024,40.256410256410255,5.897435897435898,0.10000000000000002,18.352666666666668,183.52666666666664,490124.1165747431,4822686.018808846,HECO,0.7948717948717948,C3 Perennial grass,0.9743589743589743,gjp,1.0
west fork,fire,out,2015-07-09,2015-07-27,2015,38.351351351351354,12.702702702702704,0.5,105.45333333333333,210.90666666666667,490225.5355549529,4822766.385347108,PASM,0.5675675675675675,C3 Perennial grass,0.7027027027027027,lg,1.0
west fork,fire,out,2017-06-28,2017-07-19,2017,26.72222222222222,5.611111111111111,0.5,89.13333333333333,178.26666666666665,490225.5355549529,4822766.385347108,PASM,0.5833333333333334,C3 Perennial grass,0.8611111111111112,jw,1.0
west fork,fire,out,2018-07-02,2018-07-02,2018,40.45454545454545,11.636363636363637,0.10000000000000002,23.099999999999998,231.0,490225.5355549529,4822766.385347108,KOMA,0.45454545454545453,C3 Perennial grass,0.8181818181818182,"lw, sg",1.0
west fork,fire,out,2019-07-02,2019-07-02,2019,40.205882352941174,17.41176470588235,0.10000000000000002,25.399999999999995,254.0,490225.5355549529,4822766.385347108,BRAR,0.6470588235294118,Annual grass,0.6470588235294118,ch,1.0
west fork,fire,out,2020-07-14,2020-07-13,2020,26.939393939393938,8.484848484848484,0.10000000000000002,26.94333333333333,269.43333333333334,490225.5355549529,4822766.385347108,BRAR,0.45454545454545453,C3 Perennial grass,0.5454545454545454,"ak,ah",1.0
west fork,fire,out,2021-07-13,2021-07-13,2021,22.41176470588235,6.235294117647059,0.10000000000000002,8.69,86.89999999999998,490225.5355549529,4822766.385347108,Mixed,0.38235294117647056,C3 Perennial grass,0.5882352941176471,mh,1.0
west fork,fire,out,2022-07-07,2022-07-07,2022,33.59375,5.5,0.10000000000000002,14.146666666666667,141.46666666666667,490225.5355549529,4822766.385347108,PASM,0.40625,C3 Perennial grass,0.84375,"ep,pl",1.0
west fork,fire,out,2023-07-12,2023-07-11,2023,30.22222222222222,7.388888888888889,0.10000000000000002,13.145000000000001,131.45,490225.5355549529,4822766.385347108,PASM,0.4166666666666667,C3 Perennial grass,0.8333333333333334,sm,1.0
west fork,fire,out,2024-07-09,2024-07-08,2024,34.083333333333336,4.861111111111111,0.10000000000000002,14.40033333333333,144.0033333333333,490225.5355549529,4822766.385347108,Mixed,0.3333333333333333,C3 Perennial grass,0.8888888888888888,gjp,1.0
west fork,fire,ungulate ex,2015-07-09,2015-07-27,2015,41.945945945945944,17.56756756756757,0.5,146.39666666666668,292.79333333333335,490205.03983987524,4822685.723261697,PASM,0.6216216216216216,C3 Perennial grass,0.8648648648648649,sn,1.0
west fork,fire,ungulate ex,2017-06-28,2017-07-19,2017,32.80555555555556,9.333333333333334,0.5,117.90666666666668,235.81333333333336,490205.03983987524,4822685.723261697,PASM,0.6944444444444444,C3 Perennial grass,0.9166666666666666,eb,1.0
west fork,fire,ungulate ex,2018-07-02,2018-07-02,2018,39.75675675675676,14.594594594594595,0.10000000000000002,44.03333333333333,440.3333333333333,490205.03983987524,4822685.723261697,Mixed,0.2972972972972973,C3 Perennial grass,0.7297297297297297,"lw, sg",1.0
west fork,fire,ungulate ex,2019-07-02,2019-07-02,2019,43.54054054054054,20.54054054054054,0.10000000000000002,32.199999999999996,322.0,490205.03983987524,4822685.723261697,BRAR,0.6486486486486487,Annual grass,0.6486486486486487,ch,1.0
west fork,fire,ungulate ex,2020-07-14,2020-07-13,2020,32.31578947368421,12.289473684210526,0.10000000000000002,26.476666666666663,264.76666666666665,490205.03983987524,4822685.723261697,BRAR,0.5526315789473685,Annual grass,0.5526315789473685,"ak,ah",1.0
west fork,fire,ungulate ex,2021-07-13,2021-07-13,2021,24.97222222222222,9.583333333333334,0.10000000000000002,11.753333333333332,117.53333333333333,490205.03983987524,4822685.723261697,BRAR,0.5,Annual grass,0.5277777777777778,shs,1.0
west fork,fire,ungulate ex,2022-07-05,2022-07-05,2022,40.45945945945946,7.891891891891892,0.1,26.07,260.7,490205.03983987524,4822685.723261697,HECO,0.43243243243243246,C3 Perennial grass,0.7297297297297297,"jl,ep",1.0
west fork,fire,ungulate ex,2023-07-12,2023-07-11,2023,37.26315789473684,11.131578947368421,0.10000000000000002,25.27,252.69999999999996,490205.03983987524,4822685.723261697,PASM,0.6578947368421053,C3 Perennial grass,0.9736842105263158,sm,1.0
west fork,fire,ungulate ex,2024-07-09,2024-07-08,2024,38.05555555555556,8.027777777777779,0.10000000000000002,26.189000000000004,261.89,490205.03983987524,4822685.723261697,PASM,0.4444444444444444,C3 Perennial grass,0.8888888888888888,gjp,1.0
west fork,prairie dog,livestock ex,2015-07-08,2015-07-27,2015,25.05,7.125,0.5,83.28333333333332,166.56666666666663,487230.1220723571,4822876.010324053,PASM,0.95,C3 Perennial grass,0.95,cs,1.0
west fork,prairie dog,livestock ex,2018-07-02,2018-07-02,2018,27.65,9.175,0.10000000000000002,17.65,176.5,487230.1220723571,4822876.010324053,PASM,0.925,C3 Perennial grass,0.925,"eb, lw",1.0
west fork,prairie dog,livestock ex,2019-07-09,2019-07-02,2019,29.55,18.475,0.10000000000000002,44.18333333333334,441.8333333333333,487230.1220723571,4822876.010324053,PASM,0.6,C3 Perennial grass,0.6,ch,1.0
west fork,prairie dog,livestock ex,2020-07-14,2020-07-13,2020,23.775,6.725,0.10000000000000002,35.68,356.8,487230.1220723571,4822876.010324053,PASM,0.95,C3 Perennial grass,1.0,"ak,ah",1.0
west fork,prairie dog,livestock ex,2021-07-13,2021-07-13,2021,19.55,5.525,0.10000000000000002,9.106666666666667,91.06666666666666,487230.1220723571,4822876.010324053,PASM,0.975,C3 Perennial grass,1.0,shs,1.0
west fork,prairie dog,livestock ex,2022-07-07,2022-07-07,2022,22.8,7.525,0.10000000000000002,19.273333333333333,192.73333333333332,487230.1220723571,4822876.010324053,PASM,0.925,C3 Perennial grass,0.925,"ep,pl",1.0
west fork,prairie dog,livestock ex,2023-07-11,2023-07-11,2023,26.175,11.675,0.10000000000000002,24.141000000000002,241.41,487230.1220723571,4822876.010324053,PASM,0.9,C3 Perennial grass,0.9,sw,1.0
west fork,prairie dog,livestock ex,2024-07-10,2024-07-08,2024,18.15,5.65,0.10000000000000002,10.64,106.4,487230.1220723571,4822876.010324053,PASM,0.7,C3 Perennial grass,0.7,gjp,1.0
west fork,prairie dog,out,2015-07-07,2015-07-27,2015,12.921052631578947,4.815789473684211,0.5,82.65666666666667,165.31333333333333,487128.9423458251,4822876.456864383,PLPA,0.47368421052631576,Forb,0.5526315789473685,lg,1.0
west fork,prairie dog,out,2018-07-02,2018-07-02,2018,21.025641025641026,5.666666666666667,0.10000000000000002,20.55,205.5,487128.942345825,4822876.456864383,PASM,0.6666666666666666,C3 Perennial grass,0.6666666666666666,"eb, lw",1.0
west fork,prairie dog,out,2019-07-09,2019-07-02,2019,32.475,17.225,0.10000000000000002,33.733333333333334,337.3333333333333,487128.942345825,4822876.456864383,PASM,0.825,C3 Perennial grass,0.825,ch,1.0
west fork,prairie dog,out,2020-07-13,2020-07-13,2020,24.394736842105264,6.578947368421052,0.10000000000000002,29.28,292.79999999999995,487128.9423458251,4822876.456864383,PASM,0.8947368421052632,C3 Perennial grass,0.8947368421052632,"ak,ah",1.0
west fork,prairie dog,out,2021-07-12,2021-07-12,2021,18.725,5.65,0.10000000000000002,7.279999999999999,72.8,487128.942345825,4822876.456864383,PASM,0.95,C3 Perennial grass,0.975,as,1.0
west fork,prairie dog,out,2022-07-07,2022-07-07,2022,18.923076923076923,5.153846153846154,0.10000000000000002,11.353333333333333,113.53333333333332,487128.942345825,4822876.456864383,PASM,0.8205128205128205,C3 Perennial grass,0.8461538461538461,"ep,pl",1.0
west fork,prairie dog,out,2023-07-11,2023-07-11,2023,21.53846153846154,8.384615384615385,0.10000000000000002,14.470333333333334,144.70333333333332,487128.942345825,4822876.456864383,PASM,0.7692307692307693,C3 Perennial grass,0.7692307692307693,sw,1.0
west fork,prairie dog,out,2024-07-10,2024-07-08,2024,14.131578947368421,3.0526315789473686,0.10000000000000002,7.803666666666668,78.03666666666666,487128.9423458251,4822876.456864383,PASM,0.5526315789473685,C3 Perennial grass,0.5526315789473685,gjp,1.0
west fork,prairie dog,ungulate ex,2015-07-07,2015-07-27,2015,12.375,5.0,0.5,84.24333333333334,168.48666666666668,487149.36503197206,4822876.242009255,PLPA,0.45,Forb,0.7,lc,1.0
west fork,prairie dog,ungulate ex,2018-07-02,2018-07-02,2018,27.65,7.0,0.10000000000000002,31.333333333333332,313.3333333333333,487149.36503197206,4822876.242009255,PASM,0.725,C3 Perennial grass,0.725,"eb, lw",1.0
west fork,prairie dog,ungulate ex,2019-07-09,2019-07-02,2019,38.975,20.45,0.10000000000000002,49.300000000000004,493.0,487149.36503197206,4822876.242009255,PASM,0.9,C3 Perennial grass,0.9,ch,1.0
west fork,prairie dog,ungulate ex,2020-07-14,2020-07-13,2020,30.625,10.225,0.10000000000000002,46.85999999999999,468.5999999999999,487149.36503197206,4822876.242009255,PASM,0.975,C3 Perennial grass,0.975,"ak,ah",1.0
west fork,prairie dog,ungulate ex,2021-07-13,2021-07-13,2021,26.35,8.3,0.10000000000000002,18.033333333333335,180.33333333333334,487149.36503197206,4822876.242009255,PASM,1.0,C3 Perennial grass,1.0,mh,1.0
west fork,prairie dog,ungulate ex,2022-07-07,2022-07-07,2022,26.8,8.675,0.10000000000000002,24.873333333333335,248.7333333333333,487149.36503197206,4822876.242009255,PASM,0.925,C3 Perennial grass,0.925,"ep,pl",1.0
west fork,prairie dog,ungulate ex,2023-07-11,2023-07-11,2023,27.15,12.45,0.10000000000000002,20.536666666666665,205.36666666666665,487149.36503197206,4822876.242009255,PASM,0.8,C3 Perennial grass,0.8,sw,1.0
west fork,prairie dog,ungulate ex,2024-07-10,2024-07-08,2024,17.666666666666668,2.9743589743589745,0.10000000000000002,2.9653333333333336,29.653333333333332,487149.36503197206,4822876.242009255,PASM,0.8717948717948718,C3 Perennial grass,0.8717948717948718,gjp,1.0
wildcat,control,livestock ex,2017-07-05,2017-07-18,2017,17.15,2.425,0.5,49.47333333333333,98.94666666666666,517821.2835453638,4835709.540110381,CAFI,0.65,C3 Perennial grass,0.95,ce,1.0
wildcat,control,livestock ex,2018-06-26,2018-06-26,2018,49.62162162162162,7.135135135135135,0.10000000000000002,10.066666666666666,100.66666666666667,517821.2835453638,4835709.540110381,HECO,0.43243243243243246,C3 Perennial grass,0.8378378378378378,"lw, sg",1.0
wildcat,control,livestock ex,2019-07-03,2019-07-03,2019,23.375,8.925,0.10000000000000002,33.03333333333333,330.3333333333333,517821.2835453638,4835709.540110381,HECO,0.55,C3 Perennial grass,0.725,ch,1.0
wildcat,control,livestock ex,2020-07-09,2020-07-09,2020,23.846153846153847,7.358974358974359,0.10000000000000002,13.026666666666666,130.26666666666665,517821.2835453638,4835709.540110381,CAFI,0.46153846153846156,C3 Perennial grass,0.8205128205128205,"ak,ah",1.0
wildcat,control,livestock ex,2021-07-07,2021-07-12,2021,17.166666666666668,6.166666666666667,0.10000000000000002,4.2700000000000005,42.699999999999996,517821.2835453638,4835709.540110381,HECO,0.4166666666666667,C3 Perennial grass,0.8888888888888888,shs,1.0
wildcat,control,livestock ex,2022-07-12,2022-07-12,2022,38.27777777777778,6.194444444444445,0.10000000000000002,16.30666666666667,163.06666666666666,517821.2835453638,4835709.540110381,CAFI,0.4722222222222222,C3 Perennial grass,0.9444444444444444,"jl,ac",1.0
wildcat,control,livestock ex,2023-07-13,2023-07-13,2023,22.157894736842106,4.947368421052632,0.10000000000000002,11.295666666666667,112.95666666666666,517821.2835453638,4835709.540110381,CAFI,0.42105263157894735,C3 Perennial grass,0.7631578947368421,sw,1.0
wildcat,control,livestock ex,2024-07-01,2024-07-02,2024,34.0,5.0,0.10000000000000002,16.291666666666668,162.91666666666666,517821.2835453638,4835709.540110381,HECO,0.7105263157894737,C3 Perennial grass,0.8947368421052632,bc,1.0
wildcat,control,out,2017-07-05,2017-07-18,2017,9.25,1.05,0.5,42.486666666666665,84.97333333333333,517842.4241342658,4835709.818803974,CAFI,0.65,C3 Perennial grass,0.725,sn,1.0
wildcat,control,out,2018-06-26,2018-06-26,2018,40.45,5.725,0.10000000000000002,12.533333333333333,125.33333333333333,517842.4241342658,4835709.818803974,CAFI,0.45,C3 Perennial grass,0.75,"lw, sg",1.0
wildcat,control,out,2019-07-08,2019-07-03,2019,15.9,5.6,0.10000000000000002,12.883333333333331,128.83333333333331,517842.4241342658,4835709.818803974,Mixed,0.35,C3 Perennial grass,0.775,ch,1.0
wildcat,control,out,2020-07-08,2020-07-09,2020,13.2,4.15,0.10000000000000002,9.746666666666666,97.46666666666665,517842.4241342658,4835709.818803974,CAFI,0.675,C3 Perennial grass,0.775,"ak,ah",1.0
wildcat,control,out,2021-07-07,2021-07-12,2021,7.925,2.65,0.10000000000000002,3.643333333333333,36.43333333333334,517842.4241342658,4835709.818803974,CAFI,0.55,C3 Perennial grass,0.775,as,1.0
wildcat,control,out,2022-07-12,2022-07-12,2022,20.25,3.05,0.10000000000000002,16.466666666666665,164.66666666666666,517842.4241342658,4835709.818803974,CAFI,0.725,C3 Perennial grass,0.925,"pl,jl,ac",1.0
wildcat,control,out,2023-07-13,2023-07-13,2023,14.975,3.25,0.10000000000000002,9.315666666666667,93.15666666666668,517842.4241342658,4835709.818803974,CAFI,0.575,C3 Perennial grass,0.75,sw,1.0
wildcat,control,out,2024-07-01,2024-07-02,2024,24.175,3.375,0.10000000000000002,9.727333333333332,97.27333333333333,517842.4241342658,4835709.818803974,Mixed,0.325,C3 Perennial grass,0.725,bc,1.0
wildcat,control,ungulate ex,2017-07-05,2017-07-18,2017,20.555555555555557,1.8055555555555556,0.5,46.169999999999995,92.33999999999999,517821.283545364,4835789.924741395,PASM,0.4722222222222222,C3 Perennial grass,0.5277777777777778,lc ,1.0
wildcat,control,ungulate ex,2018-06-26,2018-06-26,2018,49.6,11.0,0.10000000000000002,29.133333333333336,291.3333333333333,517821.283545364,4835789.924741395,POSE,0.55,C3 Perennial grass,0.85,"lw, sg",1.0
wildcat,control,ungulate ex,2019-07-03,2019-07-03,2019,32.69230769230769,11.974358974358974,0.10000000000000002,22.849999999999998,228.5,517821.283545364,4835789.924741395,PASM,0.5641025641025641,C3 Perennial grass,0.5897435897435898,ch,1.0
wildcat,control,ungulate ex,2020-07-09,2020-07-09,2020,27.897435897435898,9.794871794871796,0.10000000000000002,14.663333333333334,146.63333333333333,517821.283545364,4835789.924741395,PASM,0.5641025641025641,C3 Perennial grass,0.6923076923076923,"ak,ah",1.0
wildcat,control,ungulate ex,2021-07-07,2021-07-12,2021,19.72972972972973,7.756756756756757,0.10000000000000002,6.550000000000001,65.49999999999999,517821.283545364,4835789.924741395,PASM,0.7027027027027027,C3 Perennial grass,0.7567567567567568,as,1.0
wildcat,control,ungulate ex,2022-07-12,2022-07-12,2022,30.285714285714285,6.3428571428571425,0.10000000000000002,17.573333333333334,175.73333333333332,517821.283545364,4835789.924741395,PASM,0.5714285714285714,C3 Perennial grass,0.7428571428571429,"jl,pl,ac",1.0
wildcat,control,ungulate ex,2023-07-13,2023-07-13,2023,25.05,7.3,0.10000000000000002,11.255,112.55,517821.283545364,4835789.924741395,PASM,0.625,C3 Perennial grass,0.7,sw,1.0
wildcat,control,ungulate ex,2024-07-01,2024-07-02,2024,25.710526315789473,4.2105263157894735,0.10000000000000002,21.079666666666668,210.79666666666665,517821.283545364,4835789.924741395,PASM,0.8421052631578947,C3 Perennial grass,0.868421052631579,ch,1.0
wildcat,fire,livestock ex,2015-07-13,2015-08-01,2015,31.6,9.55,0.5,111.75,223.5,518672.23569167766,4836930.024012177,PASM,0.45,C3 Perennial grass,0.575,lg,1.0
wildcat,fire,livestock ex,2017-07-05,2017-07-18,2017,25.825,2.775,0.5,70.42333333333333,140.84666666666666,518672.23569167766,4836930.024012177,PASM,0.425,C3 Perennial grass,0.65,eb,1.0
wildcat,fire,livestock ex,2018-06-27,2018-06-27,2018,49.15,14.075,0.10000000000000002,29.65,296.5,518672.23569167766,4836930.024012177,PASM,0.425,C3 Perennial grass,0.65,"lw, sg",1.0
wildcat,fire,livestock ex,2019-07-08,2019-07-03,2019,33.55,14.0,0.10000000000000002,27.266666666666662,272.6666666666667,518672.23569167766,4836930.024012177,PASM,0.95,C3 Perennial grass,0.95,ch,1.0
wildcat,fire,livestock ex,2020-07-08,2020-07-09,2020,27.71794871794872,12.692307692307692,0.10000000000000002,21.583333333333332,215.83333333333334,518672.23569167766,4836930.024012177,PASM,0.46153846153846156,C3 Perennial grass,0.6153846153846154,"ak,ah",1.0
wildcat,fire,livestock ex,2021-07-07,2021-07-07,2021,20.725,7.85,0.10000000000000002,5.28,52.79999999999999,518672.23569167766,4836930.024012177,PASM,0.5,C3 Perennial grass,0.65,shs,1.0
wildcat,fire,livestock ex,2022-07-12,2022-07-12,2022,34.38461538461539,6.205128205128205,0.10000000000000002,23.61,236.1,518672.23569167766,4836930.024012177,PASM,0.5128205128205128,C3 Perennial grass,0.8717948717948718,"jl,pl",1.0
wildcat,fire,livestock ex,2023-07-13,2023-07-13,2023,30.275,9.55,0.10000000000000002,18.889666666666667,188.89666666666665,518672.23569167766,4836930.024012177,PASM,0.725,C3 Perennial grass,0.85,sw,1.0
