Site,Disturbance,Exclosure,Transect ID,Date_cln,Year,Rep,Area (m^2),% sd ARTR,% ARCA,% ATCA,# OPPO cladodes,# COVI,% OPPO,Total Weight (g),Total Weight (g/m^2),C4 weight (g),Other C4 weight (g),BOGR/BUDA,C3 weight (g),Bromes weight (g),Forbs weight (g),Ann Forb weight (g),Per Forb weight (g),VUOC weight (g),Subshrub weight (g),Standing Dead weight (g),Check,domin_obs,Mean.GPS_E.Biomass,Mean.GPS_N.Biomass
west fork,control,livestock ex,west fork-control-livestock ex,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,33.0,330.0,,,,,,,,,,,,,"ch, js",490658.4661983383,4822441.974420598
west fork,fire,livestock ex,west fork-fire-livestock ex,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,41.0,410.0,,,,,,,,,,,,,"ch, js",490124.1165747432,4822686.018808846
west fork,fire,ungulate ex,west fork-fire-ungulate ex,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,32.199999999999996,322.0,,,,,,,,,,,,,"ch, js",490205.03983987524,4822685.723261697
west fork,prairie dog,out,west fork-prairie dog-out,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,33.733333333333334,337.3333333333333,,,,,,,,,,,,,"ch, js",487128.942345825,4822876.456864383
west fork,control,ungulate ex,west fork-control-ungulate ex,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,31.8,318.0,,,,,,,,,,,,,"ch, js",490739.30056637106,4822361.370265959
west fork,prairie dog,ungulate ex,west fork-prairie dog-ungulate ex,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,49.300000000000004,493.0,,,,,,,,,,,,,"ch, js",487149.36503197206,4822876.242009255
west fork,fire,out,west fork-fire-out,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,25.399999999999995,254.0,,,,,,,,,,,,,"ch, js",490225.5355549529,4822766.385347108
west fork,prairie dog,livestock ex,west fork-prairie dog-livestock ex,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,44.18333333333334,441.8333333333333,,,,,,,,,,,,,"ch, js",487230.1220723571,4822876.010324053
west fork,control,out,west fork-control-out,2019-07-02,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,27.3,273.0,,,,,,,,,,,,,"ch, js",490759.414641779,4822361.312500816
wildcat,control,livestock ex,wildcat-control-livestock ex,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,33.03333333333333,330.3333333333333,,,,,,,,,,,,,"ch, js",517821.2835453638,4835709.540110381
wildcat,prairie dog,ungulate ex,wildcat-prairie dog-ungulate ex,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,47.300000000000004,473.0,,,,,,,,,,,,,"ch, js",517132.71285446436,4836253.061569426
wildcat,control,out,wildcat-control-out,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,12.883333333333333,128.83333333333331,,,,,,,,,,,,,"ch, js",517842.42413426586,4835709.818803974
wildcat,fire,livestock ex,wildcat-fire-livestock ex,2019-07-03,2019.0,2.0,0.10000000000000002,,6.0,0.0,0.3333333333333333,0.0,-1.0,27.266666666666666,272.6666666666667,,,,,,,,,,,,,"ch, js",518672.23569167766,4836930.024012177
wildcat,control,ungulate ex,wildcat-control-ungulate ex,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,22.849999999999998,228.5,,,,,,,,,,,,,"ch, js",517821.283545364,4835789.924741395
wildcat,fire,ungulate ex,wildcat-fire-ungulate ex,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,42.233333333333334,422.3333333333333,,,,,,,,,,,,,"ch, js",518591.31542665465,4836930.2507763775
wildcat,fire,out,wildcat-fire-out,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,33.18333333333334,331.8333333333333,,,,,,,,,,,,,"ch, js",518672.39444199484,4836950.026552183
wildcat,prairie dog,livestock ex,wildcat-prairie dog-livestock ex,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,24.316666666666666,243.16666666666666,,,,,,,,,,,,,"ch, js",517051.81805067795,4836333.64308472
wildcat,prairie dog,out,wildcat-prairie dog-out,2019-07-03,2019.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,-1.0,42.13333333333333,421.3333333333333,,,,,,,,,,,,,"ch, js",517132.712854465,4836232.7415287895
steckley,prairie dog,ungulate ex,steckley-prairie dog-ungulate ex,2019-07-29,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,261.3666666666667,522.7333333333333,0.3,,,213.1,,,27.8,,,,1.6,242.8,"js, ch, sg, lp",476490.9991787133,4809773.3737151725
steckley,prairie dog,livestock ex,steckley-prairie dog-livestock ex,2019-07-29,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,250.4033333333333,500.8066666666666,0.1,,,215.1,0.45,,4.7,1.7,0.01,,0.25,222.30999999999995,"js, ch, sg, lp",476490.90573285904,4809692.855105473
steckley,control,ungulate ex,steckley-control-ungulate ex,2019-07-29,2019.0,2.0,0.5,,0.0,0.0,4.0,0.0,-1.0,47.09,94.18,29.7,,,7.15,,,0.7,0.2,0.04,,0.3,38.09,"js, ch, sg, lp",476366.23363377515,4808496.683204645
steckley,control,out,steckley-control-out,2019-07-29,2019.0,2.0,0.5,,0.0,0.0,1.3333333333333333,0.0,-1.0,130.06666666666663,260.13333333333327,0.65,,,110.55,66.25,,0.2,3.6,,,0.45,181.69999999999996,"js, ch, sg, lp",476447.13821717165,4808596.972313469
steckley,control,livestock ex,steckley-control-livestock ex,2019-07-29,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,134.26,268.52,0.1,,,67.2,63.05,,0.06,1.85,,,6.3,138.56,"js, ch, sg, lp",476447.1212918295,4808576.857798338
steckley,prairie dog,out,steckley-prairie dog-out,2019-07-29,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,224.12666666666667,448.25333333333333,0.07,,,211.8,2.15,,2.45,0.01,,,0.6,217.07999999999998,"js, ch, sg, lp",476490.9274171861,4809793.393144246
steckley,fire,ungulate ex,steckley-fire-ungulate ex,2019-07-30,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,142.85999999999999,285.71999999999997,6.8,,,192.0,22.55,,0.1,1.95,,,0.13,223.53,"js, ch, sg, lp",471375.8136054091,4808368.596604119
steckley,fire,livestock ex,steckley-fire-livestock ex,2019-07-30,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,78.51666666666667,157.03333333333333,31.15,,,5.2,47.15,,5.25,,0.3,,1.05,90.1,"js, ch, sg, lp",471375.0368918268,4808448.987990371
steckley,fire,out,steckley-fire-out,2019-07-30,2019.0,2.0,0.5,,0.0,0.0,4.0,0.0,-1.0,60.95333333333334,121.90666666666668,18.95,,,15.35,10.35,,3.35,0.01,,,0.15,48.16,"js, ch, sg, lp",471375.1902740805,4808469.081065574
lake creek,control,ungulate ex,lake creek-control-ungulate ex,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,113.39999999999999,226.79999999999998,4.55,,,28.6,38.65,,32.6,0.25,,,1.1,105.75,"ch, js, sg",490771.4579242199,4797234.593622534
lake creek,prairie dog,ungulate ex,lake creek-prairie dog-ungulate ex,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,104.56666666666666,209.13333333333333,45.85,,,1.45,0.4,,45.15,,8.9,,1.0,102.75,"ch, js, sg",489197.68637422315,4798367.336762749
lake creek,fire,out,lake creek-fire-out,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,0.6666666666666666,0.0,-1.0,79.07,158.14,19.8,,,39.6,0.3,,31.05,,0.01,,0.6,91.36,"ch, js, sg",489832.3706739914,4795366.164363267
lake creek,prairie dog,livestock ex,lake creek-prairie dog-livestock ex,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,25.0,0.0,-1.0,96.0,192.0,29.85,,,18.85,26.8,,27.45,0.7,0.95,,1.2,105.80000000000001,"ch, js, sg",489278.5554897556,4798366.993133394
lake creek,control,out,lake creek-control-out,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,46.833333333333336,93.66666666666667,7.0,,,10.25,21.6,,11.1,,,,1.15,51.1,"ch, js, sg",490853.17223680636,4797253.912660241
lake creek,fire,ungulate ex,lake creek-fire-ungulate ex,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,3.6666666666666665,0.0,-1.0,77.73333333333333,155.46666666666667,14.35,,,43.5,0.75,,27.3,,,,0.75,86.65,"ch, js, sg",489913.5218982898,4795466.524375981
lake creek,control,livestock ex,lake creek-control-livestock ex,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,59.77,119.54,35.65,,,,22.45,,8.9,0.45,0.01,,1.8,69.26,"ch, js, sg",490771.57173129235,4797154.181853409
lake creek,fire,livestock ex,lake creek-fire-livestock ex,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,5.333333333333333,0.0,-1.0,95.25,190.5,44.35,,,2.35,14.6,,17.0,,0.4,,0.65,79.35000000000002,"ch, js, sg",489913.4234223307,4795385.995590249
lake creek,prairie dog,out,lake creek-prairie dog-out,2019-07-31,2019.0,2.0,0.5,,0.0,0.0,14.666666666666666,0.0,-1.0,117.50333333333333,235.00666666666666,15.55,,,14.9,0.01,,49.65,0.3,0.4,1.6,0.45,82.86,"ch, js, sg",489198.3632127498,4798347.070294622
wildcat,prairie dog,out,wildcat-prairie dog-out,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,155.26333333333335,310.5266666666667,,,,105.45,,,24.5,,3.3,,18.35,151.6,"ch, js, sg",517132.712854465,4836232.7415287895
wildcat,control,ungulate ex,wildcat-control-ungulate ex,2019-08-05,2019.0,2.0,0.5,,0.0,3.3333333333333335,0.6666666666666666,0.0,-1.0,75.45,150.9,,,,0.3,0.2,,0.4,,,12.55,,13.450000000000001,"ch, js, sg",517821.283545364,4835789.924741395
wildcat,prairie dog,livestock ex,wildcat-prairie dog-livestock ex,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,102.39666666666666,204.79333333333332,,,,,,,96.15,12.1,,,3.15,111.4,"ch, js, sg",517051.81805067795,4836333.64308472
wildcat,fire,livestock ex,wildcat-fire-livestock ex,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,152.73999999999998,305.47999999999996,16.5,,,56.35,11.5,,4.65,1.0,0.02,,42.55,132.57,"ch, js, sg",518672.23569167766,4836930.024012177
wildcat,prairie dog,ungulate ex,wildcat-prairie dog-ungulate ex,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,230.51999999999998,461.03999999999996,,,,142.1,,,10.65,,0.25,,23.45,176.45,"ch, js, sg",517132.71285446436,4836253.061569426
wildcat,fire,out,wildcat-fire-out,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,102.26666666666667,204.53333333333333,21.35,,,43.3,16.85,,1.3,,0.3,,18.45,101.55,"ch, js, sg",518672.39444199484,4836950.026552183
wildcat,control,out,wildcat-control-out,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,37.336666666666666,74.67333333333333,9.05,,,16.85,0.01,,0.1,1.8,,,0.55,28.360000000000007,"ch, js, sg",517842.42413426586,4835709.818803974
wildcat,control,livestock ex,wildcat-control-livestock ex,2019-08-05,2019.0,2.0,0.5,,1.3333333333333333,0.0,0.0,0.0,-1.0,79.91,159.82,18.15,,,63.45,0.03,,0.25,1.2,,,12.05,95.13,"ch, js, sg",517821.2835453638,4835709.540110381
wildcat,fire,ungulate ex,wildcat-fire-ungulate ex,2019-08-05,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,167.14999999999998,334.29999999999995,1.45,,,110.1,5.1,,9.0,,0.45,,58.05,184.14999999999998,"ch, js, sg",518591.31542665465,4836930.2507763775
west fork,fire,ungulate ex,west fork-fire-ungulate ex,2019-08-07,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,117.34333333333335,234.6866666666667,4.75,,,75.45,30.95,,17.4,3.3,,,4.4,136.25000000000003,"ch, js, sg",490205.03983987524,4822685.723261697
west fork,fire,out,west fork-fire-out,2019-08-07,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,102.01666666666667,204.03333333333333,1.1,,,42.25,3.25,,0.45,0.7,,2.75,13.15,63.650000000000006,"ch, js, sg",490225.5355549529,4822766.385347108
west fork,prairie dog,ungulate ex,west fork-prairie dog-ungulate ex,2019-08-07,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,253.05999999999997,506.11999999999995,0.4,,,126.85,,,17.0,3.1,0.03,,7.15,154.53,"ch, js, sg",487149.36503197206,4822876.242009255
west fork,control,ungulate ex,west fork-control-ungulate ex,2019-08-07,2019.0,2.5,0.5,,0.0,0.0,0.0,0.0,-1.0,115.55000000000001,231.10000000000002,,,,,,,,,,,,,"ch, js, sg",490739.30056637106,4822361.370265959
west fork,control,livestock ex,west fork-control-livestock ex,2019-08-07,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,144.83333333333334,289.6666666666667,,,,39.05,3.95,,16.05,1.0,,0.1,11.4,71.55,"ch, js, sg",490658.4661983383,4822441.974420598
west fork,prairie dog,out,west fork-prairie dog-out,2019-08-07,2019.0,2.0,0.5,,0.0,5.0,0.0,0.0,-1.0,142.8,285.6,,,,75.15,,,21.2,3.9,0.2,,3.55,104.00000000000001,"ch, js, sg",487128.942345825,4822876.456864383
west fork,control,out,west fork-control-out,2019-08-07,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,145.5,291.0,8.9,,,58.15,0.25,,1.75,,,11.4,35.6,116.05000000000001,"ch, js, sg",490759.414641779,4822361.312500816
west fork,fire,livestock ex,west fork-fire-livestock ex,2019-08-07,2019.0,2.0,0.5,,0.0,0.0,0.0,0.0,-1.0,103.06666666666666,206.13333333333333,,,,76.9,0.15,,1.8,3.45,,,17.05,99.35000000000001,"ch, js, sg",490124.1165747432,4822686.018808846
west fork,prairie dog,livestock ex,west fork-prairie dog-livestock ex,2019-08-07,2019.0,2.5,0.5,,0.0,0.0,0.0,0.0,-1.0,168.64999999999998,337.29999999999995,,,,,,,,,,,,,"ch, js, sg",487230.1220723571,4822876.010324053
lake creek,control,livestock ex,lake creek-control-livestock ex,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,7.236666666666667,72.36666666666666,,,,,,,,,,,,,"ak,sg,lp",490771.57173129235,4797154.181853409
lake creek,fire,out,lake creek-fire-out,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,14.1,141.0,,,,,,,,,,,,,"ak,sg,lp",489832.3706739914,4795366.164363267
lake creek,prairie dog,ungulate ex,lake creek-prairie dog-ungulate ex,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,15.44,154.4,,,,,,,,,,,,,"ak,sg,lp",489197.68637422315,4798367.336762749
lake creek,fire,livestock ex,lake creek-fire-livestock ex,2020-07-01,2020.0,1.5,0.1,,0.0,0.0,0.0,0.0,0.0,12.145,121.44999999999999,,,,,,,,,,,,,"ak,sg,lp",489913.4234223307,4795385.995590249
lake creek,control,out,lake creek-control-out,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,8.26,82.59999999999998,,,,,,,,,,,,,"ak,sg,lp",490853.17223680636,4797253.912660241
lake creek,control,ungulate ex,lake creek-control-ungulate ex,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,11.416666666666666,114.16666666666667,,,,,,,,,,,,,"ak,sg,lp",490771.4579242199,4797234.593622534
lake creek,prairie dog,out,lake creek-prairie dog-out,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,14.439999999999998,144.39999999999998,,,,,,,,,,,,,"ak,sg,lp",489198.3632127498,4798347.070294622
lake creek,prairie dog,livestock ex,lake creek-prairie dog-livestock ex,2020-07-01,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,2.0,9.126666666666667,91.26666666666665,,,,,,,,,,,,,"ak,sg,lp",489278.5554897556,4798366.993133394
steckley,control,out,steckley-control-out,2020-07-07,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,25.873333333333335,258.7333333333333,,,,,,,,,,,,,"ak,ah,mm",476447.13821717165,4808596.972313469
steckley,control,livestock ex,steckley-control-livestock ex,2020-07-07,2020.0,2.0,0.1,,0.0,0.0,0.0,0.0,0.0,22.395,223.95,,,,,,,,,,,,,"ak,ah,mm",476447.1212918295,4808576.857798338
steckley,control,ungulate ex,steckley-control-ungulate ex,2020-07-07,2020.0,2.0,0.1,,0.0,0.0,0.0,0.0,0.0,10.045,100.44999999999999,,,,,,,,,,,,,"ak,ah,mm",476366.23363377515,4808496.683204645
steckley,prairie dog,out,steckley-prairie dog-out,2020-07-07,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,29.169999999999998,291.7,,,,,,,,,,,,,"ak,ah,mm",476490.9274171861,4809793.393144246
steckley,prairie dog,ungulate ex,steckley-prairie dog-ungulate ex,2020-07-07,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,26.363333333333333,263.63333333333327,,,,,,,,,,,,,"ak,ah,mm",476490.9991787133,4809773.3737151725
steckley,prairie dog,livestock ex,steckley-prairie dog-livestock ex,2020-07-07,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,51.30333333333334,513.0333333333333,,,,,,,,,,,,74.27,"ak,ah,mm",476490.90573285904,4809692.855105473
wildcat,fire,out,wildcat-fire-out,2020-07-09,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,11.086666666666666,110.86666666666666,,,,,,,,,,,,,"ak,ah",518672.39444199484,4836950.026552183
wildcat,control,out,wildcat-control-out,2020-07-09,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.6666666666666666,9.746666666666666,97.46666666666665,,,,,,,,,,,,,"ak,ah",517842.42413426586,4835709.818803974
wildcat,control,livestock ex,wildcat-control-livestock ex,2020-07-09,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,13.026666666666666,130.26666666666665,,,,,,,,,,,,,"ak,ah",517821.2835453638,4835709.540110381
wildcat,fire,ungulate ex,wildcat-fire-ungulate ex,2020-07-09,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,33.916666666666664,339.1666666666667,,,,,,,,,,,,,"ak,ah",518591.31542665465,4836930.2507763775
wildcat,control,ungulate ex,wildcat-control-ungulate ex,2020-07-09,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,14.663333333333334,146.63333333333333,,,,,,,,,,,,,"ak,ah",517821.283545364,4835789.924741395
wildcat,fire,livestock ex,wildcat-fire-livestock ex,2020-07-09,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,21.583333333333332,215.83333333333334,,,,,,,,,,,,,"ak,ah",518672.23569167766,4836930.024012177
west fork,fire,ungulate ex,west fork-fire-ungulate ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,26.476666666666663,264.76666666666665,,,,,,,,,,,,,"ah,ak,sg",490205.03983987524,4822685.723261697
west fork,fire,livestock ex,west fork-fire-livestock ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,30.80666666666667,308.06666666666666,,,,,,,,,,,,,"ah,ak,sg",490124.1165747432,4822686.018808846
west fork,prairie dog,out,west fork-prairie dog-out,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,29.28,292.79999999999995,,,,,,,,,,,,,"ah,ak,sg",487128.942345825,4822876.456864383
west fork,control,out,west fork-control-out,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.3333333333333333,19.81,198.1,,,,,,,,,,,,,"ah,ak,sg",490759.414641779,4822361.312500816
west fork,control,ungulate ex,west fork-control-ungulate ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,25.51,255.1,,,,,,,,,,,,,"ah,ak,sg",490739.30056637106,4822361.370265959
west fork,fire,out,west fork-fire-out,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,26.94333333333333,269.43333333333334,,,,,,,,,,,,,"ah,ak,sg",490225.5355549529,4822766.385347108
wildcat,prairie dog,out,wildcat-prairie dog-out,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,17.146666666666665,171.46666666666667,,,,,,,,,,,,,"ak,ah",517132.712854465,4836232.7415287895
west fork,prairie dog,livestock ex,west fork-prairie dog-livestock ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,35.68,356.8,,,,,,,,,,,,,"ah,ak,sg",487230.1220723571,4822876.010324053
west fork,prairie dog,ungulate ex,west fork-prairie dog-ungulate ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.3333333333333333,46.85999999999999,468.5999999999999,,,,,,,,,,,,,"ah,ak,sg",487149.36503197206,4822876.242009255
west fork,control,livestock ex,west fork-control-livestock ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,21.013333333333332,210.13333333333333,,,,,,,,,,,,,"ah,ak,sg",490658.4661983383,4822441.974420598
wildcat,prairie dog,ungulate ex,wildcat-prairie dog-ungulate ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,0.0,25.78333333333333,257.8333333333333,,,,,,,,,,,,,"ak,ah",517132.71285446436,4836253.061569426
wildcat,prairie dog,livestock ex,wildcat-prairie dog-livestock ex,2020-07-13,2020.0,2.0,0.10000000000000002,,0.0,0.0,0.0,0.0,3.6666666666666665,31.266666666666666,312.6666666666667,,,,,,,,,,,,,"ak,ah",517051.81805067795,4836333.64308472
lake creek,control,ungulate ex,lake creek-control-ungulate ex,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,75.0,150.0,,5.05,,22.65,19.85,,0.7,,,,26.75,,mm,490771.4579242199,4797234.593622534
lake creek,prairie dog,livestock ex,lake creek-prairie dog-livestock ex,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,33.32,66.64,,,1.18,10.55,8.7,,0.34,,0.05,,12.5,,mm,489278.5554897556,4798366.993133394
lake creek,fire,out,lake creek-fire-out,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,62.24999999999999,124.49999999999999,,,0.18,31.95,4.56,,0.11,,,,25.45,,sg,489832.3706739914,4795366.164363267
lake creek,control,out,lake creek-control-out,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,19.7109,39.4218,,9.51,0.32,0.86,1.01,,0.02,,0.0009,,7.99,,mm,490853.17223680636,4797253.912660241
lake creek,prairie dog,ungulate ex,lake creek-prairie dog-ungulate ex,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51.269999999999996,102.53999999999999,,1.8,14.26,0.4,0.67,,19.95,,0.04,,14.15,,mm,489197.68637422315,4798367.336762749
lake creek,fire,livestock ex,lake creek-fire-livestock ex,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,53.1,106.2,,,13.08,4.34,8.65,,0.31,0.12,,,26.6,,sg,489913.4234223307,4795385.995590249
lake creek,fire,ungulate ex,lake creek-fire-ungulate ex,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,81.72999999999999,163.45999999999998,,,2.13,32.01,0.22,,,,,,47.37,,sg,489913.5218982898,4795466.524375981
lake creek,control,livestock ex,lake creek-control-livestock ex,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,41.68,83.36,,11.06,11.62,,6.95,,0.15,,,,11.9,,mm,490771.57173129235,4797154.181853409
lake creek,prairie dog,out,lake creek-prairie dog-out,2020-08-03,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,23.943,47.886,,,9.23,3.32,3.33,,0.25,,0.003,,7.81,,mm,489198.3632127498,4798347.070294622
west fork,prairie dog,ungulate ex,west fork-prairie dog-ungulate ex,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,135.9648,271.9296,,,,31.6,,,0.0652,0.0996,,,104.2,,sg,487149.36503197206,4822876.242009255
west fork,fire,ungulate ex,west fork-fire-ungulate ex,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,36.839999999999996,73.67999999999999,,0.13,2.65,8.73,9.14,,0.05,2.5,,,13.64,,"mm,ah",490205.03983987524,4822685.723261697
west fork,control,livestock ex,west fork-control-livestock ex,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,78.68,157.36,,,,1.98,26.05,,0.3,2.35,,14.15,33.85,,"mm,ah",490658.4661983383,4822441.974420598
west fork,control,out,west fork-control-out,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,56.2572,112.5144,,,2.35,25.7,3.38,,0.27,,0.0372,0.38,24.14,,"mm,ah",490759.414641779,4822361.312500816
west fork,fire,livestock ex,west fork-fire-livestock ex,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,77.63999999999999,155.27999999999997,,,1.07,39.4,1.59,,0.05,0.48,,,35.05,,"mm,ah",490124.1165747432,4822686.018808846
west fork,prairie dog,out,west fork-prairie dog-out,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,57.11,114.22,,,,16.75,,,0.05,0.35,,0.45,39.51,,"mm,ah",487128.942345825,4822876.456864383
west fork,prairie dog,livestock ex,west fork-prairie dog-livestock ex,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,72.53,145.06,,,,28.43,,,2.95,0.25,,,40.9,,"mm,ah",487230.1220723571,4822876.010324053
west fork,fire,out,west fork-fire-out,2020-08-05,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38.410000000000004,76.82000000000001,,,4.45,22.07,,,0.47,2.21,,1.56,7.65,,"mm,ah",490225.5355549529,4822766.385347108
wildcat,prairie dog,out,wildcat-prairie dog-out,2020-08-06,2020.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,78.616,157.232,,,0.2,20.45,0.0241,,1.14,0.0319,2.24,,54.53,,"mm,ah",517132.712854465,4836232.7415287895
wildcat,control,ungulate ex,wildcat-control-ungulate ex,2020-08-06,2020.0,1.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,29.980000000000004,59.96000000000001,,,5.1,10.6,0.55,,0.1,0.48,,,13.15,,"mm,ah",517821.283545364,4835789.924741395
