ID,Date,Project,gps_E,gps_N,Method,bm_gm2
East_Weiss_Pt7_No,2019-08-05,WTGN,486617.781,4788956.63,vor,58.64610350176405
East_Weiss_Pt7_No,2019-08-29,WTGN,486617.781,4788956.63,vor,38.75536482974542
East_Weiss_Pt8_No,2019-07-30,WTGN,488497.781,4789536.63,clip,99.0
East_Weiss_Pt8_No,2020-07-22,WTGN,488497.781,4789536.63,clip,35.42
East_Weiss_Pt8_No,2020-07-22,WTGN,488497.781,4789536.63,vor,133.6908189941214
East_Weiss_Pt9_No,2019-06-05,WTGN,486487.781,4791206.63,clip,126.08
East_Weiss_Pt9_No,2021-07-28,WTGN,486487.781,4791206.63,clip,83.51599999999999
East_Weiss_Pt9_No,2021-07-28,WTGN,486487.781,4791206.63,vor,39.8724484738618
GMDR B1,2023-04-24,PDOG,495267.0,4794394.0,vor,67.4257247221355
GMDR B2,2023-04-24,PDOG,495477.0,4794360.0,vor,27.794491233400556
GMDR B3,2023-04-24,PDOG,495719.0,4794211.0,vor,34.50182246687487
Hogsback_Pt10_Yes,2021-06-16,WTGN,504727.781,4804216.63,clip,78.24419999999999
Hogsback_Pt10_Yes,2021-06-16,WTGN,504727.781,4804216.63,vor,124.05310796781606
Hogsback_Pt10_Yes,2021-07-19,WTGN,504727.781,4804216.63,clip,155.4
Hogsback_Pt10_Yes,2021-07-19,WTGN,504727.781,4804216.63,vor,160.2053748506725
Hogsback_Pt10_Yes,2022-07-07,WTGN,504727.781,4804216.63,vor,97.1993112061649
Hogsback_Pt11_Yes,2021-07-06,WTGN,503337.781,4804206.63,clip,49.104
Hogsback_Pt11_Yes,2021-07-06,WTGN,503337.781,4804206.63,vor,77.27951459715851
Hogsback_Pt11_Yes,2022-07-14,WTGN,503337.781,4804206.63,vor,74.08114586746754
Hogsback_Pt11_Yes,2022-08-09,WTGN,503337.781,4804206.63,vor,70.5420393619639
Hogsback_Pt12_Yes,2022-07-07,WTGN,504967.781,4803976.63,vor,72.41796342026973
Hogsback_Pt12_Yes,2022-08-11,WTGN,504967.781,4803976.63,vor,45.81226603700775
Hogsback_Pt13_No,2022-07-14,WTGN,502877.781,4803876.63,vor,132.04387687552722
Hogsback_Pt14_No,2021-06-15,WTGN,503937.781,4801686.63,clip,144.798
Hogsback_Pt14_No,2021-06-15,WTGN,503937.781,4801686.63,vor,113.77955222264433
Hogsback_Pt14_No,2021-07-19,WTGN,503937.781,4801686.63,clip,169.94400000000002
Hogsback_Pt14_No,2021-07-19,WTGN,503937.781,4801686.63,vor,126.71817995240978
Hogsback_Pt14_No,2022-06-23,WTGN,503937.781,4801686.63,clip,416.3280000000001
Hogsback_Pt14_No,2022-06-23,WTGN,503937.781,4801686.63,vor,306.44164193349525
Hogsback_Pt14_No,2022-07-20,WTGN,503937.781,4801686.63,vor,312.2943883739178
Hogsback_Pt16_No,2021-07-06,WTGN,504387.781,4804146.63,clip,151.866
Hogsback_Pt16_No,2021-07-06,WTGN,504387.781,4804146.63,vor,141.2191427193893
Hogsback_Pt16_No,2022-06-23,WTGN,504387.781,4804146.63,clip,383.1120000000001
Hogsback_Pt16_No,2022-06-23,WTGN,504387.781,4804146.63,vor,152.68345916597036
Hogsback_Pt16_No,2022-07-20,WTGN,504387.781,4804146.63,vor,69.3074290316048
Hogsback_Pt18_No,2022-07-14,WTGN,503147.781,4801656.63,vor,118.0829595116257
Hogsback_Pt19_No,2021-06-15,WTGN,504497.781,4801816.63,clip,283.636
Hogsback_Pt19_No,2021-06-15,WTGN,504497.781,4801816.63,vor,161.34679938810726
Hogsback_Pt19_No,2021-07-19,WTGN,504497.781,4801816.63,clip,21.28
Hogsback_Pt19_No,2021-07-19,WTGN,504497.781,4801816.63,vor,19.48499798318015
Hogsback_Pt19_No,2022-07-14,WTGN,504497.781,4801816.63,vor,120.79578687056492
Hogsback_Pt19_No,2022-08-10,WTGN,504497.781,4801816.63,vor,90.29589548307284
Hogsback_Pt1_No,2022-07-14,WTGN,504627.781,4803196.63,vor,117.76778571614756
Hogsback_Pt1_No,2022-08-11,WTGN,504627.781,4803196.63,vor,87.19104734987813
Hogsback_Pt1_Yes,2021-07-06,WTGN,504567.781,4804286.63,clip,72.31
Hogsback_Pt1_Yes,2021-07-06,WTGN,504567.781,4804286.63,vor,116.13378294446383
Hogsback_Pt1_Yes,2022-07-07,WTGN,504567.781,4804286.63,vor,71.71515079637243
Hogsback_Pt1_Yes,2022-08-11,WTGN,504567.781,4804286.63,vor,52.34738983149059
Hogsback_Pt20_No,2022-07-14,WTGN,504007.781,4803356.63,vor,60.615264463834116
Hogsback_Pt21_No,2021-07-06,WTGN,504337.781,4803616.63,clip,66.562
Hogsback_Pt21_No,2021-07-06,WTGN,504337.781,4803616.63,vor,110.28984394598908
Hogsback_Pt21_No,2022-06-23,WTGN,504337.781,4803616.63,clip,86.83800000000001
Hogsback_Pt21_No,2022-06-23,WTGN,504337.781,4803616.63,vor,23.09984884072864
Hogsback_Pt21_No,2022-07-20,WTGN,504337.781,4803616.63,vor,79.56456126706122
Hogsback_Pt23_No,2022-07-14,WTGN,502717.781,4801846.63,vor,103.05840870965133
Hogsback_Pt23_No,2022-08-10,WTGN,502717.781,4801846.63,vor,95.03473421744343
Hogsback_Pt27_No,2021-07-06,WTGN,502967.781,4804296.63,clip,33.2102
Hogsback_Pt27_No,2021-07-06,WTGN,502967.781,4804296.63,vor,89.84558416495463
Hogsback_Pt27_No,2022-07-14,WTGN,502967.781,4804296.63,vor,99.56093185286412
Hogsback_Pt27_No,2022-08-09,WTGN,502967.781,4804296.63,vor,37.97415498856037
Hogsback_Pt28_No,2022-07-14,WTGN,503997.781,4802856.63,vor,9.583523889811623
Hogsback_Pt28_No,2022-08-09,WTGN,503997.781,4802856.63,vor,55.86458036157018
Hogsback_Pt2_Yes,2022-07-07,WTGN,504667.781,4803436.63,vor,86.64101496742457
Hogsback_Pt2_Yes,2022-08-11,WTGN,504667.781,4803436.63,vor,71.61027529472574
Hogsback_Pt3_No,2021-07-06,WTGN,503827.781,4804286.63,clip,124.984
Hogsback_Pt3_No,2021-07-06,WTGN,503827.781,4804286.63,vor,74.19282552367793
Hogsback_Pt3_No,2022-07-14,WTGN,503827.781,4804286.63,vor,32.098652752177514
Hogsback_Pt3_No,2022-08-09,WTGN,503827.781,4804286.63,vor,33.24610757306451
Hogsback_Pt3_Yes,2021-06-16,WTGN,504837.781,4804026.63,clip,221.398
Hogsback_Pt3_Yes,2021-06-16,WTGN,504837.781,4804026.63,vor,174.19871346449818
Hogsback_Pt3_Yes,2021-07-19,WTGN,504837.781,4804026.63,clip,52.540000000000006
Hogsback_Pt3_Yes,2021-07-19,WTGN,504837.781,4804026.63,vor,95.47676487095102
Hogsback_Pt3_Yes,2022-07-07,WTGN,504837.781,4804026.63,vor,90.58939513477037
Hogsback_Pt3_Yes,2022-08-11,WTGN,504837.781,4804026.63,vor,102.7217655878852
Hogsback_Pt4_Yes,2021-06-16,WTGN,502997.781,4804336.63,clip,124.855
Hogsback_Pt4_Yes,2021-06-16,WTGN,502997.781,4804336.63,vor,112.48911635383465
Hogsback_Pt4_Yes,2021-07-19,WTGN,502997.781,4804336.63,clip,98.178
Hogsback_Pt4_Yes,2021-07-19,WTGN,502997.781,4804336.63,vor,114.88821596399474
Hogsback_Pt4_Yes,2022-06-16,WTGN,502997.781,4804336.63,clip,198.282
Hogsback_Pt4_Yes,2022-06-16,WTGN,502997.781,4804336.63,vor,132.97666630662462
Hogsback_Pt4_Yes,2022-07-20,WTGN,502997.781,4804336.63,vor,72.91847787311909
Hogsback_Pt5_Yes,2021-06-15,WTGN,504617.781,4803546.63,clip,35.426
Hogsback_Pt5_Yes,2021-06-15,WTGN,504617.781,4803546.63,vor,51.50462268314139
Hogsback_Pt5_Yes,2021-07-19,WTGN,504617.781,4803546.63,clip,52.018
Hogsback_Pt5_Yes,2021-07-19,WTGN,504617.781,4803546.63,vor,56.947022779509375
Hogsback_Pt5_Yes,2022-06-09,WTGN,504617.781,4803546.63,clip,37.3
Hogsback_Pt5_Yes,2022-06-09,WTGN,504617.781,4803546.63,vor,70.07086484996954
Hogsback_Pt5_Yes,2022-07-20,WTGN,504617.781,4803546.63,vor,82.1978047326146
Hogsback_Pt6_No,2021-06-15,WTGN,504537.781,4802246.63,clip,96.506
Hogsback_Pt6_No,2021-06-15,WTGN,504537.781,4802246.63,vor,56.44864431689005
Hogsback_Pt6_No,2021-07-19,WTGN,504537.781,4802246.63,clip,79.5
Hogsback_Pt6_No,2021-07-19,WTGN,504537.781,4802246.63,vor,80.07031306415486
Hogsback_Pt6_No,2022-07-14,WTGN,504537.781,4802246.63,vor,307.12619342694245
Hogsback_Pt6_No,2022-08-10,WTGN,504537.781,4802246.63,vor,194.99221546684032
Hogsback_Pt6_Yes,2021-07-06,WTGN,503117.781,4804316.63,clip,130.506
Hogsback_Pt6_Yes,2021-07-06,WTGN,503117.781,4804316.63,vor,78.54198251007399
Hogsback_Pt6_Yes,2022-06-16,WTGN,503117.781,4804316.63,clip,146.598
Hogsback_Pt6_Yes,2022-06-16,WTGN,503117.781,4804316.63,vor,104.30886734849369
Hogsback_Pt6_Yes,2022-07-20,WTGN,503117.781,4804316.63,vor,82.56315975120565
Hogsback_Pt7_Yes,2022-07-07,WTGN,504947.781,4804266.63,vor,100.74075083965454
Hogsback_Pt7_Yes,2022-08-11,WTGN,504947.781,4804266.63,vor,107.1678126208709
Hogsback_Pt8_No,2021-06-15,WTGN,503497.781,4802206.63,clip,93.73
Hogsback_Pt8_No,2021-06-15,WTGN,503497.781,4802206.63,vor,88.28773801421255
Hogsback_Pt8_No,2022-07-14,WTGN,503497.781,4802206.63,vor,146.08937956294983
Hogsback_Pt8_Yes,2021-06-16,WTGN,504257.781,4804016.63,clip,102.81
Hogsback_Pt8_Yes,2021-06-16,WTGN,504257.781,4804016.63,vor,73.30636615101086
Hogsback_Pt8_Yes,2021-07-19,WTGN,504257.781,4804016.63,clip,24.762
Hogsback_Pt8_Yes,2021-07-19,WTGN,504257.781,4804016.63,vor,50.38458322667698
Hogsback_Pt8_Yes,2022-07-07,WTGN,504257.781,4804016.63,vor,45.22913233810329
Hogsback_Pt8_Yes,2022-08-11,WTGN,504257.781,4804016.63,vor,19.349544916673604
Hogsback_Pt9_No,2022-07-14,WTGN,504347.781,4802746.63,vor,104.68964926211879
Hogsback_Pt9_Yes,2022-07-07,WTGN,504807.781,4803736.63,vor,36.05598009234161
Hogsback_Pt9_Yes,2022-08-11,WTGN,504807.781,4803736.63,vor,82.75756802129109
L1.1,2015-06-28,BIRD,476919.0,4806547.0,vor,136.04408950206295
L1.1,2016-07-12,BIRD,476919.0,4806547.0,vor,89.61389417189642
L1.1,2017-07-26,BIRD,476919.0,4806547.0,vor,114.38902560677352
L1.2,2015-06-28,BIRD,476742.0,4806724.0,vor,120.05342305690631
L1.2,2016-07-12,BIRD,476742.0,4806724.0,vor,91.24514630038175
L1.2,2017-07-26,BIRD,476742.0,4806724.0,vor,79.06886368338114
L1.4,2015-06-28,BIRD,476388.0,4807078.0,vor,101.67169355949623
L1.4,2016-07-12,BIRD,476388.0,4807078.0,vor,45.51231502020009
L1.4,2017-07-26,BIRD,476388.0,4807078.0,vor,22.31800184043019
L1.5,2015-06-28,BIRD,476212.0,4807254.0,vor,111.14395752813566
L1.5,2016-07-12,BIRD,476212.0,4807254.0,vor,56.87610260310935
L1.5,2017-07-26,BIRD,476212.0,4807254.0,vor,46.9740073418197
L1.6,2015-06-28,BIRD,476035.0,4807431.0,vor,109.1729444361497
L1.6,2016-07-12,BIRD,476035.0,4807431.0,vor,77.95265769306873
L1.6,2017-08-26,BIRD,476035.0,4807431.0,vor,55.77954643234635
L1.7,2015-06-28,BIRD,475858.0,4807608.0,vor,103.87846911249811
L1.7,2016-07-12,BIRD,475858.0,4807608.0,vor,72.30302048044389
L1.7,2017-07-26,BIRD,475858.0,4807608.0,vor,39.51409766964295
L1.8,2015-06-28,BIRD,475681.0,4807785.0,vor,161.29444745282174
L1.8,2016-07-12,BIRD,475681.0,4807785.0,vor,72.68092293997289
L1.8,2017-07-26,BIRD,475681.0,4807785.0,vor,44.99956823261615
L10.1,2016-07-21,BIRD,504491.0,4822559.0,vor,99.89679124778269
L10.1,2018-07-01,BIRD,504491.0,4822559.0,vor,174.34654164339938
L10.1,2019-06-19,BIRD,504491.0,4822559.0,vor,94.8139234982056
L10.2,2015-08-11,BIRD,504668.0,4822382.0,vor,145.31789094739173
L10.2,2017-07-10,BIRD,504668.0,4822382.0,vor,151.41921095626677
L10.2,2018-07-01,BIRD,504668.0,4822382.0,vor,213.5874158247646
L10.2,2019-06-19,BIRD,504668.0,4822382.0,vor,234.14407681482396
L10.3,2015-08-11,BIRD,504845.0,4822205.0,vor,108.55303011138697
L10.3,2016-07-21,BIRD,504845.0,4822205.0,vor,66.73021025679023
L10.3,2017-07-10,BIRD,504845.0,4822205.0,vor,52.272800832421254
L10.3,2018-07-01,BIRD,504845.0,4822205.0,vor,148.43328654359618
L10.3,2019-06-19,BIRD,504845.0,4822205.0,vor,104.66546564830305
L10.4,2015-08-11,BIRD,505022.0,4822028.0,vor,199.7027984355697
L10.4,2016-07-21,BIRD,505022.0,4822028.0,vor,62.989544307988034
L10.4,2017-07-10,BIRD,505022.0,4822028.0,vor,124.44219597438614
L10.4,2018-07-01,BIRD,505022.0,4822028.0,vor,228.62025107092566
L10.4,2019-06-19,BIRD,505022.0,4822028.0,vor,193.17969692810212
L10.5,2015-08-11,BIRD,505198.0,4821852.0,vor,196.84225891417788
L10.5,2016-07-21,BIRD,505198.0,4821852.0,vor,95.95328270796219
L10.5,2017-07-10,BIRD,505198.0,4821852.0,vor,110.85203767567118
L10.5,2018-07-01,BIRD,505198.0,4821852.0,vor,273.4632021574865
L10.5,2019-06-19,BIRD,505198.0,4821852.0,vor,226.5368669906883
L10.6,2015-08-11,BIRD,505375.0,4821675.0,vor,124.88003957351562
L10.6,2018-07-01,BIRD,505375.0,4821675.0,vor,198.17122810689065
L10.6,2019-06-19,BIRD,505375.0,4821675.0,vor,71.98917316517415
L10.7,2016-07-21,BIRD,505552.0,4821498.0,vor,62.787550925327686
L10.7,2017-07-10,BIRD,505552.0,4821498.0,vor,135.0726666599483
L10.7,2018-07-01,BIRD,505552.0,4821498.0,vor,171.14734797255184
L10.7,2019-06-19,BIRD,505552.0,4821498.0,vor,188.8692043399591
L10.8,2015-08-11,BIRD,505729.0,4821321.0,vor,167.9749009493701
L11.2,2015-07-26,BIRD,478369.0,4807083.0,vor,157.70826955235793
L11.2,2016-08-08,BIRD,478369.0,4807083.0,vor,156.15984085616319
L11.3,2015-07-26,BIRD,478619.0,4807083.0,vor,240.99715891866998
L11.3,2016-08-08,BIRD,478619.0,4807083.0,vor,149.26135415013061
L11.3,2017-07-27,BIRD,478619.0,4807083.0,vor,183.1887605694792
L11.3,2017-07-31,PDOG,478630.75,4807099.45,clip,222.92
L11.4,2015-07-26,BIRD,478869.0,4807083.0,vor,68.70556354960932
L11.4,2016-08-08,BIRD,478869.0,4807083.0,vor,31.94069877094767
L11.4,2017-07-27,BIRD,478869.0,4807083.0,vor,55.13040011952423
L11.5,2015-07-26,BIRD,479121.0,4807083.0,vor,155.50889308676162
L11.5,2016-08-08,BIRD,479121.0,4807083.0,vor,97.53335615892314
L11.5,2017-07-27,BIRD,479121.0,4807083.0,vor,189.08212596990487
L11.6,2015-07-26,BIRD,479371.0,4807083.0,vor,225.67280345140537
L11.6,2017-07-27,BIRD,479371.0,4807083.0,vor,153.92706105672528
L11.7,2016-08-08,BIRD,479621.0,4807083.0,vor,33.107722378037124
L11.7,2017-06-27,BIRD,479621.0,4807083.0,vor,24.179127046608222
L11.7,2017-07-31,PDOG,479633.46,4807093.75,clip,46.7
L11.8,2015-07-26,BIRD,479869.0,4807080.0,vor,129.36794270252713
L11.8,2016-08-08,BIRD,479869.0,4807080.0,vor,15.03501405466505
L11.8,2017-07-27,BIRD,479869.0,4807080.0,vor,45.93589796964475
L3.1,2015-07-26,BIRD,480012.0,4807555.0,vor,96.7435002326692
L3.1,2016-08-08,BIRD,480012.0,4807555.0,vor,115.12774370285955
L3.1,2017-07-27,BIRD,480012.0,4807555.0,vor,106.7405320470153
L3.2,2015-07-26,BIRD,479762.0,4807555.0,vor,95.50838435755384
L3.2,2016-08-08,BIRD,479762.0,4807555.0,vor,53.288430094673295
L3.2,2017-07-27,BIRD,479762.0,4807555.0,vor,59.31864544820509
L3.3,2015-07-27,BIRD,479512.0,4807555.0,vor,117.15711535930977
L3.3,2017-07-27,BIRD,479512.0,4807555.0,vor,112.60142086965307
L3.3,2017-07-31,PDOG,479505.76,4807566.42,clip,85.7
L3.4,2015-07-27,BIRD,479262.0,4807555.0,vor,68.79748214776579
L3.4,2016-08-08,BIRD,479262.0,4807555.0,vor,47.90423919008283
L3.4,2017-07-27,BIRD,479262.0,4807555.0,vor,63.91974460935096
L3.5,2015-07-27,BIRD,479012.0,4807555.0,vor,75.47887277887635
L3.5,2016-08-08,BIRD,479012.0,4807555.0,vor,33.947914914455275
L3.5,2017-07-27,BIRD,479012.0,4807555.0,vor,19.492134205566195
L3.6,2015-07-27,BIRD,478762.0,4807555.0,vor,83.39049959939588
L3.6,2016-08-08,BIRD,478762.0,4807555.0,vor,85.15132972702492
L3.6,2017-07-27,BIRD,478762.0,4807555.0,vor,63.13359720869263
L3.7,2015-07-27,BIRD,478512.0,4807555.0,vor,93.6717652784544
L3.7,2016-08-08,BIRD,478512.0,4807555.0,vor,79.0507413483321
L3.7,2017-07-27,BIRD,478512.0,4807555.0,vor,30.228217853163237
L3.8,2015-07-27,BIRD,478262.0,4807555.0,vor,82.21244759968887
L3.8,2016-08-08,BIRD,478262.0,4807555.0,vor,72.24888746498969
L3.8,2017-07-27,BIRD,478262.0,4807555.0,vor,68.2908755828421
L3.8,2017-07-31,PDOG,478253.2,4807544.8,clip,44.82
L4.1,2015-07-08,BIRD,488477.0,4799019.0,vor,127.23174763488176
L4.1,2016-07-14,BIRD,488477.0,4799019.0,vor,120.09461377040802
L4.1,2017-07-20,BIRD,488477.0,4799019.0,vor,155.59856887954265
L4.2,2015-07-08,BIRD,488682.0,4798875.0,vor,383.7192865748375
L4.2,2016-07-14,BIRD,488682.0,4798875.0,vor,155.7843974466668
L4.2,2017-07-20,BIRD,488682.0,4798875.0,vor,245.92018404840857
L4.2,2017-08-17,PDOG,488703.29,4798884.44,clip,47.9053
L4.2,2018-07-19,PDOG,488707.0,4798880.0,clip,114.912
L4.2,2019-07-15,PDOG,488719.0,4798888.0,clip,130.956
L4.2,2019-07-16,PDOG,488719.0,4798888.0,clip,98.418
L4.2,2021-07-14,PDOG,488709.23,4798891.75,clip,64.321
L4.2,2022-07-11,PDOG,488713.4,4798893.0,clip,59.068
L4.2,2023-04-24,PDOG,488709.0,4798888.0,vor,29.010795865929875
L4.2,2023-07-17,PDOG,488693.33,4798877.45,vor,88.02118183460433
L4.2,2024-07-11,PDOG,488696.01,4798882.48,vor,98.68372240246948
L4.3,2015-07-08,BIRD,488887.0,4798732.0,vor,116.11972480353741
L4.3,2016-07-14,BIRD,488887.0,4798732.0,vor,69.57708814731183
L4.3,2017-07-20,BIRD,488887.0,4798732.0,vor,56.28874088970529
L4.4,2015-07-09,BIRD,489092.0,4798589.0,vor,108.78924368276363
L4.4,2016-07-14,BIRD,489092.0,4798589.0,vor,22.268203649138353
L4.4,2017-07-20,BIRD,489092.0,4798589.0,vor,35.31971694182667
L4.5,2015-07-09,BIRD,489296.0,4798445.0,vor,55.86798869161761
L4.5,2016-07-14,BIRD,489296.0,4798445.0,vor,11.087230925685281
L4.5,2017-07-20,BIRD,489296.0,4798445.0,vor,25.168367498880972
L4.6,2015-07-09,BIRD,489501.0,4798302.0,vor,146.40144988452852
L4.6,2016-07-14,BIRD,489501.0,4798302.0,vor,102.74269730930156
L4.6,2017-07-20,BIRD,489501.0,4798302.0,vor,39.04499365507201
L4.6,2017-08-17,PDOG,489521.13,4798311.25,clip,53.440000000000005
L4.6,2018-07-25,PDOG,489528.0,4798306.0,clip,161.06600000000003
L4.6,2019-07-16,PDOG,489535.0,4798308.0,clip,151.055
L4.6,2021-07-15,PDOG,489531.0,4798326.0,clip,45.008
L4.6,2022-07-11,PDOG,489530.0,4798309.0,clip,92.154
L4.6,2023-04-24,PDOG,489532.0,4798316.0,vor,19.87920787065638
L4.6,2023-07-17,PDOG,489513.83,4798303.78,vor,90.52700644986795
L4.6,2024-07-11,PDOG,489522.25,4798320.2,vor,67.86964208657581
L4.7,2015-07-09,BIRD,489706.0,4798159.0,vor,82.5673690231997
L4.7,2016-07-14,BIRD,489706.0,4798159.0,vor,43.101761160813666
L4.7,2017-07-20,BIRD,489706.0,4798159.0,vor,40.36457773608464
L4.8,2015-07-09,BIRD,489911.0,4798015.0,vor,139.07819292791677
L4.8,2016-07-14,BIRD,489911.0,4798015.0,vor,91.14046133863377
L4.8,2017-07-20,BIRD,489911.0,4798015.0,vor,165.97524893228038
L4.8,2017-08-17,PDOG,489932.35,4798024.0,clip,58.27
L4.8,2018-07-25,PDOG,489921.0,4798023.0,clip,93.039
L4.8,2019-07-16,PDOG,489950.0,4798024.0,clip,121.569
L4.8,2021-07-08,PDOG,489922.0,4798008.0,clip,58.61200000000001
L4.8,2022-07-21,PDOG,489930.0,4798023.0,clip,58.9222
L4.8,2023-04-24,PDOG,489918.0,4798011.0,vor,25.166133201599074
L4.8,2023-07-18,PDOG,489928.66,4798020.08,vor,157.46667091039888
L4.8,2024-07-15,PDOG,510077.74,4798023.91,vor,130.46552939787657
L5.1,2015-07-25,BIRD,494919.0,4816091.0,vor,225.0970912212228
L5.2,2016-08-04,BIRD,494742.0,4816268.0,vor,34.232517757446736
L5.2,2017-07-29,BIRD,494742.0,4816268.0,vor,55.1234246318577
L5.2,2017-08-15,PDOG,494744.12,4816282.58,clip,51.38
L5.2,2018-07-01,BIRD,494742.0,4816268.0,vor,68.80605316244693
L5.2,2018-07-19,PDOG,494741.0,4816291.0,clip,55.745000000000005
L5.2,2019-06-17,BIRD,494742.0,4816268.0,vor,61.55892117818391
L5.2,2019-07-17,PDOG,494763.0,4816293.0,clip,43.674
L5.2,2019-07-18,PDOG,494752.0,4816294.0,clip,203.596
L5.2,2021-07-20,PDOG,494761.0,4816301.0,clip,66.002
L5.2,2022-07-19,PDOG,494758.8,4816306.6,clip,101.815
L5.2,2023-04-27,PDOG,494748.0,4816298.0,vor,12.340715057684243
L5.2,2023-07-31,PDOG,494752.05,4816287.63,vor,150.71867734836772
L5.2,2024-07-24,PDOG,494755.0,4816290.0,vor,108.70483892756751
L5.3,2015-07-25,BIRD,494565.0,4816445.0,vor,40.96684796744882
L5.3,2016-08-04,BIRD,494565.0,4816445.0,vor,12.134436382609271
L5.3,2017-07-29,BIRD,494565.0,4816445.0,vor,15.83272478978727
L5.3,2018-07-01,BIRD,494565.0,4816445.0,vor,23.743685021744998
L5.3,2019-06-17,BIRD,494565.0,4816445.0,vor,22.7039133198377
L5.4,2015-07-25,BIRD,494388.0,4816622.0,vor,51.40207616389382
L5.4,2016-08-04,BIRD,494388.0,4816622.0,vor,52.54195958398631
L5.4,2017-07-29,BIRD,494388.0,4816622.0,vor,50.39441539139586
L5.4,2018-07-01,BIRD,494388.0,4816622.0,vor,56.22782816371578
L5.4,2019-06-17,BIRD,494388.0,4816622.0,vor,61.03102262900959
L5.5,2015-07-25,BIRD,494212.0,4816798.0,vor,104.2752270127899
L5.5,2016-08-04,BIRD,494212.0,4816798.0,vor,59.73908667900186
L5.5,2017-07-29,BIRD,494212.0,4816798.0,vor,56.0221270420068
L5.5,2018-07-01,BIRD,494212.0,4816798.0,vor,75.35385107979485
L5.5,2019-06-17,BIRD,494212.0,4816798.0,vor,58.94259770490736
L5.6,2015-07-25,BIRD,494035.0,4816975.0,vor,66.65652936327503
L5.6,2016-08-04,BIRD,494035.0,4816975.0,vor,76.91201577557717
L5.6,2018-07-01,BIRD,494035.0,4816975.0,vor,79.3236292898323
L5.6,2019-06-17,BIRD,494035.0,4816975.0,vor,58.21495842433786
L5.7,2015-07-25,BIRD,493858.0,4817152.0,vor,96.4110628161098
L5.7,2017-07-29,BIRD,493858.0,4817152.0,vor,63.2406579431214
L5.7,2017-08-15,PDOG,493835.31,4817142.78,clip,42.690000000000005
L5.7,2018-07-01,BIRD,493858.0,4817152.0,vor,170.26899804900617
L5.7,2018-07-25,PDOG,493833.0,4817155.0,clip,94.822
L5.7,2019-06-17,BIRD,493858.0,4817152.0,vor,107.82575476715458
L5.7,2019-07-18,PDOG,493819.0,4817135.0,clip,151.377
L5.7,2021-07-20,PDOG,493843.0,4817149.0,clip,29.991
L5.7,2022-07-19,PDOG,493809.1,4817156.7,clip,47.068
L5.7,2023-04-27,PDOG,493813.0,4817160.0,vor,13.538642825605786
L5.7,2023-07-31,PDOG,493836.16,4817148.09,vor,88.59502695721439
L5.7,2024-07-29,PDOG,493844.29,4817150.1,vor,89.62967177262752
L5.8,2015-07-25,BIRD,493681.0,4817329.0,vor,140.31230193834782
L5.8,2016-08-04,BIRD,493681.0,4817329.0,vor,73.09437766708965
L5.8,2017-07-29,BIRD,493681.0,4817329.0,vor,76.50532278387827
L5.8,2018-07-01,BIRD,493681.0,4817329.0,vor,147.28745160492588
L5.8,2019-06-17,BIRD,493681.0,4817329.0,vor,145.12396091468415
L6.1,2015-07-13,BIRD,496130.0,4816310.0,vor,160.87423234927763
L6.1,2016-07-05,BIRD,496130.0,4816310.0,vor,76.80450404964571
L6.1,2017-07-09,BIRD,496130.0,4816310.0,vor,108.58363703998646
L6.1,2018-07-01,BIRD,496130.0,4816310.0,vor,143.53478323571278
L6.1,2019-06-10,BIRD,496130.0,4816310.0,vor,48.3691757435826
L6.2,2015-07-13,BIRD,496130.0,4816560.0,vor,166.2463113614864
L6.2,2016-07-05,BIRD,496130.0,4816560.0,vor,67.98640488146906
L6.2,2017-07-09,BIRD,496130.0,4816560.0,vor,97.98822397905442
L6.2,2018-07-01,BIRD,496130.0,4816560.0,vor,154.72083114954262
L6.2,2019-06-10,BIRD,496130.0,4816560.0,vor,110.17022065418382
L6.3,2015-07-13,BIRD,496130.0,4816810.0,vor,139.65425075234327
L6.3,2016-07-05,BIRD,496130.0,4816810.0,vor,77.5553231388706
L6.3,2017-07-09,BIRD,496130.0,4816810.0,vor,134.38964296585553
L6.3,2018-07-01,BIRD,496130.0,4816810.0,vor,152.02761013582526
L6.3,2019-06-10,BIRD,496130.0,4816810.0,vor,166.8297321418227
L6.4,2015-07-13,BIRD,496130.0,4817060.0,vor,50.76677713714505
L6.4,2016-07-05,BIRD,496130.0,4817060.0,vor,27.842416089320846
L6.4,2017-07-09,BIRD,496130.0,4817060.0,vor,23.373079726147598
L6.4,2019-06-10,BIRD,496130.0,4817060.0,vor,68.41439614019767
L6.5,2015-07-13,BIRD,496130.0,4817310.0,vor,189.5152550409053
L6.5,2016-07-05,BIRD,496130.0,4817310.0,vor,77.17453436269417
L6.5,2017-07-09,BIRD,496130.0,4817310.0,vor,176.8383899451631
L6.5,2018-07-01,BIRD,496130.0,4817310.0,vor,213.25261239613107
L6.5,2019-06-10,BIRD,496130.0,4817310.0,vor,139.216705063825
L6.6,2015-07-13,BIRD,496130.0,4817560.0,vor,168.47321830451682
L6.6,2016-07-05,BIRD,496130.0,4817560.0,vor,69.90376755598656
L6.6,2017-07-09,BIRD,496130.0,4817560.0,vor,34.895992237672274
L6.6,2017-08-16,PDOG,496147.87,4817561.44,clip,44.25
L6.6,2018-07-01,BIRD,496130.0,4817560.0,vor,156.07461865645843
L6.6,2018-07-18,PDOG,496147.0,4817551.0,clip,144.535
