ID,Date,Project,gps_E,gps_N,Method,bm_gm2
1937-l-in,2015-07-15,FIRE,476873.48744828114,4791805.441749999,clip,152.9565
1974-l-in,2015-07-20,FIRE,485662.43594999984,4786828.4982,clip,151.54000000000002
1974-l-out,2015-07-20,FIRE,485729.5253999997,4787083.9599,clip,99.4995
1nw01,2017-08-15,PDOG,494355.94,4817649.19,clip,58.32
2duchardtE24,2017-08-15,PDOG,493635.55,4818169.67,clip,58.66
35mm-l-in,2015-08-04,FIRE,510876.1619895001,4835577.1433850005,clip,100.5932
35mm-ss-in,2015-08-05,FIRE,513198.76993,4832818.621705,clip,151.2928
35mm-ss-out,2015-08-05,FIRE,513582.01244672143,4832943.600727814,clip,100.8709
A1.1,2021-07-22,PDOG,495496.0,4817822.0,clip,38.922
A1.1,2022-07-19,PDOG,495495.0,4817818.4,clip,72.785
A1.1,2023-04-27,PDOG,495495.0,4817824.0,vor,3.4033017029020787
A1.1,2023-07-17,PDOG,495495.0,4817819.0,vor,96.1474067269724
A1.1,2024-07-15,PDOG,495494.0,4817832.0,vor,108.54256850165216
A2.1,2021-07-22,PDOG,495537.0,4811122.0,clip,24.663
A2.1,2022-07-14,PDOG,495537.68,4811127.1,clip,49.036
A2.1,2023-04-26,PDOG,495539.0,4811131.0,vor,15.346893632254305
A2.1,2023-07-24,PDOG,495535.5,4811122.22,vor,104.18533049831623
A2.1,2024-07-17,PDOG,495536.92,4811124.24,vor,117.27812223019774
A3.1,2021-07-22,PDOG,502073.0,4802254.0,clip,37.175
A3.1,2022-07-20,PDOG,502077.56,4802243.35,clip,74.1
A3.1,2023-04-25,PDOG,502078.0,4902249.0,vor,5.582295796076585
A3.1,2023-07-20,PDOG,502075.47,4802250.14,vor,87.32230705909129
A3.1,2024-07-16,PDOG,502075.45,4802244.13,vor,65.19660550250146
C1.1,2015-07-23,BIRD,486913.0,4813259.0,vor,24.069596987285834
C1.1,2016-06-29,BIRD,486913.0,4813259.0,vor,34.16142721793613
C1.1,2017-07-06,BIRD,486913.0,4813259.0,vor,70.54848279753757
C1.1,2018-06-18,BIRD,486913.0,4813259.0,vor,124.03741362713261
C1.1,2019-06-13,BIRD,486913.0,4813259.0,vor,154.7427118312818
C1.2,2015-07-23,BIRD,487089.0,4813082.0,vor,225.8857003859132
C1.2,2016-06-29,BIRD,487089.0,4813082.0,vor,140.42795277432432
C1.2,2017-07-06,BIRD,487089.0,4813082.0,vor,191.868156319146
C1.2,2017-08-08,PDOG,487102.76,4813082.39,clip,35.73864
C1.2,2018-06-18,BIRD,487089.0,4813082.0,vor,219.0588818860677
C1.2,2019-06-13,BIRD,487089.0,4813082.0,vor,163.8686413464774
C1.3,2015-07-23,BIRD,487266.0,4812905.0,vor,66.67294492372702
C1.3,2016-06-29,BIRD,487266.0,4812905.0,vor,26.081457652504593
C1.3,2017-07-06,BIRD,487266.0,4812905.0,vor,40.219344212813624
C1.3,2018-06-18,BIRD,487266.0,4812905.0,vor,85.72289999841
C1.3,2019-06-13,BIRD,487266.0,4812905.0,vor,100.0161115621719
C1.4,2015-07-23,BIRD,487443.0,4812728.0,vor,48.605551504992796
C1.4,2016-06-29,BIRD,487443.0,4812728.0,vor,17.738063624517547
C1.4,2017-07-06,BIRD,487443.0,4812728.0,vor,58.201026728400315
C1.4,2018-06-18,BIRD,487443.0,4812728.0,vor,95.54108186890271
C1.4,2019-06-13,BIRD,487443.0,4812728.0,vor,92.80862320365922
C1.5,2015-07-23,BIRD,487620.0,4812552.0,vor,45.4195770290782
C1.5,2016-06-29,BIRD,487620.0,4812552.0,vor,19.078802916222447
C1.5,2017-07-06,BIRD,487620.0,4812552.0,vor,28.08426467252899
C1.5,2018-06-18,BIRD,487620.0,4812552.0,vor,95.15026033237457
C1.5,2019-06-13,BIRD,487620.0,4812552.0,vor,143.70431484464748
C1.6,2015-07-23,BIRD,487796.0,4812375.0,vor,38.954584899387584
C1.6,2016-06-29,BIRD,487796.0,4812375.0,vor,21.128972370920756
C1.6,2017-07-06,BIRD,487796.0,4812375.0,vor,58.80373234107813
C1.6,2017-08-08,PDOG,487787.82,4812352.0,clip,80.14864
C1.6,2018-06-18,BIRD,487796.0,4812375.0,vor,148.15978221412146
C1.6,2019-06-13,BIRD,487796.0,4812375.0,vor,151.5645121157071
C1.7,2015-07-23,BIRD,487973.0,4812198.0,vor,89.12417109811331
C1.7,2016-06-29,BIRD,487973.0,4812198.0,vor,38.05039687444721
C1.7,2017-07-06,BIRD,487973.0,4812198.0,vor,49.789583814350195
C1.7,2018-06-18,BIRD,487973.0,4812198.0,vor,209.46801073302652
C1.7,2019-06-13,BIRD,487973.0,4812198.0,vor,209.99143415600943
C1.8,2015-07-23,BIRD,488150.0,4812021.0,vor,106.42241236778487
C1.8,2016-06-29,BIRD,488150.0,4812021.0,vor,367.7206496848271
C1.8,2017-07-06,BIRD,488150.0,4812021.0,vor,439.3857407126582
C10.1,2015-07-12,BIRD,499854.0,4819233.0,vor,61.95744007149057
C10.1,2016-06-30,BIRD,499854.0,4819233.0,vor,23.148922733925467
C10.1,2017-06-30,BIRD,499854.0,4819233.0,vor,39.58431041594479
C10.1,2017-08-16,PDOG,499868.4,4819262.6,clip,36.43864000000001
C10.1,2018-07-01,BIRD,499854.0,4819233.0,vor,118.83776205437889
C10.1,2018-07-17,PDOG,499866.0,4819249.0,clip,143.29
C10.1,2019-06-17,BIRD,499854.0,4819233.0,vor,185.45675892874897
C10.1,2019-07-18,PDOG,499864.0,4819241.0,clip,170.81099999999998
C10.1,2021-07-21,PDOG,499882.0,4819273.0,clip,60.916
C10.1,2022-07-18,PDOG,499879.25,4819261.13,clip,91.688
C10.1,2023-04-30,PDOG,499878.0,4819265.0,vor,32.1990121373516
C10.1,2023-07-19,PDOG,499866.0,4819232.0,vor,92.14403561705441
C10.1,2024-07-17,PDOG,499875.0,4819245.0,vor,46.71935200854412
C10.2,2015-07-12,BIRD,500031.0,4819056.0,vor,69.72156209076674
C10.2,2016-06-30,BIRD,500031.0,4819056.0,vor,17.38294668972348
C10.2,2017-06-30,BIRD,500031.0,4819056.0,vor,41.04288896416373
C10.2,2018-07-01,BIRD,500031.0,4819056.0,vor,101.21202737212177
C10.2,2019-06-17,BIRD,500031.0,4819056.0,vor,99.27026689566715
C10.3,2015-07-12,BIRD,500208.0,4818880.0,vor,36.10754886172828
C10.3,2016-06-30,BIRD,500208.0,4818880.0,vor,15.740976185935276
C10.3,2017-06-30,BIRD,500208.0,4818880.0,vor,50.764922351757846
C10.3,2018-07-01,BIRD,500208.0,4818880.0,vor,104.07916903132349
C10.3,2019-06-17,BIRD,500208.0,4818880.0,vor,128.35386636597005
C10.4,2015-07-12,BIRD,500385.0,4818703.0,vor,24.457111250848374
C10.4,2016-06-30,BIRD,500385.0,4818703.0,vor,11.190475529917338
C10.4,2017-06-30,BIRD,500385.0,4818703.0,vor,30.091994377978036
C10.4,2018-07-01,BIRD,500385.0,4818703.0,vor,68.38966405199388
C10.4,2019-06-17,BIRD,500385.0,4818703.0,vor,115.32144295880741
C10.5,2015-07-12,BIRD,500561.0,4818526.0,vor,30.851779089306177
C10.5,2016-06-30,BIRD,500561.0,4818526.0,vor,14.08919226211905
C10.5,2017-06-30,BIRD,500561.0,4818526.0,vor,31.535122884488338
C10.5,2018-07-01,BIRD,500561.0,4818526.0,vor,131.3250322115571
C10.5,2019-06-17,BIRD,500561.0,4818526.0,vor,164.76715091720015
C10.6,2015-07-12,BIRD,500738.0,4818349.0,vor,30.10734268370209
C10.6,2016-06-30,BIRD,500738.0,4818349.0,vor,30.134623091586743
C10.6,2017-06-30,BIRD,500738.0,4818349.0,vor,34.52143670014486
C10.6,2017-08-16,PDOG,500738.23,4818334.77,clip,36.20864
C10.6,2018-07-01,BIRD,500738.0,4818349.0,vor,185.70022952240598
C10.6,2018-07-16,PDOG,500750.0,4818337.0,clip,307.92
C10.6,2019-06-19,BIRD,500738.0,4818349.0,vor,240.93708303150493
C10.6,2019-07-18,PDOG,500732.0,4818317.0,clip,293.78
C10.6,2019-07-19,PDOG,500732.0,4818317.0,clip,246.596
C10.6,2021-07-21,PDOG,500721.0,4818331.0,clip,73.565
C10.6,2022-07-18,PDOG,500722.29,4818309.39,clip,113.109
C10.6,2023-04-28,PDOG,500733.0,4818319.0,vor,19.09311599264488
C10.6,2023-07-19,PDOG,500731.0,4818330.0,vor,104.82237939228601
C10.6,2024-07-17,PDOG,500730.0,4818353.0,vor,62.0186906226062
C10.7,2015-07-15,BIRD,500915.0,4818173.0,vor,56.34109682138071
C10.7,2016-06-30,BIRD,500915.0,4818173.0,vor,22.503668897339953
C10.7,2017-06-30,BIRD,500915.0,4818173.0,vor,37.837209584197694
C10.7,2018-07-01,BIRD,500915.0,4818173.0,vor,205.2885138135307
C10.7,2019-06-17,BIRD,500915.0,4818173.0,vor,262.7242842185335
C10.8,2015-07-17,BIRD,501092.0,4817996.0,vor,53.683157596792576
C10.8,2016-06-30,BIRD,501092.0,4817996.0,vor,5.483320954291776
C10.8,2017-06-30,BIRD,501092.0,4817996.0,vor,24.315689782786468
C10.8,2018-07-01,BIRD,501092.0,4817996.0,vor,167.10371663727437
C10.8,2019-06-17,BIRD,501092.0,4817996.0,vor,207.25367127465526
C2.1,2015-06-15,BIRD,488897.0,4812373.0,vor,42.55438171822041
C2.1,2016-08-08,BIRD,488897.0,4812373.0,vor,15.093684695341372
C2.1,2017-07-06,BIRD,488897.0,4812373.0,vor,46.93007916449634
C2.1,2017-08-08,PDOG,488905.93,4812362.88,clip,63.82198
C2.1,2018-07-01,BIRD,488897.0,4812373.0,vor,233.35057311395244
C2.1,2019-07-24,BIRD,488897.0,4812373.0,vor,129.76702701611194
C2.2,2015-06-15,BIRD,489147.0,4812373.0,vor,27.564500527875456
C2.2,2016-08-08,BIRD,489147.0,4812373.0,vor,4.207978716792591
C2.2,2017-07-06,BIRD,489147.0,4812373.0,vor,34.43758625588439
C2.2,2018-07-01,BIRD,489147.0,4812373.0,vor,156.72924090743356
C2.2,2019-07-24,BIRD,489147.0,4812373.0,vor,102.30598592387655
C2.3,2015-06-15,BIRD,489397.0,4812373.0,vor,3.4024966647986257
C2.3,2016-08-08,BIRD,489397.0,4812373.0,vor,28.853141381243606
C2.3,2017-07-06,BIRD,489397.0,4812373.0,vor,36.064468983597585
C2.3,2018-07-01,BIRD,489397.0,4812373.0,vor,120.8999164204253
C2.3,2019-07-24,BIRD,489397.0,4812373.0,vor,85.3952577324928
C2.4,2015-06-15,BIRD,489647.0,4812373.0,vor,23.335733615197423
C2.4,2016-08-08,BIRD,489647.0,4812373.0,vor,21.151922218412494
C2.4,2017-07-06,BIRD,489647.0,4812373.0,vor,66.38906935349868
C2.4,2018-07-01,BIRD,489647.0,4812373.0,vor,114.50275429107494
C2.4,2019-07-24,BIRD,489647.0,4812373.0,vor,106.98135564598813
C2.5,2015-06-15,BIRD,489897.0,4812373.0,vor,63.319804021706446
C2.5,2016-08-08,BIRD,489897.0,4812373.0,vor,14.271131920410054
C2.5,2017-07-06,BIRD,489897.0,4812373.0,vor,37.35172558145872
C2.5,2018-07-01,BIRD,489897.0,4812373.0,vor,107.12380781699734
C2.5,2019-07-24,BIRD,489897.0,4812373.0,vor,93.48180295706153
C2.6,2015-06-15,BIRD,490147.0,4812373.0,vor,16.08182956830597
C2.6,2016-08-08,BIRD,490147.0,4812373.0,vor,71.6891460906036
C2.6,2017-07-06,BIRD,490147.0,4812373.0,vor,79.5339302502361
C2.6,2018-07-01,BIRD,490147.0,4812373.0,vor,166.40087780536706
C2.6,2019-07-24,BIRD,490147.0,4812373.0,vor,193.15524042481613
C2.7,2015-06-15,BIRD,490397.0,4812373.0,vor,16.452428358183248
C2.7,2016-08-08,BIRD,490397.0,4812373.0,vor,15.833319835919205
C2.7,2017-07-06,BIRD,490397.0,4812373.0,vor,28.63629740623119
C2.7,2017-08-08,PDOG,490406.3,4812361.35,clip,62.79198
C2.7,2018-07-01,BIRD,490397.0,4812373.0,vor,68.76131929546553
C2.7,2018-07-19,PDOG,490412.0,4812352.0,clip,55.336
C2.7,2019-07-17,PDOG,490392.4,4812335.0,clip,85.19800000000001
C2.7,2019-07-24,BIRD,490397.0,4812373.0,vor,24.10309975696881
C2.8,2015-06-15,BIRD,490647.0,4812373.0,vor,73.64483783464064
C2.8,2016-08-08,BIRD,490647.0,4812373.0,vor,19.793551774616024
C2.8,2017-07-06,BIRD,490647.0,4812373.0,vor,31.838619668154276
C2.8,2018-07-01,BIRD,490647.0,4812373.0,vor,67.15414452863722
C2.8,2019-07-24,BIRD,490647.0,4812373.0,vor,11.828725852644423
C2_C/C2.1,2021-07-20,PDOG,488908.0,4812363.0,clip,31.4585
C2_C/C2.1,2022-07-19,PDOG,488902.56,4812365.53,clip,18.024
C2_C/C2.1,2023-04-26,PDOG,488902.0,4812369.0,vor,15.526787260485277
C2_C/C2.1,2023-07-27,PDOG,488907.05,4812381.56,clip,136.876
C2_C/C2.1,2023-07-27,PDOG,488907.05,4812381.56,vor,84.38838733374367
C2_C/C2.1,2024-07-29,PDOG,488908.0,4812386.0,vor,58.82295709105909
C2_O/E37.2,2021-07-22,PDOG,489547.0,4813577.0,clip,42.760000000000005
C2_O/E37.2,2022-07-19,PDOG,489549.32,4813603.21,clip,54.543000000000006
C2_O/E37.2,2023-04-26,PDOG,489547.0,4813601.0,vor,6.538101839613194
C2_O/E37.2,2023-07-26,PDOG,489526.09,4813611.51,clip,84.727
C2_O/E37.2,2023-07-26,PDOG,489526.09,4813611.51,vor,65.92479707132806
C2_O/E37.2,2024-07-29,PDOG,489552.25,4813605.64,vor,48.11565925229723
C2_P/C2.7,2021-07-19,PDOG,490405.0,4812372.0,clip,44.73
C2_P/C2.7,2022-07-19,PDOG,490407.36,4812384.35,clip,57.858
C2_P/C2.7,2023-04-26,PDOG,490403.0,4812382.0,vor,10.972019854304095
C2_P/C2.7,2023-07-26,PDOG,490408.37,4812385.16,clip,129.78
C2_P/C2.7,2023-07-26,PDOG,490408.37,4812385.16,vor,117.96056727314635
C2_P/C2.7,2024-07-29,PDOG,490407.91,4812396.43,vor,64.31448860479647
C3.1,2015-07-22,BIRD,491672.0,4813295.0,vor,45.1440529731845
C3.1,2016-08-08,BIRD,491672.0,4813295.0,vor,12.597462868191712
C3.1,2017-08-01,BIRD,491672.0,4813295.0,vor,45.38450002753188
C3.1,2018-07-01,BIRD,491672.0,4813295.0,vor,63.02270547355974
C3.1,2019-07-30,BIRD,491672.0,4813295.0,vor,60.17726160302433
C3.2,2015-07-22,BIRD,491849.0,4813118.0,vor,75.2522101099898
C3.2,2016-08-08,BIRD,491849.0,4813118.0,vor,7.229749529433528
C3.2,2017-08-01,BIRD,491849.0,4813118.0,vor,36.177067928613845
C3.2,2018-07-01,BIRD,491849.0,4813118.0,vor,127.80145209898124
C3.2,2019-07-30,BIRD,491849.0,4813118.0,vor,138.38388374742513
C3.3,2015-07-22,BIRD,492026.0,4812941.0,vor,94.6188931224778
C3.3,2016-08-08,BIRD,492026.0,4812941.0,vor,33.90143205717083
C3.3,2017-08-01,BIRD,492026.0,4812941.0,vor,136.46308656710437
C3.3,2018-07-01,BIRD,492026.0,4812941.0,vor,128.0657416709696
C3.3,2019-07-30,BIRD,492026.0,4812941.0,vor,103.10782672135046
C3.4,2015-07-22,BIRD,492203.0,4812765.0,vor,73.65792561574584
C3.4,2016-08-08,BIRD,492203.0,4812765.0,vor,16.84093363453044
C3.4,2017-08-01,BIRD,492203.0,4812765.0,vor,31.356573346568858
C3.4,2018-07-01,BIRD,492203.0,4812765.0,vor,76.64935348116693
C3.4,2019-07-30,BIRD,492203.0,4812765.0,vor,49.153637019845014
C3.5,2015-07-22,BIRD,492379.0,4812588.0,vor,61.42975832149551
C3.5,2016-08-08,BIRD,492379.0,4812588.0,vor,19.264357563555247
C3.5,2017-08-01,BIRD,492379.0,4812588.0,vor,55.399845767042464
C3.5,2018-07-01,BIRD,492379.0,4812588.0,vor,212.5385188242415
C3.5,2019-07-24,BIRD,492379.0,4812588.0,vor,123.97850541288017
C3.6,2015-07-22,BIRD,492556.0,4812411.0,vor,85.44676143788698
C3.6,2016-08-08,BIRD,492556.0,4812411.0,vor,44.382672837772745
C3.6,2017-08-01,BIRD,492556.0,4812411.0,vor,102.91040154013892
C3.6,2018-07-01,BIRD,492556.0,4812411.0,vor,143.13036674536204
C3.6,2019-07-24,BIRD,492556.0,4812411.0,vor,74.36018373818708
C3.7,2015-07-22,BIRD,492733.0,4812234.0,vor,63.68186897224427
C3.7,2016-08-08,BIRD,492733.0,4812234.0,vor,27.513962910312404
C3.7,2017-08-01,BIRD,492733.0,4812234.0,vor,59.96736376290092
C3.7,2018-07-01,BIRD,492733.0,4812234.0,vor,151.21391127440927
C3.7,2019-07-24,BIRD,492733.0,4812234.0,vor,43.54658067537316
C3.8,2015-07-22,BIRD,492910.0,4812058.0,vor,55.50727131824271
C3.8,2016-08-08,BIRD,492910.0,4812058.0,vor,2.1699170749596255
C3.8,2017-08-01,BIRD,492910.0,4812058.0,vor,19.5767730815901
C3.8,2018-07-01,BIRD,492910.0,4812058.0,vor,54.42039552787675
C3.8,2019-07-24,BIRD,492910.0,4812058.0,vor,97.9816866983307
C4.1,2015-07-07,BIRD,494388.0,4810530.0,vor,41.35495097635223
C4.1,2016-07-13,BIRD,494388.0,4810530.0,vor,15.804648373839827
C4.1,2017-07-16,BIRD,494388.0,4810530.0,vor,5.008848655210077
C4.1,2018-07-01,BIRD,494388.0,4810530.0,vor,89.55969827841442
C4.1,2019-06-16,BIRD,494388.0,4810530.0,vor,69.24520392302465
C4.2,2015-07-07,BIRD,494388.0,4810780.0,vor,17.56529553315133
C4.2,2016-07-13,BIRD,494388.0,4810780.0,vor,9.181746929079205
C4.2,2017-07-16,BIRD,494388.0,4810780.0,vor,19.026699218525696
C4.2,2018-07-01,BIRD,494388.0,4810780.0,vor,210.2540002879258
C4.2,2019-06-16,BIRD,494388.0,4810780.0,vor,91.4642301871762
C4.3,2015-07-07,BIRD,494388.0,4811030.0,vor,13.913142970066769
C4.3,2016-07-13,BIRD,494388.0,4811030.0,vor,4.537494299208529
C4.3,2017-07-16,BIRD,494388.0,4811030.0,vor,24.018656514187885
C4.3,2018-07-01,BIRD,494388.0,4811030.0,vor,129.41843068419283
C4.3,2019-06-16,BIRD,494388.0,4811030.0,vor,68.47464741489651
C4.4,2015-07-07,BIRD,494388.0,4811280.0,vor,32.23145710392004
C4.4,2016-07-13,BIRD,494388.0,4811280.0,vor,9.69339345758991
C4.4,2017-07-16,BIRD,494388.0,4811280.0,vor,24.649204471994473
C4.4,2017-08-03,PDOG,494397.47,4811289.38,clip,25.38022
C4.4,2018-07-01,BIRD,494388.0,4811280.0,vor,97.70522380719083
C4.4,2018-07-13,PDOG,494399.0,4811304.0,clip,71.055
C4.4,2019-06-16,BIRD,494388.0,4811280.0,vor,73.60888767206299
C4.4,2019-07-17,PDOG,494423.3,4811283.0,clip,110.008
C4.4,2021-07-14,PDOG,494402.0,4811302.0,clip,39.079
C4.4,2022-07-13,PDOG,494414.7,4811293.4,clip,69.491
C4.4,2023-04-26,PDOG,494409.0,4811297.0,vor,12.114223363326689
C4.4,2023-07-26,PDOG,494396.71,4811285.87,vor,86.70675666688653
C4.4,2024-07-22,PDOG,494514.0,4811371.0,vor,67.62061160412347
C4.5,2015-07-06,BIRD,494388.0,4811530.0,vor,8.531514358955283
C4.5,2016-07-13,BIRD,494388.0,4811530.0,vor,14.695421924698364
C4.5,2017-07-16,BIRD,494388.0,4811530.0,vor,35.64914175485741
C4.5,2018-07-01,BIRD,494388.0,4811530.0,vor,345.0732770511932
C4.5,2019-06-16,BIRD,494388.0,4811530.0,vor,62.38928547657128
C4.5/C4_O,2023-04-26,PDOG,494399.0,4812299.0,vor,12.64189782889445
C4.6,2015-07-06,BIRD,494388.0,4811780.0,vor,46.39580372526986
C4.6,2016-07-13,BIRD,494388.0,4811780.0,vor,5.263816876177528
C4.6,2017-07-16,BIRD,494388.0,4811780.0,vor,5.048652099872832
C4.6,2018-07-01,BIRD,494388.0,4811780.0,vor,167.57745958286424
C4.6,2019-06-16,BIRD,494388.0,4811780.0,vor,39.67940564810786
C4.7,2015-07-06,BIRD,494388.0,4812030.0,vor,28.557760301071557
C4.7,2016-07-13,BIRD,494388.0,4812030.0,vor,13.881686077239786
C4.7,2017-07-16,BIRD,494388.0,4812030.0,vor,0.7388329136866708
C4.7,2018-07-01,BIRD,494388.0,4812030.0,vor,85.24331178948222
C4.7,2019-06-16,BIRD,494388.0,4812030.0,vor,24.45753885932201
C4.8,2017-07-16,BIRD,494388.0,4812280.0,vor,50.76789974339591
C4.8,2018-07-01,BIRD,494388.0,4812280.0,vor,123.26375634118304
C4.8,2019-06-16,BIRD,494388.0,4812280.0,vor,52.76858970794717
C4_C/E36.3,2021-07-20,PDOG,493759.0,4811789.0,clip,37.75
C4_C/E36.3,2023-04-26,PDOG,493762.0,4811828.0,vor,7.925077386949258
C4_C/E36.3,2023-07-26,PDOG,493760.81,4811828.03,vor,153.89582001467667
C4_C/E36.3,2024-07-22,PDOG,493763.83,4811891.21,vor,119.93352966532618
C4_O/C4.5,2021-07-20,PDOG,494393.0,4811498.0,clip,30.5195
C4_O/C4.5,2022-07-13,PDOG,494398.6,4812292.0,clip,27.549
C4_O/C4.5,2023-04-26,PDOG,494370.0,4811530.0,vor,21.608770317640346
C4_O/C4.5,2023-07-26,PDOG,494369.99,4811539.46,clip,378.49
C4_O/C4.5,2023-07-26,PDOG,494369.99,4811539.46,vor,224.95442165850028
C4_O/C4.5,2024-07-22,PDOG,494369.13,4811610.27,vor,58.515300974226555
C4_P/C4.8,2021-07-19,PDOG,494415.0,4812290.0,clip,21.487
C4_P/C4.8,2022-07-13,PDOG,494412.3,4812294.8,clip,74.457
C4_P/C4.8,2023-04-26,PDOG,494408.0,4812290.0,vor,14.065659929442855
C4_P/C4.8,2023-07-26,PDOG,484393.38,4812265.21,vor,181.25066502284287
C4_P/C4.8,2024-07-22,PDOG,494403.97,4812287.98,vor,115.92217762777256
C5.1,2015-07-20,BIRD,498895.0,4810244.0,vor,88.88718611940175
C5.1,2016-08-04,BIRD,498895.0,4810244.0,vor,29.052614271553757
C5.1,2017-06-29,BIRD,498895.0,4810244.0,vor,31.838619668154276
C5.1,2018-07-01,BIRD,498895.0,4810244.0,vor,78.26107303392637
C5.1,2019-06-12,BIRD,498895.0,4810244.0,vor,91.729853712149
C5.2,2015-07-20,BIRD,499071.0,4810420.0,vor,85.16301595060854
C5.2,2016-08-04,BIRD,499071.0,4810420.0,vor,20.192206542426227
C5.2,2017-06-29,BIRD,499071.0,4810420.0,vor,28.601437924867763
C5.2,2018-07-01,BIRD,499071.0,4810420.0,vor,112.5034853383968
C5.2,2019-06-12,BIRD,499071.0,4810420.0,vor,53.824969564328455
C5.3,2015-07-20,BIRD,499248.0,4810597.0,vor,40.68808943542625
C5.3,2016-08-04,BIRD,499248.0,4810597.0,vor,11.671224651588355
C5.3,2017-06-29,BIRD,499248.0,4810597.0,vor,9.242760237609566
C5.3,2018-07-01,BIRD,499248.0,4810597.0,vor,127.76292942606679
C5.3,2019-06-12,BIRD,499248.0,4810597.0,vor,121.24058815380124
C5.4,2015-07-20,BIRD,499425.0,4810774.0,vor,45.349445533824905
C5.4,2016-08-04,BIRD,499425.0,4810774.0,vor,8.432085285478614
C5.4,2017-06-29,BIRD,499425.0,4810774.0,vor,23.547201939190213
C5.4,2018-07-01,BIRD,499425.0,4810774.0,vor,69.10207315469191
C5.4,2019-06-12,BIRD,499425.0,4810774.0,vor,80.43195088576554
C5.5,2015-07-20,BIRD,499602.0,4810951.0,vor,51.96256325390264
C5.5,2016-08-04,BIRD,499602.0,4810951.0,vor,17.168042235784988
C5.5,2017-06-29,BIRD,499602.0,4810951.0,vor,19.107003703550966
C5.5,2018-07-01,BIRD,499602.0,4810951.0,vor,160.36736514990886
C5.5,2019-06-12,BIRD,499602.0,4810951.0,vor,83.55294143850513
C5.6,2015-07-20,BIRD,499779.0,4811128.0,vor,70.67560905587558
C5.6,2016-08-04,BIRD,499779.0,4811128.0,vor,16.741090841605416
C5.6,2017-06-29,BIRD,499779.0,4811128.0,vor,11.14803664649301
C5.6,2018-07-01,BIRD,499779.0,4811128.0,vor,167.66012862168216
C5.6,2019-06-12,BIRD,499779.0,4811128.0,vor,129.7990875957688
C5.7,2016-08-04,BIRD,499955.0,4811304.0,vor,8.003804381616792
C5.7,2017-06-29,BIRD,499955.0,4811304.0,vor,23.26150061149563
C5.7,2018-07-01,BIRD,499955.0,4811304.0,vor,114.38637343691217
C5.7,2019-06-12,BIRD,499955.0,4811304.0,vor,100.21824507356916
C5.8,2015-07-20,BIRD,500132.0,4811481.0,vor,57.35645526800766
C5.8,2018-07-01,BIRD,500132.0,4811481.0,vor,104.15126367041388
C5.8,2019-06-12,BIRD,500132.0,4811481.0,vor,89.82773881150037
C6.1,2015-07-28,BIRD,501670.0,4811395.0,vor,23.11995308416008
C6.1,2016-07-25,BIRD,501670.0,4811395.0,vor,11.474834845434176
C6.1,2017-07-30,BIRD,501670.0,4811395.0,vor,12.846128229353663
C6.1,2018-07-01,BIRD,501670.0,4811395.0,vor,53.81283702690685
C6.1,2019-07-24,BIRD,501670.0,4811395.0,vor,149.271212242843
C6.2,2015-07-28,BIRD,501670.0,4811645.0,vor,22.625913200209567
C6.2,2016-07-25,BIRD,501670.0,4811645.0,vor,9.555088793513494
C6.2,2017-07-30,BIRD,501670.0,4811645.0,vor,23.711995559179467
C6.2,2018-07-01,BIRD,501670.0,4811645.0,vor,71.10620380916114
C6.2,2019-07-24,BIRD,501670.0,4811645.0,vor,158.59116478604486
C6.3,2015-07-28,BIRD,501670.0,4811895.0,vor,39.28387477818607
C6.3,2016-07-25,BIRD,501670.0,4811895.0,vor,5.004536071608039
C6.3,2017-07-30,BIRD,501670.0,4811895.0,vor,18.004720401470507
C6.3,2018-07-01,BIRD,501670.0,4811895.0,vor,91.12114108194348
C6.3,2019-07-24,BIRD,501670.0,4811895.0,vor,147.94504613531882
C6.4,2015-07-28,BIRD,501670.0,4812145.0,vor,40.70222756575927
C6.4,2016-07-25,BIRD,501670.0,4812145.0,vor,1.4523830655559171
C6.4,2017-07-30,BIRD,501670.0,4812145.0,vor,10.008604518532795
C6.4,2018-07-01,BIRD,501670.0,4812145.0,vor,108.24221384981307
C6.4,2019-07-24,BIRD,501670.0,4812145.0,vor,161.22485336942813
C6.5,2015-07-28,BIRD,501670.0,4812395.0,vor,35.6273222946727
C6.5,2016-07-25,BIRD,501670.0,4812395.0,vor,10.641703839773609
C6.5,2017-07-30,BIRD,501670.0,4812395.0,vor,9.114257702070665
C6.5,2018-07-01,BIRD,501670.0,4812395.0,vor,121.67847057023874
C6.5,2019-07-24,BIRD,501670.0,4812395.0,vor,155.3214195156726
C6.6,2015-07-28,BIRD,501670.0,4812645.0,vor,61.57296332362644
C6.6,2016-07-25,BIRD,501670.0,4812645.0,vor,6.791231176116032
C6.6,2017-07-30,BIRD,501670.0,4812645.0,vor,13.408254849454266
C6.6,2018-07-01,BIRD,501670.0,4812645.0,vor,116.5502197277459
C6.6,2019-07-24,BIRD,501670.0,4812645.0,vor,160.89654742160906
C6.7,2015-07-28,BIRD,501670.0,4812895.0,vor,44.342829783692494
C6.7,2016-07-25,BIRD,501670.0,4812895.0,vor,15.485748045273441
C6.7,2017-07-30,BIRD,501670.0,4812895.0,vor,36.21055329516779
C6.7,2017-08-14,PDOG,501655.35,4812895.9,clip,61.66968
C6.7,2018-07-01,BIRD,501670.0,4812895.0,vor,83.58116569554353
C6.7,2019-07-24,BIRD,501670.0,4812895.0,vor,105.90544721376774
