ID,Date,Project,gps_E,gps_N,bm_gm2
1937-l-in,2015-07-15,FIRE,476873.48744828114,4791805.441749999,38.239125
1974-l-in,2015-07-20,FIRE,485662.43594999984,4786828.4982,37.885000000000005
1974-l-out,2015-07-20,FIRE,485729.5253999997,4787083.9599,24.874875000000003
1nw01,2017-08-15,PDOG,494356.295,4817504.255,14.58
2duchardtE24,2017-08-15,PDOG,493635.375,4818164.66,14.665
35mm-l-in,2015-08-04,FIRE,510876.1619895001,4835577.1433850005,25.1483
35mm-ss-in,2015-08-05,FIRE,513198.76993,4832818.621705,37.8232
35mm-ss-out,2015-08-05,FIRE,513582.01244672143,4832943.600727814,25.217725
A1.1,2021-07-22,PDOG,495495.0,4817824.0,9.7305
A2.1,2021-07-22,PDOG,495538.0,4811124.0,6.16575
A3.1,2021-07-22,PDOG,502074.0,4802246.0,9.29375
C1.1,2015-07-23,BIRD,486913.0,4813259.0,3.03801519848961
C1.1,2016-06-29,BIRD,486913.0,4813259.0,11.778200219004166
C1.1,2017-07-06,BIRD,486913.0,4813259.0,45.17405611132832
C1.1,2018-06-18,BIRD,486913.0,4813259.0,96.25525054274215
C1.1,2019-06-13,BIRD,486913.0,4813259.0,126.18809094616792
C1.2,2015-07-23,BIRD,487089.0,4813082.0,208.35628402750578
C1.2,2016-06-29,BIRD,487089.0,4813082.0,119.18780447894915
C1.2,2017-07-06,BIRD,487089.0,4813082.0,176.2590814834404
C1.2,2017-08-08,PDOG,487106.76,4813085.065,8.93466
C1.2,2018-06-18,BIRD,487089.0,4813082.0,197.1940389360062
C1.2,2019-06-13,BIRD,487089.0,4813082.0,134.85876438557142
C1.3,2015-07-23,BIRD,487266.0,4812905.0,44.187445000820055
C1.3,2016-06-29,BIRD,487266.0,4812905.0,5.879323670838914
C1.3,2017-07-06,BIRD,487266.0,4812905.0,17.5213828348942
C1.3,2018-06-18,BIRD,487266.0,4812905.0,62.299453771254974
C1.3,2019-06-13,BIRD,487266.0,4812905.0,73.83246428245668
C1.4,2015-07-23,BIRD,487443.0,4812728.0,27.720464155158854
C1.4,2016-06-29,BIRD,487443.0,4812728.0,-3.0997899374502316
C1.4,2017-07-06,BIRD,487443.0,4812728.0,34.50131718883655
C1.4,2018-06-18,BIRD,487443.0,4812728.0,74.11107795376802
C1.4,2019-06-13,BIRD,487443.0,4812728.0,65.81651444540243
C1.5,2015-07-23,BIRD,487620.0,4812552.0,25.800817251858746
C1.5,2016-06-29,BIRD,487620.0,4812552.0,-0.8730389930983984
C1.5,2017-07-06,BIRD,487620.0,4812552.0,6.367586195626032
C1.5,2018-06-18,BIRD,487620.0,4812552.0,67.9039585540986
C1.5,2019-06-13,BIRD,487620.0,4812552.0,131.0733063054057
C1.6,2015-07-23,BIRD,487796.0,4812375.0,20.110342387838596
C1.6,2016-06-29,BIRD,487796.0,4812375.0,0.9468394202813052
C1.6,2017-07-06,BIRD,487796.0,4812375.0,34.867895554672195
C1.6,2017-08-08,PDOG,487791.38,4812356.02,20.03716
C1.6,2018-06-18,BIRD,487796.0,4812375.0,120.68285023611257
C1.6,2019-06-13,BIRD,487796.0,4812375.0,145.38184665135051
C1.7,2015-07-23,BIRD,487973.0,4812198.0,79.88691556813109
C1.7,2016-06-29,BIRD,487973.0,4812198.0,18.756479638270754
C1.7,2017-07-06,BIRD,487973.0,4812198.0,28.596389004110883
C1.7,2018-06-18,BIRD,487973.0,4812198.0,195.72080290941346
C1.7,2019-06-13,BIRD,487973.0,4812198.0,211.05970403136706
C1.8,2015-07-23,BIRD,488150.0,4812021.0,90.27383601130082
C1.8,2016-06-29,BIRD,488150.0,4812021.0,378.16230820609894
C1.8,2017-07-06,BIRD,488150.0,4812021.0,487.30195793817376
C10.1,2015-07-12,BIRD,499854.0,4819233.0,40.24689662039754
C10.1,2016-06-30,BIRD,499854.0,4819233.0,1.9541339151482013
C10.1,2017-06-30,BIRD,499854.0,4819233.0,19.092074049062862
C10.1,2017-08-16,PDOG,499864.725,4819259.32,9.109660000000002
C10.1,2018-07-01,BIRD,499854.0,4819233.0,95.45550746106946
C10.1,2018-07-17,PDOG,499864.725,4819259.32,35.8225
C10.1,2019-06-17,BIRD,499854.0,4819233.0,171.54810997607422
C10.1,2019-07-18,PDOG,499864.725,4819259.32,42.70275
C10.1,2021-07-21,PDOG,499864.725,4819259.32,15.229
C10.2,2015-07-12,BIRD,500031.0,4819056.0,47.30373778149408
C10.2,2016-06-30,BIRD,500031.0,4819056.0,-3.080652462547384
C10.2,2017-06-30,BIRD,500031.0,4819056.0,21.21645697973079
C10.2,2018-07-01,BIRD,500031.0,4819056.0,78.34471472370282
C10.2,2019-06-17,BIRD,500031.0,4819056.0,72.46821681439798
C10.3,2015-07-12,BIRD,500208.0,4818880.0,13.53610155346864
C10.3,2016-06-30,BIRD,500208.0,4818880.0,-4.954007649038197
C10.3,2017-06-30,BIRD,500208.0,4818880.0,29.32632637823757
C10.3,2018-07-01,BIRD,500208.0,4818880.0,76.94182071493022
C10.3,2019-06-17,BIRD,500208.0,4818880.0,101.82020780084186
C10.4,2015-07-12,BIRD,500385.0,4818703.0,3.484775521091027
C10.4,2016-06-30,BIRD,500385.0,4818703.0,-8.927167319686603
C10.4,2017-06-30,BIRD,500385.0,4818703.0,12.252472462842691
C10.4,2018-07-01,BIRD,500385.0,4818703.0,45.75080120261896
C10.4,2019-06-17,BIRD,500385.0,4818703.0,87.4680479937556
C10.5,2015-07-12,BIRD,500561.0,4818526.0,8.74143805466481
C10.5,2016-06-30,BIRD,500561.0,4818526.0,-6.413882397291577
C10.5,2017-06-30,BIRD,500561.0,4818526.0,11.193621317093559
C10.5,2018-07-01,BIRD,500561.0,4818526.0,104.6963378362072
C10.5,2019-06-17,BIRD,500561.0,4818526.0,142.63480718634779
C10.6,2015-07-12,BIRD,500738.0,4818349.0,8.05400670181794
C10.6,2016-06-30,BIRD,500738.0,4818349.0,8.809978032631033
C10.6,2017-06-30,BIRD,500738.0,4818349.0,13.941704369718801
C10.6,2017-08-16,PDOG,500734.67,4818331.285,9.05216
C10.6,2018-07-01,BIRD,500738.0,4818349.0,154.80874833633163
C10.6,2018-07-16,PDOG,500734.67,4818331.285,76.97999999999999
C10.6,2019-06-19,BIRD,500738.0,4818349.0,228.83323713808656
C10.6,2019-07-18,PDOG,500734.67,4818331.285,73.445
C10.6,2019-07-19,PDOG,500734.67,4818331.285,61.649
C10.6,2021-07-21,PDOG,500734.67,4818331.285,18.39125
C10.7,2015-07-15,BIRD,500915.0,4818173.0,33.1656201848378
C10.7,2016-06-30,BIRD,500915.0,4818173.0,1.4845703346777261
C10.7,2017-06-30,BIRD,500915.0,4818173.0,16.8217036435696
C10.7,2018-07-01,BIRD,500915.0,4818173.0,181.21420717527053
C10.7,2019-06-17,BIRD,500915.0,4818173.0,266.0993839375411
C10.8,2015-07-17,BIRD,501092.0,4817996.0,30.198351941544352
C10.8,2016-06-30,BIRD,501092.0,4817996.0,-14.022587059333429
C10.8,2017-06-30,BIRD,501092.0,4817996.0,5.872289469056903
C10.8,2018-07-01,BIRD,501092.0,4817996.0,141.24704226897623
C10.8,2019-06-17,BIRD,501092.0,4817996.0,197.23969818144963
C2.1,2015-06-15,BIRD,488897.0,4812373.0,20.47139051420305
C2.1,2016-08-08,BIRD,488897.0,4812373.0,-4.749271621670381
C2.1,2017-07-06,BIRD,488897.0,4812373.0,23.6025566772473
C2.1,2017-08-08,PDOG,488905.585,4812358.095,15.955495
C2.1,2018-07-01,BIRD,488897.0,4812373.0,199.91396523125314
C2.1,2019-07-24,BIRD,488897.0,4812373.0,101.53491349036086
C2.2,2015-06-15,BIRD,489147.0,4812373.0,5.740016835183246
C2.2,2016-08-08,BIRD,489147.0,4812373.0,-15.085891964529003
C2.2,2017-07-06,BIRD,489147.0,4812373.0,13.564591923209024
C2.2,2018-07-01,BIRD,489147.0,4812373.0,125.88633141645194
C2.2,2019-07-24,BIRD,489147.0,4812373.0,76.12464441852065
C2.3,2015-06-15,BIRD,489397.0,4812373.0,-15.669841863830355
C2.3,2016-08-08,BIRD,489397.0,4812373.0,9.295784144364164
C2.3,2017-07-06,BIRD,489397.0,4812373.0,13.638469567152546
C2.3,2018-07-01,BIRD,489397.0,4812373.0,93.17668860334483
C2.3,2019-07-24,BIRD,489397.0,4812373.0,59.122900334007596
C2.4,2015-06-15,BIRD,489647.0,4812373.0,2.608850672139
C2.4,2016-08-08,BIRD,489647.0,4812373.0,0.1924927918203978
C2.4,2017-07-06,BIRD,489647.0,4812373.0,45.51757480551076
C2.4,2018-07-01,BIRD,489647.0,4812373.0,87.25663132721812
C2.4,2019-07-24,BIRD,489647.0,4812373.0,78.8681482574
C2.5,2015-06-15,BIRD,489897.0,4812373.0,48.46758248481961
C2.5,2016-08-08,BIRD,489897.0,4812373.0,-5.333221520971732
C2.5,2017-07-06,BIRD,489897.0,4812373.0,15.178902598519121
C2.5,2018-07-01,BIRD,489897.0,4812373.0,80.33647145788476
C2.5,2019-07-24,BIRD,489897.0,4812373.0,67.1237210796608
C2.6,2015-06-15,BIRD,490147.0,4812373.0,-4.28949946662365
C2.6,2016-08-08,BIRD,490147.0,4812373.0,54.28527174726242
C2.6,2017-07-06,BIRD,490147.0,4812373.0,58.58433770890938
C2.6,2018-07-01,BIRD,490147.0,4812373.0,139.852596712435
C2.6,2019-07-24,BIRD,490147.0,4812373.0,172.57913643000487
C2.7,2015-06-15,BIRD,490397.0,4812373.0,-3.997524516972974
C2.7,2016-08-08,BIRD,490397.0,4812373.0,-4.839518024577137
C2.7,2017-07-06,BIRD,490397.0,4812373.0,7.119333300323433
C2.7,2017-08-08,PDOG,490406.685,4812356.03,15.697995
C2.7,2018-07-01,BIRD,490397.0,4812373.0,43.64857586506258
C2.7,2018-07-19,PDOG,490406.685,4812356.03,13.834
C2.7,2019-07-17,PDOG,490406.685,4812356.03,21.2995
C2.7,2019-07-24,BIRD,490397.0,4812373.0,2.997858602326451
C2.7,2021-07-19,PDOG,490406.685,4812356.03,11.1825
C2.8,2015-06-15,BIRD,490647.0,4812373.0,56.01531171459577
C2.8,2016-08-08,BIRD,490647.0,4812373.0,-1.0995847510369288
C2.8,2017-07-06,BIRD,490647.0,4812373.0,9.849475860863427
C2.8,2018-07-01,BIRD,490647.0,4812373.0,45.41520679182685
C2.8,2019-07-24,BIRD,490647.0,4812373.0,-8.246290378308828
C3.1,2015-07-22,BIRD,491672.0,4813295.0,22.14049036209081
C3.1,2016-08-08,BIRD,491672.0,4813295.0,-7.481935697443882
C3.1,2017-08-01,BIRD,491672.0,4813295.0,23.741863512902974
C3.1,2018-07-01,BIRD,491672.0,4813295.0,45.532703896911805
C3.1,2019-07-30,BIRD,491672.0,4813295.0,40.72179786684532
C3.2,2015-07-22,BIRD,491849.0,4813118.0,54.41613013068672
C3.2,2016-08-08,BIRD,491849.0,4813118.0,-12.458117417672915
C3.2,2017-08-01,BIRD,491849.0,4813118.0,14.967485931981635
C3.2,2018-07-01,BIRD,491849.0,4813118.0,107.51548713209176
C3.2,2019-07-30,BIRD,491849.0,4813118.0,114.98265807875471
C3.3,2015-07-22,BIRD,492026.0,4812941.0,72.42465744757611
C3.3,2016-08-08,BIRD,492026.0,4812941.0,12.945471014997619
C3.3,2017-08-01,BIRD,492026.0,4812941.0,116.68420767634767
C3.3,2018-07-01,BIRD,492026.0,4812941.0,106.28883878094659
C3.3,2019-07-30,BIRD,492026.0,4812941.0,77.02032341676043
C3.4,2015-07-22,BIRD,492203.0,4812765.0,54.114402377418585
C3.4,2016-08-08,BIRD,492203.0,4812765.0,-3.6154944942956466
C3.4,2017-08-01,BIRD,492203.0,4812765.0,9.20009676984993
C3.4,2018-07-01,BIRD,492203.0,4812765.0,51.034840666071524
C3.4,2019-07-30,BIRD,492203.0,4812765.0,26.004374737185422
C3.5,2015-07-22,BIRD,492379.0,4812588.0,37.627344398673365
C3.5,2016-08-08,BIRD,492379.0,4812588.0,-0.5476766445803799
C3.5,2017-08-01,BIRD,492379.0,4812588.0,31.6909642077242
C3.5,2018-07-01,BIRD,492379.0,4812588.0,187.03189643771333
C3.5,2019-07-24,BIRD,492379.0,4812588.0,101.6746583300367
C3.6,2015-07-22,BIRD,492556.0,4812411.0,60.70040817296605
C3.6,2016-08-08,BIRD,492556.0,4812411.0,21.273437719211557
C3.6,2017-08-01,BIRD,492556.0,4812411.0,76.43842909874205
C3.6,2018-07-01,BIRD,492556.0,4812411.0,118.90251016846813
C3.6,2019-07-24,BIRD,492556.0,4812411.0,48.91713837457326
C3.7,2015-07-22,BIRD,492733.0,4812234.0,43.20358493887607
C3.7,2016-08-08,BIRD,492733.0,4812234.0,5.9665625931217745
C3.7,2017-08-01,BIRD,492733.0,4812234.0,40.57581039201998
C3.7,2018-07-01,BIRD,492733.0,4812234.0,123.16463730814331
C3.7,2019-07-24,BIRD,492733.0,4812234.0,22.88598058145995
C3.8,2015-07-22,BIRD,492910.0,4812058.0,34.47282681909617
C3.8,2016-08-08,BIRD,492910.0,4812058.0,-15.884507935072211
C3.8,2017-08-01,BIRD,492910.0,4812058.0,-1.4939277143715128
C3.8,2018-07-01,BIRD,492910.0,4812058.0,30.31798051921285
C3.8,2019-07-24,BIRD,492910.0,4812058.0,72.35077980363259
C4.1,2015-07-07,BIRD,494388.0,4810530.0,19.0551352270911
C4.1,2016-07-13,BIRD,494388.0,4810530.0,-4.595545669874104
C4.1,2017-07-16,BIRD,494388.0,4810530.0,-11.97653553205547
C4.1,2018-07-01,BIRD,494388.0,4810530.0,64.82486030442715
C4.1,2019-06-16,BIRD,494388.0,4810530.0,47.37834295190934
C4.2,2015-07-07,BIRD,494388.0,4810780.0,-3.3029898825941584
C4.2,2016-07-13,BIRD,494388.0,4810780.0,-10.499340125497937
C4.2,2017-07-16,BIRD,494388.0,4810780.0,-0.966729021220173
C4.2,2018-07-01,BIRD,494388.0,4810780.0,192.2892133444872
C4.2,2019-06-16,BIRD,494388.0,4810780.0,68.17589158624025
C4.3,2015-07-07,BIRD,494388.0,4811030.0,-6.435692127862293
C4.3,2016-07-13,BIRD,494388.0,4811030.0,-14.107599101893065
C4.3,2017-07-16,BIRD,494388.0,4811030.0,4.419448922585533
C4.3,2018-07-01,BIRD,494388.0,4811030.0,108.68338693069447
C4.3,2019-06-16,BIRD,494388.0,4811030.0,43.5810309977479
C4.4,2015-07-07,BIRD,494388.0,4811280.0,10.716722724253323
C4.4,2016-07-13,BIRD,494388.0,4811280.0,-9.509234710312422
C4.4,2017-07-16,BIRD,494388.0,4811280.0,3.910480349169758
C4.4,2017-08-03,PDOG,494402.705,4811289.075,6.345055
C4.4,2018-07-01,BIRD,494388.0,4811280.0,70.40809929918058
C4.4,2018-07-13,PDOG,494402.705,4811289.075,17.76375
C4.4,2019-06-16,BIRD,494388.0,4811280.0,50.48977324188561
C4.4,2019-07-17,PDOG,494402.705,4811289.075,27.502
C4.4,2021-07-14,PDOG,494402.705,4811289.075,9.76975
C4.5,2015-07-06,BIRD,494388.0,4811530.0,-11.178058179962557
C4.5,2016-07-13,BIRD,494388.0,4811530.0,-3.7927884896051602
C4.5,2017-07-16,BIRD,494388.0,4811530.0,16.318312027381438
C4.5,2018-07-01,BIRD,494388.0,4811530.0,364.1475106228665
C4.5,2019-06-16,BIRD,494388.0,4811530.0,37.931138940701146
C4.6,2015-07-06,BIRD,494388.0,4811780.0,25.428284019094875
C4.6,2016-07-13,BIRD,494388.0,4811780.0,-14.042169910180919
C4.6,2017-07-16,BIRD,494388.0,4811780.0,-13.815624152242389
C4.6,2018-07-01,BIRD,494388.0,4811780.0,150.19098486835532
C4.6,2019-06-16,BIRD,494388.0,4811780.0,17.419014821210293
C4.7,2015-07-06,BIRD,494388.0,4812030.0,6.8424874420738035
C4.7,2016-07-13,BIRD,494388.0,4812030.0,-6.604897408630243
C4.7,2017-07-16,BIRD,494388.0,4812030.0,-17.7187095418521
C4.7,2018-07-01,BIRD,494388.0,4812030.0,62.87076816445843
C4.7,2019-06-16,BIRD,494388.0,4812030.0,3.3858907821304207
C4.8,2017-07-16,BIRD,494388.0,4812280.0,28.60225083892923
C4.8,2018-07-01,BIRD,494388.0,4812280.0,96.71465456545684
C4.8,2019-06-16,BIRD,494388.0,4812280.0,30.222293144698614
C4.8,2019-07-18,PDOG,494403.85,4812287.15,14.462750000000002
C4.8,2021-07-19,PDOG,494403.85,4812287.15,5.3717500000000005
C5.1,2015-07-20,BIRD,498895.0,4810244.0,63.05788151512205
C5.1,2016-08-04,BIRD,498895.0,4810244.0,7.156272122295196
C5.1,2017-06-29,BIRD,498895.0,4810244.0,9.849475860863427
C5.1,2018-07-01,BIRD,498895.0,4810244.0,52.289979386957086
C5.1,2019-06-12,BIRD,498895.0,4810244.0,73.81461393185079
C5.2,2015-07-20,BIRD,499071.0,4810420.0,61.18607829907906
C5.2,2016-08-04,BIRD,499071.0,4810420.0,-0.43032817366565373
C5.2,2017-06-29,BIRD,499071.0,4810420.0,7.054825960792426
C5.2,2018-07-01,BIRD,499071.0,4810420.0,84.1388264425132
C5.2,2019-06-12,BIRD,499071.0,4810420.0,31.61709843892966
C5.3,2015-07-20,BIRD,499248.0,4810597.0,20.238164117094858
C5.3,2016-08-04,BIRD,499248.0,4810597.0,-8.187541825766347
C5.3,2017-06-29,BIRD,499248.0,4810597.0,-10.728077450339574
C5.3,2018-07-01,BIRD,499248.0,4810597.0,98.13181429517493
C5.3,2019-06-12,BIRD,499248.0,4810597.0,103.26004063158624
C5.4,2015-07-20,BIRD,499425.0,4810774.0,24.012028731982923
C5.4,2016-08-04,BIRD,499425.0,4810774.0,-11.290217619070212
C5.4,2017-06-29,BIRD,499425.0,4810774.0,2.155759156261939
C5.4,2018-07-01,BIRD,499425.0,4810774.0,45.52425544468043
C5.4,2019-06-12,BIRD,499425.0,4810774.0,54.91405072810761
C5.5,2015-07-20,BIRD,499602.0,4810951.0,32.677357660050674
C5.5,2016-08-04,BIRD,499602.0,4810951.0,-3.4950247058061694
C5.5,2017-06-29,BIRD,499602.0,4810951.0,-1.8758770956886814
C5.5,2018-07-01,BIRD,499602.0,4810951.0,135.45116273710414
C5.5,2019-06-12,BIRD,499602.0,4810951.0,57.88957134369275
C5.6,2015-07-20,BIRD,499779.0,4811128.0,47.83527613835083
C5.6,2016-08-04,BIRD,499779.0,4811128.0,-4.010963917927745
C5.6,2017-06-29,BIRD,499779.0,4811128.0,-8.007012344640208
C5.6,2018-07-01,BIRD,499779.0,4811128.0,138.35133560581653
C5.6,2019-06-12,BIRD,499779.0,4811128.0,101.92925645369544
C5.7,2016-08-04,BIRD,499955.0,4811304.0,-11.272042843594612
C5.7,2017-06-29,BIRD,499955.0,4811304.0,1.8347045658503092
C5.7,2018-07-01,BIRD,499955.0,4811304.0,89.7405340748514
C5.7,2019-06-12,BIRD,499955.0,4811304.0,76.38812899843096
C5.8,2015-07-20,BIRD,500132.0,4811481.0,33.579660765685254
C5.8,2018-07-01,BIRD,500132.0,4811481.0,77.76705261622409
C5.8,2019-06-12,BIRD,500132.0,4811481.0,63.2230791967546
C6.1,2015-07-28,BIRD,501670.0,4811395.0,2.1926979782337024
C6.1,2016-07-25,BIRD,501670.0,4811395.0,-8.333529300591687
C6.1,2017-07-30,BIRD,501670.0,4811395.0,-7.224378054531459
C6.1,2018-07-01,BIRD,501670.0,4811395.0,29.836398633595405
C6.1,2019-07-24,BIRD,501670.0,4811395.0,125.75724084608936
C6.2,2015-07-28,BIRD,501670.0,4811645.0,1.2580245767391967
C6.2,2016-07-25,BIRD,501670.0,4811645.0,-10.457912231259613
C6.2,2017-07-30,BIRD,501670.0,4811645.0,2.258127169945848
C6.2,2018-07-01,BIRD,501670.0,4811645.0,45.96889850832611
C6.2,2019-07-24,BIRD,501670.0,4811645.0,126.91492437939897
C6.3,2015-07-28,BIRD,501670.0,4811895.0,16.434041319404688
C6.3,2016-07-25,BIRD,501670.0,4811895.0,-14.335822531413958
C6.3,2017-07-30,BIRD,501670.0,4811895.0,-2.28929428021035
C6.3,2018-07-01,BIRD,501670.0,4811895.0,64.95571868785144
C6.3,2019-07-24,BIRD,501670.0,4811895.0,119.3496483642192
C6.4,2015-07-28,BIRD,501670.0,4812145.0,18.233545749715553
C6.4,2016-07-25,BIRD,501670.0,4812145.0,-16.82781161855901
C6.4,2017-07-30,BIRD,501670.0,4812145.0,-9.870471003173403
C6.4,2018-07-01,BIRD,501670.0,4812145.0,80.50250085021909
C6.4,2019-07-24,BIRD,501670.0,4812145.0,131.091580409853
C6.5,2015-07-28,BIRD,501670.0,4812395.0,14.436843613615276
C6.5,2016-07-25,BIRD,501670.0,4812395.0,-9.107872002420814
C6.5,2017-07-30,BIRD,501670.0,4812395.0,-10.255219456950414
C6.5,2018-07-01,BIRD,501670.0,4812395.0,93.43418826916712
C6.5,2019-07-24,BIRD,501670.0,4812395.0,131.9256536107253
C6.6,2015-07-28,BIRD,501670.0,4812645.0,43.041839370040435
C6.6,2016-07-25,BIRD,501670.0,4812645.0,-12.81763367209358
C6.6,2017-07-30,BIRD,501670.0,4812645.0,-7.0405599527130045
C6.6,2018-07-01,BIRD,501670.0,4812645.0,90.88802984322548
C6.6,2019-07-24,BIRD,501670.0,4812645.0,131.9826343502061
C6.7,2015-07-28,BIRD,501670.0,4812895.0,21.64535111819433
C6.7,2016-07-25,BIRD,501670.0,4812895.0,-4.910388187896764
C6.7,2017-07-30,BIRD,501670.0,4812895.0,16.173660680390036
C6.7,2017-08-14,PDOG,501651.68,4812898.965,15.41742
C6.7,2018-07-01,BIRD,501670.0,4812895.0,58.12813540677824
C6.7,2019-07-24,BIRD,501670.0,4812895.0,79.70890209744196
C6.8,2015-07-28,BIRD,501670.0,4813145.0,53.082862450022375
C6.8,2016-07-25,BIRD,501670.0,4813145.0,-10.496783297444313
C6.8,2017-07-30,BIRD,501670.0,4813145.0,2.7243045241653374
C6.8,2018-07-01,BIRD,501670.0,4813145.0,137.69561224946074
C6.8,2019-07-24,BIRD,501670.0,4813145.0,160.41010810612897
C7.1,2015-07-29,BIRD,499609.0,4814403.0,6.6934165953240035
C7.1,2016-08-03,BIRD,499609.0,4814403.0,20.963353096264807
C7.1,2017-07-30,BIRD,499609.0,4814403.0,10.609671417792207
C7.1,2018-07-01,BIRD,499609.0,4814403.0,138.5556063434697
C7.1,2019-07-30,BIRD,499609.0,4814403.0,206.96851911013422
C7.2,2015-07-29,BIRD,499786.0,4814226.0,60.00558394474472
C7.2,2016-08-03,BIRD,499786.0,4814226.0,-3.3884028667895643
C7.2,2017-07-30,BIRD,499786.0,4814226.0,4.62834407388951
C7.2,2017-08-14,PDOG,499804.75,4814227.455,22.95466
C7.2,2018-07-01,BIRD,499786.0,4814226.0,186.73491852047533
C7.2,2019-07-30,BIRD,499786.0,4814226.0,280.4206514778654
C7.3,2015-07-29,BIRD,499963.0,4814049.0,31.700062540896454
C7.3,2016-08-03,BIRD,499963.0,4814049.0,-9.790063729260233
C7.3,2017-07-30,BIRD,499963.0,4814049.0,1.112037101913859
C7.3,2018-07-01,BIRD,499963.0,4814049.0,31.603377422900508
C7.3,2019-07-22,BIRD,499963.0,4814049.0,93.11970786386405
C7.4,2015-07-29,BIRD,500140.0,4813872.0,82.80489725157615
C7.4,2016-08-03,BIRD,500140.0,4813872.0,8.528907948265713
C7.4,2017-07-30,BIRD,500140.0,4813872.0,8.361110742869661
C7.4,2018-07-01,BIRD,500140.0,4813872.0,89.12041093089907
C7.4,2019-07-22,BIRD,500140.0,4813872.0,133.17888064939123
C7.5,2015-07-28,BIRD,500316.0,4813696.0,33.93302054977729
C7.5,2016-08-03,BIRD,500316.0,4813696.0,-4.586517446741342
C7.5,2017-07-30,BIRD,500316.0,4813696.0,-6.9455348498893645
C7.5,2018-07-01,BIRD,500316.0,4813696.0,99.61526658706074
C7.5,2019-07-22,BIRD,500316.0,4813696.0,178.32471586156583
C7.6,2015-07-28,BIRD,500493.0,4813519.0,51.69266820931639
C7.6,2016-08-03,BIRD,500493.0,4813519.0,-7.165629501988981
C7.6,2017-07-30,BIRD,500493.0,4813519.0,10.419656524965047
C7.6,2018-07-01,BIRD,500493.0,4813519.0,50.33516147474692
C7.6,2019-07-22,BIRD,500493.0,4813519.0,248.17922927203642
C7.7,2015-07-28,BIRD,500670.0,4813342.0,116.79823425748873
C7.7,2016-08-03,BIRD,500670.0,4813342.0,50.86571189641383
C7.7,2017-07-30,BIRD,500670.0,4813342.0,29.070111708517523
C7.7,2017-08-14,PDOG,500660.525,4813326.78,11.1284525
C7.7,2018-07-01,BIRD,500670.0,4813342.0,185.50934354631207
C7.7,2019-07-22,BIRD,500670.0,4813342.0,213.0278832219166
C7.8,2015-07-28,BIRD,500847.0,4813165.0,117.41096916204076
C7.8,2016-08-03,BIRD,500847.0,4813165.0,16.244080820825577
C7.8,2017-07-30,BIRD,500847.0,4813165.0,41.37707173046749
C7.8,2018-07-01,BIRD,500847.0,4813165.0,96.22431904981177
C7.8,2019-07-22,BIRD,500847.0,4813165.0,164.2997020130403
C8.1,2015-07-29,BIRD,501748.0,4815645.0,23.30390108842696
C8.1,2016-07-25,BIRD,501748.0,4815645.0,3.037638872142194
C8.1,2017-08-05,BIRD,501748.0,4815645.0,1.3420661345756875
C8.2,2015-07-29,BIRD,501925.0,4815468.0,41.05047990762994
C8.2,2016-07-25,BIRD,501925.0,4815468.0,24.179825937378986
C8.2,2017-08-05,BIRD,501925.0,4815468.0,-2.180245627356772
C8.3,2015-07-29,BIRD,502102.0,4815291.0,49.314657226341446
C8.3,2016-07-25,BIRD,502102.0,4815291.0,6.647057597768164
C8.3,2017-08-05,BIRD,502102.0,4815291.0,-10.900529760782103
C8.4,2015-07-29,BIRD,502278.0,4815115.0,68.04971649559316
C8.4,2016-07-25,BIRD,502278.0,4815115.0,9.951843874547336
C8.4,2017-08-05,BIRD,502278.0,4815115.0,-3.7424883892940604
C8.5,2015-07-29,BIRD,502455.0,4814938.0,55.36800501608027
C8.5,2016-07-25,BIRD,502455.0,4814938.0,10.550922865249735
C8.5,2017-08-05,BIRD,502455.0,4814938.0,13.919539651517866
C8.6,2015-07-29,BIRD,502632.0,4814761.0,46.64185514297204
C8.6,2016-07-25,BIRD,502632.0,4814761.0,-2.103556582729049
C8.6,2017-08-05,BIRD,502632.0,4814761.0,0.717694138579275
C8.7,2016-07-25,BIRD,502809.0,4814584.0,-9.181592782412583
C8.7,2017-08-05,BIRD,502809.0,4814584.0,-4.844923485904878
C8.8,2015-07-29,BIRD,502986.0,4814407.0,99.25118180652825
C8.8,2016-07-25,BIRD,502986.0,4814407.0,-5.753303805482436
C8.8,2017-08-05,BIRD,502986.0,4814407.0,-7.598966868578302
C9.1,2015-07-17,BIRD,498802.0,4815303.0,95.1937906942209
C9.1,2016-08-02,BIRD,498802.0,4815303.0,16.17900519172577
C9.1,2017-07-08,BIRD,498802.0,4815303.0,39.78044382618115
C9.1,2017-08-09,PDOG,498787.335,4815312.395,9.3738275
C9.1,2018-07-01,BIRD,498802.0,4815303.0,125.99223505625925
C9.1,2018-07-19,PDOG,498787.335,4815312.395,38.55375000000001
C9.2,2015-07-17,BIRD,498802.0,4815553.0,61.71550387195363
C9.2,2016-08-02,BIRD,498802.0,4815553.0,36.52333210582057
C9.2,2017-07-08,BIRD,498802.0,4815553.0,45.45882625296829
C9.2,2018-07-01,BIRD,498802.0,4815553.0,108.77730649214699
C9.3,2015-07-17,BIRD,498802.0,4815803.0,182.3536166041328
C9.3,2016-08-02,BIRD,498802.0,4815803.0,103.41270874558126
C9.3,2017-07-08,BIRD,498802.0,4815803.0,38.16613315087105
C9.3,2018-07-01,BIRD,498802.0,4815803.0,151.81865682200475
