ID,Date,Project,gps_E,gps_N,Method,bm_gm2,geometry,index_right,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,OBJECTID,mukey_1,comppct_r,CONFIDENCE,AVG_SAND,AVG_SILT,AVG_CLAY,texcl
E60.2,2016-07-14,BIRD,488288.0,4798073.0,vor,30.458106159219923,POINT (488288 4798073),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
E60.2,2017-07-20,BIRD,488288.0,4798073.0,vor,17.046269711525785,POINT (488288 4798073),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
E60.2,2017-08-17,PDOG,488290.725,4798056.44,clip,76.41839999999999,POINT (488290.725 4798056.44),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
E60.2,2018-07-25,PDOG,488290.725,4798056.44,clip,142.32999999999998,POINT (488290.725 4798056.44),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
E60.2,2019-07-15,PDOG,488290.725,4798056.44,clip,79.738,POINT (488290.725 4798056.44),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
E60.2,2021-07-08,PDOG,488290.725,4798056.44,clip,52.882,POINT (488290.725 4798056.44),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
L4.1,2015-07-08,BIRD,488477.0,4799019.0,vor,98.5782251718825,POINT (488477 4799019),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
L4.1,2016-07-14,BIRD,488477.0,4799019.0,vor,95.25077143370174,POINT (488477 4799019),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
L4.1,2017-07-20,BIRD,488477.0,4799019.0,vor,124.21809332642596,POINT (488477 4799019),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2019-07-23,WTGN,489137.781,4799196.63,clip,144.28,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2019-07-23,WTGN,489137.781,4799196.63,vor,141.92333922320708,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2019-08-27,WTGN,489137.781,4799196.63,vor,129.0689762218486,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2020-06-23,WTGN,489137.781,4799196.63,clip,67.9642,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2020-06-24,WTGN,489137.781,4799196.63,vor,96.36778186097278,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2020-08-11,WTGN,489137.781,4799196.63,vor,31.403684425999774,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt10_No,2021-08-11,WTGN,489137.781,4799196.63,vor,65.29917227985445,POINT (489137.781 4799196.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2019-07-24,WTGN,488447.781,4799306.63,clip,376.64,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2019-07-24,WTGN,488447.781,4799306.63,vor,356.9781113584931,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2019-08-29,WTGN,488447.781,4799306.63,vor,195.0591108777428,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2020-06-23,WTGN,488447.781,4799306.63,clip,103.2478,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2020-06-23,WTGN,488447.781,4799306.63,vor,150.5332599183172,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2020-08-11,WTGN,488447.781,4799306.63,vor,25.366195146967613,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt1_No,2021-08-11,WTGN,488447.781,4799306.63,vor,72.96454593247068,POINT (488447.781 4799306.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt2_No,2019-07-24,WTGN,488047.781,4799106.63,clip,72.08000000000001,POINT (488047.781 4799106.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt2_No,2019-07-24,WTGN,488047.781,4799106.63,vor,36.98890099350624,POINT (488047.781 4799106.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt2_No,2019-08-29,WTGN,488047.781,4799106.63,vor,44.653243421836514,POINT (488047.781 4799106.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt2_No,2021-08-11,WTGN,488047.781,4799106.63,vor,48.760605772152445,POINT (488047.781 4799106.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2019-07-24,WTGN,487917.781,4798466.63,clip,34.080000000000005,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2019-07-24,WTGN,487917.781,4798466.63,vor,70.4830055071669,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2019-08-29,WTGN,487917.781,4798466.63,vor,30.041134660963287,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2020-06-23,WTGN,487917.781,4798466.63,clip,104.16,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2020-06-23,WTGN,487917.781,4798466.63,vor,-8.18086118659663,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2020-08-11,WTGN,487917.781,4798466.63,vor,-10.22468583415137,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2021-08-03,WTGN,487917.781,4798466.63,vor,68.87380296450333,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt3_No,2021-08-11,WTGN,487917.781,4798466.63,vor,41.94579449839806,POINT (487917.781 4798466.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt4_No,2019-07-24,WTGN,487657.781,4799346.63,clip,52.86,POINT (487657.781 4799346.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt4_No,2019-07-24,WTGN,487657.781,4799346.63,vor,48.999464470748215,POINT (487657.781 4799346.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt4_No,2021-08-11,WTGN,487657.781,4799346.63,vor,55.62424396866659,POINT (487657.781 4799346.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt5_No,2019-07-24,WTGN,487647.781,4798656.63,clip,31.2,POINT (487647.781 4798656.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt5_No,2019-07-24,WTGN,487647.781,4798656.63,vor,15.017786032292806,POINT (487647.781 4798656.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt5_No,2019-08-29,WTGN,487647.781,4798656.63,vor,28.81360240328729,POINT (487647.781 4798656.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt5_No,2021-08-09,WTGN,487647.781,4798656.63,vor,69.0461841337048,POINT (487647.781 4798656.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt5_No,2021-08-11,WTGN,487647.781,4798656.63,vor,54.925318479513805,POINT (487647.781 4798656.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt6_No,2019-07-23,WTGN,488737.781,4799526.63,clip,125.90000000000002,POINT (488737.781 4799526.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt6_No,2019-07-23,WTGN,488737.781,4799526.63,vor,131.29297611763613,POINT (488737.781 4799526.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt6_No,2019-08-27,WTGN,488737.781,4799526.63,vor,28.98392112391685,POINT (488737.781 4799526.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt6_No,2020-06-23,WTGN,488737.781,4799526.63,clip,80.1276,POINT (488737.781 4799526.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt6_No,2020-06-24,WTGN,488737.781,4799526.63,vor,113.77559257845714,POINT (488737.781 4799526.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt6_No,2020-08-11,WTGN,488737.781,4799526.63,vor,31.88140182319132,POINT (488737.781 4799526.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt8_No,2019-07-24,WTGN,487787.781,4798726.63,clip,130.5,POINT (487787.781 4798726.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt8_No,2019-08-29,WTGN,487787.781,4798726.63,vor,82.26456681341632,POINT (487787.781 4798726.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt8_No,2020-06-23,WTGN,487787.781,4798726.63,clip,45.3952,POINT (487787.781 4798726.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt8_No,2020-06-23,WTGN,487787.781,4798726.63,vor,10.589499295924206,POINT (487787.781 4798726.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt8_No,2020-08-11,WTGN,487787.781,4798726.63,vor,7.762621023187869,POINT (487787.781 4798726.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
North_Owens_Pt8_No,2021-08-11,WTGN,487787.781,4798726.63,vor,53.92105676237097,POINT (487787.781 4798726.63),67745,WY709,9,131,351509,85894,351509,100.0,R,34.9704111043,33.2982233109,31.7313655848,clay loam
Center_Owens_Pt12_No,2019-06-17,WTGN,488587.781,4797226.63,clip,67.62,POINT (488587.781 4797226.63),58034,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Center_Owens_Pt12_No,2021-06-28,WTGN,488587.781,4797226.63,vor,83.62711657845281,POINT (488587.781 4797226.63),58034,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Center_Owens_Pt12_No,2021-08-03,WTGN,488587.781,4797226.63,vor,53.16344782285521,POINT (488587.781 4797226.63),58034,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Center_Owens_Pt14_No,2019-06-12,WTGN,487987.781,4797216.63,clip,187.06,POINT (487987.781 4797216.63),69802,WY709,9,112,351490,85876,351490,100.0,R,43.2137509313,30.1509098438,26.6353392249,loam
Center_Owens_Pt14_No,2021-06-22,WTGN,487987.781,4797216.63,vor,96.1954006917713,POINT (487987.781 4797216.63),69802,WY709,9,112,351490,85876,351490,100.0,R,43.2137509313,30.1509098438,26.6353392249,loam
Center_Owens_Pt14_No,2021-08-03,WTGN,487987.781,4797216.63,vor,92.04906794629883,POINT (487987.781 4797216.63),69802,WY709,9,112,351490,85876,351490,100.0,R,43.2137509313,30.1509098438,26.6353392249,loam
Center_Owens_Pt5_No,2019-06-12,WTGN,487747.781,4796966.63,clip,88.86,POINT (487747.781 4796966.63),69802,WY709,9,112,351490,85876,351490,100.0,R,43.2137509313,30.1509098438,26.6353392249,loam
Center_Owens_Pt5_No,2021-06-22,WTGN,487747.781,4796966.63,vor,34.48707200396642,POINT (487747.781 4796966.63),69802,WY709,9,112,351490,85876,351490,100.0,R,43.2137509313,30.1509098438,26.6353392249,loam
Center_Owens_Pt5_No,2021-08-03,WTGN,487747.781,4796966.63,vor,58.82706089593111,POINT (487747.781 4796966.63),69802,WY709,9,112,351490,85876,351490,100.0,R,43.2137509313,30.1509098438,26.6353392249,loam
Center_Owens_Pt1_No,2019-06-13,WTGN,488527.781,4795776.63,clip,192.76,POINT (488527.781 4795776.63),57775,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Center_Owens_Pt1_No,2020-06-22,WTGN,488527.781,4795776.63,clip,193.4,POINT (488527.781 4795776.63),57775,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Center_Owens_Pt1_No,2020-06-22,WTGN,488527.781,4795776.63,vor,67.88146022353563,POINT (488527.781 4795776.63),57775,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Section_4_Pt11_No,2020-08-04,WTGN,488527.781,4794066.63,clip,70.0268,POINT (488527.781 4794066.63),57775,WY709,9,143,351521,85906,351521,100.0,R,39.7593623482,26.8304149798,33.4102226721,clay loam
Center_Owens_Pt9_No,2019-06-12,WTGN,488297.781,4796686.63,clip,151.72000000000003,POINT (488297.781 4796686.63),63266,WY709,9,129,351507,85892,351507,100.0,R,35.4917527476,30.8845560923,33.6236911601,clay loam
Center_Owens_Pt9_No,2020-06-22,WTGN,488297.781,4796686.63,clip,37.2,POINT (488297.781 4796686.63),63266,WY709,9,129,351507,85892,351507,100.0,R,35.4917527476,30.8845560923,33.6236911601,clay loam
Center_Owens_Pt9_No,2020-06-22,WTGN,488297.781,4796686.63,vor,29.93935591829993,POINT (488297.781 4796686.63),63266,WY709,9,129,351507,85892,351507,100.0,R,35.4917527476,30.8845560923,33.6236911601,clay loam
Center_Owens_Pt9_No,2021-06-22,WTGN,488297.781,4796686.63,vor,66.448308031961,POINT (488297.781 4796686.63),63266,WY709,9,129,351507,85892,351507,100.0,R,35.4917527476,30.8845560923,33.6236911601,clay loam
Center_Owens_Pt9_No,2021-08-03,WTGN,488297.781,4796686.63,vor,59.61011452111271,POINT (488297.781 4796686.63),63266,WY709,9,129,351507,85892,351507,100.0,R,35.4917527476,30.8845560923,33.6236911601,clay loam
E1.1,2015-07-01,BIRD,501818.0,4832768.0,vor,38.90857004547559,POINT (501818 4832768),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.1,2016-08-01,BIRD,501818.0,4832768.0,vor,27.72985025655245,POINT (501818 4832768),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.1,2017-07-15,BIRD,501818.0,4832768.0,vor,7.10193559586637,POINT (501818 4832768),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.2,2015-07-01,BIRD,501936.0,4832548.0,vor,157.73253425895632,POINT (501936 4832548),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.2,2017-07-15,BIRD,501936.0,4832548.0,vor,72.25917893523567,POINT (501936 4832548),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.4,2015-07-01,BIRD,502171.0,4832107.0,vor,90.7875630875482,POINT (502171 4832107),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.4,2017-07-15,BIRD,502171.0,4832107.0,vor,7.410216510839056,POINT (502171 4832107),49069,WY045,10,1,349381,75897,349381,100.0,R,34.5426900585,29.7065789474,35.7507309942,clay loam
E1.3,2015-07-01,BIRD,502053.0,4832327.0,vor,102.499255803637,POINT (502053 4832327),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E1.3,2017-07-15,BIRD,502053.0,4832327.0,vor,32.31396147951057,POINT (502053 4832327),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E1.5,2015-07-01,BIRD,502288.0,4831886.0,vor,41.955126857160224,POINT (502288 4831886),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E1.5,2017-07-15,BIRD,502288.0,4831886.0,vor,8.868181854339237,POINT (502288 4831886),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E2.1,2015-08-18,BIRD,500559.0,4831550.0,vor,63.10061706973276,POINT (500559 4831550),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E2.1,2016-08-01,BIRD,500559.0,4831550.0,vor,16.670083867256746,POINT (500559 4831550),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E2.1,2017-07-15,BIRD,500559.0,4831550.0,vor,55.55730891941312,POINT (500559 4831550),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E2.2,2015-08-18,BIRD,500315.0,4831493.0,vor,148.5619562119199,POINT (500315 4831493),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E2.2,2016-08-01,BIRD,500315.0,4831493.0,vor,19.01542365582862,POINT (500315 4831493),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E2.2,2017-07-15,BIRD,500315.0,4831493.0,vor,82.25381423784916,POINT (500315 4831493),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.1,2015-07-01,BIRD,501197.0,4830666.0,vor,74.7537764056119,POINT (501197 4830666),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.1,2016-08-01,BIRD,501197.0,4830666.0,vor,-5.873551959131624,POINT (501197 4830666),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.1,2017-07-15,BIRD,501197.0,4830666.0,vor,24.465120247860025,POINT (501197 4830666),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.2,2015-07-01,BIRD,501278.0,4830430.0,vor,118.44450582648317,POINT (501278 4830430),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.2,2016-08-01,BIRD,501278.0,4830430.0,vor,-16.231982032560964,POINT (501278 4830430),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.2,2017-07-15,BIRD,501278.0,4830430.0,vor,2.7864719829487754,POINT (501278 4830430),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.3,2015-07-01,BIRD,501358.0,4830193.0,vor,199.74793583891892,POINT (501358 4830193),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.3,2016-08-01,BIRD,501358.0,4830193.0,vor,41.738481095936,POINT (501358 4830193),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.3,2017-07-15,BIRD,501358.0,4830193.0,vor,6.055491205850963,POINT (501358 4830193),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.4,2015-07-01,BIRD,501439.0,4829957.0,vor,75.3613955368273,POINT (501439 4829957),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.4,2016-08-01,BIRD,501439.0,4829957.0,vor,80.25398093055873,POINT (501439 4829957),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.4,2017-07-15,BIRD,501439.0,4829957.0,vor,45.82988630818083,POINT (501439 4829957),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.5,2015-07-01,BIRD,501520.0,4829720.0,vor,127.4187408354566,POINT (501520 4829720),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.5,2016-08-01,BIRD,501520.0,4829720.0,vor,76.60284091381374,POINT (501520 4829720),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E5.5,2017-07-15,BIRD,501520.0,4829720.0,vor,76.68959598793563,POINT (501520 4829720),47842,WY045,10,5,349454,75943,349454,100.0,R,33.8791118421,30.7405427632,35.3803453947,clay loam
E10.1,2015-06-13,BIRD,499212.0,4823671.0,vor,12.623237882544924,POINT (499212 4823671),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.1,2016-08-09,BIRD,499212.0,4823671.0,vor,40.07705616194295,POINT (499212 4823671),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.1,2017-07-04,BIRD,499212.0,4823671.0,vor,62.61716804208183,POINT (499212 4823671),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.1,2018-07-01,BIRD,499212.0,4823671.0,vor,4.72724868871898,POINT (499212 4823671),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.1,2019-06-17,BIRD,499212.0,4823671.0,vor,22.12087219842326,POINT (499212 4823671),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.2,2015-06-13,BIRD,499397.0,4823503.0,vor,41.32805829671189,POINT (499397 4823503),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.2,2016-08-09,BIRD,499397.0,4823503.0,vor,13.843205594520406,POINT (499397 4823503),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.2,2017-07-04,BIRD,499397.0,4823503.0,vor,16.440887991354337,POINT (499397 4823503),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.2,2018-07-01,BIRD,499397.0,4823503.0,vor,28.610232413285303,POINT (499397 4823503),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E10.2,2019-06-17,BIRD,499397.0,4823503.0,vor,36.46944219994705,POINT (499397 4823503),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E12.2,2015-07-30,BIRD,498427.0,4822170.0,vor,82.50663536943757,POINT (498427 4822170),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E12.2,2016-07-22,BIRD,498427.0,4822170.0,vor,20.90623951959488,POINT (498427 4822170),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E12.2,2017-07-14,BIRD,498427.0,4822170.0,vor,30.171421223833704,POINT (498427 4822170),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E12.2,2018-07-01,BIRD,498427.0,4822170.0,vor,32.051033060963576,POINT (498427 4822170),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E12.2,2019-06-17,BIRD,498427.0,4822170.0,vor,46.62073401239374,POINT (498427 4822170),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E6.4,2015-08-19,BIRD,498686.0,4826794.0,vor,63.79449952841853,POINT (498686 4826794),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E6.4,2016-08-09,BIRD,498686.0,4826794.0,vor,14.671717635146134,POINT (498686 4826794),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E6.4,2017-06-23,BIRD,498686.0,4826794.0,vor,44.22372944959184,POINT (498686 4826794),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E6.5,2015-08-19,BIRD,498696.0,4826545.0,vor,107.93450939904656,POINT (498696 4826545),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E6.5,2016-08-09,BIRD,498696.0,4826545.0,vor,79.59219124561875,POINT (498696 4826545),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E6.5,2017-06-24,BIRD,498696.0,4826545.0,vor,29.345739293137413,POINT (498696 4826545),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E8.6,2015-08-17,BIRD,497162.0,4824987.0,vor,32.67404816102683,POINT (497162 4824987),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E8.6,2016-08-09,BIRD,497162.0,4824987.0,vor,25.198080899591652,POINT (497162 4824987),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
E8.6,2017-07-17,BIRD,497162.0,4824987.0,vor,45.78825391991152,POINT (497162 4824987),48830,WY045,10,100,349383,75898,349383,100.0,R,32.7546511628,33.1697674419,34.0755813953,clay loam
