index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
108,Temporal,3,np.log(bm) ~ ndti + bai_126 + bai_236 + ndti:bai_126 + ndti:bai_236 + bai_126:bai_236,simp,0.484,0.4829,9738.0927,694.5274,201.5074,5.6074,1.0245,0.2709,1.3834,463.4863,168.9596,1.021,0.3832,1.3455,0.4944,0.2559,0.1551,439.6082,1.3609,8.0272,737.7441,0.6461,0.0875,0.7777
109,Temporal,3,np.log(bm) ~ ndti + bai_126 + bai_246 + ndti:bai_126 + ndti:bai_246 + bai_126:bai_246,simp,0.4525,0.4513,9902.9196,783.3025,374.1761,6.5898,1.0866,0.2361,1.3409,488.7504,211.4069,1.0339,0.371,1.3756,0.507,0.2618,0.1611,452.5267,1.3615,9.1046,871.4062,0.6616,0.0499,0.7307
110,Temporal,3,np.log(bm) ~ ndti + bai_136 + bai_246 + ndti:bai_136 + ndti:bai_246 + bai_136:bai_246,simp,0.4753,0.4741,9784.6234,683.9803,171.3069,5.8664,1.0078,0.2273,1.3512,464.9797,158.9137,1.019,0.3727,1.3487,0.4966,0.2567,0.1565,429.0661,1.3139,8.2236,678.9302,0.6486,0.0735,0.7267
111,Temporal,3,np.log(bm) ~ ndti + bai_236 + bai_246 + ndti:bai_236 + ndti:bai_246 + bai_236:bai_246,simp,0.4837,0.4826,9739.3885,687.0845,175.6664,5.6748,1.0172,0.251,1.3769,467.4093,161.4256,1.0212,0.3829,1.3458,0.4949,0.256,0.1546,460.6992,1.4102,8.1145,704.2893,0.6536,0.0863,0.7805
112,Temporal,3,np.log(bm) ~ satvi + ndii7 + nir + satvi:ndii7 + satvi:nir + ndii7:nir,simp,0.5075,0.5065,9607.9028,898.3569,577.3001,5.8303,1.2525,0.6438,2.6823,465.9371,190.8577,0.9882,0.381,1.3111,0.5104,0.2502,0.1547,619.4341,1.9272,8.3487,747.6807,0.6501,0.1617,0.9998
113,Temporal,3,np.log(bm) ~ satvi + ndii7 + swir1 + satvi:ndii7 + satvi:swir1 + ndii7:swir1,simp,0.5028,0.5017,9634.3912,629.1009,157.1881,5.6411,0.9392,0.2503,1.3278,434.5226,145.228,1.0035,0.3714,1.3174,0.4903,0.2508,0.1521,378.2742,1.1893,8.0921,670.7146,0.6125,0.0829,0.7066
114,Temporal,3,np.log(bm) ~ satvi + ndii7 + bai_126 + satvi:ndii7 + satvi:bai_126 + ndii7:bai_126,simp,0.4731,0.4719,9796.3386,660.9472,178.4049,5.4362,0.9871,0.2824,1.4178,442.0222,146.1657,1.0072,0.4013,1.328,0.5006,0.253,0.1548,397.4396,1.2565,7.7359,679.3594,0.6277,0.1008,0.7364
115,Temporal,3,np.log(bm) ~ satvi + ndii7 + bai_236 + satvi:ndii7 + satvi:bai_236 + ndii7:bai_236,simp,0.4629,0.4617,9849.6651,688.4564,220.9959,5.3991,1.0219,0.3152,1.4207,455.9058,162.699,1.0178,0.4022,1.3342,0.5141,0.2544,0.1571,415.8762,1.3287,7.6163,675.6627,0.6442,0.1256,0.8578
116,Temporal,3,np.log(bm) ~ satvi + nir + swir1 + satvi:nir + satvi:swir1 + nir:swir1,simp,0.4909,0.4898,9700.1361,633.0175,160.3228,5.9993,0.9468,0.2611,1.3109,422.7471,133.6901,0.9987,0.4018,1.3229,0.5355,0.2532,0.1601,390.0825,1.2369,8.5282,633.2934,0.6002,0.0872,0.7093
117,Temporal,3,np.log(bm) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.4048,0.4035,10135.8207,644.3422,162.3522,7.945,0.9589,0.253,1.3622,440.1403,148.9535,1.0492,0.4035,1.4007,0.582,0.2689,0.1762,319.9787,1.0441,10.7535,660.3894,0.6193,0.0769,0.7286
118,Temporal,3,np.log(bm) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.4842,0.4831,9736.6296,639.0704,160.3522,6.3469,0.9577,0.2659,1.2831,425.1168,134.5289,0.9868,0.3849,1.3181,0.5233,0.2521,0.1594,429.0476,1.3306,8.8926,619.9655,0.6037,0.0949,0.7257
119,Temporal,3,np.log(bm) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.5333,0.5323,9458.1033,624.2995,170.1062,5.379,0.9319,0.2635,1.3585,410.6539,137.4598,0.9342,0.372,1.2554,0.4759,0.2393,0.1456,355.6844,1.1093,7.9746,654.1846,0.5809,0.0791,0.7054
120,Temporal,3,np.log(bm) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.4876,0.4865,9718.3781,644.1161,189.9904,6.1096,0.9492,0.2354,1.3163,425.7474,136.6054,0.996,0.3826,1.3175,0.5112,0.2516,0.1569,362.1631,1.1327,8.6372,650.9912,0.6022,0.076,0.6969
121,Temporal,3,np.log(bm) ~ satvi + bai_126 + bai_236 + satvi:bai_126 + satvi:bai_236 + bai_126:bai_236,simp,0.4418,0.4406,9956.8645,676.16,162.626,5.9098,1.0071,0.2609,1.4814,461.9985,151.3491,1.0417,0.3946,1.3752,0.4988,0.2615,0.1573,381.901,1.2103,8.3975,693.1963,0.6517,0.0762,0.7476
122,Temporal,3,np.log(bm) ~ satvi + bai_126 + bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,simp,0.3993,0.398,10161.3505,754.7311,240.2401,6.8825,1.0893,0.2186,1.4472,520.6775,215.5417,1.097,0.3826,1.4455,0.5162,0.2746,0.1656,464.6471,1.4193,9.3112,910.0417,0.7103,0.0624,0.814
123,Temporal,3,np.log(bm) ~ satvi + bai_236 + bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,simp,0.4004,0.3991,10156.2779,656.6073,167.5906,6.8813,0.9777,0.2636,1.4426,451.14,149.7932,1.0564,0.4152,1.3958,0.5582,0.2671,0.1709,337.4391,1.0997,9.3656,667.8645,0.6373,0.0839,0.7439
124,Temporal,3,np.log(bm) ~ ndii7 + nir + swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.5083,0.5073,9603.3521,728.4202,309.597,6.1593,1.0617,0.3882,1.8039,461.3701,187.1858,1.0041,0.371,1.341,0.5044,0.2555,0.1556,492.6383,1.5229,8.8165,705.8698,0.6388,0.1412,0.9439
125,Temporal,3,np.log(bm) ~ ndii7 + nir + swir2 + ndii7:nir + ndii7:swir2 + nir:swir2,simp,0.5192,0.5182,9541.1243,655.7694,192.1426,5.9525,0.9705,0.2674,1.285,436.4004,157.0486,0.9869,0.3694,1.3212,0.4983,0.2517,0.1528,425.1796,1.3205,8.5808,652.1791,0.6109,0.1057,0.8074
126,Temporal,3,np.log(bm) ~ ndii7 + nir + bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,simp,0.4942,0.4931,9682.17,989.996,931.7383,6.7521,1.418,1.2153,4.3326,500.221,250.6318,1.014,0.3904,1.3542,0.5376,0.2589,0.1622,827.193,2.5408,9.6105,1004.0812,0.6967,0.2748,1.3427
127,Temporal,3,np.log(bm) ~ ndii7 + nir + bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,simp,0.4964,0.4953,9669.9471,1021.2464,988.9599,6.6877,1.4554,1.2892,4.5597,509.1854,270.8551,1.0212,0.3791,1.3613,0.5248,0.2596,0.1597,875.3092,2.6899,9.5208,1075.5941,0.7087,0.3064,1.4383
128,Temporal,3,np.log(bm) ~ ndii7 + swir1 + bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.4732,0.4721,9795.4778,652.6066,158.1543,6.7503,0.9695,0.2339,1.2986,452.5289,148.8437,1.0723,0.3877,1.4079,0.5119,0.2673,0.1596,409.2571,1.2705,9.547,677.9923,0.6371,0.0857,0.7219
129,Temporal,3,np.log(bm) ~ ndii7 + swir2 + bai_126 + ndii7:swir2 + ndii7:bai_126 + swir2:bai_126,simp,0.5124,0.5114,9580.162,627.609,160.6884,5.9912,0.9346,0.2481,1.3187,428.0635,148.9725,0.9989,0.3795,1.3309,0.4964,0.2535,0.154,393.88,1.2144,8.6874,684.4491,0.5996,0.0726,0.734
130,Temporal,3,np.log(bm) ~ ndii7 + bai_126 + bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,simp,0.3905,0.3892,10201.9901,795.6981,353.0321,7.5804,1.1669,0.4549,2.1079,517.7381,199.1328,1.1604,0.4249,1.496,0.5593,0.2842,0.1728,538.3992,1.6822,10.2955,863.23,0.7328,0.1969,1.1543
131,Temporal,3,np.log(bm) ~ ndii7 + bai_126 + bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,simp,0.3934,0.3921,10188.7142,775.264,314.0238,7.4811,1.1361,0.4015,1.9255,511.4711,194.4805,1.1519,0.4214,1.484,0.5578,0.2822,0.1726,504.8886,1.5832,10.1637,836.8293,0.7226,0.1846,1.119
132,Temporal,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.4947,0.4936,9679.6275,650.7652,168.184,6.215,0.9671,0.2522,1.2916,434.8086,143.3959,1.0035,0.3752,1.3322,0.5131,0.2542,0.1569,401.384,1.2559,8.8117,613.5676,0.6129,0.0926,0.7626
133,Temporal,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5226,0.5216,9521.0779,636.9272,161.6556,6.058,0.9464,0.2444,1.3022,430.7535,147.3778,0.9832,0.3707,1.3126,0.4943,0.25,0.151,400.7356,1.2492,8.8302,653.8394,0.6039,0.0792,0.7276
134,Temporal,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.4966,0.4955,9669.0291,692.111,288.8672,6.1991,1.0204,0.3855,1.7397,439.7441,173.4657,0.9661,0.3902,1.3053,0.5321,0.25,0.1604,507.2053,1.5505,8.7267,708.2169,0.6168,0.1555,0.947
135,Temporal,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.4828,0.4817,9744.1109,671.3304,247.368,6.2075,0.9952,0.3437,1.5622,433.7296,162.0033,0.9857,0.3957,1.3203,0.5377,0.2528,0.1622,461.2798,1.4344,8.6614,680.9343,0.6126,0.1452,0.9105
136,Temporal,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.4583,0.4571,9873.3308,1008.0183,971.4822,7.2908,1.2649,0.6488,2.7656,484.966,209.8489,1.075,0.397,1.4136,0.5257,0.2686,0.1632,435.0692,1.3231,10.1962,911.2679,0.6622,0.077,0.7469
137,Temporal,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.505,0.504,9622.0005,968.4404,919.1903,6.1664,1.2231,0.6173,2.6272,475.6968,232.2573,1.0041,0.3653,1.334,0.4836,0.2536,0.1529,440.294,1.3279,8.8818,975.0271,0.6411,0.0891,0.7992
138,Temporal,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.3118,0.3103,10540.1229,721.1547,215.5642,10.1017,1.0523,0.2285,1.4539,511.2536,194.3114,1.2109,0.4532,1.5714,0.6081,0.2993,0.1876,420.1259,1.2961,13.2392,883.0109,0.7117,0.0905,0.8078
139,Temporal,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.3207,0.3192,10504.1234,699.1263,185.6137,9.6578,1.0293,0.2355,1.4506,497.6642,178.8359,1.1903,0.4457,1.5422,0.6036,0.2942,0.1864,387.1456,1.2073,12.6989,823.6385,0.6962,0.0825,0.8045
140,Temporal,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5195,0.5177,9547.4384,684.0499,254.257,5.7484,1.0123,0.3491,1.5633,433.4681,159.6411,0.9751,0.3859,1.3012,0.5123,0.2485,0.1544,460.5214,1.4475,8.2445,672.3554,0.6076,0.109,0.7793
141,Temporal,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.5195,0.5178,9547.1398,619.0219,167.1362,5.6267,0.9284,0.2819,1.3557,411.393,142.314,0.933,0.3695,1.261,0.483,0.2403,0.1466,337.7343,1.0793,8.1423,643.5344,0.582,0.0933,0.7085
142,Temporal,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.5113,0.5096,9594.2669,781.6751,495.7144,5.8903,1.0687,0.3474,1.5974,439.8622,197.2874,0.9521,0.3744,1.282,0.4918,0.2445,0.151,357.0617,1.1185,8.4349,852.523,0.6046,0.095,0.7167
143,Temporal,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.528,0.5263,9497.6542,582.5352,145.3452,5.6953,0.877,0.2644,1.2667,394.7501,131.9919,0.9223,0.3773,1.2544,0.5091,0.2401,0.1524,337.7914,1.067,8.1316,594.5973,0.5593,0.0915,0.6927
144,Temporal,4,np.log(bm) ~ dfi + ndvi + bai_126 + bai_246 + dfi:ndvi + dfi:bai_126 + dfi:bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.4924,0.4906,9700.2417,765.8741,430.2407,5.9472,1.0605,0.3033,1.4534,496.1869,278.1266,0.9984,0.3713,1.331,0.487,0.2531,0.1535,449.5677,1.3372,8.4282,1114.1065,0.659,0.1259,0.9132
145,Temporal,4,np.log(bm) ~ dfi + ndti + ndii7 + nir + dfi:ndti + dfi:ndii7 + dfi:nir + ndti:ndii7 + ndti:nir + ndii7:nir,simp,0.5206,0.5188,9541.1656,682.5937,253.1842,6.0915,1.01,0.3436,1.5351,437.084,164.6553,0.9867,0.3932,1.3243,0.52,0.2529,0.157,443.6565,1.3923,8.756,684.0668,0.6136,0.1252,0.8351
146,Temporal,4,np.log(bm) ~ dfi + ndti + ndii7 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.4913,0.4894,9706.3939,633.866,192.6915,5.9397,0.9416,0.2775,1.3224,429.6014,162.7738,0.9871,0.3901,1.324,0.5171,0.2528,0.1577,372.2985,1.1735,8.3507,714.5077,0.6025,0.1041,0.7278
147,Temporal,4,np.log(bm) ~ dfi + ndti + ndii7 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.5042,0.5024,9634.8428,661.0071,202.0692,5.6582,0.9823,0.2874,1.3418,443.6905,164.7222,0.9938,0.3813,1.3241,0.5023,0.2521,0.1526,396.6043,1.2724,8.1018,714.5149,0.624,0.1182,0.7784
148,Temporal,4,np.log(bm) ~ dfi + ndti + ndii7 + bai_236 + dfi:ndti + dfi:ndii7 + dfi:bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.5113,0.5096,9594.267,662.2378,208.6633,5.5036,0.9849,0.2993,1.3576,441.6332,167.1736,0.9857,0.382,1.3166,0.4959,0.2505,0.1504,399.2007,1.2756,7.9605,717.8361,0.6212,0.1234,0.7999
149,Temporal,4,np.log(bm) ~ dfi + ndti + nir + bai_136 + dfi:ndti + dfi:nir + dfi:bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.4962,0.4944,9679.2237,787.1845,457.9445,6.1391,1.1404,0.5816,2.415,467.5443,210.1087,0.9925,0.3855,1.3374,0.526,0.2554,0.1608,522.027,1.6171,8.5904,785.689,0.6469,0.1849,1.0506
150,Temporal,4,np.log(bm) ~ dfi + ndti + nir + bai_236 + dfi:ndti + dfi:nir + dfi:bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.5114,0.5097,9593.7489,651.2209,217.3002,5.8195,0.9665,0.3052,1.3176,431.2626,169.4846,0.9791,0.3895,1.3199,0.5169,0.2518,0.156,392.2996,1.244,8.2808,707.3112,0.6046,0.127,0.8026
151,Temporal,4,np.log(bm) ~ dfi + ndti + nir + bai_246 + dfi:ndti + dfi:nir + dfi:bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.5279,0.5262,9498.1491,600.2732,155.8299,5.7791,0.8969,0.2536,1.2554,405.6783,140.6323,0.9368,0.3692,1.2697,0.504,0.2427,0.1523,346.2871,1.0973,8.2514,610.863,0.5712,0.0908,0.6907
152,Temporal,4,np.log(bm) ~ dfi + ndti + bai_126 + bai_136 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + ndti:bai_126 + ndti:bai_136 + bai_126:bai_136,simp,0.5084,0.5066,9611.2108,662.6576,212.1067,5.5158,0.9843,0.3004,1.3596,443.7388,170.0917,0.9927,0.3839,1.3242,0.5007,0.252,0.1519,400.8182,1.2725,7.9314,733.5095,0.6228,0.1206,0.7996
153,Temporal,4,np.log(bm) ~ dfi + ndti + bai_126 + bai_236 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + ndti:bai_126 + ndti:bai_236 + bai_126:bai_236,simp,0.5086,0.5068,9609.9236,658.7659,209.1741,5.6231,0.9781,0.2969,1.3525,441.6883,169.4768,0.9893,0.3828,1.3221,0.5033,0.2517,0.1526,394.7292,1.2539,8.0806,724.7486,0.6192,0.1191,0.7972
154,Temporal,4,np.log(bm) ~ dfi + ndti + bai_126 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_246 + ndti:bai_126 + ndti:bai_246 + bai_126:bai_246,simp,0.4782,0.4763,9777.0404,800.5023,519.1604,6.2934,1.0824,0.3442,1.6585,507.3901,315.407,1.008,0.3674,1.3497,0.4975,0.2567,0.1561,433.3697,1.2971,8.7642,1216.5282,0.6641,0.1588,0.9972
155,Temporal,4,np.log(bm) ~ dfi + ndti + bai_136 + bai_246 + dfi:ndti + dfi:bai_136 + dfi:bai_246 + ndti:bai_136 + ndti:bai_246 + bai_136:bai_246,simp,0.5096,0.5078,9604.1259,620.5747,174.1708,5.374,0.9305,0.2837,1.3335,417.7719,154.6336,0.9525,0.3803,1.2817,0.504,0.2447,0.1524,350.7266,1.1067,7.6555,682.7822,0.5881,0.1048,0.7082
156,Temporal,4,np.log(bm) ~ dfi + ndti + bai_236 + bai_246 + dfi:ndti + dfi:bai_236 + dfi:bai_246 + ndti:bai_236 + ndti:bai_246 + bai_236:bai_246,simp,0.5154,0.5137,9570.9227,632.9371,180.484,5.6016,0.9482,0.2874,1.3423,425.4818,154.399,0.9654,0.3788,1.2973,0.5003,0.2472,0.151,379.8031,1.2069,8.0641,689.2278,0.6013,0.1138,0.7376
157,Temporal,4,np.log(bm) ~ dfi + satvi + ndii7 + nir + dfi:satvi + dfi:ndii7 + dfi:nir + satvi:ndii7 + satvi:nir + ndii7:nir,simp,0.5224,0.5206,9530.6403,735.802,328.4824,5.6837,1.0683,0.3952,1.7942,441.6053,168.7311,0.9695,0.3898,1.2962,0.5162,0.2477,0.1545,487.0784,1.5314,8.1632,693.0974,0.6175,0.1189,0.8172
158,Temporal,4,np.log(bm) ~ dfi + satvi + ndii7 + swir1 + dfi:satvi + dfi:ndii7 + dfi:swir1 + satvi:ndii7 + satvi:swir1 + ndii7:swir1,simp,0.5358,0.5342,9450.8826,620.9266,171.298,5.642,0.9281,0.2753,1.3167,416.4752,147.1959,0.9559,0.3918,1.2844,0.5118,0.2453,0.1517,361.2557,1.1493,8.25,636.4582,0.5868,0.1023,0.7358
159,Temporal,4,np.log(bm) ~ dfi + satvi + ndii7 + bai_126 + dfi:satvi + dfi:ndii7 + dfi:bai_126 + satvi:ndii7 + satvi:bai_126 + ndii7:bai_126,simp,0.5129,0.5112,9585.214,639.0937,179.3947,5.7119,0.9531,0.279,1.3405,423.1162,142.1515,0.9513,0.3659,1.2819,0.4835,0.2441,0.1477,355.8303,1.1357,8.1914,628.7966,0.598,0.0904,0.7093
160,Temporal,4,np.log(bm) ~ dfi + satvi + ndii7 + bai_236 + dfi:satvi + dfi:ndii7 + dfi:bai_236 + satvi:ndii7 + satvi:bai_236 + ndii7:bai_236,simp,0.5166,0.5149,9563.9133,664.6207,203.3291,5.4564,0.9878,0.295,1.3659,448.0622,166.5651,0.9843,0.3697,1.3061,0.4802,0.248,0.1459,404.359,1.297,7.9787,703.8415,0.629,0.1167,0.7922
161,Temporal,4,np.log(bm) ~ dfi + satvi + nir + swir1 + dfi:satvi + dfi:nir + dfi:swir1 + satvi:nir + satvi:swir1 + nir:swir1,simp,0.533,0.5313,9467.7871,684.0938,281.4099,5.6189,0.985,0.2716,1.3193,415.4724,147.5597,0.9498,0.3977,1.2776,0.5136,0.2442,0.1521,391.5879,1.2373,8.192,651.8295,0.5853,0.0959,0.7316
162,Temporal,4,np.log(bm) ~ dfi + satvi + nir + bai_236 + dfi:satvi + dfi:nir + dfi:bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.4757,0.4738,9790.2626,657.9552,210.0243,6.57,0.9674,0.2653,1.3723,445.4804,176.3444,1.0146,0.3836,1.3547,0.5248,0.2583,0.1593,345.2702,1.1064,9.2974,746.6592,0.6178,0.0895,0.7307
163,Temporal,4,np.log(bm) ~ dfi + satvi + nir + bai_246 + dfi:satvi + dfi:nir + dfi:bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.5234,0.5216,9524.8897,613.9969,159.6365,5.744,0.9215,0.2738,1.2972,408.1996,136.1749,0.9413,0.3778,1.2701,0.5071,0.2429,0.1527,384.266,1.2091,8.214,607.2396,0.5778,0.0935,0.7123
164,Temporal,4,np.log(bm) ~ dfi + satvi + swir1 + bai_126 + dfi:satvi + dfi:swir1 + dfi:bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.5462,0.5446,9388.1037,595.8279,139.7743,5.6707,0.9025,0.2835,1.3255,398.3635,134.2326,0.9164,0.3893,1.2481,0.5027,0.2386,0.1484,340.2321,1.0685,8.4111,613.1119,0.5652,0.0939,0.7317
165,Temporal,4,np.log(bm) ~ dfi + satvi + swir1 + bai_246 + dfi:satvi + dfi:swir1 + dfi:bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.5358,0.5342,9450.9931,593.6127,146.9962,5.6578,0.895,0.2744,1.3062,400.2575,134.7255,0.9274,0.3842,1.2557,0.5015,0.2401,0.1499,345.1464,1.0857,8.2451,614.4786,0.5673,0.0925,0.7233
166,Temporal,4,np.log(bm) ~ dfi + satvi + bai_126 + bai_236 + dfi:satvi + dfi:bai_126 + dfi:bai_236 + satvi:bai_126 + satvi:bai_236 + bai_126:bai_236,simp,0.4988,0.4969,9665.1024,651.663,174.1966,6.3196,0.9721,0.2746,1.403,443.5967,156.9778,0.9801,0.3594,1.32,0.4836,0.2506,0.1478,356.9962,1.1515,9.23,669.506,0.6229,0.095,0.7302
167,Temporal,4,np.log(bm) ~ dfi + satvi + bai_126 + bai_246 + dfi:satvi + dfi:bai_126 + dfi:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,simp,0.4621,0.4602,9861.6299,683.4355,225.4387,6.5197,0.9943,0.2472,1.3804,468.8511,191.7604,1.0143,0.3529,1.3574,0.4872,0.2576,0.1525,366.3253,1.1633,9.0432,763.5317,0.6447,0.0805,0.7257
168,Temporal,4,np.log(bm) ~ dfi + satvi + bai_236 + bai_246 + dfi:satvi + dfi:bai_236 + dfi:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,simp,0.5017,0.4999,9648.5396,669.8758,194.0724,5.8871,0.9867,0.2533,1.3971,462.7566,172.63,0.9975,0.3473,1.323,0.4623,0.2507,0.1451,400.8482,1.2559,8.5819,742.9676,0.6418,0.0673,0.7324
169,Temporal,4,np.log(bm) ~ dfi + ndii7 + nir + swir1 + dfi:ndii7 + dfi:nir + dfi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.5272,0.5255,9502.1157,638.0618,172.8494,6.3262,0.9474,0.2577,1.3171,426.9743,151.2927,0.9785,0.3824,1.3196,0.514,0.2518,0.1547,367.0238,1.152,9.1855,642.1506,0.5976,0.0922,0.7412
170,Temporal,4,np.log(bm) ~ dfi + ndii7 + nir + swir2 + dfi:ndii7 + dfi:nir + dfi:swir2 + ndii7:nir + ndii7:swir2 + nir:swir2,simp,0.535,0.5333,9455.8903,610.3832,163.3559,5.8321,0.9126,0.2659,1.3016,409.8792,145.515,0.9479,0.3883,1.2861,0.511,0.2457,0.1528,358.1647,1.1249,8.4915,627.7509,0.5762,0.0975,0.7247
171,Temporal,4,np.log(bm) ~ dfi + ndii7 + nir + bai_136 + dfi:ndii7 + dfi:nir + dfi:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,simp,0.5145,0.5128,9576.0314,730.1039,310.3124,6.1725,1.0711,0.4019,1.8309,454.8439,171.9868,0.9904,0.3908,1.3276,0.5295,0.2537,0.1583,497.921,1.5674,8.8008,685.4162,0.6354,0.1295,0.8625
172,Temporal,4,np.log(bm) ~ dfi + ndii7 + nir + bai_236 + dfi:ndii7 + dfi:nir + dfi:bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,simp,0.5252,0.5235,9514.1414,684.8452,252.9531,6.4111,1.0083,0.3349,1.5323,436.3953,163.8994,0.9752,0.3948,1.3204,0.5261,0.2522,0.1566,452.2114,1.4295,9.2424,668.5692,0.6123,0.1278,0.8349
173,Temporal,4,np.log(bm) ~ dfi + ndii7 + swir1 + bai_126 + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.5251,0.5234,9514.6638,623.123,165.9151,6.4762,0.9309,0.2676,1.3333,417.7749,143.6216,0.9741,0.404,1.3159,0.5351,0.2518,0.158,358.6163,1.1348,9.3947,631.687,0.5895,0.1018,0.7523
174,Temporal,4,np.log(bm) ~ dfi + ndii7 + swir2 + bai_126 + dfi:ndii7 + dfi:swir2 + dfi:bai_126 + ndii7:swir2 + ndii7:bai_126 + swir2:bai_126,simp,0.5319,0.5302,9474.466,610.3822,159.654,6.0776,0.9148,0.2692,1.3266,409.7314,142.5269,0.955,0.3955,1.2948,0.5208,0.2475,0.1543,351.6581,1.1066,8.8699,639.5977,0.5776,0.0963,0.7439
175,Temporal,4,np.log(bm) ~ dfi + ndii7 + bai_126 + bai_136 + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,simp,0.5056,0.5038,9627.0242,669.0999,202.1865,6.2676,0.9937,0.2897,1.3507,448.8983,162.304,1.0023,0.3858,1.338,0.505,0.2547,0.1533,423.7831,1.3564,9.0224,704.1387,0.633,0.1217,0.7936
