index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
29,Temporal,2,np.log(bm) ~ ndti + bai_126 + ndti:bai_126,simp,0.386,0.3853,10216.4264,1212.0529,1024.9958,8.2427,1.5365,0.8687,3.0272,651.8671,478.9401,1.0922,0.3905,1.4517,0.5692,0.277,0.1786,652.4645,1.932,10.7898,1681.7914,0.8198,0.315,1.3785
30,Temporal,2,np.log(bm) ~ ndti + bai_136 + ndti:bai_136,simp,0.4587,0.4581,9865.3583,734.6571,228.6769,6.1799,1.0707,0.2683,1.4502,481.3158,173.998,1.0354,0.3771,1.3685,0.519,0.2609,0.1619,459.603,1.4123,8.5516,695.9955,0.6663,0.0869,0.8352
31,Temporal,2,np.log(bm) ~ ndti + bai_236 + ndti:bai_236,simp,0.4804,0.4799,9751.1505,686.8269,183.9422,5.4619,1.0161,0.2595,1.3874,459.3368,160.5693,1.0175,0.387,1.3379,0.4981,0.2547,0.1554,439.0023,1.3541,7.7901,712.3585,0.6421,0.0782,0.7427
32,Temporal,2,np.log(bm) ~ ndti + bai_246 + ndti:bai_246,simp,0.4285,0.4279,10016.278,906.3017,574.808,7.2404,1.2092,0.3466,1.8301,562.2243,353.9595,1.06,0.3737,1.4091,0.5218,0.2682,0.1658,562.8904,1.641,9.8844,1359.5448,0.7264,0.1648,1.1144
33,Temporal,2,np.log(bm) ~ satvi + ndii7 + satvi:ndii7,simp,0.4627,0.4621,9844.6535,680.9476,212.7186,5.3567,1.0137,0.3133,1.4228,448.946,155.9751,1.0108,0.4074,1.3267,0.5173,0.2532,0.1575,414.5362,1.3231,7.5744,667.4026,0.6361,0.1198,0.8202
34,Temporal,2,np.log(bm) ~ satvi + nir + satvi:nir,simp,0.3624,0.3617,10321.6202,658.4891,209.4648,9.7247,0.9646,0.2526,1.3168,449.8433,172.8405,1.0668,0.4146,1.4459,0.6116,0.2774,0.1844,324.6127,1.0667,12.7637,725.4558,0.6273,0.1,0.7295
35,Temporal,2,np.log(bm) ~ satvi + swir1 + satvi:swir1,simp,0.4725,0.4719,9793.2399,635.5296,184.4886,6.71,0.939,0.2408,1.3006,414.5115,130.27,0.9873,0.3925,1.3207,0.5451,0.2534,0.1644,328.8316,1.0503,9.3646,630.0301,0.5882,0.0782,0.71
36,Temporal,2,np.log(bm) ~ satvi + bai_126 + satvi:bai_126,simp,0.3757,0.3751,10262.5873,860.2004,408.5025,7.2569,1.1865,0.2485,1.4339,570.1771,309.2343,1.109,0.3796,1.4597,0.5356,0.2776,0.1716,510.4406,1.5274,9.6094,1213.0463,0.7495,0.1298,0.9943
37,Temporal,2,np.log(bm) ~ satvi + bai_236 + satvi:bai_236,simp,0.3927,0.392,10185.9504,651.1285,169.0685,7.0876,0.97,0.2665,1.434,445.3894,151.5813,1.0547,0.418,1.3957,0.57,0.2675,0.1736,314.9496,1.0321,9.6154,671.1979,0.6283,0.0823,0.7338
38,Temporal,2,np.log(bm) ~ satvi + bai_246 + satvi:bai_246,simp,0.369,0.3684,10292.2629,669.8599,185.9245,7.6233,0.993,0.2665,1.4309,462.7656,162.8102,1.0779,0.4275,1.4322,0.5837,0.2743,0.1779,379.3609,1.2119,10.0611,702.8165,0.6515,0.0969,0.7623
39,Temporal,2,np.log(bm) ~ ndii7 + nir + ndii7:nir,simp,0.4775,0.4769,9766.736,1823.2726,2789.5669,7.38,2.5081,3.6924,11.5346,591.4711,418.1854,1.0256,0.3953,1.3694,0.5522,0.262,0.1656,1802.5846,5.4829,10.4169,1544.5981,0.8179,0.5149,2.0654
40,Temporal,2,np.log(bm) ~ ndii7 + swir1 + ndii7:swir1,simp,0.4683,0.4678,9815.2234,656.1632,162.413,6.9045,0.9745,0.2362,1.3155,451.0541,150.3335,1.0743,0.394,1.4162,0.5138,0.2687,0.16,428.9032,1.3161,9.809,701.0965,0.6351,0.0834,0.7218
41,Temporal,2,np.log(bm) ~ ndii7 + swir2 + ndii7:swir2,simp,0.5089,0.5083,9594.2498,632.1789,165.4154,5.9391,0.9401,0.2463,1.3059,427.1579,148.5366,0.9938,0.375,1.3253,0.4917,0.2523,0.1533,409.9984,1.2578,8.5745,693.688,0.5993,0.0737,0.7187
42,Temporal,2,np.log(bm) ~ ndii7 + bai_126 + ndii7:bai_126,simp,0.3357,0.335,10435.6973,1080.8621,737.4348,9.2515,1.4492,0.7255,3.0304,579.3253,275.8422,1.1443,0.4162,1.4964,0.6071,0.2868,0.1885,627.6133,1.9195,11.9168,1030.2051,0.7867,0.2009,1.2221
43,Temporal,2,np.log(bm) ~ ndii7 + bai_136 + ndii7:bai_136,simp,0.3836,0.383,10227.1094,726.6233,204.4678,7.3315,1.0814,0.2978,1.4534,497.7371,163.4601,1.1568,0.4436,1.4863,0.5658,0.2826,0.173,476.198,1.488,10.0806,708.5742,0.7083,0.1353,0.9191
44,Temporal,2,np.log(bm) ~ ndii7 + bai_236 + ndii7:bai_236,simp,0.3379,0.3371,10426.6574,702.5388,175.7128,8.4441,1.0449,0.26,1.4924,499.5889,173.6406,1.2141,0.4889,1.5671,0.598,0.2966,0.1787,419.5636,1.2964,11.5659,802.6863,0.7042,0.1044,0.8133
45,Temporal,2,np.log(bm) ~ nir + swir1 + nir:swir1,simp,0.4452,0.4446,9934.0876,628.3563,136.5596,7.5853,0.9432,0.2475,1.3124,430.2529,133.7739,1.0466,0.4174,1.3939,0.5914,0.2677,0.1756,356.3282,1.1216,10.3569,637.2774,0.6109,0.0898,0.7309
46,Temporal,2,np.log(bm) ~ nir + swir2 + nir:swir2,simp,0.4814,0.4808,9745.9539,687.5267,224.8699,6.4833,1.0066,0.2655,1.3233,451.6133,167.6865,1.0057,0.3925,1.3383,0.5536,0.2568,0.1666,418.7813,1.2971,8.9757,732.8023,0.6293,0.0984,0.7885
47,Temporal,2,np.log(bm) ~ nir + bai_136 + nir:bai_136,simp,0.3234,0.3226,10487.0154,660.7725,174.6936,11.2369,0.9758,0.2388,1.3209,452.2937,151.8835,1.1085,0.4203,1.4948,0.6393,0.2876,0.194,310.77,1.0341,14.6878,674.4552,0.6373,0.0843,0.7322
48,Temporal,2,np.log(bm) ~ nir + bai_236 + nir:bai_236,simp,0.3821,0.3814,10234.0162,653.4183,162.0781,9.026,0.9694,0.2422,1.3252,447.4223,151.5944,1.0783,0.409,1.4432,0.6057,0.2773,0.1833,328.5543,1.0627,12.1803,669.5713,0.6272,0.0701,0.7427
49,Temporal,2,np.log(bm) ~ nir + bai_246 + nir:bai_246,simp,0.4636,0.463,9840.1199,702.2559,253.9953,6.7519,1.0394,0.3456,1.6037,449.4007,160.3251,1.0119,0.3957,1.3534,0.5421,0.259,0.166,513.0304,1.5676,9.3344,685.2166,0.6325,0.1154,0.8403
50,Temporal,2,np.log(bm) ~ swir1 + bai_126 + swir1:bai_126,simp,0.4204,0.4198,10055.5459,744.7569,314.8138,7.9229,1.0602,0.2371,1.3472,489.833,210.3021,1.0953,0.4152,1.4329,0.5792,0.274,0.1762,427.292,1.2989,10.6845,925.4516,0.6726,0.0923,0.7586
51,Temporal,2,np.log(bm) ~ swir1 + bai_246 + swir1:bai_246,simp,0.4468,0.4463,9925.5934,858.8923,560.9232,7.5469,1.1561,0.3412,1.8087,510.1226,256.4147,1.085,0.4026,1.4308,0.5336,0.2719,0.1656,521.1814,1.5447,10.4996,1069.8896,0.687,0.1121,0.877
52,Temporal,2,np.log(bm) ~ swir2 + bai_126 + swir2:bai_126,simp,0.4611,0.4605,9852.992,791.6093,407.161,6.7066,1.1034,0.2831,1.4119,517.593,278.2728,1.0502,0.3824,1.3745,0.5386,0.2627,0.1672,471.141,1.4164,9.194,1135.2847,0.6915,0.1326,0.9306
53,Temporal,2,np.log(bm) ~ swir2 + bai_246 + swir2:bai_246,simp,0.4923,0.4917,9686.9536,785.6299,457.6563,6.375,1.08,0.2959,1.5404,490.5802,265.043,1.0113,0.3684,1.3424,0.4936,0.2555,0.1558,500.7632,1.4842,9.0521,1088.0714,0.656,0.1179,0.8919
54,Temporal,2,np.log(bm) ~ bai_126 + bai_136 + bai_126:bai_136,simp,0.2784,0.2776,10666.2102,802.7332,359.9799,11.2506,1.1251,0.2323,1.4378,556.1373,281.2179,1.2204,0.4206,1.586,0.6152,0.3026,0.1938,406.7257,1.2392,14.4428,1168.1893,0.7464,0.112,0.9575
55,Temporal,2,np.log(bm) ~ bai_126 + bai_236 + bai_126:bai_236,simp,0.2891,0.2884,10624.441,781.4527,295.7585,10.8215,1.1115,0.2217,1.4306,533.0548,229.2854,1.1938,0.4176,1.5554,0.6172,0.2974,0.1932,401.788,1.2393,13.9361,993.3868,0.7271,0.0742,0.8143
56,Temporal,2,np.log(bm) ~ bai_126 + bai_246 + bai_126:bai_246,simp,0.2294,0.2286,10849.0944,704.9914,195.249,13.4187,1.0357,0.2453,1.405,497.7079,159.8117,1.2039,0.444,1.5842,0.6651,0.3044,0.2051,354.1882,1.1806,16.9392,719.1152,0.7069,0.1035,0.84
57,Temporal,2,np.log(bm) ~ bai_136 + bai_246 + bai_136:bai_246,simp,0.3067,0.306,10554.6619,700.9988,175.624,10.0324,1.0377,0.2458,1.4666,494.6069,166.9815,1.18,0.4488,1.5397,0.6155,0.2945,0.1901,410.2113,1.2803,13.1174,788.132,0.6979,0.0965,0.8151
58,Temporal,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,simp,0.2882,0.2875,10627.9415,789.6414,347.1667,10.394,1.1169,0.2481,1.5003,546.3049,270.7387,1.2386,0.4848,1.6034,0.624,0.3046,0.1898,463.4923,1.3766,13.7346,1136.0693,0.741,0.127,0.9312
59,Temporal,3,np.log(bm) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,simp,0.4995,0.4985,9652.711,649.1973,204.0305,5.6165,0.959,0.2798,1.343,427.7843,159.3237,0.9599,0.3677,1.2858,0.4863,0.245,0.15,356.7078,1.1305,7.9954,673.1282,0.5981,0.0907,0.7163
60,Temporal,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,simp,0.4827,0.4816,9744.744,736.9969,319.7463,6.5395,1.0587,0.3565,1.6629,464.6904,199.6615,0.9929,0.3858,1.335,0.5341,0.2554,0.1626,445.9949,1.3841,9.0644,734.6152,0.6379,0.1319,0.898
61,Temporal,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,simp,0.4445,0.4433,9943.3565,864.3084,492.1884,6.8956,1.1753,0.3512,1.5937,547.1823,299.2782,1.0554,0.3766,1.3961,0.5255,0.266,0.1661,512.362,1.5349,9.3513,1152.5567,0.7198,0.1459,0.9447
62,Temporal,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,simp,0.4791,0.478,9764.1926,766.9095,392.361,6.2795,1.0692,0.2701,1.3816,497.5198,257.2143,1.007,0.3715,1.343,0.496,0.2557,0.1561,444.7923,1.3288,8.7613,1061.5804,0.6663,0.1028,0.8702
63,Temporal,3,np.log(bm) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,simp,0.4861,0.485,9726.5895,640.9337,196.8155,5.7623,0.9518,0.2821,1.3522,432.9678,171.4879,0.9797,0.3873,1.3178,0.5094,0.2514,0.1559,380.153,1.1806,8.1376,751.4084,0.6046,0.103,0.7326
64,Temporal,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,simp,0.4499,0.4487,9916.0355,1073.8976,842.6055,7.6448,1.388,0.7035,2.5842,533.1451,290.7044,1.0334,0.4034,1.3921,0.5646,0.2665,0.1725,558.3221,1.7205,10.3805,1041.9395,0.7065,0.1935,1.0764
65,Temporal,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,simp,0.3936,0.3923,10187.507,1576.0233,1902.2411,8.5692,1.811,1.4309,4.9684,714.0781,631.1301,1.102,0.3947,1.4724,0.566,0.2804,0.1777,650.2762,1.9173,11.2172,2161.18,0.8652,0.418,1.7715
66,Temporal,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,simp,0.4753,0.4742,9784.2623,717.5612,287.7402,6.0429,1.0485,0.3612,1.6604,464.2963,187.5945,1.0141,0.3791,1.3522,0.5182,0.2578,0.1596,437.0043,1.3776,8.4143,721.6219,0.6442,0.1326,0.9057
67,Temporal,3,np.log(bm) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,simp,0.5053,0.5043,9620.2163,658.6531,213.7011,5.3268,0.9755,0.2944,1.3595,441.5312,172.6413,0.988,0.3771,1.3138,0.4927,0.25,0.1507,383.6507,1.219,7.6633,738.1058,0.6169,0.1139,0.7868
68,Temporal,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,simp,0.4628,0.4617,9849.9328,868.9758,676.3739,6.7818,1.14,0.4459,2.0388,543.1443,395.8487,1.017,0.367,1.3656,0.5032,0.2596,0.1581,446.1347,1.3251,9.3548,1464.1519,0.6946,0.2221,1.2001
69,Temporal,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,simp,0.5022,0.5011,9637.762,657.3559,196.1944,5.4027,0.9764,0.2865,1.3645,435.1284,153.0733,0.9678,0.37,1.2905,0.4863,0.2456,0.1485,396.8447,1.2643,7.7282,636.2543,0.6129,0.1015,0.7278
70,Temporal,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,simp,0.3914,0.3901,10197.6754,702.245,242.309,9.6007,1.011,0.2311,1.3342,476.0633,201.5177,1.0788,0.3892,1.4586,0.5778,0.2785,0.1783,338.2503,1.0917,12.7976,768.3282,0.65,0.0817,0.7279
71,Temporal,3,np.log(bm) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,simp,0.4963,0.4952,9670.6814,598.9064,148.2656,6.7777,0.8996,0.2653,1.3252,401.3773,135.4603,0.9602,0.4076,1.3053,0.5581,0.2509,0.1645,316.073,1.0147,9.5917,628.9058,0.5676,0.0897,0.7433
72,Temporal,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,simp,0.4179,0.4167,10073.6591,916.7553,547.1117,7.5437,1.2287,0.3767,1.7157,569.1044,331.7811,1.0787,0.3598,1.4407,0.5119,0.273,0.1636,485.4752,1.4754,10.1824,1228.951,0.7384,0.1703,1.0073
73,Temporal,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,simp,0.4677,0.4666,9824.3614,652.3249,198.4092,6.6882,0.9621,0.2648,1.3639,444.0474,174.2249,1.0038,0.3703,1.3442,0.5139,0.2561,0.1572,329.031,1.0618,9.4791,720.2544,0.6158,0.0864,0.7358
74,Temporal,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,simp,0.451,0.4498,9910.7653,669.1727,206.6406,6.5587,0.9854,0.2681,1.3867,457.7343,175.9488,1.0164,0.3721,1.3567,0.5075,0.258,0.1561,351.4334,1.1424,9.0459,722.3613,0.638,0.1028,0.7261
75,Temporal,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,simp,0.493,0.4919,9689.1184,1232.9824,1427.0777,7.1486,1.7243,1.8678,6.2606,521.3052,288.6426,1.0019,0.4018,1.35,0.5527,0.2586,0.1649,1082.2748,3.3118,10.1051,1114.0747,0.7213,0.3235,1.4897
76,Temporal,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,simp,0.5224,0.5213,9522.6608,619.1958,152.5124,6.642,0.928,0.2616,1.3203,413.6706,135.5149,0.966,0.3929,1.3096,0.5262,0.2504,0.1564,365.0271,1.1506,9.6418,615.3006,0.5855,0.0948,0.7424
77,Temporal,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,simp,0.5304,0.5294,9475.5827,606.5786,152.4055,5.9889,0.9113,0.2675,1.3107,405.4787,136.1528,0.9455,0.3873,1.2841,0.513,0.2454,0.1529,357.6963,1.1219,8.7075,620.953,0.5737,0.0944,0.7288
78,Temporal,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,simp,0.4145,0.4132,10089.9184,1144.339,1002.7396,8.2827,1.4382,0.7392,2.773,581.3661,352.3241,1.0716,0.3991,1.4333,0.562,0.2737,0.1751,600.7758,1.8239,11.0378,1297.8652,0.7578,0.2136,1.0638
79,Temporal,3,np.log(bm) ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,simp,0.4919,0.4908,9694.6968,726.6907,257.6516,6.2368,1.0838,0.3732,1.6314,463.3625,162.3407,1.0079,0.3942,1.3414,0.5194,0.2557,0.1562,505.7909,1.6175,8.9099,652.5722,0.6586,0.1526,0.8587
80,Temporal,3,np.log(bm) ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,simp,0.4922,0.4911,9693.2461,670.0094,176.6138,6.424,1.002,0.283,1.375,454.7455,158.8441,1.008,0.3823,1.3454,0.4942,0.2556,0.1508,427.4206,1.3669,9.3796,717.5274,0.6417,0.1101,0.7644
81,Temporal,3,np.log(bm) ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,simp,0.4904,0.4893,9703.2981,675.6464,227.1068,7.3805,0.985,0.2638,1.3541,436.0994,163.0554,0.9923,0.414,1.3452,0.5636,0.2583,0.1678,422.3672,1.3191,10.4429,693.2532,0.6065,0.0926,0.7679
82,Temporal,3,np.log(bm) ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,simp,0.4988,0.4977,9657.0087,733.3721,316.4336,6.6781,1.0502,0.336,1.5903,454.5934,191.2156,0.9825,0.4019,1.3293,0.5441,0.2548,0.1637,465.2484,1.4377,9.4093,737.0826,0.6258,0.127,0.8582
83,Temporal,3,np.log(bm) ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,simp,0.371,0.3697,10289.4313,723.2251,265.2455,10.4103,1.0361,0.2358,1.3241,493.0287,210.6523,1.1145,0.4055,1.4973,0.6022,0.2862,0.1848,366.0556,1.1869,13.8218,834.2548,0.6745,0.1021,0.8209
84,Temporal,3,np.log(bm) ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,simp,0.4308,0.4296,10011.0529,726.0787,278.1862,8.4574,1.0351,0.2407,1.3456,487.9544,223.4635,1.07,0.397,1.4341,0.5714,0.2743,0.1746,391.7226,1.2253,11.6428,882.0404,0.6582,0.086,0.7574
85,Temporal,3,np.log(bm) ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,simp,0.5065,0.5054,9613.9434,688.065,289.6075,6.2185,1.0222,0.4037,1.7366,429.5422,162.7956,0.9583,0.3911,1.2979,0.5262,0.2484,0.1583,481.7247,1.4912,8.7785,653.4892,0.6064,0.1431,0.8738
86,Temporal,3,np.log(bm) ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,simp,0.4787,0.4775,9766.6375,717.0345,332.7935,7.4439,1.0138,0.2654,1.3838,459.3597,212.519,1.0088,0.4252,1.355,0.5774,0.2605,0.1717,412.3393,1.2605,10.3993,902.3534,0.6257,0.1039,0.7866
87,Temporal,3,np.log(bm) ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,simp,0.5256,0.5245,9503.9896,630.3977,188.3271,6.3213,0.9331,0.2537,1.3133,414.7692,151.0062,0.9405,0.3813,1.2781,0.5061,0.2443,0.1527,380.2566,1.1734,9.1446,702.2351,0.5826,0.0857,0.7289
88,Temporal,3,np.log(bm) ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,simp,0.4896,0.4885,9707.6678,741.1875,369.7924,6.7098,1.0382,0.2857,1.3806,472.7937,238.5342,0.997,0.4097,1.3371,0.5538,0.2565,0.1666,433.0377,1.3153,9.3748,970.8105,0.6364,0.1199,0.7958
89,Temporal,3,np.log(bm) ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,simp,0.5283,0.5273,9487.6124,630.2358,192.3399,5.9517,0.9312,0.2535,1.3023,416.9006,159.9512,0.9338,0.3698,1.2683,0.4938,0.2422,0.15,375.6493,1.1521,8.5931,727.2725,0.5816,0.0801,0.7152
90,Temporal,3,np.log(bm) ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,simp,0.3995,0.3982,10160.5929,954.8082,711.3866,8.8736,1.2431,0.4528,2.1443,607.6652,443.4192,1.1184,0.381,1.4827,0.5472,0.2818,0.1735,522.811,1.5555,12.0813,1617.3297,0.7665,0.2451,1.3257
91,Temporal,3,np.log(bm) ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,simp,0.4048,0.4036,10135.5402,904.1194,584.2493,8.7412,1.2042,0.3761,1.8189,576.3039,373.6932,1.1068,0.385,1.4682,0.5523,0.2795,0.174,520.9137,1.5568,11.8934,1396.8852,0.7406,0.1898,1.145
92,Temporal,3,np.log(bm) ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,simp,0.356,0.3546,10355.2072,867.4014,469.1294,10.0466,1.229,0.5493,2.467,536.3184,224.6694,1.137,0.39,1.5156,0.5594,0.2879,0.1776,579.6935,1.8271,13.2359,823.5653,0.7381,0.1614,1.1013
93,Temporal,3,np.log(bm) ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,simp,0.4602,0.459,9863.6653,700.2546,196.1321,6.7378,1.0323,0.2575,1.3996,482.3624,177.3479,1.0391,0.3783,1.3786,0.5087,0.2621,0.1585,461.9965,1.4463,9.4185,760.2799,0.6709,0.0879,0.8235
94,Temporal,3,np.log(bm) ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,simp,0.472,0.4708,9802.0497,779.6623,396.5917,6.6021,1.0905,0.2859,1.4271,518.3054,272.1992,1.0367,0.3595,1.3763,0.4664,0.2603,0.1495,497.8338,1.5063,9.5293,1103.656,0.6938,0.1198,0.9046
95,Temporal,3,np.log(bm) ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.4414,0.4402,9958.7094,659.4714,183.1046,7.3721,0.9885,0.2939,1.3269,433.6646,133.8918,1.0301,0.3997,1.3766,0.559,0.2637,0.1698,412.0391,1.3062,10.1092,610.0941,0.6177,0.1006,0.7496
96,Temporal,3,np.log(bm) ~ ndvi + satvi + bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.4421,0.4409,9955.2661,655.2593,165.7112,5.6872,0.979,0.2745,1.4787,447.6922,150.2189,1.0306,0.4104,1.3616,0.5064,0.2594,0.1588,375.1294,1.1841,8.0134,696.68,0.6332,0.0854,0.7637
97,Temporal,3,np.log(bm) ~ ndvi + satvi + bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.397,0.3957,10172.1744,632.2816,132.0297,7.3197,0.9548,0.2714,1.4202,436.4802,128.0223,1.0518,0.4302,1.3967,0.5842,0.2682,0.1765,332.5491,1.0807,9.7883,612.3257,0.6254,0.0955,0.7472
98,Temporal,3,np.log(bm) ~ ndvi + nir + bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.498,0.4969,9661.4325,654.5366,221.3078,6.1875,0.9653,0.2975,1.3903,429.0368,161.9908,0.9677,0.3873,1.3038,0.5255,0.2495,0.1592,460.5227,1.424,8.7042,644.3219,0.6016,0.1304,0.8616
99,Temporal,3,np.log(bm) ~ ndvi + bai_126 + bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.3477,0.3463,10390.8056,844.7183,514.1119,8.5115,1.1545,0.3274,1.7024,549.0263,315.4473,1.1545,0.4301,1.4991,0.5859,0.2862,0.183,460.7621,1.3623,11.178,1273.145,0.7321,0.1556,1.0436
100,Temporal,3,np.log(bm) ~ ndti + ndii7 + nir + ndti:ndii7 + ndti:nir + ndii7:nir,simp,0.5157,0.5146,9561.5003,689.5607,278.2861,5.8321,1.0167,0.3676,1.627,437.8806,173.8299,0.978,0.3878,1.3141,0.5108,0.2507,0.1551,467.9092,1.4627,8.3772,692.157,0.6128,0.138,0.8731
101,Temporal,3,np.log(bm) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.4752,0.474,9785.1382,653.3883,187.4615,5.909,0.9641,0.2518,1.337,447.8922,163.2805,1.0164,0.3851,1.3505,0.5047,0.2572,0.1583,409.2183,1.2665,8.2993,713.0097,0.6244,0.0782,0.7342
102,Temporal,3,np.log(bm) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.487,0.4859,9721.614,656.4714,181.7204,5.5711,0.9733,0.2591,1.3564,449.2536,160.2761,1.0083,0.3816,1.3362,0.4938,0.2543,0.1548,410.1396,1.2718,7.8966,717.4924,0.6288,0.0868,0.7435
103,Temporal,3,np.log(bm) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.4899,0.4888,9705.6809,689.2562,178.4384,5.4648,1.0208,0.2531,1.3773,469.357,164.9669,1.0165,0.3786,1.34,0.4857,0.2546,0.1524,452.4889,1.3859,7.8241,715.2257,0.6568,0.0985,0.7929
104,Temporal,3,np.log(bm) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.4667,0.4655,9829.8274,710.6875,221.434,6.6395,1.0387,0.2673,1.3946,466.727,170.1556,1.0224,0.3767,1.3649,0.5342,0.2607,0.164,445.9889,1.3873,9.1879,688.7039,0.6463,0.0855,0.8063
105,Temporal,3,np.log(bm) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.4893,0.4882,9708.9836,679.547,203.7988,5.912,0.9988,0.2598,1.3399,455.465,172.1929,1.0098,0.3783,1.3412,0.511,0.2557,0.1577,426.598,1.3269,8.374,738.2301,0.6314,0.0845,0.7585
106,Temporal,3,np.log(bm) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.5131,0.5121,9576.0834,623.3007,186.3196,5.516,0.9247,0.2686,1.3006,418.0265,156.1409,0.9551,0.3841,1.2829,0.5069,0.2451,0.1539,373.6553,1.1761,7.8483,655.1508,0.5852,0.0979,0.712
107,Temporal,3,np.log(bm) ~ ndti + bai_126 + bai_136 + ndti:bai_126 + ndti:bai_136 + bai_126:bai_136,simp,0.484,0.4829,9738.0876,688.6058,198.3901,5.5844,1.0173,0.2712,1.3855,462.3765,168.6827,1.0224,0.3842,1.3464,0.4961,0.2561,0.1553,440.4041,1.3638,7.9881,740.0447,0.6449,0.0873,0.7702
