index,model,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
579,Project,4,np.log(bm) ~ ndti + satvi + nir + swir1 + ndti:satvi + ndti:nir + ndti:swir1 + satvi:nir + satvi:swir1 + nir:swir1,FIRE,0.2876,0.1986,84.8337,501.4996,119.8075,0.1229,0.4072,0.0973,0.5426,,79.632,0.3188,0.0624,0.4128,0.086,0.0587,0.0122,579.3544,1.0327,0.9513,377.7891,467.7984,0.3067,0.0647,0.3798
580,Project,4,np.log(bm) ~ ndti + satvi + nir + bai_126 + ndti:satvi + ndti:nir + ndti:bai_126 + satvi:nir + satvi:bai_126 + nir:bai_126,FIRE,0.2555,0.1624,88.8504,551.498,169.1007,0.1296,0.4478,0.1373,0.6638,,82.6129,0.3337,0.0634,0.4381,0.1053,0.0623,0.015,645.6059,1.1496,1.0057,397.7231,479.7852,0.3229,0.0671,0.3896
581,Project,4,np.log(bm) ~ ndti + satvi + nir + bai_236 + ndti:satvi + ndti:nir + ndti:bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,FIRE,0.2911,0.2025,84.391,564.0874,172.2167,0.1419,0.458,0.1398,0.7027,,73.9595,0.3295,0.0678,0.4384,0.116,0.0623,0.0165,643.8594,1.1579,0.9526,395.9854,512.7853,0.3215,0.0601,0.4164
582,Project,4,np.log(bm) ~ ndti + satvi + nir + bai_246 + ndti:satvi + ndti:nir + ndti:bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,FIRE,0.273,0.1822,86.6792,529.1979,106.2921,0.1268,0.4297,0.0863,0.5627,,61.511,0.3204,0.0475,0.4281,0.0722,0.0608,0.0103,659.8875,1.1894,1.0483,379.727,434.08,0.3083,0.0499,0.3524
583,Project,4,np.log(bm) ~ ndti + satvi + swir1 + bai_126 + ndti:satvi + ndti:swir1 + ndti:bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,FIRE,0.2661,0.1744,87.542,505.722,106.2312,0.1096,0.4106,0.0863,0.5161,,81.1033,0.335,0.0681,0.4159,0.0846,0.0591,0.012,496.108,0.8809,0.8305,396.0137,474.0966,0.3215,0.0659,0.3849
584,Project,4,np.log(bm) ~ ndti + satvi + swir1 + bai_236 + ndti:satvi + ndti:swir1 + ndti:bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,FIRE,0.2735,0.1827,86.6135,513.4371,82.1594,0.1183,0.4169,0.0667,0.4836,,70.5079,0.3303,0.0636,0.4166,0.0865,0.0592,0.0123,511.9511,0.9287,0.8078,393.6899,485.0441,0.3197,0.0572,0.3938
585,Project,4,np.log(bm) ~ ndti + satvi + swir1 + bai_246 + ndti:satvi + ndti:swir1 + ndti:bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,FIRE,0.29,0.2013,84.5235,497.8476,101.2507,0.121,0.4042,0.0822,0.5116,,69.5746,0.3174,0.0569,0.411,0.0774,0.0584,0.011,568.9707,1.0193,0.9394,375.3565,448.1272,0.3048,0.0565,0.3639
586,Project,4,np.log(bm) ~ ndti + satvi + bai_126 + bai_236 + ndti:satvi + ndti:bai_126 + ndti:bai_236 + satvi:bai_126 + satvi:bai_236 + bai_126:bai_236,FIRE,0.2931,0.2047,84.1364,479.8675,83.6072,0.0883,0.3896,0.0679,0.4696,,64.0665,0.3138,0.055,0.3985,0.0727,0.0566,0.0103,452.8672,0.8078,0.7378,364.9365,455.4376,0.2963,0.052,0.3698
587,Project,4,np.log(bm) ~ ndti + satvi + bai_126 + bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,FIRE,0.2673,0.1757,87.39,504.7636,130.3951,0.1101,0.4098,0.1059,0.5279,,79.0626,0.3226,0.0653,0.4157,0.0932,0.0591,0.0132,563.4073,1.0014,0.9323,378.235,462.9176,0.3071,0.0642,0.3759
588,Project,4,np.log(bm) ~ ndti + satvi + bai_236 + bai_246 + ndti:satvi + ndti:bai_236 + ndti:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,FIRE,0.3265,0.2423,79.7231,531.5257,129.2064,0.1313,0.4316,0.1049,0.5946,,62.2213,0.327,0.0626,0.4274,0.1011,0.0607,0.0144,594.4871,1.0662,0.9087,386.5824,469.1978,0.3139,0.0505,0.381
589,Project,4,np.log(bm) ~ ndti + ndii7 + nir + swir1 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,FIRE,0.2786,0.1884,85.9789,476.8269,99.0432,0.1064,0.3872,0.0804,0.4927,,56.4461,0.3051,0.0444,0.4009,0.0718,0.057,0.0102,597.0837,1.068,0.9664,354.2318,410.4517,0.2876,0.0458,0.3333
590,Project,4,np.log(bm) ~ ndti + ndii7 + nir + bai_126 + ndti:ndii7 + ndti:nir + ndti:bai_126 + ndii7:nir + ndii7:bai_126 + nir:bai_126,FIRE,0.2693,0.178,87.1406,576.1447,94.5379,0.159,0.4678,0.0768,0.5934,,42.725,0.3442,0.0446,0.4487,0.0883,0.0638,0.0125,765.8678,1.3907,1.1768,417.4779,474.7982,0.339,0.0347,0.3855
591,Project,4,np.log(bm) ~ ndti + ndii7 + nir + bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,FIRE,0.2684,0.177,87.2509,593.8204,159.3943,0.1621,0.4821,0.1294,0.6864,,64.7689,0.3331,0.0534,0.4467,0.1083,0.0635,0.0154,821.1141,1.5077,1.2187,405.455,505.8372,0.3292,0.0526,0.4107
592,Project,4,np.log(bm) ~ ndti + ndii7 + nir + bai_236 + ndti:ndii7 + ndti:nir + ndti:bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,FIRE,0.3071,0.2205,82.3047,565.4066,152.0916,0.1391,0.4591,0.1235,0.6732,,68.4756,0.3147,0.0469,0.4254,0.0896,0.0605,0.0127,630.9353,1.1512,0.9315,388.3261,477.0512,0.3153,0.0556,0.3873
593,Project,4,np.log(bm) ~ ndti + ndii7 + swir1 + bai_126 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,FIRE,0.2895,0.2007,84.5917,492.7635,107.0702,0.1157,0.4001,0.0869,0.4938,,67.4676,0.33,0.0599,0.4165,0.0866,0.0592,0.0123,607.6181,1.0773,0.9887,384.3736,461.5298,0.3121,0.0548,0.3747
594,Project,4,np.log(bm) ~ ndti + ndii7 + swir1 + bai_136 + ndti:ndii7 + ndti:swir1 + ndti:bai_136 + ndii7:swir1 + ndii7:bai_136 + swir1:bai_136,FIRE,0.2661,0.1744,87.5372,572.6578,165.9789,0.1391,0.465,0.1348,0.7,,65.0677,0.3297,0.0569,0.4374,0.1063,0.0622,0.0151,804.2107,1.4844,1.2169,397.1436,474.3829,0.3225,0.0528,0.3852
595,Project,4,np.log(bm) ~ ndti + ndii7 + swir1 + bai_236 + ndti:ndii7 + ndti:swir1 + ndti:bai_236 + ndii7:swir1 + ndii7:bai_236 + swir1:bai_236,FIRE,0.3018,0.2145,83.0049,568.2401,130.7059,0.1434,0.4614,0.1061,0.6185,,73.2868,0.3175,0.0553,0.4266,0.0974,0.0606,0.0138,662.4217,1.218,0.9859,395.4298,489.9336,0.3211,0.0595,0.3978
596,Project,4,np.log(bm) ~ ndti + ndii7 + bai_126 + bai_136 + ndti:ndii7 + ndti:bai_126 + ndti:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,FIRE,0.3199,0.2349,80.6113,541.7461,102.9188,0.1151,0.4399,0.0836,0.5348,,59.5827,0.3187,0.0403,0.4172,0.076,0.0593,0.0108,544.4056,0.9844,0.8536,390.1391,488.9025,0.3168,0.0484,0.397
597,Project,4,np.log(bm) ~ ndti + ndii7 + bai_126 + bai_236 + ndti:ndii7 + ndti:bai_126 + ndti:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.322,0.2372,80.3357,555.6977,115.0346,0.1232,0.4512,0.0934,0.5621,,63.8704,0.3245,0.0481,0.4234,0.0849,0.0602,0.0121,580.8891,1.053,0.898,397.1137,491.7574,0.3224,0.0519,0.3993
598,Project,4,np.log(bm) ~ ndti + nir + swir1 + bai_126 + ndti:nir + ndti:swir1 + ndti:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.2759,0.1854,86.3218,506.0911,95.8029,0.1186,0.4109,0.0778,0.5109,,65.1657,0.3281,0.0578,0.4153,0.0826,0.059,0.0117,572.0597,1.0181,0.9455,389.4005,459.8309,0.3162,0.0529,0.3734
599,Project,4,np.log(bm) ~ ndti + nir + swir1 + bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.2417,0.1469,90.5188,536.7937,93.1478,0.1227,0.4358,0.0756,0.5399,,54.7587,0.3268,0.0566,0.4259,0.0952,0.0605,0.0135,665.015,1.2134,1.0623,388.6836,459.0208,0.3156,0.0445,0.3727
600,Project,4,np.log(bm) ~ ndti + nir + swir1 + bai_236 + ndti:nir + ndti:swir1 + ndti:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.2807,0.1908,85.7164,627.755,227.2905,0.1668,0.5097,0.1845,0.8533,,95.5314,0.3216,0.0604,0.4387,0.1122,0.0624,0.0159,742.9759,1.363,1.0415,413.5044,544.8094,0.3357,0.0776,0.4424
601,Project,4,np.log(bm) ~ ndti + nir + swir1 + bai_246 + ndti:nir + ndti:swir1 + ndti:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.2866,0.1974,84.9621,483.7461,80.7981,0.1108,0.3928,0.0656,0.4567,,40.9061,0.3045,0.0295,0.4048,0.0582,0.0575,0.0083,562.4683,1.0083,0.9223,356.4578,411.0119,0.2894,0.0332,0.3337
602,Project,4,np.log(bm) ~ ndti + nir + bai_126 + bai_136 + ndti:nir + ndti:bai_126 + ndti:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.2437,0.1491,90.2821,611.9321,236.8285,0.155,0.4969,0.1923,0.8687,,87.5419,0.3396,0.0602,0.449,0.1103,0.0638,0.0157,792.0162,1.4276,1.1399,418.1926,562.5817,0.3395,0.0711,0.4568
603,Project,4,np.log(bm) ~ ndti + nir + bai_126 + bai_236 + ndti:nir + ndti:bai_126 + ndti:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.2466,0.1525,89.9223,600.8759,229.2589,0.1495,0.4879,0.1861,0.8453,,86.1209,0.3339,0.0595,0.4428,0.1083,0.0629,0.0154,771.332,1.3894,1.11,409.6734,545.5189,0.3326,0.0699,0.4429
604,Project,4,np.log(bm) ~ ndti + nir + bai_126 + bai_246 + ndti:nir + ndti:bai_126 + ndti:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.2802,0.1902,85.7765,562.3355,87.9573,0.142,0.4566,0.0714,0.5453,,43.4722,0.3371,0.0409,0.4444,0.0812,0.0632,0.0115,720.6471,1.3068,1.1179,406.1327,450.4416,0.3298,0.0353,0.3657
605,Project,4,np.log(bm) ~ ndti + nir + bai_136 + bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.2837,0.1942,85.3268,552.8388,140.307,0.1349,0.4489,0.1139,0.6566,,63.4015,0.3226,0.0513,0.4285,0.0917,0.0609,0.013,685.4285,1.2468,1.0544,385.7641,489.9577,0.3132,0.0515,0.3978
606,Project,4,np.log(bm) ~ ndti + nir + bai_236 + bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.3209,0.236,80.4757,560.0886,154.9666,0.1349,0.4548,0.1258,0.6497,,74.374,0.3138,0.0485,0.4203,0.0858,0.0597,0.0122,583.4191,1.0609,0.8631,388.4025,485.6207,0.3154,0.0604,0.3943
607,Project,4,np.log(bm) ~ ndti + swir1 + bai_126 + bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.2361,0.1407,91.1834,562.3116,105.6409,0.1353,0.4566,0.0858,0.5816,,61.482,0.3355,0.06,0.4367,0.0982,0.0621,0.014,651.676,1.1989,1.0016,406.8767,447.0042,0.3304,0.0499,0.3629
608,Project,4,np.log(bm) ~ ndti + swir1 + bai_126 + bai_236 + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.2353,0.1398,91.2775,559.7129,103.1889,0.1397,0.4545,0.0838,0.5712,,62.2008,0.3254,0.0572,0.4329,0.0984,0.0615,0.014,639.7404,1.1733,0.9681,397.2457,454.2732,0.3225,0.0505,0.3688
609,Project,4,np.log(bm) ~ ndti + swir1 + bai_126 + bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.2871,0.198,84.902,517.2899,88.9772,0.122,0.42,0.0722,0.5117,,59.2035,0.3299,0.0522,0.4206,0.0806,0.0598,0.0114,580.5957,1.0376,0.9352,394.0805,457.4908,0.32,0.0481,0.3715
610,Project,4,np.log(bm) ~ ndti + swir1 + bai_136 + bai_246 + ndti:swir1 + ndti:bai_136 + ndti:bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,FIRE,0.2561,0.1631,88.7789,541.0458,106.4897,0.1192,0.4393,0.0865,0.573,,46.308,0.3244,0.05,0.426,0.0943,0.0605,0.0134,691.5466,1.2689,1.0939,386.1035,428.458,0.3135,0.0376,0.3479
611,Project,4,np.log(bm) ~ ndti + swir1 + bai_236 + bai_246 + ndti:swir1 + ndti:bai_236 + ndti:bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,FIRE,0.2976,0.2098,83.5525,579.2145,135.992,0.1401,0.4703,0.1104,0.6377,,75.2325,0.3182,0.0491,0.4276,0.0874,0.0608,0.0124,624.2312,1.1431,0.928,401.2842,512.0891,0.3258,0.0611,0.4158
612,Project,4,np.log(bm) ~ ndti + bai_126 + bai_136 + bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3044,0.2175,82.6619,556.405,143.366,0.1277,0.4518,0.1164,0.6372,,67.8666,0.3238,0.0525,0.4274,0.0881,0.0607,0.0125,608.909,1.0972,0.9125,394.4428,467.0828,0.3203,0.0551,0.3792
613,Project,4,np.log(bm) ~ ndti + bai_126 + bai_236 + bai_246 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.3083,0.2218,82.1555,564.8303,152.6365,0.1337,0.4586,0.1239,0.6637,,70.384,0.3253,0.0541,0.4293,0.0914,0.061,0.013,627.2054,1.1327,0.9304,398.0694,477.76,0.3232,0.0571,0.3879
614,Project,4,np.log(bm) ~ satvi + ndii7 + nir + swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,FIRE,0.2921,0.2036,84.2596,516.5569,119.1812,0.1195,0.4194,0.0968,0.5748,,61.1069,0.3195,0.0457,0.4213,0.0767,0.0599,0.0109,655.1642,1.1712,1.0296,377.1767,436.5327,0.3062,0.0496,0.3544
615,Project,4,np.log(bm) ~ satvi + ndii7 + nir + swir2 + satvi:ndii7 + satvi:nir + satvi:swir2 + ndii7:nir + ndii7:swir2 + nir:swir2,FIRE,0.289,0.2001,84.6563,517.4512,103.3772,0.1131,0.4201,0.0839,0.5518,,59.8763,0.3187,0.0448,0.4211,0.068,0.0598,0.0097,655.3738,1.1759,1.0228,378.1104,442.2742,0.307,0.0486,0.3591
616,Project,4,np.log(bm) ~ satvi + ndii7 + nir + bai_126 + satvi:ndii7 + satvi:nir + satvi:bai_126 + ndii7:nir + ndii7:bai_126 + nir:bai_126,FIRE,0.272,0.181,86.8054,559.1135,110.6716,0.1403,0.454,0.0899,0.6021,,51.3277,0.3338,0.0468,0.4423,0.0868,0.0628,0.0123,742.6763,1.3406,1.146,400.5125,450.0896,0.3252,0.0417,0.3654
617,Project,4,np.log(bm) ~ satvi + ndii7 + nir + bai_236 + satvi:ndii7 + satvi:nir + satvi:bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,FIRE,0.3507,0.2696,76.3896,511.6302,150.8331,0.1246,0.4154,0.1225,0.6129,,73.7045,0.3116,0.0606,0.4078,0.102,0.058,0.0145,621.0427,1.1083,0.9253,369.3548,455.4917,0.2999,0.0598,0.3698
618,Project,4,np.log(bm) ~ satvi + ndii7 + swir1 + bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,FIRE,0.2857,0.1964,85.0813,513.2362,110.1253,0.1182,0.4167,0.0894,0.526,,63.3736,0.3262,0.0495,0.4252,0.083,0.0604,0.0118,648.8553,1.1535,1.0364,384.4405,442.9134,0.3121,0.0515,0.3596
619,Project,4,np.log(bm) ~ satvi + ndii7 + swir1 + bai_236 + satvi:ndii7 + satvi:swir1 + satvi:bai_236 + ndii7:swir1 + ndii7:bai_236 + swir1:bai_236,FIRE,0.3522,0.2712,76.1905,501.3039,77.7615,0.1239,0.407,0.0631,0.4585,,54.6011,0.3171,0.0528,0.4163,0.0807,0.0592,0.0115,623.5635,1.1276,0.9936,372.4655,443.5863,0.3024,0.0443,0.3602
620,Project,4,np.log(bm) ~ satvi + ndii7 + swir2 + bai_126 + satvi:ndii7 + satvi:swir2 + satvi:bai_126 + ndii7:swir2 + ndii7:bai_126 + swir2:bai_126,FIRE,0.2828,0.1932,85.4464,504.2784,116.5035,0.1115,0.4094,0.0946,0.5161,,69.2779,0.3257,0.0546,0.4203,0.0852,0.0597,0.0121,625.7208,1.1122,1.0082,382.0658,447.1197,0.3102,0.0562,0.363
621,Project,4,np.log(bm) ~ satvi + ndii7 + swir2 + bai_236 + satvi:ndii7 + satvi:swir2 + satvi:bai_236 + ndii7:swir2 + ndii7:bai_236 + swir2:bai_236,FIRE,0.3523,0.2713,76.1741,510.628,88.1908,0.1296,0.4146,0.0716,0.4655,,58.9862,0.3227,0.0575,0.4228,0.0883,0.0601,0.0126,649.6798,1.1782,1.0139,378.105,433.0151,0.307,0.0479,0.3516
622,Project,4,np.log(bm) ~ satvi + ndii7 + bai_126 + bai_236 + satvi:ndii7 + satvi:bai_126 + satvi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.3586,0.2784,75.2799,478.1032,90.3751,0.0991,0.3882,0.0734,0.4736,,53.1724,0.3057,0.0494,0.3942,0.082,0.056,0.0117,503.9817,0.8972,0.7974,357.7353,429.2655,0.2905,0.0432,0.3485
623,Project,4,np.log(bm) ~ satvi + nir + swir1 + bai_126 + satvi:nir + satvi:swir1 + satvi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.2732,0.1823,86.6602,525.0486,136.3897,0.1206,0.4263,0.1107,0.6023,,65.7985,0.3178,0.0541,0.42,0.0922,0.0597,0.0131,638.1856,1.1398,1.0035,376.8992,446.3641,0.306,0.0534,0.3624
624,Project,4,np.log(bm) ~ satvi + nir + swir1 + bai_236 + satvi:nir + satvi:swir1 + satvi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.3392,0.2566,77.9944,471.3975,96.1974,0.1063,0.3827,0.0781,0.4842,,55.4569,0.2967,0.0485,0.3938,0.0807,0.056,0.0115,577.6198,1.0238,0.9281,345.5573,410.3978,0.2806,0.045,0.3332
625,Project,4,np.log(bm) ~ satvi + nir + swir1 + bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.2844,0.1949,85.2463,509.0642,72.3816,0.1139,0.4133,0.0588,0.4818,,45.06,0.3133,0.0327,0.4222,0.0619,0.06,0.0088,669.1599,1.2014,1.0753,368.2604,431.9223,0.299,0.0366,0.3507
626,Project,4,np.log(bm) ~ satvi + nir + swir2 + bai_126 + satvi:nir + satvi:swir2 + satvi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.2955,0.2075,83.8147,509.0247,143.2252,0.1149,0.4133,0.1163,0.5803,,76.2161,0.3147,0.0608,0.4108,0.0985,0.0584,0.014,609.7201,1.0842,0.9645,373.9994,443.4828,0.3037,0.0619,0.3601
627,Project,4,np.log(bm) ~ satvi + nir + swir2 + bai_236 + satvi:nir + satvi:swir2 + satvi:bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,FIRE,0.3683,0.2893,73.8995,473.9447,107.4965,0.1082,0.3848,0.0873,0.4984,,68.2832,0.3039,0.0597,0.3981,0.087,0.0566,0.0124,547.6407,0.9753,0.856,351.4968,418.0826,0.2854,0.0554,0.3395
628,Project,4,np.log(bm) ~ satvi + nir + swir2 + bai_246 + satvi:nir + satvi:swir2 + satvi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.2827,0.193,85.4595,570.8853,103.5601,0.1405,0.4635,0.0841,0.5645,,46.9209,0.3298,0.037,0.4486,0.0722,0.0638,0.0103,834.7808,1.5153,1.2579,395.5356,437.223,0.3212,0.0381,0.355
629,Project,4,np.log(bm) ~ satvi + nir + bai_126 + bai_236 + satvi:nir + satvi:bai_126 + satvi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.2083,0.1093,94.4411,559.653,136.92,0.1255,0.4544,0.1112,0.655,,77.3352,0.3351,0.0638,0.4347,0.0977,0.0618,0.0139,632.5664,1.128,0.973,403.016,513.7022,0.3272,0.0628,0.4171
630,Project,4,np.log(bm) ~ satvi + nir + bai_126 + bai_246 + satvi:nir + satvi:bai_126 + satvi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.2917,0.2032,84.311,623.8366,217.593,0.1646,0.5065,0.1767,0.84,,61.5412,0.3364,0.0412,0.4604,0.1035,0.0654,0.0147,909.6128,1.6817,1.3421,412.7892,511.0381,0.3352,0.05,0.4149
631,Project,4,np.log(bm) ~ satvi + nir + bai_236 + bai_246 + satvi:nir + satvi:bai_236 + satvi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.3352,0.2521,78.548,513.2798,143.541,0.1314,0.4168,0.1165,0.5962,,74.159,0.32,0.0633,0.4181,0.1002,0.0594,0.0142,621.2249,1.1091,0.9566,372.3893,458.3063,0.3024,0.0602,0.3721
632,Project,4,np.log(bm) ~ satvi + swir1 + bai_126 + bai_236 + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.2849,0.1955,85.1838,468.3342,61.7995,0.0837,0.3803,0.0502,0.4523,,53.998,0.306,0.0441,0.4039,0.0498,0.0574,0.0071,459.1066,0.8149,0.7631,350.8168,424.2391,0.2848,0.0438,0.3445
633,Project,4,np.log(bm) ~ satvi + swir1 + bai_126 + bai_246 + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.2728,0.1819,86.7084,520.7504,88.9321,0.1199,0.4228,0.0722,0.5104,,48.402,0.3249,0.0439,0.4291,0.0787,0.061,0.0112,650.2631,1.1657,1.0458,381.96,425.8681,0.3101,0.0393,0.3458
634,Project,4,np.log(bm) ~ satvi + swir1 + bai_236 + bai_246 + satvi:swir1 + satvi:bai_236 + satvi:bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,FIRE,0.3498,0.2685,76.5247,476.6516,78.6148,0.114,0.387,0.0638,0.4534,,52.0449,0.3122,0.0476,0.407,0.0726,0.0578,0.0103,571.5284,1.0205,0.9494,360.2768,423.6032,0.2925,0.0423,0.3439
635,Project,4,np.log(bm) ~ satvi + swir2 + bai_126 + bai_236 + satvi:swir2 + satvi:bai_126 + satvi:bai_236 + swir2:bai_126 + swir2:bai_236 + bai_126:bai_236,FIRE,0.306,0.2193,82.4526,467.8674,68.6121,0.0843,0.3799,0.0557,0.4538,,55.8564,0.3075,0.0502,0.4006,0.0622,0.0569,0.0088,467.0362,0.8343,0.7615,352.2129,428.4493,0.286,0.0454,0.3479
636,Project,4,np.log(bm) ~ satvi + swir2 + bai_126 + bai_246 + satvi:swir2 + satvi:bai_126 + satvi:bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,FIRE,0.2837,0.1942,85.3267,498.7855,101.8153,0.1086,0.405,0.0827,0.5007,,60.608,0.3202,0.0515,0.4137,0.0819,0.0588,0.0116,582.4275,1.0406,0.9518,375.767,426.4084,0.3051,0.0492,0.3462
637,Project,4,np.log(bm) ~ satvi + swir2 + bai_236 + bai_246 + satvi:swir2 + satvi:bai_236 + satvi:bai_246 + swir2:bai_236 + swir2:bai_246 + bai_236:bai_246,FIRE,0.3549,0.2742,75.8122,500.8309,91.748,0.1251,0.4066,0.0745,0.4848,,61.6043,0.3209,0.059,0.4204,0.0892,0.0597,0.0127,606.6075,1.0941,0.9506,373.2596,428.3694,0.3031,0.05,0.3478
638,Project,4,np.log(bm) ~ satvi + bai_126 + bai_236 + bai_246 + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.3062,0.2195,82.4249,536.5167,156.6016,0.1298,0.4356,0.1272,0.6497,,76.6799,0.3151,0.0629,0.4211,0.1043,0.0598,0.0148,615.5196,1.0976,0.9319,373.5496,477.7913,0.3033,0.0623,0.3879
639,Project,4,np.log(bm) ~ ndii7 + nir + swir1 + bai_126 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.2738,0.183,86.5872,524.4638,53.1865,0.1113,0.4258,0.0432,0.4685,,42.2126,0.3357,0.0514,0.4311,0.0744,0.0613,0.0106,621.7498,1.1218,1.0098,396.2455,442.2169,0.3217,0.0343,0.3591
640,Project,4,np.log(bm) ~ ndii7 + nir + swir1 + bai_136 + ndii7:nir + ndii7:swir1 + ndii7:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.2406,0.1457,90.6501,702.9987,268.0763,0.1998,0.5708,0.2177,0.8933,,89.2098,0.3528,0.0648,0.4818,0.1319,0.0685,0.0187,1105.4155,2.0501,1.5299,445.4137,557.899,0.3617,0.0724,0.453
641,Project,4,np.log(bm) ~ ndii7 + nir + swir1 + bai_236 + ndii7:nir + ndii7:swir1 + ndii7:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.2333,0.1375,91.5191,713.4395,340.4136,0.211,0.5793,0.2764,1.0992,,101.9228,0.3345,0.0559,0.466,0.1326,0.0662,0.0188,1103.8373,2.0344,1.4668,432.783,615.7192,0.3514,0.0828,0.4999
