index,model,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
0,Project,1,np.log(bm) ~ dfi,BIRD,0.0333,0.0328,7708.3859,833.0916,32.6371,23.1712,1.2361,0.0484,1.287,,22.9044,1.5897,0.0444,2.1755,0.0642,0.3985,0.0118,224.2574,0.8799,37.4283,534.4036,567.0596,0.7929,0.034,0.8414
1,Project,1,np.log(bm) ~ ndvi,BIRD,0.3097,0.3093,7117.3755,1167.7202,209.3083,8.3452,1.7327,0.3106,2.3225,,20.8546,1.3733,0.0319,1.8368,0.0419,0.3364,0.0077,398.4623,1.5629,13.3589,559.0497,592.2277,0.8295,0.0309,0.8787
2,Project,1,np.log(bm) ~ ndti,BIRD,0.4057,0.4054,6854.4798,2181.8365,479.3241,5.9087,3.2374,0.7112,4.3658,,59.0324,1.3057,0.042,1.7035,0.0649,0.312,0.0119,527.7122,2.0766,9.2627,730.8344,811.576,1.0844,0.0876,1.2042
3,Project,1,np.log(bm) ~ satvi,BIRD,0.3471,0.3467,7019.6018,743.9241,38.4663,8.6699,1.1038,0.0571,1.1754,,26.5322,1.2986,0.0602,1.7847,0.0724,0.3269,0.0133,325.9454,1.2804,14.0049,447.0002,487.0529,0.6633,0.0394,0.7227
4,Project,1,np.log(bm) ~ ndii7,BIRD,0.2695,0.2691,7216.6754,1358.5602,301.4199,9.6094,2.0158,0.4472,2.7192,,42.9871,1.4057,0.0327,1.8907,0.0255,0.3463,0.0047,535.7084,2.0837,15.4192,571.5734,632.0556,0.8481,0.0638,0.9378
5,Project,1,np.log(bm) ~ nir,BIRD,0.2726,0.2722,7209.2168,721.2782,35.9618,12.182,1.0702,0.0534,1.105,,16.48,1.3349,0.0723,1.8836,0.0896,0.345,0.0164,294.3948,1.1571,19.6882,433.7822,453.0543,0.6436,0.0245,0.6722
6,Project,1,np.log(bm) ~ swir1,BIRD,0.4491,0.4487,6721.6817,900.2049,98.5412,5.4585,1.3357,0.1462,1.6108,,22.2067,1.2222,0.0457,1.6403,0.0558,0.3004,0.0102,370.4498,1.4564,8.7055,483.847,527.8336,0.7179,0.033,0.7832
7,Project,1,np.log(bm) ~ swir2,BIRD,0.4856,0.4853,6601.2919,931.086,74.8316,4.5914,1.3815,0.111,1.6016,,24.4224,1.1908,0.0447,1.5849,0.0564,0.2903,0.0103,383.0833,1.5064,7.29,497.8629,538.6829,0.7387,0.0362,0.7993
8,Project,1,np.log(bm) ~ bai_126,BIRD,0.0572,0.0567,7664.4786,791.5529,32.4412,24.0957,1.1745,0.0481,1.2192,,15.7712,1.5463,0.0588,2.1461,0.0811,0.3931,0.0149,223.9291,0.8792,38.8501,508.0761,531.552,0.7539,0.0234,0.7887
9,Project,1,np.log(bm) ~ bai_136,BIRD,0.2702,0.2697,7215.1513,818.9415,26.756,10.6294,1.2151,0.0397,1.2754,,23.3745,1.3829,0.0454,1.8875,0.0648,0.3457,0.0119,353.755,1.3868,17.1087,493.8736,524.3158,0.7328,0.0347,0.778
10,Project,1,np.log(bm) ~ bai_236,BIRD,0.2888,0.2884,7169.7939,983.8974,17.5801,8.8628,1.4599,0.0261,1.4901,,18.6344,1.4061,0.0214,1.8645,0.0407,0.3415,0.0074,433.7545,1.7032,14.2295,562.4991,591.4695,0.8346,0.0276,0.8776
11,Project,1,np.log(bm) ~ bai_246,BIRD,0.1081,0.1075,7567.1826,775.171,33.4984,17.3326,1.1502,0.0497,1.2082,,22.7448,1.5476,0.0307,2.0898,0.0361,0.3828,0.0066,283.0962,1.1101,28.0334,507.3506,543.5945,0.7528,0.0337,0.8066
12,Project,2,np.log(bm) ~ dfi + ndvi + dfi:ndvi,BIRD,0.4785,0.4776,6629.3464,976.9885,192.0084,4.9802,1.4496,0.2849,2.0175,,39.7761,1.2092,0.042,1.5969,0.0689,0.2925,0.0126,411.4205,1.6191,7.945,519.4514,589.7332,0.7708,0.059,0.875
13,Project,2,np.log(bm) ~ dfi + ndti + dfi:ndti,BIRD,0.4153,0.4143,6830.1745,1924.5947,458.9829,6.5107,2.8557,0.681,3.7787,,53.9785,1.28,0.0449,1.6915,0.0751,0.3098,0.0138,456.6393,1.7973,10.2998,664.0174,743.8348,0.9853,0.0801,1.1037
14,Project,2,np.log(bm) ~ dfi + satvi + dfi:satvi,BIRD,0.4027,0.4017,6867.3385,752.3977,36.4666,8.2984,1.1164,0.0541,1.191,,25.3262,1.2341,0.0691,1.7074,0.0883,0.3127,0.0162,320.6509,1.2594,13.4191,446.8396,482.6603,0.663,0.0376,0.7162
15,Project,2,np.log(bm) ~ dfi + ndii7 + dfi:ndii7,BIRD,0.3803,0.3792,6932.0633,1340.6107,273.0112,9.52,1.9892,0.4051,2.4984,,36.6375,1.2987,0.0108,1.7434,0.0492,0.3193,0.009,556.5908,2.1712,15.2655,555.4008,606.5424,0.8241,0.0544,0.9
16,Project,2,np.log(bm) ~ dfi + nir + dfi:nir,BIRD,0.2816,0.2804,7191.4728,705.0746,34.4216,12.3086,1.0462,0.0511,1.0898,,18.1316,1.3128,0.0748,1.873,0.093,0.3431,0.017,282.2231,1.1066,19.9106,419.9484,440.7725,0.6231,0.0269,0.654
17,Project,2,np.log(bm) ~ dfi + swir1 + dfi:swir1,BIRD,0.491,0.4901,6586.6408,772.2804,96.2915,5.4861,1.1459,0.1429,1.4087,,22.4423,1.1473,0.0521,1.5773,0.0687,0.2889,0.0126,346.2567,1.3653,8.8023,429.9177,473.7063,0.6379,0.0333,0.7029
18,Project,2,np.log(bm) ~ dfi + swir2 + dfi:swir2,BIRD,0.5073,0.5065,6529.5155,777.421,70.7317,4.938,1.1535,0.105,1.3622,,21.9512,1.1415,0.0508,1.5521,0.0689,0.2843,0.0126,340.8545,1.3422,7.9045,441.1763,481.196,0.6546,0.0326,0.714
19,Project,2,np.log(bm) ~ dfi + bai_126 + dfi:bai_126,BIRD,0.0874,0.0858,7611.3818,791.6053,35.7798,21.139,1.1746,0.0531,1.2184,,19.0057,1.5346,0.0702,2.1137,0.0848,0.3872,0.0155,235.2617,0.9237,34.1344,504.2993,528.3246,0.7483,0.0282,0.7839
20,Project,2,np.log(bm) ~ dfi + bai_136 + dfi:bai_136,BIRD,0.3683,0.3672,6965.7067,849.5461,37.4455,8.3222,1.2605,0.0556,1.343,,30.479,1.2974,0.0633,1.7566,0.0789,0.3217,0.0145,379.3021,1.4897,13.3911,495.8668,538.7948,0.7358,0.0452,0.7995
21,Project,2,np.log(bm) ~ dfi + bai_236 + dfi:bai_236,BIRD,0.4268,0.4258,6795.0937,962.1427,57.1431,6.0847,1.4276,0.0848,1.5413,,30.5715,1.2684,0.0406,1.6741,0.066,0.3066,0.0121,508.6055,2.0045,9.7566,540.7468,586.9796,0.8024,0.0454,0.871
22,Project,2,np.log(bm) ~ dfi + bai_246 + dfi:bai_246,BIRD,0.258,0.2567,7248.2738,931.4989,89.605,13.5817,1.3821,0.133,1.5898,,31.2942,1.4335,0.0239,1.9089,0.0537,0.3496,0.0098,535.7973,2.0963,21.9671,541.5095,593.3988,0.8035,0.0464,0.8805
23,Project,2,np.log(bm) ~ ndvi + nir + ndvi:nir,BIRD,0.4427,0.4417,6745.9453,826.5818,250.6488,6.7204,1.2265,0.3719,1.9563,,22.7227,1.1685,0.058,1.6515,0.0719,0.3025,0.0132,337.9543,1.3217,10.844,404.9425,448.1689,0.6008,0.0337,0.665
24,Project,2,np.log(bm) ~ ndvi + bai_126 + ndvi:bai_126,BIRD,0.3134,0.3123,7111.8561,1054.1762,167.9026,8.5939,1.5642,0.2491,2.0195,,16.0804,1.3626,0.035,1.8337,0.0459,0.3359,0.0084,385.2758,1.51,13.7779,530.231,555.9948,0.7868,0.0239,0.825
25,Project,2,np.log(bm) ~ ndvi + bai_246 + ndvi:bai_246,BIRD,0.3468,0.3457,7024.3474,914.6136,129.0348,7.4906,1.3571,0.1915,1.7018,,40.3031,1.324,0.0315,1.7904,0.0393,0.3279,0.0072,342.3413,1.3457,12.0303,492.0999,570.0863,0.7302,0.0598,0.8459
26,Project,2,np.log(bm) ~ ndti + nir + ndti:nir,BIRD,0.4748,0.4739,6641.6346,1011.3917,227.7309,5.8374,1.5007,0.3379,2.0638,,37.6313,1.1621,0.0557,1.6027,0.0806,0.2936,0.0148,454.3923,1.7743,9.3928,470.5081,514.9328,0.6981,0.0558,0.7641
27,Project,2,np.log(bm) ~ ndti + bai_126 + ndti:bai_126,BIRD,0.415,0.414,6831.054,1799.7066,197.3625,5.9686,2.6704,0.2928,3.1871,,34.7084,1.288,0.0402,1.6918,0.0654,0.3099,0.012,624.6928,2.4537,9.4139,671.6683,722.8174,0.9966,0.0515,1.0725
28,Project,2,np.log(bm) ~ ndti + bai_136 + ndti:bai_136,BIRD,0.5031,0.5022,6544.6518,739.9619,78.0482,4.74,1.0979,0.1158,1.3156,,20.9161,1.1454,0.0346,1.56,0.061,0.2857,0.0112,394.7406,1.5508,7.6757,421.8808,451.9263,0.626,0.031,0.6706
29,Project,2,np.log(bm) ~ ndti + bai_246 + ndti:bai_246,BIRD,0.4817,0.4808,6618.6011,1461.8292,1040.173,4.8866,2.169,1.5434,5.2525,,147.9159,1.1977,0.0329,1.5938,0.0584,0.2919,0.0107,371.9468,1.4697,7.7697,565.567,860.7181,0.8392,0.2195,1.2771
30,Project,2,np.log(bm) ~ satvi + ndii7 + satvi:ndii7,BIRD,0.4873,0.4864,6599.4183,677.1983,108.6943,5.1401,1.0048,0.1613,1.3206,,17.1597,1.1486,0.0265,1.5861,0.0343,0.2905,0.0063,338.6316,1.3264,8.361,390.6974,410.1637,0.5797,0.0255,0.6086
31,Project,2,np.log(bm) ~ satvi + nir + satvi:nir,BIRD,0.3659,0.3648,6972.4353,661.4196,30.464,9.2725,0.9814,0.0452,1.0253,,14.7155,1.2378,0.0655,1.7606,0.0886,0.3225,0.0162,262.2122,1.0295,15.0157,396.005,414.4146,0.5876,0.0218,0.6149
32,Project,2,np.log(bm) ~ satvi + bai_126 + satvi:bai_126,BIRD,0.4127,0.4117,6837.7832,1136.304,135.3632,5.6814,1.686,0.2009,1.8541,,49.2897,1.2865,0.036,1.6947,0.0544,0.3104,0.01,531.4836,2.0906,9.0869,574.3366,635.889,0.8522,0.0731,0.9435
33,Project,2,np.log(bm) ~ satvi + bai_236 + satvi:bai_236,BIRD,0.406,0.4049,6857.8489,644.5938,31.4974,7.3301,0.9564,0.0467,1.0379,,15.8137,1.217,0.0422,1.7055,0.0506,0.3124,0.0093,279.6726,1.0984,11.9097,395.302,412.0907,0.5865,0.0235,0.6115
34,Project,2,np.log(bm) ~ satvi + bai_246 + satvi:bai_246,BIRD,0.3826,0.3816,6925.4731,675.5517,29.3229,7.6614,1.0024,0.0435,1.0366,,17.5462,1.2509,0.0376,1.7419,0.04,0.3191,0.0073,296.0684,1.1621,12.4251,409.9136,425.3259,0.6082,0.026,0.6311
35,Project,2,np.log(bm) ~ ndii7 + nir + ndii7:nir,BIRD,0.508,0.5072,6527.106,2952.9134,2132.1676,5.0435,4.3815,3.1637,10.3005,,109.8102,1.1185,0.0443,1.5525,0.0522,0.2844,0.0096,975.4566,3.7397,7.9238,552.3583,752.9444,0.8196,0.1629,1.1172
36,Project,2,np.log(bm) ~ ndii7 + swir1 + ndii7:swir1,BIRD,0.5286,0.5278,6451.9344,609.1997,31.8757,4.5294,0.9039,0.0473,0.9971,,8.591,1.1092,0.0417,1.5206,0.0365,0.2785,0.0067,350.3833,1.3765,7.3456,375.6415,390.0141,0.5574,0.0127,0.5787
37,Project,2,np.log(bm) ~ ndii7 + swir2 + ndii7:swir2,BIRD,0.5579,0.5571,6339.4786,606.3631,30.4709,4.0176,0.8997,0.0452,0.9803,,3.9886,1.0689,0.0342,1.4727,0.0374,0.2698,0.0069,334.142,1.3133,6.5198,369.8594,376.1895,0.5488,0.0059,0.5582
38,Project,2,np.log(bm) ~ ndii7 + bai_126 + ndii7:bai_126,BIRD,0.3449,0.3438,7029.5064,1693.2669,371.409,7.8375,2.5125,0.5511,3.2756,,35.3725,1.3327,0.0335,1.7914,0.0461,0.3281,0.0084,697.4144,2.7049,12.4821,589.2744,634.9253,0.8744,0.0525,0.9421
39,Project,2,np.log(bm) ~ ndii7 + bai_136 + ndii7:bai_136,BIRD,0.4299,0.4289,6785.7753,641.6023,31.989,5.6318,0.952,0.0475,1.0278,,20.571,1.2426,0.0349,1.6719,0.0237,0.3062,0.0043,385.0283,1.5083,9.1325,406.3576,446.4028,0.6029,0.0305,0.6624
40,Project,2,np.log(bm) ~ ndii7 + bai_236 + ndii7:bai_236,BIRD,0.407,0.406,6854.7139,644.1455,17.4561,6.1492,0.9558,0.0259,0.9951,,17.1848,1.2767,0.0444,1.7045,0.0269,0.3122,0.0049,365.7594,1.436,9.9836,419.782,442.805,0.6229,0.0255,0.657
41,Project,2,np.log(bm) ~ nir + swir2 + nir:swir2,BIRD,0.5085,0.5076,6525.4364,834.7193,88.1424,4.7784,1.2385,0.1308,1.4207,,18.4784,1.1375,0.043,1.552,0.0584,0.2843,0.0107,423.7075,1.6547,7.664,443.6427,465.8767,0.6583,0.0274,0.6913
42,Project,2,np.log(bm) ~ nir + bai_126 + nir:bai_126,BIRD,0.3337,0.3326,7059.3235,719.1617,46.4865,9.1874,1.0671,0.069,1.1282,,18.644,1.2952,0.0553,1.8052,0.0735,0.3307,0.0135,332.4146,1.309,14.885,432.9827,459.8295,0.6425,0.0277,0.6823
43,Project,2,np.log(bm) ~ nir + bai_136 + nir:bai_136,BIRD,0.3208,0.3197,7092.8838,659.7812,27.5379,10.6964,0.979,0.0409,1.0181,,12.4842,1.274,0.0648,1.8218,0.0895,0.3337,0.0164,256.0507,1.0048,17.2933,393.6729,404.2155,0.5841,0.0185,0.5998
44,Project,2,np.log(bm) ~ nir + bai_236 + nir:bai_236,BIRD,0.3977,0.3967,6882.0859,805.2728,301.2243,7.6713,1.1949,0.447,2.0884,,24.6192,1.2242,0.0496,1.7165,0.0736,0.3144,0.0135,298.1707,1.1701,12.4033,416.4505,463.832,0.6179,0.0365,0.6882
45,Project,2,np.log(bm) ~ nir + bai_246 + nir:bai_246,BIRD,0.486,0.4851,6603.9516,787.8394,94.3684,5.1029,1.169,0.14,1.427,,10.6579,1.1511,0.0415,1.5879,0.0458,0.2909,0.0084,388.3605,1.5195,8.1982,421.2467,435.9796,0.625,0.0158,0.6469
46,Project,2,np.log(bm) ~ swir1 + bai_126 + swir1:bai_126,BIRD,0.4597,0.4588,6691.4172,920.1139,56.0241,5.1814,1.3653,0.0831,1.517,,22.1714,1.2207,0.0372,1.6272,0.0469,0.298,0.0086,416.2777,1.6354,8.2607,496.3527,539.256,0.7365,0.0329,0.8001
47,Project,2,np.log(bm) ~ swir1 + bai_246 + swir1:bai_246,BIRD,0.4986,0.4978,6560.1535,915.7334,153.0971,4.7765,1.3588,0.2272,1.6389,,38.308,1.1562,0.0395,1.5696,0.0373,0.2875,0.0068,448.575,1.7709,7.6655,456.2239,515.3326,0.6769,0.0568,0.7646
48,Project,2,np.log(bm) ~ swir2 + bai_126 + swir2:bai_126,BIRD,0.4963,0.4954,6568.4328,971.6999,32.9867,4.3817,1.4418,0.0489,1.5271,,17.9409,1.1896,0.0327,1.5709,0.046,0.2877,0.0084,447.4643,1.7581,6.9526,514.2807,545.6707,0.7631,0.0266,0.8097
49,Project,2,np.log(bm) ~ swir2 + bai_246 + swir2:bai_246,BIRD,0.5347,0.5339,6429.1663,866.4637,138.4887,4.1068,1.2856,0.2055,1.6563,,36.3391,1.1139,0.0285,1.5119,0.0368,0.2769,0.0067,380.0597,1.4969,6.5852,448.9603,520.2716,0.6662,0.0539,0.772
50,Project,2,np.log(bm) ~ bai_126 + bai_136 + bai_126:bai_136,BIRD,0.294,0.2927,7160.9883,985.8621,17.5297,8.9679,1.4628,0.026,1.5087,,21.0865,1.3975,0.0267,1.8593,0.0485,0.3406,0.0089,409.9526,1.6094,14.3883,558.6364,590.1014,0.8289,0.0313,0.8756
51,Project,2,np.log(bm) ~ bai_126 + bai_236 + bai_126:bai_236,BIRD,0.2987,0.2975,7149.2207,939.8978,108.0358,9.1956,1.3946,0.1603,1.7098,,13.4807,1.3849,0.0308,1.8531,0.0505,0.3394,0.0092,418.5734,1.6436,14.7816,528.445,542.0613,0.7841,0.02,0.8043
52,Project,2,np.log(bm) ~ bai_126 + bai_246 + bai_126:bai_246,BIRD,0.2105,0.2091,7357.1699,723.4754,33.3509,13.6545,1.0735,0.0495,1.1439,,14.0098,1.4384,0.042,1.9667,0.0541,0.3602,0.0099,294.8638,1.153,22.0681,459.6894,479.1497,0.6821,0.0208,0.711
53,Project,2,np.log(bm) ~ bai_136 + bai_246 + bai_136:bai_246,BIRD,0.3245,0.3233,7083.372,726.8907,27.7535,8.5622,1.0786,0.0412,1.1467,,21.4592,1.3307,0.0311,1.8209,0.0333,0.3335,0.0061,360.1963,1.4098,13.8404,443.3593,473.1791,0.6579,0.0318,0.7021
54,Project,2,np.log(bm) ~ bai_236 + bai_246 + bai_236:bai_246,BIRD,0.3332,0.332,7060.7357,846.9689,47.2129,7.7592,1.2567,0.0701,1.3275,,28.2598,1.3534,0.0323,1.8092,0.0274,0.3314,0.005,446.5249,1.7512,12.529,495.616,531.4501,0.7354,0.0419,0.7886
55,Project,3,np.log(bm) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,BIRD,0.5164,0.5147,6502.9724,716.9434,46.1162,4.8698,1.0638,0.0684,1.1593,,11.9623,1.1242,0.0449,1.5411,0.0697,0.2823,0.0128,405.2701,1.5863,7.8723,419.664,435.9138,0.6227,0.0177,0.6468
56,Project,3,np.log(bm) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,BIRD,0.4846,0.4828,6614.594,919.6563,124.8956,4.8843,1.3646,0.1853,1.7269,,20.0679,1.2003,0.0339,1.5896,0.0644,0.2912,0.0118,461.186,1.8126,7.8176,497.2823,528.6304,0.7379,0.0298,0.7844
57,Project,3,np.log(bm) ~ dfi + ndvi + bai_246 + dfi:ndvi + dfi:bai_246 + ndvi:bai_246,BIRD,0.5187,0.5171,6494.4414,780.1045,125.5846,5.0108,1.1575,0.1863,1.5195,,47.4403,1.1259,0.0348,1.5375,0.0586,0.2816,0.0107,337.7419,1.3308,8.0646,444.5437,538.0039,0.6596,0.0704,0.7983
58,Project,3,np.log(bm) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,BIRD,0.481,0.4792,6626.9132,1508.6776,699.3145,5.6716,2.2386,1.0376,4.1261,,67.4487,1.1665,0.0554,1.5964,0.0766,0.2924,0.014,600.3232,2.3314,9.0704,519.0092,618.5986,0.7701,0.1001,0.9179
59,Project,3,np.log(bm) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,BIRD,0.4283,0.4264,6796.523,1745.9775,407.1564,6.3504,2.5907,0.6041,3.6327,,49.4684,1.2603,0.042,1.6743,0.0752,0.3067,0.0138,586.1614,2.3024,10.0699,625.3264,696.8685,0.9279,0.0734,1.034
60,Project,3,np.log(bm) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,BIRD,0.5144,0.5127,6510.1489,691.8968,77.9772,5.0523,1.0266,0.1157,1.2207,,16.8325,1.1139,0.039,1.5437,0.0707,0.2828,0.013,382.7303,1.4978,8.1963,400.6667,430.4883,0.5945,0.025,0.6388
61,Project,3,np.log(bm) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,BIRD,0.5027,0.501,6551.8325,968.5422,170.7988,5.6407,1.4371,0.2534,1.8931,,54.7538,1.1348,0.0323,1.5616,0.0702,0.286,0.0129,313.1404,1.2356,9.0689,479.6895,586.1093,0.7118,0.0812,0.8697
62,Project,3,np.log(bm) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,BIRD,0.5391,0.5375,6418.6304,689.1361,108.3241,4.8622,1.0225,0.1607,1.3127,,20.8185,1.08,0.028,1.5058,0.0607,0.2758,0.0111,342.2047,1.3382,7.9093,383.782,408.1779,0.5695,0.0309,0.6056
63,Project,3,np.log(bm) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,BIRD,0.406,0.4039,6863.84,735.8213,24.6394,8.5969,1.0918,0.0366,1.1361,,20.7726,1.2258,0.0716,1.7069,0.0852,0.3126,0.0156,307.0243,1.2065,13.9019,436.4617,462.7468,0.6476,0.0308,0.6866
64,Project,3,np.log(bm) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,BIRD,0.4645,0.4627,6681.7696,990.135,123.7726,5.8148,1.4692,0.1837,1.7678,,44.182,1.2107,0.0524,1.6187,0.0842,0.2965,0.0154,468.2701,1.8427,9.3532,530.3077,596.8209,0.7869,0.0656,0.8856
65,Project,3,np.log(bm) ~ dfi + satvi + bai_236 + dfi:satvi + dfi:bai_236 + satvi:bai_236,BIRD,0.5018,0.5001,6555.0821,666.9432,40.3815,5.5139,0.9896,0.0599,1.086,,18.9121,1.1287,0.0389,1.5632,0.0719,0.2863,0.0132,338.92,1.3325,8.9881,407.393,426.8432,0.6045,0.0281,0.6333
66,Project,3,np.log(bm) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,BIRD,0.4828,0.481,6620.7866,651.0458,29.0751,6.4955,0.966,0.0431,1.0141,,19.9986,1.1486,0.0418,1.5941,0.0674,0.292,0.0123,303.252,1.1903,10.5712,404.7131,426.7173,0.6005,0.0297,0.6332
67,Project,3,np.log(bm) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,BIRD,0.5269,0.5253,6464.3543,1148.7326,427.4526,4.8978,1.7045,0.6342,2.5567,,35.1207,1.0963,0.0436,1.5246,0.0565,0.2793,0.0103,706.1097,2.7211,7.876,424.8532,479.8167,0.6304,0.0521,0.7119
68,Project,3,np.log(bm) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,BIRD,0.5662,0.5648,6311.9717,584.051,54.7666,4.6348,0.8666,0.0813,1.0273,,11.3795,1.0361,0.0331,1.4611,0.0454,0.2676,0.0083,317.7695,1.2519,7.5323,353.1518,371.1758,0.524,0.0169,0.5507
69,Project,3,np.log(bm) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,BIRD,0.5735,0.572,6282.4798,576.6754,38.0063,4.369,0.8557,0.0564,0.9652,,8.1958,1.0276,0.0342,1.449,0.0485,0.2654,0.0089,295.8441,1.163,7.105,348.9692,362.326,0.5178,0.0122,0.5376
70,Project,3,np.log(bm) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,BIRD,0.4454,0.4435,6743.4165,1359.4347,420.189,6.3396,2.0171,0.6235,3.2103,,34.2216,1.2325,0.038,1.6501,0.06,0.3022,0.011,589.2841,2.2963,10.1183,531.3887,574.4571,0.7885,0.0508,0.8524
71,Project,3,np.log(bm) ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,BIRD,0.5398,0.5382,6415.8733,745.7127,143.0283,4.7878,1.1065,0.2122,1.4948,,20.1928,1.0927,0.026,1.504,0.0463,0.2755,0.0085,384.1131,1.5024,7.7519,397.9145,422.2294,0.5904,0.03,0.6265
72,Project,3,np.log(bm) ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,BIRD,0.5439,0.5423,6400.0981,700.4716,137.3261,4.7969,1.0394,0.2038,1.4443,,21.172,1.0867,0.017,1.4978,0.043,0.2744,0.0079,348.5725,1.3683,7.8021,400.4058,434.4917,0.5941,0.0314,0.6447
73,Project,3,np.log(bm) ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,BIRD,0.532,0.5304,6445.4589,769.7092,60.2475,4.7204,1.1421,0.0894,1.2295,,12.0701,1.112,0.0361,1.5174,0.0564,0.2779,0.0103,438.9611,1.7166,7.5861,420.8031,440.7133,0.6244,0.0179,0.6539
74,Project,3,np.log(bm) ~ dfi + nir + bai_126 + dfi:nir + dfi:bai_126 + nir:bai_126,BIRD,0.3522,0.35,7015.7859,719.9709,49.9622,8.8952,1.0683,0.0741,1.1396,,16.2859,1.2614,0.0559,1.7819,0.0806,0.3264,0.0148,302.9689,1.1914,14.4065,421.0511,441.7667,0.6248,0.0242,0.6555
75,Project,3,np.log(bm) ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,BIRD,0.39,0.3879,6910.3163,756.3791,31.2044,8.2565,1.1223,0.0463,1.1915,,20.72,1.2586,0.0616,1.7295,0.083,0.3168,0.0152,335.7125,1.3175,13.3435,453.0214,480.1029,0.6722,0.0307,0.7124
76,Project,3,np.log(bm) ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,BIRD,0.4621,0.4603,6689.5582,804.9172,130.3972,5.9212,1.1943,0.1935,1.571,,16.9133,1.196,0.0505,1.6251,0.0734,0.2977,0.0135,423.762,1.6638,9.5896,459.1174,483.2357,0.6812,0.0251,0.717
77,Project,3,np.log(bm) ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,BIRD,0.5371,0.5355,6425.968,652.2565,51.2014,4.6349,0.9678,0.076,1.0607,,11.1521,1.0856,0.0418,1.5084,0.0575,0.2763,0.0105,391.6258,1.5347,7.4945,383.5769,393.2475,0.5691,0.0165,0.5835
78,Project,3,np.log(bm) ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,BIRD,0.5088,0.5071,6530.2121,776.1641,96.2164,4.9694,1.1517,0.1428,1.3897,,21.9264,1.1327,0.0344,1.5525,0.0586,0.2844,0.0107,423.9821,1.6755,7.9804,425.5275,464.4097,0.6314,0.0325,0.6891
79,Project,3,np.log(bm) ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,BIRD,0.5633,0.5618,6323.8024,776.737,241.065,4.5815,1.1525,0.3577,1.8435,,34.9966,1.0501,0.0352,1.467,0.0497,0.2687,0.0091,487.5975,1.9478,7.4125,393.3358,443.531,0.5836,0.0519,0.6581
80,Project,3,np.log(bm) ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,BIRD,0.523,0.5214,6478.6292,793.0764,63.8728,4.5315,1.1768,0.0948,1.347,,13.8507,1.129,0.0352,1.5302,0.0592,0.2803,0.0108,414.2655,1.6316,7.2586,437.7559,465.1773,0.6495,0.0206,0.6902
81,Project,3,np.log(bm) ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,BIRD,0.5664,0.5649,6311.2893,687.7032,76.9531,4.4599,1.0204,0.1142,1.1687,,23.8832,1.0442,0.0333,1.4611,0.0532,0.2676,0.0097,335.1523,1.3249,7.217,385.1355,420.1782,0.5715,0.0354,0.6235
